"","RegionSalesCar","2017 Q4","2017 Q3","2016 Q4","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",550990,555680,512700,440792,2147.83746810291,633.6385,2781.47596810291,111259.038724117,0.28896568679369,0.284137030603603,"",0.309331811995096,""
"2","CA Condo/Townhomes",449720,446800,413720,359776,1753.07258962094,517.178,2270.25058962094,90810.0235848377,0.374056508663745,0.375529253766276,"",0.400902343954399,""
"3","Los Angeles Metropolitan Area",496250,502000,460000,397000,1934.45315440584,570.6875,2505.14065440584,100205.626176233,0.307435915256127,0.30208575889415,"",0.340793071253601,""
"4","Inland Empire",340000,339900,315000,272000,1325.36840805639,391,1716.36840805639,68654.7363222557,0.427214338889601,0.426472548654735,"",0.460937215573054,""
"5","S.F. Bay Area",895000,860000,790000,716000,3488.83742708962,1029.25,4518.08742708962,180723.497083585,0.214146340393612,0.226892751155122,"",0.251420932020978,""
"6","United States",247800,254000,235000,198240,965.959680930511,284.97,1250.92968093051,50037.1872372204,0.55697785567206,0.547293707409777,"",0.577376904851514,""
"7","Alameda",867250,865000,779500,693800,3380.66397613796,997.3375,4378.00147613796,175120.059045518,0.197320218135646,0.196351679724072,"",0.240082742446079,""
"8","Contra-Costa",612000,624450,550000,489600,2385.6631345015,703.8,3089.4631345015,123578.52538006,0.342738975410312,0.33171175436934,"",0.389623537049955,""
"9","Marin",1250000,1225000,1149500,1e+06,4872.67797079556,1437.5,6310.17797079556,252407.118831822,0.178651465992733,0.181641024511013,"",0.19729430115072,""
"10","Napa",675000,653000,620000,540000,2631.2461042296,776.25,3407.4961042296,136299.844169184,0.25242248432307,0.263904405934735,"",0.264900085907652,""
"11","San Francisco",1501504,1370000,1353000,1201203.2,5853.07637108913,1726.7296,7579.80597108913,303192.238843565,0.120847397727395,0.127729689025099,"",0.133537860308345,""
"12","San Mateo",1500000,1441250,1300000,1200000,5847.21356495467,1725,7572.21356495467,302888.542598187,0.144571148339689,0.147560189889671,"",0.146491251355079,""
"13","Santa Clara",1270000,1165000,1005000,1016000,4950.64081832828,1460.5,6411.14081832828,256445.632733131,0.150212926109953,0.17025542694974,"",0.21615956147701,""
"14","Solano",415000,415750,392500,332000,1617.72908630412,477.25,2094.97908630412,83799.163452165,0.437339691840211,0.434958615596358,"",0.446906446988034,""
"15","Sonoma",655000,630000,589000,524000,2553.28325669687,753.25,3306.53325669687,132261.330267875,0.234430516601121,0.246536860496677,"",0.262222730819349,""
"16","Los Angeles",553330,595110,506640,442664,2156.95912126424,636.3295,2793.28862126424,111731.54485057,0.252899107031857,0.22304699641769,"",0.278805828832734,""
"17","Orange County",785000,790000,743500,628000,3060.04176565961,902.75,3962.79176565961,158511.670626384,0.210142020833522,0.207128700166542,"",0.222731932963959,""
"18","Riverside County",385000,387000,355600,308000,1500.78481500503,442.75,1943.53481500503,77741.3926002012,0.384011521788473,0.380760286970095,"",0.413716020166609,""
"19","San Bernardino",276250,270000,250000,221000,1076.86183154582,317.6875,1394.54933154582,55781.9732618327,0.502831476107204,0.511327208949466,"",0.544988443733078,""
"20","San Diego",610000,607000,568000,488000,2377.86684974823,701.5,3079.36684974823,123174.673989929,0.256147523196452,0.256892793273988,"",0.274288623276723,"R"
"21","Ventura",640000,634000,6e+05,512000,2494.81112104732,736,3230.81112104732,129232.444841893,0.264858675290569,0.267950224843412,"",0.33482015962752,"R"
"22","Monterey",599950,585000,507000,479960,2338.69051886303,689.9425,3028.63301886303,121145.320754521,0.21190470295582,0.221181711687452,"",0.268994103466676,""
"23","San Luis Obispo",594325,599000,550000,475460,2316.76346799445,683.47375,3000.23721799446,120009.488719778,0.240046130265402,0.234519527496755,"",0.265514856917289,"R"
"24","Santa Barbara",710000,664535,680000,568000,2767.68108741188,816.5,3584.18108741188,143367.243496475,0.175875163124901,0.198421347049685,"",0.214125475650122,""
"25","Santa Cruz",855000,830000,8e+05,684000,3332.91173202416,983.25,4316.16173202416,172646.469280966,0.167563851756093,0.174729405521013,"",0.171236292152309,""
"26","Fresno",259900,260000,240000,207920,1013.12720368781,298.885,1312.01220368781,52480.4881475125,0.455579387155132,0.454622392842029,"",0.493501707385863,"R"
"27","Kern (Bakersfield)",233250,235000,225000,186600,909.24170935045,268.2375,1177.47920935045,47099.168374018,0.537208332742817,0.533026542761235,"",0.55281921110835,""
"28","Kings County",225000,225000,215000,180000,877.0820347432,258.75,1135.8320347432,45433.281389728,0.517064461618238,0.516872893253363,"",0.558150495096832,""
"29","Madera",243950,264900,229950,195160,950.951832780461,280.5425,1231.49433278046,49259.7733112184,0.469971134520778,0.435972111534336,"R",0.485150787247678,""
"30","Merced",250000,255000,230125,2e+05,974.535594159111,287.5,1262.03559415911,50481.4237663644,0.47608157906126,0.467055030264864,"",0.477558996147436,""
"31","Placer County",453750,455000,429500,363000,1768.78210339879,521.8125,2290.59460339879,91623.7841359515,0.439443746717148,0.436639731449571,"",0.469958140082217,"R"
"32","Sacramento",349900,350000,319000,279920,1363.96001758509,402.385,1766.34501758509,70653.8007034037,0.431208808312438,0.429677379640572,"",0.458478556340858,"R"
"33","San Benito",552000,550000,5e+05,441600,2151.77459190332,634.8,2786.57459190332,111462.983676133,0.310120975997077,0.310098826076604,"",0.349601392527916,""
"34","San Joaquin",349950,352250,320000,279960,1364.15492470392,402.4425,1766.59742470392,70663.896988157,0.409994574053026,0.405274236217341,"",0.440222196006848,"R"
"35","Stanislaus",298250,295000,275000,238600,1162.62096383182,342.9875,1505.60846383182,60224.3385532728,0.453668253182355,0.456988528564802,"",0.47771672730408,""
"36","Tulare",220000,225000,210000,176000,857.591322860018,253,1110.59132286002,44423.6529144007,0.521071835866639,0.509534190257631,"",0.493631742967163,""
"37","Amador",325000,320000,275000,260000,1266.89627240684,373.75,1640.64627240684,65625.8508962738,0.437952898020574,0.444276199856865,"",0.502728255541112,""
"38","Butte County",308500,299900,290250,246800,1202.57692319234,354.775,1557.35192319234,62294.0769276937,0.387595581162165,0.397433545883188,"",0.412939337223555,""
"39","Calaveras",301500,339000,288000,241200,1175.28992655589,346.725,1522.01492655589,60880.5970622355,0.497451011129956,0.441743393863777,"",NA,NA
"40","El Dorado County",455000,462750,430000,364000,1773.65478136958,523.25,2296.90478136958,91876.1912547833,0.422526687818295,0.412719916249755,"",0.390913092269847,""
"41","Humboldt",310500,318000,292341.5,248400,1210.37320794562,357.075,1567.44820794562,62697.9283178247,0.343737111014792,0.332188584227221,"",0.399289128767181,"R"
"42","Lake County",265000,249950,247000,212000,1033.00772980866,304.75,1337.75772980866,53510.3091923463,0.358767382385308,0.377617405725563,"",0.444326317102573,"R"
"43","Lassen",180000,186500,152880,144000,701.66562779456,207,908.66562779456,36346.6251117824,0.651282669876009,0.639863020568964,"",NA,NA
"44","Mariposa",291750,270000,249900,233400,1137.28303838368,335.5125,1472.79553838368,58911.8215353473,0.482929976559406,0.510547413869259,"R",0.518108569388324,""
"45","Mendocino",389500,391000,365500,311600,1518.32645569989,447.925,1966.25145569989,78650.0582279958,0.278176326038117,0.275415740533556,"",0.317469829143133,"R"
"46","Mono",588500,571000,533000,470800,2294.05678865055,676.775,2970.83178865055,118833.271546022,0.186965584450268,0.201928744005089,"",NA,NA
"47","Nevada",395000,393000,358000,316000,1539.7662387714,454.25,1994.0162387714,79760.6495508558,0.388831980680296,0.389593469166592,"",NA,NA
"48","Plumas",295000,285000,246500,236000,1149.95200110775,339.25,1489.20200110775,59568.08004431,0.452564000330556,0.466384059407997,"",NA,NA
"49","Shasta",255000,250000,245000,204000,994.026306042293,293.25,1287.27630604229,51491.0522416917,0.474225600336191,0.47957728945409,"",0.457572353914809,""
"50","Siskiyou County",198500,203500,189250,158800,773.781261762334,228.275,1002.05626176233,40082.2504704934,0.505600341796774,0.494674550251456,"",0.529703830931489,"R"
"51","Sutter",275000,280600,255000,220000,1071.98915357502,316.25,1388.23915357502,55529.5661430009,0.52247007685048,0.51192029102225,"",0.519398770523359,"R"
"52","Tehama",210000,208500,194250,168000,818.609899093653,241.5,1060.10989909365,42404.3959637461,0.556015356722246,0.557849653863883,"",0.602393557704857,""
"53","Tuolumne",275000,289000,245000,220000,1071.98915357502,316.25,1388.23915357502,55529.5661430009,0.475517915242938,0.451776228305145,"",NA,NA
"54","Yolo",434950,435000,385000,347960,1695.49702671802,500.1925,2195.68952671802,87827.5810687209,0.342462002685328,0.341625414622486,"",0.368338475118161,"R"
"55","Yuba",272500,268516,253500,218000,1062.24379763343,313.375,1375.61879763343,55024.7519053372,0.424127512637549,0.429065584911755,"",0.446241024408467,""
