"","RegionSalesCar","2017 Q4","2017 Q3","Quarter_Rev","2016 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"33","San Benito",552000,467500,"",5e+05,420750,1828.82215451554,537.625,2366.44715451554,70993.4146354662,0.525411134394951,0.525411134394951
"34","San Joaquin",349950,299412.5,"",320000,269471.25,1171.27746168745,344.324375,1515.60183668745,45468.0551006236,0.591506987786642,0.591506987786642
"35","Stanislaus",298250,250750,"",275000,225675,980.913701058336,288.3625,1269.27620105834,38078.2860317501,0.641845019572934,0.641845019572934
"36","Tulare",220000,191250,"",210000,172125,748.154517756358,219.9375,968.092017756358,29042.7605326907,0.683859612077817,0.683859612077817
"37","Amador",325000,272000,"",275000,244800,1064.04198080904,312.8,1376.84198080904,41305.2594242713,0.617645700443072,0.617645700443072
"38","Butte County",308500,254915,"",290250,229423.5,997.206843889474,293.15225,1290.35909388947,38710.7728166842,0.568459642556692,0.568459642556692
"39","Calaveras",301500,288150,"",288000,259335,1127.21947341958,331.3725,1458.59197341958,43757.7592025874,0.629589903309511,0.629589903309511
"40","El Dorado County",455000,393337.5,"",430000,354003.75,1538.70445818558,452.338125,1991.04258318558,59731.2774955673,0.594061453983459,0.594061453983459
"41","Humboldt",310500,270300,"",292341.5,243270,1057.39171842899,310.845,1368.23671842899,41047.1015528696,0.525006024725774,0.525006024725774
"42","Lake County",265000,212457.5,"",247000,191211.75,831.116540947563,244.326125,1075.44266594756,32263.2799784269,0.548878302045355,0.548878302045355
"43","Lassen",180000,158525,"",152880,142672.5,620.13696694027,182.30375,802.44071694027,24073.2215082081,0.784569458759164,0.784569458759164
"44","Mariposa",291750,229500,"R",249900,206550,897.785421307629,263.925,1161.71042130763,34851.3126392289,0.677341018478588,0.655204862293833
"45","Mendocino",389500,332350,"",365500,299115,1300.12629530105,382.2025,1682.32879530105,50469.8638590314,0.460540566468552,0.460540566468552
"46","Mono",588500,485350,"",533000,436815,1898.64990950613,558.1525,2456.80240950613,73704.072285184,0.463202082397949,0.463202082397949
"47","Nevada",395000,334050,"",358000,300645,1306.7765576811,384.1575,1690.9340576811,50728.0217304331,0.585071647751683,0.585071647751683
"48","Plumas",295000,242250,"",246500,218025,947.662389158053,278.5875,1226.24988915805,36787.4966747416,0.630492889044391,0.630492889044391
"49","Shasta",255000,212500,"",245000,191250,831.282797507064,244.375,1075.65779750706,32269.7339252119,0.661870446050126,0.661870446050126
"50","Siskiyou County",198500,172975,"",189250,155677.5,676.66419717075,198.92125,875.58544717075,26267.5634151225,0.659608797526942,0.659608797526942
"51","Sutter",275000,238510,"",255000,214659,933.031811921929,274.2865,1207.31831192193,36219.5493576579,0.698864062938855,0.698864062938855
"52","Tehama",210000,177225,"",194250,159502.5,693.289853120891,203.80875,897.098603120891,26912.9580936267,0.730698064773988,0.730698064773988
"53","Tuolumne",275000,245650,"",245000,221085,960.962913918166,282.4975,1243.46041391817,37303.812417545,0.638447829284668,0.638447829284668
"54","Yolo",434950,369750,"",385000,332775,1446.43206766229,425.2125,1871.64456766229,56149.3370298687,0.513638734661881,0.513638734661881
"55","Yuba",272500,228238.6,"",253500,205414.74,892.850926621627,262.47439,1155.32531662163,34659.7594986488,0.619363061271346,0.619363061271346
