"","RegionSalesCar","2017 Q4","2017 Q3","Quarter_Rev","2016 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",550990,472328,"",512700,425095.2,1847.7088996749,543.1772,2390.8860996749,71726.582990247,0.468708997422174,0.468710957261209
"2","CA Condo/Townhomes",449720,379780,"",413720,341802,1485.66861570463,436.747,1922.41561570463,57672.4684711388,0.558528293921086,0.564137875260107
"3","Los Angeles Metropolitan Area",496250,426700,"",460000,384030,1669.21585739418,490.705,2159.92085739418,64797.6257218255,0.494599211803307,0.494599211803307
"4","Inland Empire",340000,288915,"",315000,260023.5,1130.2120914906,332.25225,1462.4643414906,43873.9302447181,0.613781326892317,0.613781326892317
"5","S.F. Bay Area",895000,731000,"",790000,657900,2859.6128234243,840.65,3700.2628234243,111007.884702729,0.411478569764833,0.411478569764833
"6","United States",247800,215900,"",235000,194310,844.583322267177,248.285,1092.86832226718,32786.0496680153,0.708525286260233,0.708525286260233
"7","Alameda",867250,735250,"",779500,661725,2876.23847937444,845.5375,3721.77597937444,111653.279381233,0.378008744445144,0.378008744445144
"8","Contra-Costa",612000,530782.5,"",550000,477704.25,2076.37817161314,610.399875,2686.77804661314,80603.3413983943,0.529864755440172,0.529864755440172
"9","Marin",1250000,1041250,"",1149500,937125,4073.28570778461,1197.4375,5270.72320778461,158121.696233538,0.322077951129459,0.322077951129459
"10","Napa",675000,555050,"",620000,499545,2171.31066708845,638.3075,2809.61816708845,84288.5450126535,0.472298866555134,0.472298866555134
"11","San Francisco",1501504,1164500,"",1353000,1048050,4555.42973033871,1339.175,5894.60473033871,176838.141910161,0.239203312073625,0.239203312073625
"12","San Mateo",1500000,1225062.5,"",1300000,1102556.25,4792.34532762822,1408.821875,6201.16720262822,186035.016078847,0.25306290887721,0.25306290887721
"13","Santa Clara",1270000,990250,"",1005000,891225,3873.77783638292,1138.7875,5012.56533638292,150376.960091488,0.33022445508118,0.33022445508118
"14","Solano",415000,353387.5,"",392500,318048.75,1382.42329225425,406.395625,1788.81891725425,53664.5675176274,0.631065418133064,0.631065418133064
"15","Sonoma",655000,535500,"",589000,481950,2094.8326497178,615.825,2710.6576497178,81319.729491534,0.452503577268562,0.452503577268562
"16","Los Angeles",553330,505843.5,"",506640,455259.15,1978.81882249772,581.720025,2560.53884749772,76816.1654249315,0.398078404365015,0.398078404365015
"17","Orange County",785000,671500,"",743500,604350,2626.85364012232,772.225,3399.07864012232,101972.35920367,0.396423994001512,0.396423994001512
"18","Riverside County",385000,328950,"",355600,296055,1286.82577054094,378.2925,1665.11827054094,49953.5481162281,0.572675306230389,0.572675306230389
"19","San Bernardino",276250,229500,"",250000,206550,897.785421307629,263.925,1161.71042130763,34851.3126392289,0.680597720442977,0.680597720442977
"20","San Diego",610000,515950,"",568000,464355,2018.35463234715,593.3425,2611.69713234715,78350.9139704145,0.453227060945251,0.453227060945251
"21","Ventura",640000,538900,"",6e+05,485010,2108.13317447791,619.735,2727.86817447791,81836.0452343374,0.486705847907577,0.486705847907577
"22","Monterey",599950,497250,"",507000,447525,1945.20174616653,571.8375,2517.03924616653,75511.1773849959,0.411132203639024,0.411132203639024
"23","San Luis Obispo",594325,509150,"",550000,458235,1991.75358282693,585.5225,2577.27608282693,77318.2824848078,0.434392704744527,0.434392704744527
"24","Santa Barbara",710000,564854.75,"",680000,508369.275,2209.66605536543,649.5829625,2859.24901786543,85777.4705359628,0.387023120373736,0.387023120373736
"25","Santa Cruz",855000,705500,"",8e+05,634950,2759.85888772345,811.325,3571.18388772345,107135.516631704,0.34474197358017,0.34474197358017
"26","Fresno",259900,221000,"",240000,198900,864.534109407347,254.15,1118.68410940735,33560.5232822204,0.627660065618886,0.627814083243444
"27","Kern (Bakersfield)",233250,199750,"",225000,179775,781.40582965664,229.7125,1011.11832965664,30333.5498896992,0.697811021888474,0.697811021888474
"28","Kings County",225000,191250,"",215000,172125,748.154517756358,219.9375,968.092017756358,29042.7605326907,0.696566417978019,0.696566417978019
"29","Madera",243950,225165,"R",229950,202648.5,880.827252238485,258.93975,1139.76700223849,34193.0100671546,0.628397648392584,0.606761089843875
"30","Merced",250000,216750,"",230125,195075,847.908453457205,249.2625,1097.17095345721,32915.1286037162,0.659663072794302,0.659663072794302
"31","Placer County",453750,386750,"",429500,348075,1512.93469146286,444.7625,1957.69719146286,58730.9157438857,0.625822384734229,0.625822384734229
"32","Sacramento",349900,297500,"",319000,267750,1163.79591650989,342.125,1505.92091650989,45177.6274952967,0.614656679503873,0.614656679503873
