"","RegionSalesCar","2017 Q4","2017 Q3","Quarter_Rev","2016 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",550990,555680,NA,512700,410160,1936.94486218159,589.605,2526.54986218159,101061.994487264,0.309331811995096,0.310285466578144,""
"2","CA Condo/Townhomes",449720,446800,NA,413720,330976,1563.00532159502,475.778,2038.78332159502,81551.3328638008,0.400902343954399,0.400921092789376,""
"3","Los Angeles Metropolitan Area",496250,502000,NA,460000,368000,1737.84793564176,529,2266.84793564176,90673.9174256704,0.340793071253601,0.337900965926372,""
"4","Inland Empire",340000,339900,NA,315000,252000,1190.04804288512,362.25,1552.29804288512,62091.9217154048,0.460937215573054,0.457032019405941,""
"5","S.F. Bay Area",895000,860000,NA,790000,632000,2984.56493294998,908.5,3893.06493294998,155722.597317999,0.251420932020978,0.248654801069044,""
"6","United States",247800,254000,"1",235000,188000,887.813619295247,270.25,1158.06361929525,46322.5447718099,0.577376904851514,0.577376904851514,""
"7","Alameda",867250,865000,NA,779500,623600,2944.89666485381,896.425,3841.32166485381,153652.866594152,0.240082742446079,0.240082742446079,""
"8","Contra-Costa",612000,624450,NA,550000,440000,2077.86166218037,632.5,2710.36166218037,108414.466487215,0.389623537049955,0.389623537049955,""
"9","Marin",1250000,1225000,NA,1149500,919600,4342.73087395697,1321.925,5664.65587395697,226586.234958279,0.19729430115072,0.19729430115072,""
"10","Napa",675000,653000,NA,620000,496000,2342.3167828215,713,3055.3167828215,122212.67131286,0.264900085907652,0.264900085907652,""
"11","San Francisco",1501504,1370000,NA,1353000,1082400,5111.5396889637,1555.95,6667.4896889637,266699.587558548,0.133537860308345,0.133537860308345,""
"12","San Mateo",1500000,1441250,NA,1300000,1040000,4911.30938333541,1495,6406.30938333541,256252.375333416,0.146491251355079,0.146491251355079,""
"13","Santa Clara",1270000,1165000,NA,1005000,804000,3796.81994634776,1155.75,4952.56994634776,198102.79785391,0.21615956147701,0.21615956147701,""
"14","Solano",415000,415750,NA,392500,314000,1482.83764073781,451.375,1934.21264073781,77368.5056295123,0.446906446988034,0.446906446988034,""
"15","Sonoma",655000,630000,NA,589000,471200,2225.20094368043,677.35,2902.55094368043,116102.037747217,0.262222730819349,0.262222730819349,""
"16","Los Angeles",553330,595110,NA,506640,405312,1914.05060459466,582.636,2496.68660459466,99867.4641837862,0.278805828832734,0.281763180961253,""
"17","Orange County",785000,790000,NA,743500,594800,2808.89117423837,855.025,3663.91617423837,146556.646969535,0.222731932963959,0.221738692380548,""
"18","Riverside County",385000,387000,NA,355600,284480,1343.43201285698,408.94,1752.37201285698,70094.8805142791,0.413716020166609,0.412604864116197,""
"19","San Bernardino",276250,270000,NA,250000,2e+05,944.482573718348,287.5,1231.98257371835,49279.3029487339,0.544988443733078,0.54294600486673,""
"20","San Diego",610000,607000,NA,568000,454400,2145.86440748809,653.2,2799.06440748809,111962.576299523,0.274288623276723,0.255603947763452,"R"
"21","Ventura",640000,634000,NA,6e+05,480000,2266.75817692404,690,2956.75817692404,118270.327076961,0.33482015962752,0.309308849007772,"R"
"22","Monterey",599950,585000,NA,507000,405600,1915.41065950081,583.05,2498.46065950081,99938.4263800324,0.268994103466676,0.268994103466676,""
"23","San Luis Obispo",594325,599000,NA,550000,440000,2077.86166218037,632.5,2710.36166218037,108414.466487215,0.265514856917289,0.252728083273261,"R"
"24","Santa Barbara",710000,664535,NA,680000,544000,2568.99260051391,782,3350.99260051391,134039.704020556,0.214125475650122,0.213485004477332,""
"25","Santa Cruz",855000,830000,NA,8e+05,640000,3022.34423589871,920,3942.34423589871,157693.769435949,0.171236292152309,0.171236292152309,""
"26","Fresno",259900,260000,NA,240000,192000,906.703270769614,276,1182.70327076961,47308.1308307846,0.493501707385863,0.498382370139701,"R"
"27","Kern (Bakersfield)",233250,235000,NA,225000,180000,850.034316346513,258.75,1108.78431634651,44351.3726538605,0.55281921110835,0.551370416453704,""
"28","Kings County",225000,225000,NA,215000,172000,812.255013397779,247.25,1059.50501339778,42380.2005359112,0.558150495096832,0.557786708619633,""
"29","Madera",243950,264900,NA,229950,183960,868.735071306137,264.4425,1133.17757130614,45327.1028522455,0.485150787247678,0.485476255081999,""
"30","Merced",250000,255000,NA,230125,184100,869.39620910774,264.64375,1134.03995910774,45361.5983643096,0.477558996147436,0.476328184978163,""
"31","Placer County",453750,455000,NA,429500,343600,1622.62106164812,493.925,2116.54606164812,84661.8424659249,0.469958140082217,0.46447641071979,"R"
"32","Sacramento",349900,350000,NA,319000,255200,1205.15976406461,366.85,1572.00976406461,62880.3905625845,0.458478556340858,0.451004525397508,"R"
"33","San Benito",552000,550000,NA,5e+05,4e+05,1888.9651474367,575,2463.9651474367,98558.6058974679,0.349601392527916,0.349601392527916,""
"34","San Joaquin",349950,352250,NA,320000,256000,1208.93769435949,368,1576.93769435949,63077.5077743794,0.440222196006848,0.433600318032885,"R"
"35","Stanislaus",298250,295000,NA,275000,220000,1038.93083109018,316.25,1355.18083109018,54207.2332436073,0.47771672730408,0.476297290365104,""
"36","Tulare",220000,225000,NA,210000,168000,793.365361923412,241.5,1034.86536192341,41394.6144769365,0.493631742967163,0.488142755294633,""
"37","Amador",325000,320000,NA,275000,220000,1038.93083109018,316.25,1355.18083109018,54207.2332436073,0.502728255541112,0.497595463080663,""
"38","Butte County",308500,299900,NA,290250,232200,1096.544268087,333.7875,1430.331768087,57213.2707234801,0.412939337223555,0.409717430626554,""
"39","El Dorado County",455000,462750,NA,430000,344000,1624.51002679556,494.5,2119.01002679556,84760.4010718223,0.390913092269847,0.385929259929374,""
"40","Humboldt",310500,318000,NA,292341.5,233873.2,1104.44580929873,336.192725,1440.63853429873,57625.5413719492,0.399289128767181,0.393399832433075,"R"
"41","Lake County",265000,249950,NA,247000,197600,933.148782833728,284.05,1217.19878283373,48687.9513133491,0.444326317102573,0.445875000210435,"R"
