"","RegionSalesCar","2015 Q4","2015 Q3","Quarter_Rev","2014 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",483050,415259,"",451750,373733.1,1500.12045745424,477.54785,1977.66830745424,59330.0492236272,0.508288097532197,0.50920508937707
"2","CA Condo/Townhomes",393470,330939,"",369860,297845.1,1195.51500164825,380.57985,1576.09485164825,47282.8455494474,0.593828939293076,0.592412185882859
"3","Los Angeles Metropolitan Area",442830,378071.5,"",414040,340264.35,1365.78085370916,434.782225,1800.56307870916,54016.8923612747,0.527399247745843,0.527666312773543
"4","Inland Empire",295550,248905.5,"",277730,224014.95,899.169512335378,286.241325,1185.41083733538,35562.3251200613,0.651006340208395,0.651412424919122
"5","S.F. Bay Area",735170,641393,"R",683970,577253.7,2317.02807300492,737.60195,3054.63002300492,91638.9006901475,0.444146716123756,0.412856829820828
"6","United States",223000,189550,"",208400,170595,684.748151660654,217.9825,902.730651660654,27081.9195498196,0.746078373436517,0.746078373436517
"7","Alameda",728160,637891,"",658350,574101.9,2304.37712060652,733.57465,3037.95177060652,91138.5531181956,0.413258527624054,0.413258527624054
"8","Contra-Costa",526550,476153,"R",478370,428537.7,1720.09963944962,547.57595,2267.67558944962,68030.2676834886,0.555108894854044,0.401097755027665
"9","Marin",1171340,903711.5,"",1009620,813340.35,3264.65196127395,1039.268225,4303.92018627395,129117.605588218,0.366337757538035,0.366341377270457
"10","Napa",655940,549321,"",581040,494388.9,1984.41856722966,631.71915,2616.13771722966,78484.1315168898,0.447585038123661,0.447585038123661
"11","San Francisco",1270110,1061471.5,"",1139320,955324.35,3834.55894310452,1220.692225,5055.25116810452,151657.535043136,0.240971885847202,0.240971885847202
"12","San Mateo",1195000,1062500,"",1050000,956250,3838.27439271667,1221.875,5060.14939271667,151804.4817815,0.268197553324211,0.268197553324211
"13","Santa Clara",940000,820250,"",855000,738225,2963.14783117727,943.2875,3906.43533117727,117193.059935318,0.401213839727579,0.401213839727579
"14","Solano",355900,307598,"",327590,276838.2,1111.19578978905,353.7377,1464.93348978905,43948.0046936714,0.662912385836906,0.662912385836906
"15","Sonoma",551340,480921.5,"",494440,432829.35,1737.32581492413,553.059725,2290.38553992413,68711.566197724,0.471651570234004,0.471651570234004
"16","Los Angeles",481940,430763,"",450880,387686.7,1556.12855739276,495.37745,2051.50600739276,61545.1802217829,0.454085841579488,0.454085841579488
"17","Orange County",708700,607962.5,"",688450,547166.25,2196.26060751248,699.156875,2895.41748251248,86862.5244753743,0.425974116848387,0.425974116848387
"18","Riverside County",340260,285710.5,"",321610,257139.45,1032.12733729908,328.567075,1360.69441229908,40820.8323689725,0.608493871392769,0.609268139923953
"19","San Bernardino",233730,195678.5,"",212310,176110.65,706.887318357844,225.030275,931.917593357844,27957.5278007353,0.722417757815033,0.722417757815033
