"","RegionSalesCar","2015 Q4","2015 Q3","Quarter_Rev","2014 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",483050,488540,"r",383987.5,345588.75,1360.31820500829,441.585625,1801.90383000829,54057.1149002485,0.535134037105592,"0.535241663",""
"2","CA Condo/Townhomes",393470,389340,"r",314381,282942.9,1113.7294771541,361.53815,1475.2676271541,44258.028814623,0.611283925484784,"0.612339922",""
"3","Los Angeles Metropolitan Area",442830,444790,NA,351934,316740.6,1246.765134702,404.7241,1651.489234702,49544.6770410601,0.554974436824419,"0.555024221","R"
"4","Inland Empire",295550,292830,NA,236070.5,212463.45,836.30586624671,271.481075,1107.78694124671,33233.6082374013,0.67570376835405,"0.675744797",""
"5","S.F. Bay Area",735170,754580,"r",581374.5,523237.05,2059.58349237303,668.580675,2728.16416737303,81844.9250211909,0.473472176198199,"0.439065035","R"
"6","United States",223000,223000,"1",177140,159426,627.538049637469,203.711,831.249049637469,24937.4714891241,0.770506664649306,"0.757896602","R"
"7","Alameda",728160,750460,NA,559597.5,503637.75,1982.43606035906,643.537125,2625.97318535906,78779.1955607717,0.450517196661381,"0.424907876","R"
"8","Contra-Costa",526550,560180,"r",406614.5,365953.05,1440.47685607042,467.606675,1908.08353107042,57242.5059321127,0.615175133339544,"0.61521618",""
"9","Marin",1171340,1063190,NA,858177,772359.3,3040.18697540778,986.90355,4027.09052540778,120812.715762233,0.307311134966562,"0.307364347",""
"10","Napa",655940,646260,NA,493884,444495.6,1749.63871574547,567.9666,2317.60531574547,69528.159472364,0.471844925881453,"0.471900113",""
"11","San Francisco",1270110,1248790,NA,968422,871579.8,3430.74208595471,1113.6853,4544.42738595471,136332.821578641,0.257221305438748,"0.257265408",""
"12","San Mateo",1195000,1250000,NA,892500,803250,3161.78000057266,1026.375,4188.15500057266,125644.65001718,0.346795469505066,"0.346842086",""
"13","Santa Clara",940000,965000,NA,726750,654075,2574.5922861806,835.7625,3410.3547861806,102310.643585418,0.442478288734277,"0.442528727",""
"14","Solano",355900,361880,NA,278451.5,250606.35,986.445247988188,320.219225,1306.66447298819,39199.9341896457,0.711060594990075,"0.711096649",""
"15","Los Angeles",481940,506780,NA,383248,344923.2,1357.69844443638,440.7352,1798.43364443638,53953.0093330915,0.499010695024576,"0.499053204",""
"16","Orange County",708700,715250,NA,585182.5,526664.25,2073.07375370881,672.959875,2746.03362870881,82381.0088612642,0.449241895995331,"0.449291953",""
"17","Riverside County",340260,336130,"r",273368.5,246031.65,968.438158080165,314.373775,1282.81193308017,38484.3579924049,0.630584106311292,"0.630626021",""
"18","San Bernardino",233730,230210,NA,180463.5,162417.15,639.311916115792,207.533025,846.844941115792,25405.3482334738,0.751193521421645,"0.751224762",""
"19","San Diego",546770,554370,NA,419143.5,377229.15,1484.86222484037,482.015025,1966.87724984037,59006.317495211,0.511137893649316,"0.511185524",""
"20","Ventura",608430,614700,NA,483811.5,435430.35,1713.95577002472,556.383225,2270.33899502472,68110.1698507415,0.541089313801105,"0.541139778",""
"21","Monterey",500950,480000,NA,383817.5,345435.75,1359.71596119865,441.390125,1801.10608619865,54033.1825859596,0.506755999522255,"0.50680266",""
"22","San Luis Obispo",541990,523240,NA,397800,358020,1409.25051454096,457.47,1866.72051454096,56001.6154362287,0.492007442595526,"0.492052554",""
"23","Santa Barbara",607880,686830,NA,532414.5,479173.05,1886.13727519876,612.276675,2498.41395019876,74952.4185059628,0.421224393524475,"0.421284958",""
"24","Santa Cruz",720000,740000,NA,595042.5,535538.25,2108.00389466752,684.298875,2792.30276966752,83769.0830900255,0.381915483720773,"0.381965583",""
"25","Fresno",219960,220860,NA,171564,154407.6,607.78445268151,197.2986,805.08305268151,24152.4915804453,0.718835360324568,"0.718874079",""
"26","Kings County",190970,194410,NA,153892.5,138503.25,545.181208670172,176.976375,722.157583670172,21664.7275101051,0.803217267865933,"0.803245643",""
"27","Madera",220830,215910,NA,186745,168070.5,661.564824881727,214.75675,876.321574881727,26289.6472464518,0.704946828902232,"0.704985715",""
"28","Merced",205190,199510,NA,155516,139964.4,550.932637052166,178.8434,729.776037052166,21893.281111565,0.738277194119921,"0.738314948",""
"29","Placer County",394770,395480,NA,323034,290730.6,1144.38368706441,371.4891,1515.87278706441,45476.1836119324,0.664576559632893,"0.664615079",""
"30","Sacramento",294050,291410,NA,228361,205524.9,808.994109479858,262.61515,1071.60925947986,32148.2777843957,0.695475857705774,"0.695516442",""
"31","San Joaquin",284820,292250,NA,221833,199649.7,785.867947189955,255.10795,1040.97589718996,31229.2769156987,0.6959216830321,"0.636091093","R"
"32","Stanislaus",253320,250820,NA,194769,175292.1,689.9907326964,223.98435,913.975082696399,27419.252480892,0.684247897333895,"0.672337033","R"
"33","Tulare",189300,189790,NA,153807.5,138426.75,544.880086765355,176.878625,721.758711765355,21652.7613529607,0.759347075427482,"0.759383495",""
"34","Butte County",257290,261110,NA,200447,180402.3,710.105675938138,230.51405,940.619725938138,28218.5917781441,0.648927572918455,"NA",NA
"35","El Dorado County",392760,4e+05,NA,314194,282774.6,1113.0670089635,361.3231,1474.3901089635,44231.7032689051,0.652714433055315,"NA",NA
"36","Humboldt",269670,268930,NA,222496,200246.4,788.216698047524,255.8704,1044.08709804752,31322.6129414257,0.612638657585107,"NA",NA
"37","Shasta",234250,231740,NA,181517.5,163365.75,643.045827735516,208.745125,851.790952735516,25553.7285820655,0.696210576649679,"NA",NA
"38","Yolo",376750,395890,NA,292502,263251.8,1036.22069885435,336.3773,1372.59799885435,41177.9399656304,0.604071684775853,"NA",NA
