"","RegionSalesCar","2015 Q4","2015 Q3","2014 Q4","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"25","Santa Cruz",720000,740000,700050,576000,2773.20778724267,828,3601.20778724267,144048.311489707,0.2071210209542,0.190022469895362,"",0.168011474590785,""
"26","Fresno",219960,220860,201840,175968,847.214979002637,252.954,1100.16897900264,44006.7591601055,0.490281618678599,0.485084848591723,"",0.533091789018458,""
"27","Kings County",190970,194410,181050,152776,735.554848791297,219.6155,955.170348791297,38206.8139516519,0.613028888493387,0.600707673439732,"",0.640240684022225,""
"28","Madera",220830,215910,219700,176664,850.565938412222,253.9545,1104.52043841222,44180.8175364889,0.48406920459527,0.491095735883753,"",0.496532132042085,""
"29","Merced",205190,199510,182960,164152,790.325702589339,235.9685,1026.29420258934,41051.7681035736,0.548542003095973,0.554092020775613,"",0.527337009390866,""
"30","Placer County",394770,395480,380040,315816,1520.52671968026,453.9855,1974.51221968026,78980.4887872106,0.442188165686591,0.437343686219981,"",0.450901400429839,""
"31","Sacramento",294050,291410,268660,235240,1132.58576366487,338.1575,1470.74326366487,58829.7305465949,0.464860392533465,0.464794528914593,"",0.491456223059232,""
"32","San Benito",490000,459900,433500,392000,1887.32196631793,563.5,2450.82196631793,98032.8786527172,0.304200071512613,0.332298599461486,"",NA,NA
"33","San Joaquin",284820,292250,260980,227856,1097.03478050341,327.543,1424.57778050341,56983.1112201366,0.457556337731192,0.44301193087941,"",0.484541746883492,"R"
"34","Stanislaus",253320,250820,229140,202656,975.706939811548,291.318,1267.02493981155,50680.9975924619,0.454660305474007,0.455363993937992,"",0.47898602810928,"R"
"35","Tulare",189300,189790,180950,151440,729.122547395886,217.695,946.817547395887,37872.7018958355,0.535880235993577,0.531451829848362,"",0.559014007895003,""
"36","Amador",271250,273910,240220,217000,1044.76751706885,311.9375,1356.70501706885,54268.2006827542,0.503382859642435,0.494646240433874,"",NA,NA
"37","Butte County",257290,261110,235820,205832,990.998099416205,295.8835,1286.88159941621,51475.2639766482,0.433085531050142,0.423371814175699,"",0.451833445301291,NA
"38","El Dorado County",392760,4e+05,369640,314208,1512.78484794088,451.674,1964.45884794088,78578.3539176352,0.442609610010802,0.430325704472621,"",0.433425244132385,NA
"39","Humboldt",269670,268930,261760,215736,1038.68186664685,310.1205,1348.80236664685,53952.094665874,0.418767054494356,0.414630094288857,"",0.38824175337924,NA
"40","Lake County",229650,221350,175620,183720,884.537733805945,264.0975,1148.63523380594,45945.4093522378,0.399729155084901,0.410856253471333,"",NA,NA
"41","Mariposa",243750,256110,222220,195000,938.846386306114,280.3125,1219.15888630611,48766.3554522446,0.570070823230241,0.547669146766902,"",NA,NA
"42","Mendocino",350000,350000,301670,280000,1348.08711879852,402.5,1750.58711879852,70023.4847519409,0.300263676090635,0.293935309021515,"",NA,NA
"43","Shasta",234250,231740,213550,187400,902.25545022444,269.3875,1171.64295022444,46865.7180089776,0.507645641861758,0.506953809469107,"",0.501792105152005,NA
"44","Siskiyou County",173330,173330,155000,138664,667.611258003851,199.3295,866.940758003851,34677.6303201541,0.53462456999446,0.530673612175904,"",NA,NA
"45","Sutter",250530,234410,209880,200424,964.960759635982,288.1095,1253.07025963598,50122.8103854393,0.509830486176337,0.537478259936721,"",NA,NA
"46","Tehama",181820,183080,181820,145456,700.311999828421,209.093,909.404999828421,36376.1999931368,0.573769211503133,0.565919285916059,"",NA,NA
"47","Yolo",376750,395890,344120,301400,1451.11949144955,433.2625,1884.38199144955,75375.2796579821,0.385512342570272,0.363155017795749,"",0.414686956164954,NA
"48","Yuba",216980,224360,201630,173584,835.736980105438,249.527,1085.26398010544,43410.5592042175,0.534447270317812,0.513735339090316,"",NA,NA
