"","RegionSalesCar","2015 Q4","2015 Q3","2014 Q4","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",483050,488540,451750,386440,1860.55280781607,555.5075,2416.06030781607,96642.412312643,0.299706713419714,0.289693246176515,"",0.313344384332575,""
"2","CA Condo/Townhomes",393470,389340,369860,314776,1515.5195389533,452.4905,1968.0100389533,78720.401558132,0.385620485080521,0.385648744653351,"R",0.393611683746437,""
"3","Los Angeles Metropolitan Area",442830,444790,414040,354264,1705.63833947871,509.2545,2214.89283947871,88595.7135791485,0.317655870927893,0.311753422918686,"",0.336361001227469,""
"4","Inland Empire",295550,292830,277730,236440,1138.3632798883,339.8825,1478.2457798883,59129.8311955318,0.446000512248207,0.446640812404648,"",0.467628669128488,""
"5","S.F. Bay Area",735170,754580,683970,588136,2831.63773464888,845.4455,3677.08323464888,147083.329385955,0.238789512906027,0.224433621335379,"R",0.245954187454163,"R"
"6","United States",223000,223000,208400,178400,858.924078548773,256.45,1115.37407854877,44614.9631419509,0.579868830677292,0.575358275865549,"",0.607967326294859,"R"
"7","Alameda",728160,750460,658350,582528,2804.63747549809,837.384,3642.02147549809,145680.859019924,0.215176025301595,0.199252427743212,"",0.225008846558334,"R"
"8","Contra-Costa",526550,560180,478370,421240,2028.10077829532,605.5325,2633.63327829532,105345.331131813,0.370506160838007,0.337779849638864,"R",0.400475373492758,""
"9","Marin",1171340,1063190,1009620,937072,4511.6239020956,1347.041,5858.6649020956,234346.596083824,0.165908310262357,0.185273897439677,"",0.149489383096282,""
"10","Napa",655940,646260,581040,524752,2526.46932772772,754.331,3280.80032772772,131232.013109109,0.209434433502169,0.210541911011221,"",0.240652461520997,""
"11","San Francisco",1270110,1248790,1139320,1016088,4892.05408702055,1460.6265,6352.68058702055,254107.223480822,0.105087936263446,0.104862506184279,"",0.109508680805861,""
"12","San Mateo",1195000,1250000,1050000,956000,4602.75459132638,1374.25,5977.00459132638,239080.183653055,0.141888704554742,0.129692370408178,"",0.153924989691379,""
"13","Santa Clara",940000,965000,855000,752000,3620.5768333446,1081,4701.5768333446,188063.073333784,0.201751689799645,0.185591101902264,"",0.217541339390725,""
"14","Solano",355900,361880,327590,284720,1370.81201594398,409.285,1780.09701594398,71203.8806377593,0.4507575790479,0.436171705427133,"",0.496871798030931,""
"15","Sonoma",551340,565790,494440,441072,2123.58386308108,634.041,2757.62486308108,110304.994523243,0.258647591632247,0.241654329194242,"",NA,NA
"16","Los Angeles",481940,506780,450880,385552,1856.27744581074,554.231,2410.50844581074,96420.3378324297,0.265750624375293,0.241482573105868,"",0.280583161461592,""
"17","Orange County",708700,715250,688450,566960,2729.68383169289,815.005,3544.68883169289,141787.553267716,0.206819989698642,0.199045233181476,"",0.208514880573594,""
"18","Riverside County",340260,336130,321610,272208,1310.5717801211,391.299,1701.8707801211,68074.831204844,0.390809364915113,0.392889060713022,"",0.412094672387829,""
"19","San Bernardino",233730,230210,212310,186984,900.252577933653,268.7895,1169.04207793365,46761.6831173461,0.534551631274491,0.537937860531274,"",0.571690625164196,""
"20","San Diego",546770,554370,493110,437416,2105.98169698705,628.7855,2734.76719698705,109390.687879482,0.249476544460909,0.239901914506104,"",0.271760501206389,""
"21","Ventura",608430,614700,569190,486744,2343.47613054453,699.6945,3043.17063054453,121726.825221781,0.258597139563677,0.248489237322198,"",0.293595243268712,""
"22","Monterey",500950,480000,451550,400760,1929.49783474891,576.0925,2505.59033474891,100223.613389957,0.250935510698381,0.26660782025977,"",0.271721717498199,""
"23","San Luis Obispo",541990,523240,468000,433592,2087.57067862175,623.2885,2710.85917862175,108434.36714487,0.258640005253614,0.267756548310627,"",0.260508371845901,""
"24","Santa Barbara",607880,686830,626370,486304,2341.35770792927,699.062,3040.41970792927,121616.788317171,0.227728093092863,0.17822537017651,"",0.207684195782188,""
