"","RegionSalesCar","2015 Q4","2015 Q3","Quarter_Rev","2014 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"17","Orange County",708700,715250,"",688450,572200,2784.81375625274,822.5375,3607.35125625274,144294.05025011,0.199045233181476,0.199045233181476
"18","Riverside County",340260,336130,"",321610,268904,1308.71645982417,386.5495,1695.26595982417,67810.6383929667,0.392889060713022,0.393862433528652
"19","San Bernardino",233730,230210,"",212310,184168,896.318734466192,264.7415,1161.06023446619,46442.4093786477,0.537937860531274,0.537937860531274
"20","San Diego",546770,554370,"",493110,443496,2158.43020210253,637.5255,2795.95570210253,111838.228084101,0.239901914506104,0.239901914506104
"21","Ventura",608430,614700,"",569190,491760,2393.32403490886,706.905,3100.22903490886,124009.161396354,0.248489237322198,0.248489237322198
"22","Monterey",500950,480000,"",451550,384000,1868.87186718115,552,2420.87186718115,96834.874687246,0.26660782025977,0.26660782025977
"23","San Luis Obispo",541990,523240,"",468000,418592,2037.22607454972,601.726,2638.95207454972,105558.082981989,0.267756548310627,0.267756548310627
"24","Santa Barbara",607880,686830,"",626370,549464,2674.16096778339,789.8545,3464.01546778339,138560.618711336,0.17822537017651,0.17822537017651
"25","Santa Cruz",720000,740000,"",700050,592000,2881.17746190427,851,3732.17746190427,149287.098476171,0.190022469895362,0.190022469895362
"26","Fresno",219960,220860,"",201840,176688,859.914667886726,253.989,1113.90366788673,44556.1467154691,0.485084848591723,0.485084848591723
"27","Kings County",190970,194410,"",181050,155528,756.932041038932,223.5715,980.503541038932,39220.1416415573,0.600707673439732,0.600707673439732
"28","Madera",220830,215910,"",219700,172728,840.641926756421,248.2965,1088.93842675642,43557.5370702568,0.491095735883753,0.491095735883753
"29","Merced",205190,199510,"",182960,159608,776.788804627732,229.4365,1006.22530462773,40249.0121851093,0.554092020775613,0.554092020775613
"30","Placer County",394770,395480,"",380040,316384,1539.794679235,454.802,1994.596679235,79783.8671694001,0.437343686219981,0.437343686219981
"31","Sacramento",294050,291410,"",268660,233128,1134.59989753179,335.1215,1469.72139753179,58788.8559012716,0.464794528914593,0.464794528914593
"32","San Benito",490000,459900,"",433500,367920,1790.61285774294,528.885,2319.49785774294,92779.9143097176,0.332298599461486,0.332298599461486
"33","San Joaquin",284820,292250,"",260980,233800,1137.87042329936,336.0875,1473.95792329936,58958.3169319742,0.44301193087941,0.44301193087941
"34","Stanislaus",253320,250820,"",229140,200656,976.563420263283,288.443,1265.00642026328,50600.2568105313,0.455363993937992,0.455363993937992
"35","Tulare",189300,189790,"",180950,151832,738.944149317313,218.2585,957.202649317313,38288.1059726925,0.531451829848362,0.531451829848362
"36","Amador",271250,273910,"",240220,219128,1066.46394404081,314.9965,1381.46044404081,55258.4177616324,0.494646240433874,0.494646240433874
"37","Butte County",257290,261110,"",235820,208888,1016.62736091598,300.2765,1316.90386091598,52676.1544366392,0.423371814175699,0.423371814175699
"38","El Dorado County",392760,4e+05,"",369640,320000,1557.39322265096,460,2017.39322265096,80695.7289060383,0.430325704472621,0.430325704472621
"39","Humboldt",269670,268930,"",261760,215144,1047.07439841881,309.2695,1356.34389841881,54253.7559367522,0.414630094288857,0.414630094288857
"40","Lake County",229650,221350,"",175620,177080,861.822474584474,254.5525,1116.37497458447,44654.998983379,0.410856253471333,0.410856253471333
"41","Mariposa",243750,256110,"",222220,204888,997.159945632842,294.5265,1291.68644563284,51667.4578253137,0.547669146766902,0.547669146766902
"42","Mendocino",350000,350000,"",301670,280000,1362.71906981959,402.5,1765.21906981959,70608.7627927835,0.293935309021515,0.293935309021515
"43","Shasta",234250,231740,"",213550,185392,902.275763542832,266.501,1168.77676354283,46751.0705417133,0.506953809469107,0.506953809469107
"44","Siskiyou County",173330,173330,"",155000,138664,674.857418205226,199.3295,874.186918205226,34967.4767282091,0.530673612175904,0.530673612175904
"45","Sutter",250530,234410,"",209880,187528,912.671363304028,269.5715,1182.24286330403,47289.7145321611,0.537478259936721,0.537478259936721
"46","Tehama",181820,183080,"",181820,146464,712.818878007344,210.542,923.360878007344,36934.4351202937,0.565919285916059,0.565919285916059
"47","Yolo",376750,395890,"",344120,316712,1541.39100728822,455.2735,1996.66450728822,79866.5802915288,0.363155017795749,0.363155017795749
"48","Yuba",216980,224360,"",201630,179488,873.541858584922,258.014,1131.55585858492,45262.2343433969,0.513735339090316,0.513735339090316
