"","RegionSalesCar","2016 Q1","2015 Q4","Quarter_Rev","2015 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",465280,483810,"r",441340,353072,1679.51893973221,507.541,2187.05993973221,87482.3975892884,0.341155475636929,0.340119082253153,""
"2","CA Condo/Townhomes",389910,392920,"r",368750,295000,1403.27776550109,424.0625,1827.34026550109,73093.6106200437,0.413906571805265,0.413009461589361,""
"3","Los Angeles Metropolitan Area",436850,442830,NA,413410,330728,1573.23135196151,475.4215,2048.65285196151,81946.1140784604,0.34873094882098,0.347231024184402,""
"4","Inland Empire",297850,295550,NA,281000,224800,1069.34522604965,323.15,1392.49522604965,55699.8090419859,0.471838313970312,0.471838313970312,""
"5","S.F. Bay Area",723060,735170,NA,678720,542976,2582.86829830753,780.528,3363.39629830753,134535.851932301,0.271358503031034,0.230519450844234,"R"
"6","United States",217600,223000,"1",204700,163760,778.985650435454,235.405,1014.39065043545,40575.6260174182,0.613111015632057,0.613111015632057,""
"7","Alameda",731640,728160,NA,664230,531384,2527.72661743401,763.8645,3291.59111743401,131663.64469736,0.249797915482951,0.226150884556242,"R"
"8","Contra-Costa",543570,526550,NA,474310,379448,1804.98624258935,545.4565,2350.44274258935,94017.709703574,0.417567148498027,0.210112290920737,"R"
"9","Marin",1093750,1171350,"r",1036060,828848,3942.72531993237,1191.469,5134.19431993237,205367.772797295,0.191459340284767,0.191461343491286,""
"10","Napa",646960,655940,NA,544410,435528,2071.751724248,626.0715,2697.823224248,107912.92896992,0.293860830860065,0.339799566221756,"R"
"11","San Francisco",1332500,1270110,NA,1175850,940680,4474.69602864938,1352.2275,5826.92352864938,233076.941145975,0.118219450383163,0.118219450383163,""
"12","San Mateo",1170000,1195000,NA,1202000,961600,4574.20982815543,1382.3,5956.50982815543,238260.393126217,0.139087029736796,0.139087029736796,""
"13","Santa Clara",970000,940000,NA,9e+05,720000,3424.94912257894,1035,4459.94912257894,178397.964903158,0.217792810604281,0.217792810604281,""
"14","Solano",368610,355900,NA,337000,269600,1282.45317145456,387.55,1670.00317145456,66800.1268581823,0.483453449553411,0.483453449553411,""
"15","Sonoma",583210,551340,NA,489650,391720,1863.3625976342,563.0975,2426.4600976342,97058.4039053679,0.309172771468108,0.309172771468108,""
"16","Los Angeles",458900,481940,NA,431730,345384,1642.94809410112,496.4895,2139.43759410112,85577.5037640447,0.313875473061332,0.311165428412133,""
"17","Orange County",713680,708700,NA,685680,548544,2609.35457152214,788.532,3397.88657152214,135915.462860886,0.222175606075667,0.222175606075667,""
"18","Riverside County",342930,340260,NA,322620,258096,1227.7300954738,371.013,1598.7430954738,63949.7238189519,0.421048504370316,0.421048504370316,""
"19","San Bernardino",233490,233730,NA,212300,169840,807.907443026121,244.145,1052.05244302612,42082.0977210448,0.580393413991983,0.580393413991983,""
"20","San Diego",554320,546770,NA,510330,408264,1942.06031747301,586.8795,2528.93981747301,101157.59269892,0.277163594379534,0.277163594379534,""
"21","Ventura",622520,608430,NA,583820,467056,2221.72644082671,671.393,2893.11944082671,115724.777633068,0.281541353031338,0.281541353031338,""
"22","Monterey",5e+05,500950,NA,465000,372000,1769.55704666578,534.75,2304.30704666578,92172.2818666314,0.287959080994932,0.287959080994932,""
"23","San Luis Obispo",540830,541990,NA,492390,393912,1873.78966496294,566.2485,2440.03816496294,97601.5265985175,0.298185208820678,0.298185208820678,""
"24","Santa Barbara",680920,650000,"r",720150,576120,2740.53012291691,828.1725,3568.70262291691,142748.104916677,0.164150461392871,0.184383639692958,"R"
"25","Santa Cruz",746500,720000,NA,695000,556000,2644.82182243596,799.25,3444.07182243596,137762.872897438,0.21877581180405,0.21877581180405,""
"26","Fresno",219590,219960,NA,212200,169760,807.526893123612,244.03,1051.55689312361,42062.2757249445,0.508015447766385,0.508015447766385,""
"27","Kings County",201340,190970,NA,186000,148800,707.822818666314,213.9,921.722818666314,36868.9127466526,0.622397477125253,0.622397477125253,""
