"","RegionSalesCar","2015 Q2","2015 Q1","2014 Q2","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"25","Santa Cruz",727250,695000,665000,581800,2760.85763839743,836.3375,3597.19513839743,143887.805535897,0.203420258994932,0.21877581180405,"",0.178744127991333,""
"26","Fresno",219030,212200,197900,175224,831.503126212703,251.8845,1083.3876262127,43335.5050485081,0.496306045411495,0.508015447766385,"",0.534167301003675,""
"27","Kings County",186330,186000,177240,149064,707.364185304356,214.2795,921.643685304356,36865.7474121742,0.624010251974425,0.622397477125253,"",0.639095191746962,""
"28","Madera",216430,212500,214130,173144,821.632751706229,248.8945,1070.52725170623,42821.0900682492,0.499329600936114,0.507160208318754,"",0.501893220443141,""
"29","Merced",205060,177240,163930,164048,778.468844729841,235.819,1014.28784472984,40571.5137891936,0.549359306613913,0.597328466825372,"",0.566711957113964,""
"30","Placer County",399680,379080,380720,319744,1517.3043395183,459.632,1976.9363395183,79077.453580732,0.440447069149951,0.460549300433771,"",0.442410782743115,""
"31","Sacramento",291030,275810,270950,232824,1104.83657408429,334.6845,1439.52107408429,57580.8429633718,0.473342189468783,0.494468545489155,"",0.480897046345796,""
"32","San Benito",465000,450000,420000,372000,1765.27851750403,534.75,2300.02851750403,92001.1407001611,0.335694959887469,0.350257596135205,"",NA,NA
"33","San Joaquin",285810,269400,256200,228648,1085.0198991136,328.6815,1413.7013991136,56548.0559645442,0.460307363714283,0.482960124079914,"",0.485165088296262,"R"
"34","Stanislaus",246480,237200,222830,197184,935.711503213748,283.452,1219.16350321375,48766.5401285499,0.472301455728475,0.490188373863011,"",0.485627843045207,"R"
"35","Tulare",190740,175930,175630,152592,724.105858986491,219.351,943.456858986491,37738.2743594596,0.536763836760782,0.565766805382277,"",0.563416844718092,""
"36","Amador",237900,243750,218520,190320,903.139267342383,273.585,1176.72426734238,47068.9706936953,0.56046773124088,0.547188788516013,"",NA,NA
"37","Butte County",256310,237800,238830,205048,973.029111443994,294.7565,1267.78561144399,50711.4244577598,0.436058206787842,0.467362391832533,"",0.438002765237311,NA
"38","El Dorado County",417660,385450,371500,334128,1585.56177552846,480.309,2065.87077552846,82634.8310211383,0.418992421396595,0.450866776207339,"",0.42409301045225,NA
"39","Humboldt",261920,255600,247040,209536,994.326342590656,301.208,1295.53434259066,51821.3737036262,0.429848802527782,0.436046460964775,"",0.401851642896194,NA
"40","Lake County",209180,182860,176000,167344,794.109592024715,240.557,1034.66659202471,41386.6636809886,0.441177061515389,0.489850438313421,"",NA,NA
"41","Mariposa",246050,230710,239130,196840,934.079095122292,282.9575,1217.03659512229,48681.4638048917,0.56794085846361,0.592287017861517,"",NA,NA
"42","Mendocino",325000,283330,305710,260000,1233.79681330927,373.75,1607.54681330927,64301.8725323707,0.340162650921879,0.400611734013394,"",NA,NA
"43","Shasta",232390,222000,214170,185912,882.221665984432,267.2485,1149.47016598443,45978.8066393773,0.51317722634617,0.532094677998775,"",0.491625179941192,NA
"44","Siskiyou County",150710,170000,163330,120568,572.14005456566,173.3165,745.45655456566,29818.2621826264,0.586906960176397,0.543237281924177,"",NA,NA
"45","Sutter",223360,231250,212880,178688,847.94109606387,256.864,1104.80509606387,44192.2038425548,0.568565522063234,0.549633363125925,"",NA,NA
"46","Tehama",181000,161670,187270,144800,687.129917566084,208.15,895.279917566084,35811.1967026433,0.577717726927127,0.624912033227132,"",NA,NA
"47","Yolo",387600,343410,353690,310080,1471.44506104207,445.74,1917.18506104207,76687.4024416827,0.376978717628249,0.4239695033292,"",0.395840976883227,NA
"48","Yuba",218440,206940,196000,174752,829.263310459311,251.206,1080.46931045931,43218.7724183725,0.533934468014002,0.555765484338654,"",NA,NA
