"","RegionSalesCar","2015 Q2","2015 Q1","2014 Q2","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",485100,441610,456680,388080,1841.58410503485,557.865,2399.44910503485,95977.9642013939,0.301233320656604,0.340898754340031,"",0.300688240460219,""
"2","CA Condo/Townhomes",388250,369350,372550,310600,1473.91265466869,446.4875,1920.40015466869,76816.0061867474,0.3931298449417,0.413103189522366,"",0.383881832652086,""
"3","Los Angeles Metropolitan Area",440620,413410,418030,352496,1672.7247750164,506.713,2179.4377750164,87177.5110006559,0.323748203270598,0.34873094882098,"",0.325308926458053,""
"4","Inland Empire",291730,281000,274610,233384,1107.49398260527,335.4895,1442.98348260527,57719.3393042107,0.456809369477405,0.471838313970312,"",0.466152559192239,""
"5","S.F. Bay Area",841560,748330,772330,673248,3194.81244987245,967.794,4162.60644987245,166504.257994898,0.196417625641171,0.230519450844234,"",0.195046383922952,""
"6","United States",229500,204700,212000,183600,871.250365090697,263.925,1135.1753650907,45407.0146036279,0.570418420096379,0.613111015632057,"",0.584885276602017,"R"
"7","Alameda",812810,707320,737390,650248,3085.66888561817,934.7315,4020.40038561817,160816.015424727,0.181296588886416,0.226150884556242,"",0.176116623405951,""
"8","Contra-Costa",836020,755760,760830,668816,3173.78095957789,961.423,4135.20395957789,165408.158383115,0.181304005942982,0.210112290920737,"",0.189598823403764,"R"
"9","Marin",1169900,1036060,1033850,935920,4441.28889812465,1345.385,5786.67389812465,231466.955924986,0.166367734893336,0.191459340284767,"",0.144857312759469,""
"10","Napa",623970,492550,563120,499176,2368.77599261718,717.5655,3086.34149261718,123453.659704687,0.23047277925951,0.339799566221756,"",0.246312430795379,""
"11","San Francisco",1353450,1175850,1154070,1082760,5138.09937530285,1556.4675,6694.56687530285,267782.675012114,0.100038552134544,0.118219450383163,"",0.10333036929919,""
"12","San Mateo",1300000,1202000,1088800,1040000,4935.18725323707,1495,6430.18725323707,257207.490129483,0.12717235923399,0.139087029736796,"",0.141013207776994,""
"13","Santa Clara",980000,9e+05,899500,784000,3720.37192936333,1127,4847.37192936333,193894.877174533,0.185657556906407,0.217792810604281,"",0.189279528533012,""
"14","Solano",352850,337000,317650,282280,1339.52370946515,405.7775,1745.30120946515,69812.0483786061,0.460490313916818,0.483453449553411,"",0.503676909569284,""
"15","Sonoma",566980,489650,488270,453584,2152.42497603104,652.027,2804.45197603104,112178.079041242,0.247622444682749,0.309172771468108,"",NA,NA
"16","Los Angeles",445190,431730,420270,356152,1690.07385636047,511.9685,2202.04235636047,88081.6942544187,0.302932690069986,0.313875473061332,"",0.302303129868393,""
"17","Orange County",713220,685680,691860,570576,2707.59557904134,820.203,3527.79857904134,141111.943161654,0.207717975833936,0.222175606075667,"",0.199223327290745,""
"18","Riverside County",334580,322620,318720,267664,1270.16534706774,384.767,1654.93234706774,66197.2938827095,0.404684775466857,0.421048504370316,"",0.409344874853613,""
"19","San Bernardino",223830,212300,206530,179064,849.72535607081,257.4045,1107.12985607081,44285.1942428324,0.558954046254428,0.580393413991983,"",0.577283691976761,""
"20","San Diego",547840,510330,504180,438272,2079.76383447184,630.016,2709.77983447184,108391.193378874,0.251693632097156,0.277163594379534,"",0.256319852289773,""
"21","Ventura",619060,583820,571670,495248,2350.13616999149,711.919,3062.05516999149,122482.20679966,0.2541825685229,0.281541353031338,"",0.281729901814491,""
"22","Monterey",480000,465000,460000,384000,1822.22298581061,552,2374.22298581061,94968.9194324244,0.274977836431657,0.287959080994932,"",0.25621987866414,""
"23","San Luis Obispo",518550,492390,485930,414840,1968.57026935852,596.3325,2564.90276935852,102596.110774341,0.27715982152185,0.298185208820678,"",0.234044437069449,""
"24","Santa Barbara",741570,680550,674420,593256,2815.22062414078,852.8055,3668.02612414078,146721.044965631,0.155459288348245,0.184383639692958,"",0.175082994761824,""
