"","RegionSalesCar","2015 Q2","2015 Q1","Quarter_Rev","2014 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",485100,441610,"r",388178,349360.2,1375.16351491574,446.4047,1821.56821491574,54647.0464474721,0.528726352288346,0.528769561,""
"2","CA Condo/Townhomes",388250,369350,"r",316667.5,285000.75,1121.82965639366,364.167625,1485.99728139366,44579.9184418098,0.606415227871112,0.60645915,""
"3","Los Angeles Metropolitan Area",440620,413410,"r",355325.5,319792.95,1258.77989870418,408.624325,1667.40422370418,50022.1267111254,0.548760730965821,0.548800703,""
"4","Inland Empire",291730,281000,NA,233418.5,210076.65,826.910862816437,268.431275,1095.34213781644,32860.2641344931,0.678430311684959,0.678470994,""
"5","S.F. Bay Area",841560,748330,NA,656480.5,590832.45,2325.65480746884,754.952575,3080.60738246884,92418.2214740652,0.418808706266798,0.418860307,""
"6","Alameda",812810,707320,NA,626781.5,564103.35,2220.44281392597,720.798725,2941.24153892597,88237.2461677792,0.401633015330641,0.401681721,""
"7","Marin",1169900,1036060,"r",878772.5,790895.25,3113.1488129448,1010.588375,4123.7371879448,123712.115638344,0.296095013036846,0.296149502,""
"8","Napa",623970,492550,NA,478652,430786.8,1695.67767040236,550.4498,2246.12747040236,67383.8241120708,0.482742231254446,0.482795807,""
"9","San Francisco",1353450,1175850,NA,980959.5,882863.55,3475.15756691513,1128.103425,4603.26099191513,138097.829757454,0.248426241571852,0.248470627,""
"10","San Mateo",1300000,1202000,NA,925480,832932,3278.61529964144,1064.302,4342.91729964144,130287.518989243,0.326997701761037,0.327045817,""
"11","Santa Clara",980000,9e+05,NA,764575,688117.5,2708.59153382391,879.26125,3587.85278382391,107635.583514717,0.415234553259839,0.415287811,""
"12","Solano",352850,337000,NA,270002.5,243002.25,956.513730649434,310.502875,1267.01660564943,38010.498169483,0.718328167953062,0.718363392,""
"13","Los Angeles",445190,431730,NA,357229.5,321506.55,1265.52502937207,410.813925,1676.33895437207,50290.1686311621,0.521598539231216,0.521638249,""
"14","Orange County",713220,685680,NA,588081,529272.9,2083.34201066305,676.29315,2759.63516066305,82789.0548198915,0.443964676283282,0.444015093,""
"15","Riverside County",334580,322620,NA,270912,243820.8,959.73573503097,311.5488,1271.28453503097,38138.5360509291,0.632398826241436,0.632440409,""
"16","San Bernardino",223830,212300,NA,175550.5,157995.45,621.907070017402,201.883075,823.790145017402,24713.704350522,0.757885464699388,0.757918487,""
"17","San Diego",547840,510330,NA,428553,385697.7,1518.19641970355,492.83595,2011.03236970355,60330.9710911064,0.499240700822188,0.499289523,""
"18","Ventura",619060,583820,NA,485919.5,437327.55,1721.42359326416,558.807425,2280.23101826416,68406.9305479249,0.536323622982267,0.536374523,""
"19","Monterey",480000,465000,NA,391000,351900,1385.16076215564,449.65,1834.81076215564,55044.3228646693,0.497036199625047,0.497083802,""
"20","San Luis Obispo",518550,492390,NA,413040.5,371736.45,1463.24167207455,474.996575,1938.23824707455,58147.1474122364,0.474952819939116,0.4749998,""
"21","Santa Barbara",741570,680550,NA,573257,515931.3,2030.82635046306,659.24555,2690.07190046306,80702.1570138918,0.388990411727375,0.389034512,""
"22","Santa Cruz",727250,695000,NA,565250,508725,2002.46066702935,650.0375,2652.49816702935,79574.9450108805,0.400242632609843,0.400290287,""
"23","Fresno",219030,212200,NA,168215,151393.5,595.920249631743,193.44725,789.367499631742,23681.0249889523,0.72356085720332,0.72359899,""
"24","Kings County",186330,186000,NA,150654,135588.6,533.708464096665,173.2521,706.960564096665,21208.8169229,0.80565960971126,0.805687833,""
"25","Madera",216430,212500,NA,182010.5,163809.45,644.792334783451,209.312075,854.104409783451,25623.1322935035,0.712346058051591,0.712383947,""
"26","Merced",205060,177240,NA,139340.5,125406.45,493.629138565596,160.241575,653.870713565596,19616.1214069679,0.770801017093667,0.770834967,""
"27","Placer County",399680,379080,NA,323612,291250.8,1146.43131601717,372.1538,1518.58511601717,45557.553480515,0.662422949948778,0.662461503,""
"28","Sacramento",291030,275810,NA,230307.5,207276.75,815.889801100155,264.853625,1080.74342610015,32422.3027830046,0.690531951040014,0.690573126,""
"29","San Joaquin",285810,269400,NA,217770,195993,771.474320139729,250.4355,1021.90982013973,30657.2946041919,0.700422187581544,0.636107382,"R"
"30","Stanislaus",246480,237200,NA,189405.5,170464.95,670.989940502482,217.816325,888.806265502482,26664.1879650745,0.693285567430418,0.678580468,"R"
"31","Tulare",190740,175930,NA,149285.5,134356.95,528.86040142912,171.678325,700.53872642912,21016.1617928736,0.766691557956595,0.766727143,""
"32","Butte County",256310,237800,NA,203005.5,182704.95,719.169445273113,233.456325,952.625770273113,28578.7731081934,0.641513465398615,NA,NA
"33","El Dorado County",417660,385450,NA,315775,284197.5,1118.66787639309,363.14125,1481.80912639309,44454.2737917927,0.648650795824904,NA,NA
"34","Humboldt",261920,255600,NA,209984,188985.6,743.891553658543,241.4816,985.373153658543,29561.1946097563,0.631642616240485,NA,NA
"35","Shasta",232390,222000,NA,182044.5,163840.05,644.912783545378,209.351175,854.263958545378,25627.9187563613,0.692782969170448,NA,NA
"36","Yolo",387600,343410,NA,300636.5,270572.85,1065.03806514528,345.731975,1410.77004014528,42323.1012043584,0.591436886410452,NA,NA
