"","RegionSalesCar","2017 Q3","2017 Q2","Quarter_Rev","2016 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",555677.624260238,548787.096014411,NA,439845.852623233,395861.267360909,1632.89229052506,505.822730516718,2138.71502104177,64161.4506312532,0.500900990721289,0.502133056385736,""
"2","CA Condo/Townhomes",440000,435000,NA,352750,317475,1309.55595476789,405.6625,1715.21845476789,51456.5536430366,0.583645789637054,0.581037446775931,""
"3","Los Angeles Metropolitan Area",502000,490000,NA,399500,359550,1483.1115632311,459.425,1942.5365632311,58276.0968969331,0.525933697521648,0.52708929806054,""
"4","Inland Empire",339900,340650,NA,267750,240975,994.00030301659,307.9125,1301.91280301659,39057.3840904977,0.649662369738437,0.645103063685264,""
"5","S.F. Bay Area",860000,895000,NA,641750,577575,2382.4451707223,738.0125,3120.4576707223,93613.730121669,0.464403093241183,0.446524853351452,"R"
"6","United States",254000,255600,"1",204765,184288.5,760.173565068878,235.47975,995.653315068878,29869.5994520663,0.727321687379806,0.727321687379806,""
"7","Alameda",865000,880000,NA,663000,596700,2461.33408366013,762.45,3223.78408366013,96713.5225098038,0.439800805993526,0.430999554570111,"R"
"8","Contra-Costa",624450,655000,NA,488750,439875,1814.44499756997,562.0625,2376.50749756997,71295.224927099,0.56581953643958,0.546709848632786,"R"
"9","Marin",1225000,1302500,NA,1007250,906525,3739.33447325289,1158.3375,4897.67197325289,146930.159197587,0.344176977398148,0.344176977398148,""
"10","Napa",653000,683000,NA,543150,488835,2016.4006146908,624.6225,2641.0231146908,79230.6934407239,0.466916194944513,0.466916194944513,""
"11","San Francisco",1370000,1450000,NA,1103300,992970,4095.91235973185,1268.795,5364.70735973185,160941.220791956,0.263634635475938,0.263634635475938,""
"12","San Mateo",1441250,1469000,NA,1105000,994500,4102.22347276688,1270.75,5372.97347276688,161189.204183006,0.285599787082087,0.285599787082087,""
"13","Santa Clara",1165000,1183444,NA,850000,765000,3155.55651751298,977.5,4133.05651751298,123991.695525389,0.409002470398011,0.409002470398011,""
"14","Solano",415750,412000,NA,334050,300645,1240.1337113826,384.1575,1624.2912113826,48728.7363414781,0.645261299993795,0.645261299993795,""
"15","Sonoma",630000,625000,NA,493425,444082.5,1831.80055841629,567.43875,2399.23930841629,71977.1792524886,0.468546832342264,0.468546832342264,""
"16","Los Angeles",595110,514220,NA,459586.5,413627.85,1706.1778534541,528.524475,2234.7023284541,67041.0698536228,0.444327129366362,0.447541670199363,"R"
"17","Orange County",790000,788000,NA,629000,566100,2335.11182295961,723.35,3058.46182295961,91753.8546887882,0.431822524441425,0.431778556698381,""
"18","Riverside County",387000,380000,NA,301750,271575,1120.22256371711,347.0125,1467.23506371711,44017.0519115133,0.612335343023687,0.608353193566016,""
"19","San Bernardino",270000,269000,NA,210800,189720,782.57801634322,242.42,1024.99801634322,30749.9404902966,0.719989065151882,0.719651339852056,""
"20","San Diego",607000,605000,NA,478550,430695,1776.57831935981,550.3325,2326.91081935981,69807.3245807943,0.476066269917599,0.454167802227319,"R"
"21","Ventura",634000,635000,NA,514250,462825,1909.11169309535,591.3875,2500.49919309535,75014.9757928606,0.541569286398083,0.517238107220067,"R"
"22","Monterey",585000,603000,NA,458150,412335,1700.8449629395,526.8725,2227.7174629395,66831.5238881849,0.456621143594117,0.456621143594117,""
"23","San Luis Obispo",599000,565000,NA,467500,420750,1735.55608463214,537.625,2273.18108463214,68195.4325389642,0.466847751309339,0.4463938502518,"R"
"24","Santa Barbara",664535,750000,NA,607750,546975,2256.22291002178,698.9125,2955.13541002178,88654.0623006535,0.382206712125642,0.380646575791728,""
"25","Santa Cruz",830000,850000,NA,674050,606645,2502.3563183878,775.1575,3277.5138183878,98325.4145516339,0.361311665692808,0.361311665692808,""
"26","Fresno",259900,250000,NA,203150,182835,754.178007685603,233.6225,987.800507685603,29634.0152305681,0.668633732897658,0.669721653736784,""
"27","Kern (Bakersfield)",235000,232500,NA,188700,169830,700.533546887882,217.005,917.538546887882,27526.1564066365,0.721616195795691,0.717827342538611,""
"28","Kings County",225000,225000,NA,176375,158737.5,654.777977383944,202.83125,857.609227383944,25728.2768215183,0.746649021466138,0.742789645593272,"R"
"29","Madera",280000,259900,NA,201450,181305,747.866894650577,231.6675,979.534394650577,29386.0318395173,0.673247759237158,0.671133388132614,""
"30","Merced",255000,248000,NA,182750,164475,678.444651265291,210.1625,888.607151265291,26658.2145379587,0.697410151921641,0.689157273094856,"R"
"31","Placer County",455000,465000,NA,367200,330480,1363.20041556561,422.28,1785.48041556561,53564.4124669683,0.658156383404875,0.652119049081922,"R"
"32","Sacramento",350000,340000,NA,272000,244800,1009.77808560415,312.8,1322.57808560415,39677.3425681246,0.642624446720186,0.634730589655549,"R"
"33","San Benito",550000,530000,NA,438600,394740,1628.2671630367,504.39,2132.6571630367,63979.714891101,0.55351045326212,0.55351045326212,""
"34","San Joaquin",352250,336944,NA,272000,244800,1009.77808560415,312.8,1322.57808560415,39677.3425681246,0.629011116089354,0.627601115578778,""
"35","Stanislaus",295000,288500,NA,229500,206550,852.000259728505,263.925,1115.92525972851,33477.7577918552,0.666682015212419,0.66188138191749,"R"
"36","Tulare",225000,220000,NA,177225,159502.5,657.933533901457,203.80875,861.742283901457,25852.2685170437,0.673430544120347,0.667164822643725,""
"37","Amador",320000,340000,NA,220150,198135,817.289138035863,253.1725,1070.46163803586,32113.8491410759,0.698194507474993,0.704310232184754,""
"38","Butte County",299900,305850,NA,233750,210375,867.77804231607,268.8125,1136.59054231607,34097.7162694821,0.605986042393897,0.5972922765952,"R"
"39","El Dorado County",462750,480000,NA,356915,321223.5,1325.0181817037,410.45225,1735.4704317037,52064.1129511111,0.583445277753376,0.580741984969803,""
"40","Humboldt",318000,299000,NA,251600,226440,934.044729183843,289.34,1223.38472918384,36701.5418755153,0.584222943223808,0.58417461095825,""
"41","Lake County",249950,250000,NA,201025,180922.5,746.28911639182,231.17875,977.467866391821,29324.0359917546,0.622128424121297,0.62925801357974,"R"
"42","Mariposa",289000,284390,NA,221000,198900,820.444694553376,254.15,1074.59469455338,32237.8408366013,0.658724721711722,0.654689495015653,"R"
"43","Mendocino",391000,4e+05,NA,302600,272340,1123.37812023462,347.99,1471.36812023462,44141.0436070387,0.515592163854775,0.515860503442596,""
"44","Shasta",250000,259900,NA,202300,182070,751.02245116809,232.645,983.66745116809,29510.0235350427,0.657105024259258,0.657121326465362,""
"45","Siskiyou County",203500,216500,NA,172337.5,155103.75,639.789083925757,198.188125,837.977208925757,25139.3162677727,0.668254852463943,0.666861367116456,""
"46","Sutter",280600,271000,NA,222020,199818,824.231362374391,255.323,1079.55436237439,32386.6308712317,0.696766988349492,0.695555163977141,""
"47","Tehama",208500,202000,NA,171700,154530,637.422416537623,197.455,834.877416537623,25046.3224961287,0.752264978057106,0.753979064521909,""
