"","RegionSalesCar","2017 Q3","2017 Q2","2016 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",472325.980621202,548787.096014411,517465.708968509,425093.382559082,1847.70100002852,543.174877714382,2390.8758777429,71726.276332287,0.468710957261209,0.474523307745325,"",0.500900990721289,""
"2","CA Condo/Townhomes",374000,435000,415000,336600,1463.05772361243,430.1,1893.15772361243,56794.731708373,0.564137875260107,0.568212672732329,"R",0.583645789637054,""
"3","Los Angeles Metropolitan Area",426700,490000,470000,384030,1669.21585739418,490.705,2159.92085739418,64797.6257218255,0.494599211803307,0.505051953926969,"R",0.525933697521648,""
"4","Inland Empire",288915,340650,315000,260023.5,1130.2120914906,332.25225,1462.4643414906,43873.9302447181,0.613781326892317,0.613396648731719,"",0.649662369738437,""
"5","S.F. Bay Area",731000,895000,755000,657900,2859.6128234243,840.65,3700.2628234243,111007.884702729,0.411478569764833,0.392881338427151,"",0.464403093241183,"R"
"6","United States",215900,255600,240900,194310,844.583322267177,248.285,1092.86832226718,32786.0496680153,0.708525286260233,0.70675962685379,"",0.727321687379806,""
"7","Alameda",735250,880000,780000,661725,2876.23847937444,845.5375,3721.77597937444,111653.279381233,0.378008744445144,0.369581299136554,"",0.439800805993526,"R"
"8","Contra-Costa",530782.5,655000,575000,477704.25,2076.37817161314,610.399875,2686.77804661314,80603.3413983943,0.529864755440172,0.510675985036825,"",0.56581953643958,"R"
"9","Marin",1041250,1302500,1185000,937125,4073.28570778461,1197.4375,5270.72320778461,158121.696233538,0.322077951129459,0.301130391386297,"",0.344176977398148,""
"10","Napa",555050,683000,639000,499545,2171.31066708845,638.3075,2809.61816708845,84288.5450126535,0.472298866555134,0.451765045066924,"",0.466916194944513,""
"11","San Francisco",1164500,1450000,1298000,1048050,4555.42973033871,1339.175,5894.60473033871,176838.141910161,0.239203312073625,0.217717266793456,"",0.263634635475938,""
"12","San Mateo",1225062.5,1469000,1300000,1102556.25,4792.34532762822,1408.821875,6201.16720262822,186035.016078847,0.25306290887721,0.244706986886796,"",0.285599787082087,""
"13","Santa Clara",990250,1183444,1e+06,891225,3873.77783638292,1138.7875,5012.56533638292,150376.960091488,0.33022445508118,0.32382468669013,"",0.409002470398011,""
"14","Solano",353387.5,412000,393000,318048.75,1382.42329225425,406.395625,1788.81891725425,53664.5675176274,0.631065418133064,0.634312075934874,"",0.645261299993795,""
"15","Sonoma",535500,625000,580500,481950,2094.8326497178,615.825,2710.6576497178,81319.729491534,0.452503577268562,0.45494640985018,"",0.468546832342264,""
"16","Los Angeles",505843.5,514220,540690,455259.15,1978.81882249772,581.720025,2560.53884749772,76816.1654249315,0.398078404365015,0.462257383181776,"",0.444327129366362,"R"
"17","Orange County",671500,788000,740000,604350,2626.85364012232,772.225,3399.07864012232,101972.35920367,0.396423994001512,0.397533628220339,"",0.431822524441425,""
"18","Riverside County",328950,380000,355000,296055,1286.82577054094,378.2925,1665.11827054094,49953.5481162281,0.572675306230389,0.581099059946753,"",0.612335343023687,""
"19","San Bernardino",229500,269000,248000,206550,897.785421307629,263.925,1161.71042130763,34851.3126392289,0.680597720442977,0.682363384472705,"",0.719989065151882,""
"20","San Diego",515950,605000,563000,464355,2018.35463234715,593.3425,2611.69713234715,78350.9139704145,0.453227060945251,0.454053614784122,"",0.476066269917599,"R"
