"","RegionSalesCar","2017 Q3","2017 Q2","Quarter_Rev","2016 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",555677.624260238,548787.096014411,"",517465.708968509,439029.676811529,2118.83822804979,631.105160416573,2749.94338846637,109997.735538655,0.290099656867752,0.286819305368685
"2","CA Condo/Townhomes",440000,435000,"R",415000,348000,1679.51221137579,500.25,2179.76221137579,87190.4884550315,0.387867140378662,0.379824627255216
"3","Los Angeles Metropolitan Area",502000,490000,"",470000,392000,1891.86433005548,563.5,2455.36433005548,98214.5732022194,0.313823217684121,0.312611040240686
"4","Inland Empire",339900,340650,"",315000,272520,1315.2318041498,391.7475,1706.9793041498,68279.1721659919,0.427223889719533,0.425216427563911
"5","S.F. Bay Area",860000,895000,"",755000,716000,3455.54811306053,1029.25,4484.79811306053,179391.924522421,0.212763502845883,0.212763502845883
"6","United States",254000,255600,"",240900,204480,986.858209718738,293.94,1280.79820971874,51231.9283887495,0.546005785395708,0.546005785395708
"7","Alameda",865000,880000,"",780000,704000,3397.63389887516,1012,4409.63389887516,176385.355955006,0.190442127874475,0.190442127874475
"8","Contra-Costa",624450,655000,"",575000,524000,2528.92068609458,753.25,3282.17068609458,131286.827443783,0.312196763886031,0.312196763886031
"9","Marin",1225000,1302500,"",1185000,1042000,5028.88426509647,1497.875,6526.75926509647,261070.370603859,0.173019744783929,0.173019744783929
"10","Napa",653000,683000,"",639000,546400,2637.0272192406,785.45,3422.4772192406,136899.088769624,0.245475542082154,0.245475542082154
"11","San Francisco",1370000,1450000,"",1298000,1160000,5598.37403791929,1667.5,7265.87403791929,290634.961516772,0.121953999380442,0.121953999380442
"12","San Mateo",1441250,1469000,"",1300000,1175200,5671.73204255409,1689.35,7361.0820425541,294443.281702164,0.144927121247892,0.144927121247892
"13","Santa Clara",1165000,1183444,"",1e+06,946755.2,4569.21528615956,1360.9606,5930.17588615956,237207.035446382,0.165911617810804,0.165912632949035
"14","Solano",415750,412000,"",393000,329600,1590.71041629155,473.8,2064.51041629155,82580.416651662,0.440299205572208,0.440299205572208
"15","Sonoma",630000,625000,"",580500,5e+05,2413.09225772383,718.75,3131.84225772383,125273.690308953,0.249037103775622,0.249037103775622
"16","Los Angeles",595110,514220,"",540690,411376,1985.3764812268,591.353,2576.7294812268,103069.179249072,0.279393833362753,0.279393833362753
"17","Orange County",790000,788000,"",740000,630400,3042.42671853821,906.2,3948.62671853821,157945.068741528,0.208452945797838,0.208452945797838
"18","Riverside County",387000,380000,"",355000,304000,1467.16009269609,437,1904.16009269609,76166.4037078436,0.389089432629014,0.389089432629014
"19","San Bernardino",270000,269000,"",248000,215200,1038.59490772434,309.35,1347.94490772434,53917.7963089735,0.514301264871306,0.513365890399751
"20","San Diego",607000,605000,"",563000,484000,2335.87330547667,695.75,3031.62330547667,121264.932219067,0.259488376740648,0.259488376740648
"21","Ventura",634000,635000,"",605000,508000,2451.70173384741,730.25,3181.95173384741,127278.069353897,0.268861429223667,0.268861429223667
"22","Monterey",585000,603000,"",539000,482400,2328.15141025195,693.45,3021.60141025195,120864.056410078,0.209541393600912,0.209541393600912
"23","San Luis Obispo",599000,565000,"",550000,452000,2181.43540098234,649.75,2831.18540098234,113247.416039294,0.263487481335843,0.263487481335843
"24","Santa Barbara",664535,750000,"",715000,6e+05,2895.7107092686,862.5,3758.2107092686,150328.428370744,0.157275606493738,0.157275606493738
"25","Santa Cruz",830000,850000,"",793000,680000,3281.80547050441,977.5,4259.30547050441,170372.218820176,0.167995149590626,0.167995149590626
"26","Fresno",259900,250000,"",239000,2e+05,965.236903089533,287.5,1252.73690308953,50109.4761235813,0.468892136582512,0.468892136582512
"27","Kern (Bakersfield)",235000,232500,"",222000,186000,897.670319873265,267.375,1165.04531987327,46601.8127949306,0.539176804217816,0.539176804217816
"28","Kings County",225000,225000,"",207500,180000,868.71321278058,258.75,1127.46321278058,45098.5285112232,0.519373545599452,0.519373545599452
"29","Madera",280000,259900,"",237000,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.444907214321903,0.444907214321903
"30","Merced",255000,248000,"",215000,198400,957.515007864817,285.2,1242.71500786482,49708.6003145927,0.478333938085732,0.478333938085732
"31","Placer County",455000,465000,"",432000,372000,1795.34063974653,534.75,2330.09063974653,93203.6255898612,0.42724307466073,0.42724307466073
"32","Sacramento",350000,340000,"",320000,272000,1312.72218820176,391,1703.72218820176,68148.8875280706,0.445036743164332,0.445036743164332
"33","San Benito",550000,530000,"",516000,424000,2046.30223454981,609.5,2655.80223454981,106232.089381992,0.328926743686989,0.328926743686989
"34","San Joaquin",352250,336944,"",320000,269555.2,1300.9231322984,387.4856,1688.4087322984,67536.3492919359,0.427927218977926,0.427932812564233
"35","Stanislaus",295000,288500,"",270000,230800,1113.88338616532,331.775,1445.65838616532,57826.3354466128,0.467449789979634,0.467449789979634
"36","Tulare",225000,220000,"",208500,176000,849.408474718789,253,1102.40847471879,44096.3389887516,0.520493465072217,0.520493465072217
"37","Amador",320000,340000,"",259000,272000,1312.72218820176,391,1703.72218820176,68148.8875280706,0.418908018019225,0.418908018019225
"38","Butte County",299900,305850,"",275000,244680,1180.87082723973,351.7275,1532.59832723973,61303.9330895894,0.390824460355049,0.390824460355049
"39","Calaveras",339000,309000,"",291000,247200,1193.03281221866,355.35,1548.38281221866,61935.3124887465,0.487388982444858,0.487388982444858
"40","El Dorado County",462750,480000,"",419900,384000,1853.2548539319,552,2405.2548539319,96210.1941572761,0.396028118974903,0.396028118974903
"41","Humboldt",318000,299000,"",296000,239200,1154.42333609508,343.85,1498.27333609508,59930.9334438033,0.361311736186543,0.361311736186543
"42","Lake County",249950,250000,"",236500,2e+05,965.236903089533,287.5,1252.73690308953,50109.4761235813,0.379134738251495,0.379134738251495
"43","Lassen",186500,186000,"",167400,148800,718.136255898612,213.9,932.036255898612,37281.4502359445,0.642235635020852,0.642235635020852
"44","Mariposa",289000,284390,"",260000,227512,1098.01489147853,327.0485,1425.06339147853,57002.5356591412,0.49260237045081,0.49260237045081
"45","Mendocino",391000,4e+05,"",356000,320000,1544.37904494325,460,2004.37904494325,80175.1617977301,0.268423722324617,0.268423722324617
"46","Mono",571000,517850,"",512500,414280,1999.39172105966,595.5275,2594.91922105966,103796.768842386,0.253112780827514,0.253112780827514
"47","Nevada",393000,390000,"",349000,312000,1505.76956881967,448.5,1954.26956881967,78170.7827527869,0.39367889313681,0.39367889313681
"48","Plumas",285000,285000,"",260000,228000,1100.37006952207,327.75,1428.12006952207,57124.8027808827,0.467766080225504,0.467766080225504
"49","Shasta",250000,259900,"",238000,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.465337909849265,0.465337909849265
"50","Siskiyou County",203500,216500,"",202750,173200,835.895158075536,248.975,1084.87015807554,43394.8063230214,0.470105165327887,0.470105165327887
"51","Sutter",280600,271000,"",261200,216800,1046.31680294905,311.65,1357.96680294905,54318.6721179621,0.527565236617935,0.527565236617935
"52","Tehama",208500,202000,"",202000,161600,779.911417696343,232.3,1012.21141769634,40488.4567078537,0.573073454708111,0.573073454708111
"53","Tuolumne",289000,285000,"",255000,228000,1100.37006952207,327.75,1428.12006952207,57124.8027808827,0.459612053847067,0.459612053847067
"54","Yolo",435000,430000,"",4e+05,344000,1660.207473314,494.5,2154.707473314,86188.2989325599,0.346978878791758,0.346978878791758
"55","Yuba",268516,270000,"",250000,216000,1042.4558553367,310.5,1352.9558553367,54118.2342134678,0.427955163444548,0.427955163444548
