"","RegionSalesCar","2017 Q3","2017 Q2","Quarter_Rev","2016 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",555677.624260238,548787.096014411,NA,517465.708968509,413972.567174807,1919.52129723288,595.085565313785,2514.60686254667,100584.274501867,0.309255434092414,0.310325232996649,""
"2","CA Condo/Townhomes",440000,435000,NA,415000,332000,1539.42826460821,477.25,2016.67826460821,80667.1305843283,0.403348664327921,0.400361357073134,""
"3","Los Angeles Metropolitan Area",502000,490000,NA,470000,376000,1743.44887799002,540.5,2283.94887799002,91357.9551196007,0.335894198018443,0.337203582348886,""
"4","Inland Empire",339900,340650,NA,315000,252000,1168.4816948231,362.25,1530.7316948231,61229.2677929239,0.465859962355277,0.460225665750967,"R"
"5","S.F. Bay Area",860000,895000,NA,755000,604000,2800.64660187758,868.25,3668.89660187758,146755.864075103,0.270208327729415,0.254954369168074,"R"
"6","United States",254000,255600,"1",240900,192720,893.61028661233,277.035,1170.64528661233,46825.8114644932,0.571546980927996,0.571546980927996,""
"7","Alameda",865000,880000,NA,780000,624000,2893.38324432386,897,3790.38324432386,151615.329772954,0.241753450975291,0.235815840281459,""
"8","Contra-Costa",624450,655000,NA,575000,460000,2132.94277626438,661.25,2794.19277626438,111767.711050575,0.373621768570672,0.352080308178017,"R"
"9","Marin",1225000,1302500,NA,1185000,948000,4395.71685195355,1362.75,5758.46685195355,230338.674078142,0.191075380401294,0.191075380401294,""
"10","Napa",653000,683000,NA,639000,511200,2370.34858092685,734.85,3105.19858092685,124207.943237074,0.254156157875847,0.254156157875847,""
"11","San Francisco",1370000,1450000,NA,1298000,1038400,4814.88647581073,1492.7,6307.58647581073,252303.459032429,0.136311171733295,0.136311171733295,""
"12","San Mateo",1441250,1469000,NA,1300000,1040000,4822.30540720643,1495,6317.30540720643,252692.216288257,0.146236963506882,0.146236963506882,""
"13","Santa Clara",1165000,1183444,NA,1e+06,8e+05,3709.4656978511,1150,4859.4656978511,194378.627914044,0.222091215552434,0.222091215552434,""
"14","Solano",415750,412000,NA,393000,314400,1457.82001925548,451.95,1909.77001925548,76390.8007702193,0.450791249643282,0.450791249643282,""
"15","Sonoma",630000,625000,NA,580500,464400,2153.34483760256,667.575,2820.91983760256,112836.793504103,0.272582030393262,0.272582030393262,""
"16","Los Angeles",595110,514220,NA,540690,432552,2005.67100817111,621.7935,2627.46450817111,105098.580326844,0.259444813633314,0.262040732634716,""
"17","Orange County",790000,788000,NA,740000,592000,2745.00461640981,851,3596.00461640981,143840.184656393,0.229421731865159,0.229380554840637,""
"18","Riverside County",387000,380000,NA,355000,284000,1316.86032273714,408.25,1725.11032273714,69004.4129094856,0.420044951794379,0.415106875647015,""
"19","San Bernardino",270000,269000,NA,248000,198400,919.947493067073,285.2,1205.14749306707,48205.8997226829,0.553947630605398,0.553433707010579,""
"20","San Diego",607000,605000,NA,563000,450400,2088.42918789017,647.45,2735.87918789017,109435.167515607,0.28201820205212,0.262713276221311,"R"
"21","Ventura",634000,635000,NA,605000,484000,2244.22674719992,695.75,2939.97674719992,117599.069887997,0.335316058199682,0.303494154823339,"R"
"22","Monterey",585000,603000,NA,539000,431200,1999.40201114174,619.85,2619.25201114174,104770.08044567,0.249739364657552,0.249739364657552,""
"23","San Luis Obispo",599000,565000,NA,550000,440000,2040.20613381811,632.5,2672.70613381811,106908.245352724,0.269458670197662,0.250476505765266,"R"
"24","Santa Barbara",664535,750000,NA,715000,572000,2652.26797396354,822.25,3474.51797396354,138980.718958541,0.200396673688846,0.199245023505357,""
