"","RegionSalesCar","2018 Q2","2018 Q1","Quarter_Rev","2017 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",596730,538640,NA,466471.5,419824.35,1815.60120583816,536.442225,2352.04343083816,70561.3029251446,0.474520916678365,0.470840433775111,""
"2","CA Condo/Townhomes",477790,455540,NA,376898.5,339208.65,1466.96501518012,433.433275,1900.39829018012,57011.9487054035,0.561288095279004,0.561296329021517,""
"3","Los Angeles Metropolitan Area",530000,5e+05,NA,416500,374850,1621.10204424406,478.975,2100.07704424406,63002.3113273217,0.505051953926969,0.503994805325515,"R"
"4","Inland Empire",360000,350000,NA,289552.5,260597.25,1126.99675790151,332.985375,1459.98213290151,43799.4639870452,0.613396648731719,0.611788103865268,""
"5","S.F. Bay Area",1035000,9e+05,NA,760750,684675,2960.99250938455,874.8625,3835.85500938455,115075.650281537,0.392881338427151,0.392881338427151,""
"6","United States",269000,245500,"1",217260,195534,845.619760222002,249.849,1095.468760222,32864.0628066601,0.70675962685379,0.70675962685379,""
"7","Alameda",1e+06,875000,NA,748000,673200,2911.36693660157,860.2,3771.56693660157,113147.008098047,0.369581299136554,0.369581299136554,""
"8","Contra-Costa",695000,615000,NA,556750,501075,2166.98334485685,640.2625,2807.24584485685,84217.3753457055,0.510675985036825,0.510675985036825,""
"9","Marin",1400000,1360000,NA,1107125,996412.5,4309.15390332221,1273.19375,5582.34765332221,167470.429599666,0.301130391386297,0.301130391386297,""
"10","Napa",707250,679000,NA,580550,522495,2259.61774738508,667.6325,2927.25024738508,87817.5074215525,0.451765045066924,0.451765045066924,""
"11","San Francisco",1625000,1610000,NA,1232500,1109250,4797.13870235486,1417.375,6214.51370235486,186435.411070646,0.217717266793456,0.217717266793456,""
"12","San Mateo",1650000,1575049.5,NA,1248650,1123785,4859.99776121331,1435.9475,6295.94526121331,188878.357836399,0.244706986886796,0.244706986886796,""
"13","Santa Clara",1405000,1373000,NA,1005927.4,905334.66,3915.27242377217,1156.81651,5072.08893377217,152162.668013165,0.32382468669013,0.323825877960927,""
"14","Solano",450000,430000,NA,350200,315180,1363.04906577255,402.73,1765.77906577255,52973.3719731766,0.634312075934874,0.634312075934874,""
"15","Sonoma",695000,681000,NA,531250,478125,2067.73219929089,610.9375,2678.66969929089,80360.0909787267,0.45494640985018,0.45494640985018,""
"16","Los Angeles",557220,545540,NA,437087,393378.3,1701.23080243098,502.65005,2203.88085243098,66116.4255729293,0.462257383181776,0.462257383181776,""
"17","Orange County",830000,810000,NA,669800,602820,2606.99675686595,770.27,3377.26675686595,101318.002705979,0.397533628220339,0.397533628220339,""
"18","Riverside County",405000,397000,NA,323000,290700,1257.18117716886,371.45,1628.63117716886,48858.9353150658,0.581099059946753,0.581099059946753,""
"19","San Bernardino",290000,278500,NA,228650,205785,889.951938574799,262.9475,1152.8994385748,34586.983157244,0.682363384472705,0.681577888170492,""
"20","San Diego",645000,610000,NA,514250,462825,2001.56476891358,591.3875,2592.95226891358,77788.5680674074,0.454053614784122,0.454053614784122,""
"21","Ventura",670000,635500,NA,539750,485775,2100.81591447954,620.7125,2721.52841447954,81645.8524343863,0.486816989969668,0.486816989969668,""
"22","Monterey",647000,590000,NA,512550,461295,1994.94802587585,589.4325,2584.38052587585,77531.4157762755,0.398674544416464,0.398674544416464,""
"23","San Luis Obispo",618500,596400,NA,480250,432225,1869.22990815896,552.2875,2421.51740815896,72645.5222447689,0.459407547084661,0.459407547084661,""
"24","Santa Barbara",695000,675000,NA,637500,573750,2481.27863914907,733.125,3214.40363914907,96432.109174472,0.331506460069296,0.331506460069296,""
"25","Santa Cruz",905000,850000,NA,722500,650250,2812.11579103561,830.875,3642.99079103561,109289.723731068,0.334064885086021,0.334064885086021,""
"26","Fresno",268390,258000,NA,212500,191250,827.092879716355,244.375,1071.46787971636,32144.0363914907,0.643559220746125,0.643559220746125,""
"27","Kern (Bakersfield)",244000,231500,NA,197625,177862.5,769.196378136211,227.26875,996.465128136211,29893.9538440863,0.701377625741838,0.701377625741838,""
"28","Kings County",235000,232000,NA,191250,172125,744.38359174472,219.9375,964.32109174472,28929.6327523416,0.697370839471356,0.697370839471356,""
"29","Madera",238000,255000,NA,220915,198823.5,859.845757753123,254.05225,1113.89800775312,33416.9402325937,0.636796433794311,0.636796433794311,""
"30","Merced",265000,262500,NA,210800,189720,820.476136678625,242.42,1062.89613667862,31886.8841003587,0.670331869280163,0.670331869280163,""
"31","Placer County",495900,465000,NA,395250,355725,1538.39275627242,454.5375,1992.93025627242,59787.9076881726,0.61786433573204,0.61786433573204,""
"32","Sacramento",374000,355000,NA,289000,260100,1124.84631641424,332.35,1457.19631641424,43715.8894924273,0.625682543910034,0.625682543910034,""
"33","San Benito",571000,560000,NA,450500,405450,1753.43690499867,518.075,2271.51190499867,68145.3571499602,0.542653631078352,0.542653631078352,""
"34","San Joaquin",373375,362500,NA,286402.4,257762.16,1114.73593305259,329.36276,1444.09869305259,43322.9607915777,0.60875559047081,0.60876009526407,""
"35","Stanislaus",315000,3e+05,NA,245225,220702.5,954.465183192674,282.00875,1236.47393319267,37094.2179957802,0.649902338379758,0.649902338379758,""
"36","Tulare",233000,225000,NA,187000,168300,727.841734150393,215.05,942.891734150393,28286.7520245118,0.691288039659294,0.691288039659294,""
"37","Amador",335000,330750,NA,289000,260100,1124.84631641424,332.35,1457.19631641424,43715.8894924273,0.596223628314668,0.596223628314668,""
"38","Butte County",320000,307000,NA,259972.5,233975.25,1011.86542904499,298.968375,1310.83380404499,39325.0141213497,0.561398656582414,0.561398656582414,""
"39","Calaveras",329000,315000,NA,262650,236385,1022.28679932942,302.0475,1324.33429932942,39730.0289798825,0.66376144594583,0.66376144594583,""
"40","El Dorado County",525000,489000,NA,408000,367200,1588.0183290554,469.2,2057.2183290554,61716.5498716621,0.580438673610525,0.580438673610525,""
"41","Humboldt",315000,300050,NA,254150,228735,989.203084140761,292.2725,1281.47558414076,38444.2675242228,0.550574556754345,0.550574556754345,""
"42","Lake County",283000,266450,NA,212500,191250,827.092879716355,244.375,1071.46787971636,32144.0363914907,0.549964375711573,0.549964375711573,""
