"","RegionSalesCar","2018 Q2","2018 Q1","Quarter_Rev","2017 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",596730,457844,"",548790,412059.6,1878.04373803108,526.5206,2404.56433803108,72136.9301409324,0.495417460722613,0.495417460722613
"2","CA Condo/Townhomes",477790,387209,"R",443410,348488.1,1588.30395890145,445.29035,2033.59430890145,61007.8292670436,0.564544757890686,0.569386164262746
"3","Los Angeles Metropolitan Area",530000,425000,"",490000,382500,1743.31997069572,488.75,2232.06997069572,66962.0991208715,0.510722370773192,0.510722370773192
"4","Inland Empire",360000,297500,"",340650,267750,1220.323979487,342.125,1562.448979487,46873.46938461,0.613949909564045,0.613949909564045
"5","S.F. Bay Area",1035000,765000,"",895000,688500,3137.97594725229,879.75,4017.72594725229,120531.778417569,0.411224278844291,0.411224278844291
"6","United States",269000,208675,"",255600,187807.5,855.970105611596,239.97625,1095.9463556116,32878.3906683479,0.724834012750569,0.724834012750569
"7","Alameda",1e+06,743750,"",880000,669375,3050.8099487175,855.3125,3906.1224487175,117183.673461525,0.396702706410591,0.396702706410591
"8","Contra-Costa",695000,522750,"",655000,470475,2144.28356395573,601.1625,2745.44606395573,82363.3819186719,0.552595305515476,0.552595305515476
"9","Marin",1400000,1156000,"",1302500,1040400,4741.83032029235,1329.4,6071.23032029234,182136.90960877,0.298921273312962,0.298921273312962
"10","Napa",707250,577150,"",683000,519435,2367.42852020478,663.7225,3031.15102020478,90934.5306061434,0.472427746896665,0.472427746896665
"11","San Francisco",1625000,1368500,"",1450000,1231650,5613.4903056402,1573.775,7187.2653056402,215617.959169206,0.222670986348147,0.222670986348147
"12","San Mateo",1650000,1338792.075,"",1469000,1204912.8675,5491.6304963686,1539.61088625,7031.2413826186,210937.241478558,0.232008913289025,0.232008913289025
"13","Santa Clara",1405000,1167050,"",1183444,1050345,4787.15663953043,1342.1075,6129.26413953043,183877.924185913,0.299143902561118,0.299143902561118
"14","Solano",450000,365500,"",412000,328950,1499.25517479832,420.325,1919.58017479832,57587.4052439494,0.608222020960794,0.608222020960794
"15","Sonoma",695000,578850,"",625000,520965,2374.40180008756,665.6775,3040.07930008756,91202.3790026269,0.408271932856261,0.408271932856261
"16","Los Angeles",557220,463709,"",514220,417338.1,1902.10155362668,533.26535,2435.36690362668,73061.0071088004,0.4526476882591,0.4526476882591
"17","Orange County",830000,688500,"",788000,619650,2824.17835252706,791.775,3615.95335252706,108478.600575812,0.390745976355256,0.390745976355256
"18","Riverside County",405000,337450,"",380000,303705,1384.1960567324,388.0675,1772.2635567324,53167.9067019719,0.579435177537734,0.579435177537734
"19","San Bernardino",290000,236725,"",269000,213052.5,971.029223677513,272.23375,1243.26297367751,37297.8892103254,0.676488376964385,0.676488376964385
"20","San Diego",645000,518500,"",605000,466650,2126.85036424877,596.275,2723.12536424877,81693.7609274632,0.458543704234437,0.458543704234437
"21","Ventura",670000,540175,"",635000,486157.5,2215.75968275425,621.20125,2836.96093275425,85108.8279826276,0.523370489822875,0.523370489822875
"22","Monterey",647000,501500,"",603000,451350,2057.11756542094,576.725,2633.84256542094,79015.2769626283,0.424104970568286,0.424104970568286
"23","San Luis Obispo",618500,506940,"",565000,456246,2079.43206104585,582.981,2662.41306104585,79872.3918313755,0.445666614056928,0.445666614056928
"24","Santa Barbara",695000,573750,"",750000,516375,2353.48196043922,659.8125,3013.29446043922,90398.8338131765,0.407594531523497,0.407594531523497
"25","Santa Cruz",905000,722500,"",850000,650250,2963.64395018272,830.875,3794.51895018272,113835.568505481,0.293664493783967,0.293664493783967
"26","Fresno",268390,219300,"",250000,197370,899.553104878989,252.195,1151.74810487899,34552.4431463697,0.644390184964709,0.644390184964709
"27","Kern (Bakersfield)",244000,196775,"",232500,177097.5,807.157146432116,226.29125,1033.44839643212,31003.4518929635,0.710555881714904,0.710555881714904
"28","Kings County",235000,197200,"",225000,177480,808.900466402812,226.78,1035.68046640281,31070.4139920844,0.705594445270629,0.705594445270629
"29","Madera",238000,216750,"",259900,195075,889.093185054815,249.2625,1138.35568505481,34150.6705516444,0.684079271795162,0.684079271795162
"30","Merced",265000,223125,"",248000,200812.5,915.24298461525,256.59375,1171.83673461525,35155.1020384575,0.618602943766838,0.618602943766838
"31","Placer County",495900,395250,"",465000,355725,1621.28757274702,454.5375,2075.82507274701,62274.7521824104,0.629869628998931,0.629869628998931
"32","Sacramento",374000,301750,"",340000,271575,1237.75717919396,347.0125,1584.76967919396,47543.0903758187,0.619223652310411,0.619223652310411
"33","San Benito",571000,476000,"",530000,428400,1952.5183671792,547.4,2499.9183671792,74997.551015376,0.543294356673311,0.543294356673311
"34","San Joaquin",373375,308125,"",336944,277312.5,1263.90697875439,354.34375,1618.25072875439,48547.5218626318,0.579999498079232,0.579999498079232
"35","Stanislaus",315000,255000,"",288500,229500,1045.99198241743,293.25,1339.24198241743,40177.2594725229,0.659053786070106,0.659053786070106
"36","Tulare",233000,191250,"",220000,172125,784.493986813072,219.9375,1004.43148681307,30132.9446043921,0.67035049015383,0.67035049015383
"37","Amador",335000,281137.5,"",340000,253023.75,1153.20616061522,323.308125,1476.51428561522,44295.4285684565,0.628065227405525,0.628065227405525
"38","Butte County",320000,260950,"",305850,234855,1070.39846200717,300.0925,1370.49096200717,41114.7288602151,0.58138208051177,0.58138208051177
"39","Calaveras",329000,267750,"",309000,240975,1098.2915815383,307.9125,1406.2040815383,42186.122446149,0.632355795290011,0.632355795290011
"40","El Dorado County",525000,415650,"",480000,374085,1704.96693134041,477.9975,2182.96443134041,65488.9329402123,0.603197630572387,0.603197630572387
"41","Humboldt",315000,255042.5,"",299000,229538.25,1046.1663144145,293.298875,1339.4651894145,40183.955682435,0.553146137060553,0.553146137060553
"42","Lake County",283000,226482.5,"",250000,203834.25,929.015212383746,260.454875,1189.47008738375,35684.1026215124,0.569747822146352,0.569747822146352
"43","Lassen",192500,145350,"",186000,130815,596.215429977935,167.1525,763.367929977935,22901.037899338,0.803232105814488,0.803232105814488
"44","Mariposa",320000,248625,"",278000,223762.5,1019.84218285699,285.91875,1305.76093285699,39172.8279857098,0.633756483997665,0.633756483997665
"45","Mendocino",430000,350625,"",4e+05,315562.5,1438.23897582396,403.21875,1841.45772582396,55243.7317747189,0.42639368599525,0.42639368599525
"46","Mono",624500,663000,"",517850,596700,2719.57915428532,762.45,3482.02915428532,104460.874628559,0.245498038373492,0.245498038373492
