"","RegionSalesCar","2018 Q2","2018 Q1","Quarter_Rev","2017 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",596730,538640,NA,548790,439032,2118.84944018602,631.1085,2749.95794018602,109998.317607441,0.290097527134248,0.286819305368685,""
"2","CA Condo/Townhomes",477790,455540,NA,443410,354728,1711.98278079572,509.9215,2221.90428079572,88876.1712318288,0.379815052834831,0.379824627255216,""
"3","Los Angeles Metropolitan Area",530000,5e+05,NA,490000,392000,1891.86433005548,563.5,2455.36433005548,98214.5732022194,0.313823217684121,0.312611040240686,""
"4","Inland Empire",360000,350000,NA,340650,272520,1315.2318041498,391.7475,1706.9793041498,68279.1721659919,0.427223889719533,0.425216427563911,""
"5","S.F. Bay Area",1035000,9e+05,NA,895000,716000,3455.54811306053,1029.25,4484.79811306053,179391.924522421,0.212763502845883,0.212763502845883,""
"6","United States",269000,245500,"1",255600,204480,986.858209718738,293.94,1280.79820971874,51231.9283887495,0.546005785395708,0.546005785395708,""
"7","Alameda",1e+06,875000,NA,880000,704000,3397.63389887516,1012,4409.63389887516,176385.355955006,0.190442127874475,0.190442127874475,""
"8","Contra-Costa",695000,615000,NA,655000,524000,2528.92068609458,753.25,3282.17068609458,131286.827443783,0.312196763886031,0.312196763886031,""
"9","Marin",1400000,1360000,NA,1302500,1042000,5028.88426509647,1497.875,6526.75926509647,261070.370603859,0.173019744783929,0.173019744783929,""
"10","Napa",707250,679000,NA,683000,546400,2637.0272192406,785.45,3422.4772192406,136899.088769624,0.245475542082154,0.245475542082154,""
"11","San Francisco",1625000,1610000,NA,1450000,1160000,5598.37403791929,1667.5,7265.87403791929,290634.961516772,0.121953999380442,0.121953999380442,""
"12","San Mateo",1650000,1575049.5,NA,1469000,1175200,5671.73204255409,1689.35,7361.0820425541,294443.281702164,0.144927121247892,0.144927121247892,""
"13","Santa Clara",1405000,1373000,NA,1183444,946755.2,4569.21528615956,1360.9606,5930.17588615956,237207.035446382,0.165911617810804,0.165912632949035,""
"14","Solano",450000,430000,NA,412000,329600,1590.71041629155,473.8,2064.51041629155,82580.416651662,0.440299205572208,0.440299205572208,""
"15","Sonoma",695000,681000,NA,625000,5e+05,2413.09225772383,718.75,3131.84225772383,125273.690308953,0.249037103775622,0.249037103775622,""
"16","Los Angeles",557220,545540,NA,514220,411376,1985.3764812268,591.353,2576.7294812268,103069.179249072,0.279393833362753,0.279393833362753,""
"17","Orange County",830000,810000,NA,788000,630400,3042.42671853821,906.2,3948.62671853821,157945.068741528,0.208452945797838,0.208452945797838,""
"18","Riverside County",405000,397000,NA,380000,304000,1467.16009269609,437,1904.16009269609,76166.4037078436,0.389089432629014,0.389089432629014,""
"19","San Bernardino",290000,278500,NA,269000,215200,1038.59490772434,309.35,1347.94490772434,53917.7963089735,0.514301264871306,0.513365890399751,""
"20","San Diego",645000,610000,NA,605000,484000,2335.87330547667,695.75,3031.62330547667,121264.932219067,0.259488376740648,0.259488376740648,""
"21","Ventura",670000,635500,NA,635000,508000,2451.70173384741,730.25,3181.95173384741,127278.069353897,0.268861429223667,0.268861429223667,""
"22","Monterey",647000,590000,NA,603000,482400,2328.15141025195,693.45,3021.60141025195,120864.056410078,0.209541393600912,0.209541393600912,""
"23","San Luis Obispo",618500,596400,NA,565000,452000,2181.43540098234,649.75,2831.18540098234,113247.416039294,0.263487481335843,0.263487481335843,""
"24","Santa Barbara",695000,675000,NA,750000,6e+05,2895.7107092686,862.5,3758.2107092686,150328.428370744,0.157275606493738,0.157275606493738,""
"25","Santa Cruz",905000,850000,NA,850000,680000,3281.80547050441,977.5,4259.30547050441,170372.218820176,0.167995149590626,0.167995149590626,""
"26","Fresno",268390,258000,NA,250000,2e+05,965.236903089533,287.5,1252.73690308953,50109.4761235813,0.468892136582512,0.468892136582512,""
"27","Kern (Bakersfield)",244000,231500,NA,232500,186000,897.670319873265,267.375,1165.04531987327,46601.8127949306,0.539176804217816,0.539176804217816,""
"28","Kings County",235000,232000,NA,225000,180000,868.71321278058,258.75,1127.46321278058,45098.5285112232,0.519373545599452,0.519373545599452,""
"29","Madera",238000,255000,NA,259900,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.444907214321903,0.444907214321903,""
"30","Merced",265000,262500,NA,248000,198400,957.515007864817,285.2,1242.71500786482,49708.6003145927,0.478333938085732,0.478333938085732,""
"31","Placer County",495900,465000,NA,465000,372000,1795.34063974653,534.75,2330.09063974653,93203.6255898612,0.42724307466073,0.42724307466073,""
"32","Sacramento",374000,355000,NA,340000,272000,1312.72218820176,391,1703.72218820176,68148.8875280706,0.445036743164332,0.445036743164332,""
"33","San Benito",571000,560000,NA,530000,424000,2046.30223454981,609.5,2655.80223454981,106232.089381992,0.328926743686989,0.328926743686989,""
"34","San Joaquin",373375,362500,NA,336944,269555.2,1300.9231322984,387.4856,1688.4087322984,67536.3492919359,0.427927218977926,0.427932812564233,""
"35","Stanislaus",315000,3e+05,NA,288500,230800,1113.88338616532,331.775,1445.65838616532,57826.3354466128,0.467449789979634,0.467449789979634,""
"36","Tulare",233000,225000,NA,220000,176000,849.408474718789,253,1102.40847471879,44096.3389887516,0.520493465072217,0.520493465072217,""
"37","Amador",335000,330750,NA,340000,272000,1312.72218820176,391,1703.72218820176,68148.8875280706,0.418908018019225,0.418908018019225,""
"38","Butte County",320000,307000,NA,305850,244680,1180.87082723973,351.7275,1532.59832723973,61303.9330895894,0.390824460355049,0.390824460355049,""
"39","Calaveras",329000,315000,NA,309000,247200,1193.03281221866,355.35,1548.38281221866,61935.3124887465,0.487388982444858,0.487388982444858,""
"40","El Dorado County",525000,489000,NA,480000,384000,1853.2548539319,552,2405.2548539319,96210.1941572761,0.396028118974903,0.396028118974903,""
"41","Humboldt",315000,300050,NA,299000,239200,1154.42333609508,343.85,1498.27333609508,59930.9334438033,0.361311736186543,0.361311736186543,""
"42","Lake County",283000,266450,NA,250000,2e+05,965.236903089533,287.5,1252.73690308953,50109.4761235813,0.379134738251495,0.379134738251495,""
"43","Lassen",192500,171000,NA,186000,148800,718.136255898612,213.9,932.036255898612,37281.4502359445,0.642235635020852,0.642235635020852,""
"44","Mariposa",320000,292500,NA,278000,222400,1073.34343623556,319.7,1393.04343623556,55721.7374494224,0.500975550415053,0.49260237045081,"R"
"45","Mendocino",430000,412500,NA,4e+05,320000,1544.37904494325,460,2004.37904494325,80175.1617977301,0.268423722324617,0.268423722324617,""
"46","Mono",624500,780000,NA,517850,414280,1999.39172105966,595.5275,2594.91922105966,103796.768842386,0.253112780827514,0.253112780827514,""
"47","Nevada",435000,4e+05,NA,390000,312000,1505.76956881967,448.5,1954.26956881967,78170.7827527869,0.39367889313681,0.39367889313681,""
"48","Plumas",297000,271000,NA,285000,228000,1100.37006952207,327.75,1428.12006952207,57124.8027808827,0.467766080225504,0.467766080225504,""
"49","Shasta",265500,249900,NA,259900,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.465337909849265,0.465337909849265,""
"50","Siskiyou County",207500,210000,NA,216500,173200,835.895158075536,248.975,1084.87015807554,43394.8063230214,0.470105165327887,0.470105165327887,""
"51","Sutter",299950,282700,NA,271000,216800,1046.31680294905,311.65,1357.96680294905,54318.6721179621,0.527565236617935,0.527565236617935,""
"52","Tehama",215900,219000,NA,202000,161600,779.911417696343,232.3,1012.21141769634,40488.4567078537,0.573073454708111,0.573073454708111,""
"53","Tuolumne",308500,280000,NA,285000,228000,1100.37006952207,327.75,1428.12006952207,57124.8027808827,0.459612053847067,0.459612053847067,""
"54","Yolo",469500,4e+05,NA,430000,344000,1660.207473314,494.5,2154.707473314,86188.2989325599,0.346978878791758,0.346978878791758,""
"55","Yuba",290000,269950,NA,270000,216000,1042.4558553367,310.5,1352.9558553367,54118.2342134678,0.427955163444548,0.427955163444548,""
