"","RegionSalesCar","2017 Q1","2016 Q4","Quarter_Rev","2016 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",496620,512190,"",465920,409752,1935.0181177312,589.0185,2524.0366177312,100961.464709248,0.309694770082674,0.310285466578144
"2","CA Condo/Townhomes",414940,413700,"",391210,330960,1562.92976298912,475.755,2038.68476298912,81547.3905195649,0.400921092789376,0.400921092789376
"3","Los Angeles Metropolitan Area",461919.521726365,464870,"",438830,371896,1756.24645617779,534.6005,2290.84695617779,91633.8782471118,0.336175185042583,0.337900965926372
"4","Inland Empire",326460,317710,"",297850,254168,1200.28623398423,365.3665,1565.65273398423,62626.109359369,0.457032019405941,0.457032019405941
"5","S.F. Bay Area",780330,790000,"",715000,632000,2984.56493294998,908.5,3893.06493294998,155722.597317999,0.251420932020978,0.248654801069044
"6","United States",232100,235000,"",217600,188000,887.813619295247,270.25,1158.06361929525,46322.5447718099,0.577376904851514,0.577376904851514
"7","Alameda",798000,779500,"",728000,623600,2944.89666485381,896.425,3841.32166485381,153652.866594152,0.240082742446079,0.240082742446079
"8","Contra-Costa",562500,550000,"",525500,440000,2077.86166218037,632.5,2710.36166218037,108414.466487215,0.389623537049955,0.389623537049955
"9","Marin",1200000,1149500,"",1109000,919600,4342.73087395697,1321.925,5664.65587395697,226586.234958279,0.19729430115072,0.19729430115072
"10","Napa",668000,620000,"",649000,496000,2342.3167828215,713,3055.3167828215,122212.67131286,0.264900085907652,0.264900085907652
"11","San Francisco",1300000,1353000,"",1320000,1082400,5111.5396889637,1555.95,6667.4896889637,266699.587558548,0.133537860308345,0.133537860308345
"12","San Mateo",1300000,1300000,"",1170000,1040000,4911.30938333541,1495,6406.30938333541,256252.375333416,0.146491251355079,0.146491251355079
"13","Santa Clara",1070000,1005000,"",970000,804000,3796.81994634776,1155.75,4952.56994634776,198102.79785391,0.21615956147701,0.21615956147701
"14","Solano",390750,392500,"",363000,314000,1482.83764073781,451.375,1934.21264073781,77368.5056295123,0.446906446988034,0.446906446988034
"15","Sonoma",605000,589000,"",550000,471200,2225.20094368043,677.35,2902.55094368043,116102.037747217,0.262222730819349,0.262222730819349
"16","Los Angeles",485820,506640,"",459380,405312,1914.05060459466,582.636,2496.68660459466,99867.4641837862,0.278805828832734,0.281763180961253
"17","Orange County",750000,743500,"",709950,594800,2808.89117423837,855.025,3663.91617423837,146556.646969535,0.222731932963959,0.221738692380548
"18","Riverside County",365000,355600,"",339250,284480,1343.43201285698,408.94,1752.37201285698,70094.8805142791,0.413716020166609,0.412604864116197
"19","San Bernardino",256900,251100,"",233490,200880,948.638297042709,288.765,1237.40329704271,49496.1318817084,0.54294600486673,0.54294600486673
"20","San Diego",564000,568000,"R",537000,454400,2145.86440748809,653.2,2799.06440748809,111962.576299523,0.274288623276723,0.255603947763452
"21","Ventura",642480,629857.477578475,"",622524.262376237,503885.98206278,2379.55764599626,724.336099215246,3103.89374521151,124155.74980846,0.309311004074049,0.309308849007772
"22","Monterey",560000,507000,"",5e+05,405600,1915.41065950081,583.05,2498.46065950081,99938.4263800324,0.268994103466676,0.268994103466676
"23","San Luis Obispo",550000,550000,"R",530000,440000,2077.86166218037,632.5,2710.36166218037,108414.466487215,0.265514856917289,0.252728083273261
"24","Santa Barbara",779000,680000,"",680000,544000,2568.99260051391,782,3350.99260051391,134039.704020556,0.214125475650122,0.213485004477332
"25","Santa Cruz",805000,8e+05,"",746500,640000,3022.34423589871,920,3942.34423589871,157693.769435949,0.171236292152309,0.171236292152309
"26","Fresno",238000,237200,"",220000,189760,896.125065943969,272.78,1168.90506594397,46756.2026377587,0.49856313542688,0.498382370139701
"27","Kern (Bakersfield)",219000,225000,"",219949.5,180000,850.034316346513,258.75,1108.78431634651,44351.3726538605,0.55281921110835,0.551370416453704
"28","Kings County",215000,215000,"",2e+05,172000,812.255013397779,247.25,1059.50501339778,42380.2005359112,0.558150495096832,0.557786708619633
"29","Madera",238000,225475,"",220000,180380,851.828833236578,259.29625,1111.12508323658,44445.0033294631,0.494253715738839,0.485476255081999
"30","Merced",228500,230125,"",190000,184100,869.39620910774,264.64375,1134.03995910774,45361.5983643096,0.477558996147436,0.476328184978163
"31","Placer County",435000,429500,"R",407750,343600,1622.62106164812,493.925,2116.54606164812,84661.8424659249,0.469958140082217,0.46447641071979
"32","Sacramento",319725,319000,"R",297000,255200,1205.15976406461,366.85,1572.00976406461,62880.3905625845,0.458478556340858,0.451004525397508
"33","San Benito",525000,5e+05,"",482444,4e+05,1888.9651474367,575,2463.9651474367,98558.6058974679,0.349601392527916,0.349601392527916
"34","San Joaquin",315000,320000,"R",295000,256000,1208.93769435949,368,1576.93769435949,63077.5077743794,0.440222196006848,0.433600318032885
"35","Stanislaus",275000,275000,"",253000,220000,1038.93083109018,316.25,1355.18083109018,54207.2332436073,0.47771672730408,0.476297290365104
"36","Tulare",212000,210000,"",195000,168000,793.365361923412,241.5,1034.86536192341,41394.6144769365,0.493631742967163,0.488142755294633
"37","Amador",295000,275000,"",275000,220000,1038.93083109018,316.25,1355.18083109018,54207.2332436073,0.502728255541112,0.497595463080663
"38","Butte County",282000,290250,"",270558,232200,1096.544268087,333.7875,1430.331768087,57213.2707234801,0.412939337223555,0.409717430626554
"39","El Dorado County",429000,430000,"",423524,344000,1624.51002679556,494.5,2119.01002679556,84760.4010718223,0.390913092269847,0.385929259929374
"40","Humboldt",295000,292341.5,"R",269000,233873.2,1104.44580929873,336.192725,1440.63853429873,57625.5413719492,0.399289128767181,0.393399832433075
"41","Lake County",217000,247000,"R",225000,197600,933.148782833728,284.05,1217.19878283373,48687.9513133491,0.444326317102573,0.445875000210435
"42","Mariposa",280000,248500,"",240000,198800,938.815678276038,285.775,1224.59067827604,48983.6271310415,0.520311120351857,0.523913864427922
"43","Mendocino",4e+05,365500,"R",367250,292400,1380.83352277623,420.325,1801.15852277623,72046.340911049,0.317469829143133,0.314835645619897
"44","Shasta",235500,245000,"",220625,196000,925.592922243981,281.75,1207.34292224398,48293.7168897593,0.457572353914809,0.457457857205113
"45","Siskiyou County",206500,189250,"R",175250,151400,714.97330830479,217.6375,932.61080830479,37304.4323321916,0.529703830931489,0.520544592501165
"46","Sutter",258500,255000,"R",225000,204000,963.372225192715,293.25,1256.62222519272,50264.8890077086,0.519398770523359,0.514787122657363
"47","Tehama",206000,194250,"",189000,155400,733.862959779157,223.3875,957.250459779157,38290.0183911663,0.602393557704857,0.596171804468937
"48","Yolo",385500,385000,"R",370000,308000,1454.50316352626,442.75,1897.25316352626,75890.1265410503,0.368338475118161,0.362448501043032
"49","Yuba",254900,253500,"",229000,202800,957.705329750405,291.525,1249.2303297504,49969.2131900162,0.446241024408467,0.44704422117188
