"","RegionSalesCar","2017 Q1","2016 Q4","Quarter_Rev","2016 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",496620,512190,NA,396032,356428.8,1495.0399004984,455.4368,1950.4767004984,58514.301014952,0.534620306015067,0.53514589203457,"R"
"2","CA Condo/Townhomes",414940,413700,NA,332528.5,299275.65,1255.31112524463,382.407775,1637.71890024463,49131.567007339,0.597261052388664,0.598570844484083,""
"3","Los Angeles Metropolitan Area",461919.521726365,464870,NA,373005.5,335704.95,1408.11375243757,428.956325,1837.07007743757,55112.1023231272,0.544261496724206,0.545922457778973,"R"
"4","Inland Empire",326460,317710,NA,253172.5,227855.25,955.738397929792,291.148375,1246.88677292979,37406.6031878938,0.662940084306188,0.662940084306188,""
"5","S.F. Bay Area",780330,790000,NA,607750,546975,2294.28556159074,698.9125,2993.19806159074,89795.9418477222,0.477797591307373,0.473065261510747,"R"
"6","United States",232100,235000,"1",184960,166464,698.23292056244,212.704,910.93692056244,27328.1076168732,0.750543057346868,0.750543057346868,""
"7","Alameda",798000,779500,NA,618800,556920,2335.99984452875,711.62,3047.61984452875,91428.5953358626,0.459625481022053,0.45751035772771,""
"8","Contra-Costa",562500,550000,NA,446675,402007.5,1686.21966799431,513.67625,2199.89591799431,65996.8775398294,0.593484946049384,0.580211105666759,"R"
"9","Marin",1200000,1149500,NA,942650,848385,3558.54921371207,1084.0475,4642.59671371207,139277.901411362,0.362939614585955,0.368788379892996,"R"
"10","Napa",668000,620000,NA,551650,496485,2082.50535590544,634.3975,2716.90285590544,81507.0856771632,0.451001179516783,0.452349351636859,""
"11","San Francisco",1300000,1353000,NA,1122000,1009800,4235.60411370598,1290.3,5525.90411370598,165777.123411179,0.249494993022622,0.246581504694627,""
"12","San Mateo",1300000,1300000,NA,994500,895050,3754.28546442121,1143.675,4897.96046442121,146938.813932636,0.313901680389453,0.313901680389453,""
"13","Santa Clara",1070000,1005000,NA,824500,742050,3112.52726537485,948.175,4060.70226537485,121821.067961245,0.412128798567046,0.412128798567046,""
"14","Solano",390750,392500,NA,308550,277695,1164.79113126914,354.8325,1519.62363126914,45588.7089380743,0.667648257202561,0.662086661233524,"R"
"15","Sonoma",605000,589000,NA,467500,420750,1764.83504737749,537.625,2302.46004737749,69073.8014213247,0.484781453470895,0.455130046232938,"R"
"16","Los Angeles",485820,506640,NA,390473,351425.7,1474.05440738959,449.04395,1923.09835738959,57692.9507216876,0.502536246049496,0.502931186506836,""
"17","Orange County",750000,743500,NA,603457.5,543111.75,2278.08116706482,693.976125,2972.05729206482,89161.7187619445,0.441720124285865,0.439340253715874,""
"18","Riverside County",365000,355600,NA,288362.5,259526.25,1088.58234513239,331.616875,1420.19922013239,42605.9766039717,0.622814476355516,0.618569274771069,""
"19","San Bernardino",256900,251100,NA,198466.5,178619.85,749.220609476674,228.236475,977.457084476674,29323.7125343002,0.732366806151136,0.732366806151136,""
"20","San Diego",564000,568000,NA,456450,410805,1723.12076443948,524.9175,2248.03826443948,67441.1479331843,0.488553540476366,0.473871868571936,"R"
"21","Ventura",642480,629857.477578475,NA,529145.623019801,476231.060717821,1997.55024742619,608.517466472772,2606.06771389896,78182.0314169688,0.520944200109259,0.520946996822264,""
"22","Monterey",560000,507000,NA,425000,382500,1604.3954976159,488.75,2093.1454976159,62794.364928477,0.48257548203451,0.48257548203451,""
"23","San Luis Obispo",550000,550000,NA,450500,405450,1700.65922747286,518.075,2218.73422747285,66562.0268241856,0.474261200138536,0.465244477981718,""
"24","Santa Barbara",779000,680000,NA,578000,520200,2181.97787675763,664.7,2846.67787675763,85400.3363027288,0.39448176998566,0.393889356652404,""
"25","Santa Cruz",805000,8e+05,NA,634525,571072.5,2395.36247794054,729.70375,3125.06622794054,93751.9868382162,0.380385084010601,0.380385084010601,""
"26","Fresno",238000,237200,NA,187000,168300,705.934018950997,215.05,920.984018950997,27629.5205685299,0.690105480530619,0.690718985414648,""
"27","Kern (Bakersfield)",219000,225000,NA,186957.075,168261.3675,705.771975005737,215.00063625,920.772611255737,27623.1783376721,0.717940489905039,0.717476467695641,""
"28","Kings County",215000,215000,NA,170000,153000,641.75819904636,195.5,837.25819904636,25117.7459713908,0.752726491327865,0.750729543685303,""
"29","Madera",238000,225475,NA,187000,168300,705.934018950997,215.05,920.984018950997,27629.5205685299,0.697562702570274,0.703033654455692,""
