"","RegionSalesCar","2017 Q1","2016 Q4","2016 Q1","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",496620,512190,465920,397296,1980.12690307498,571.113,2551.23990307498,102049.596122999,0.317419000505044,0.309694770082674,"",0.34253144441586,""
"2","CA Condo/Townhomes",414940,413700,391210,331952,1654.45180854966,477.181,2131.63280854966,85265.3123419863,0.395340298996417,0.400921092789376,"",0.413323691965999,""
"3","Los Angeles Metropolitan Area",461919.521726365,464870,438830,369535.617381092,1841.76890182816,531.20744998532,2372.97635181348,94919.0540725392,0.328277719661071,0.336175185042583,"",0.352171067230941,""
"4","Inland Empire",326460,317710,297850,261168,1301.66370419608,375.429,1677.09270419608,67083.7081678431,0.434453241688857,0.457032019405941,"",0.477547235830251,""
"5","S.F. Bay Area",780330,790000,715000,624264,3111.33749401252,897.3795,4008.71699401252,160348.679760501,0.249415807983977,0.251420932020978,"",0.279243582693276,"R"
"6","United States",232100,235000,217600,185680,925.430820755712,266.915,1192.34582075571,47693.8328302285,0.573480475120446,0.577376904851514,"",0.600326655985591,""
"7","Alameda",798000,779500,728000,638400,3181.79144749271,917.7,4099.49144749271,163979.657899708,0.212661009901421,0.240082742446079,"",0.256526767400252,"R"
"8","Contra-Costa",562500,550000,525500,450000,2242.80412182287,646.875,2889.67912182287,115587.164872915,0.369269921252505,0.389623537049955,"",0.399862449952906,"R"
"9","Marin",1200000,1149500,1109000,960000,4784.64879322212,1380,6164.64879322212,246585.951728885,0.179703915109936,0.19729430115072,"",0.198879278389932,""
"10","Napa",668000,620000,649000,534400,2663.45449489365,768.2,3431.65449489365,137266.179795746,0.241812369640784,0.264900085907652,"",0.233954116961966,"R"
"11","San Francisco",1300000,1353000,1320000,1040000,5183.36952599063,1495,6678.36952599063,267134.781039625,0.127655394550722,0.133537860308345,"",0.130045774254768,""
"12","San Mateo",1300000,1300000,1170000,1040000,5183.36952599063,1495,6678.36952599063,267134.781039625,0.153143422514158,0.146491251355079,"",0.163266893124815,""
"13","Santa Clara",1070000,1005000,970000,856000,4266.31184062306,1230.5,5496.81184062306,219872.473624922,0.186072096348487,0.21615956147701,"",0.220175243091753,""
"14","Solano",390750,392500,363000,312600,1558.00126329295,449.3625,2007.36376329295,80294.5505317182,0.451283468716084,0.446906446988034,"",0.475151344230006,"R"
"15","Sonoma",605000,589000,550000,484000,2412.26043324949,695.75,3108.01043324949,124320.417329979,0.249873204969538,0.262222730819349,"",0.281213172161133,"R"
"16","Los Angeles",485820,506640,459380,388656,1937.06506393598,558.693,2495.75806393598,99830.3225574391,0.289070486477341,0.278805828832734,"",0.313232571062888,""
"17","Orange County",750000,743500,709950,6e+05,2990.40549576383,862.5,3852.90549576383,154116.219830553,0.21428374501028,0.222731932963959,"",0.234101640440935,""
"18","Riverside County",365000,355600,339250,292000,1455.33067460506,419.75,1875.08067460506,75003.2269842025,0.393574906208571,0.413716020166609,"",0.427888969327932,"R"
"19","San Bernardino",256900,251100,233490,205520,1024.3135624823,295.435,1319.7485624823,52789.9424992921,0.521490833554834,0.54294600486673,"",0.568261721696518,""
"20","San Diego",564000,568000,537000,451200,2248.7849328144,648.6,2897.3849328144,115895.397312576,0.278478984352457,0.274288623276723,"R",0.288138486566922,"R"
