"","RegionSalesCar","2017 Q1","2016 Q4","Quarter_Rev","2016 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",496620,435361.5,"",465920,391825.35,1666.78068056497,500.665725,2167.44640556497,65023.3921669491,0.496902381582662,0.497587257257498
"2","CA Condo/Townhomes",414940,351645,"",391210,316480.5,1346.27221841451,404.39175,1750.66396841451,52519.9190524353,0.578171544491832,0.578171544491832
"3","Los Angeles Metropolitan Area",461919.521726365,395139.5,"",438830,355625.55,1512.79082952466,454.410425,1967.20125452466,59016.0376357399,0.522419131364732,0.523954691877488
"4","Inland Empire",326460,270053.5,"",297850,243048.15,1033.89931475097,310.561525,1344.46083975097,40333.825192529,0.638894466578646,0.638894466578646
"5","S.F. Bay Area",780330,671500,"R",715000,604350,2570.83648186479,772.225,3343.06148186479,100291.844455944,0.435825578108658,0.432244008738687
"6","United States",232100,199750,"",217600,179775,764.742497769906,229.7125,994.454997769906,29833.6499330972,0.728693286357567,0.728693286357567
"7","Alameda",798000,662575,"",728000,596317.5,2536.66713621975,761.96125,3298.62838621975,98958.8515865925,0.431785125271393,0.431785125271393
"8","Contra-Costa",562500,467500,"",525500,420750,1789.82286712106,537.625,2327.44786712106,69823.4360136317,0.576012529189973,0.576012529189973
"9","Marin",1200000,977075,"",1109000,879367.5,3740.72979228301,1123.63625,4864.36604228301,145930.98126849,0.349546383506328,0.349546383506328
"10","Napa",668000,527000,"",649000,474300,2017.61850475465,606.05,2623.66850475465,78710.0551426394,0.471610249025947,0.471610249025947
"11","San Francisco",1300000,1150050,"",1320000,1035045,4402.9642531178,1322.5575,5725.5217531178,171765.652593534,0.245906352816277,0.245906352816277
"12","San Mateo",1300000,1105000,"",1170000,994500,4230.49041319522,1270.75,5501.24041319522,165037.212395857,0.279982688353773,0.279982688353773
"13","Santa Clara",1070000,854250,"",970000,768825,3270.49451173939,982.3875,4252.88201173939,127586.460352182,0.399263764775338,0.399263764775338
"14","Solano",390750,333625,"",363000,300262.5,1277.28268244548,383.66875,1660.95143244548,49828.5429733644,0.637838517051278,0.637838517051278
"15","Sonoma",605000,500650,"",550000,450585,1916.73757951691,575.7475,2492.48507951691,74774.5523855074,0.451017548574996,0.451017548574996
"16","Los Angeles",485820,430644,"R",459380,387579.6,1648.71974072402,495.2406,2143.96034072402,64318.8102217207,0.463593103387699,0.466274837609942
"17","Orange County",750000,631975,"",709950,568777.5,2419.51509400819,726.77125,3146.28634400819,94388.5903202457,0.420130541313663,0.419064525506085
"18","Riverside County",365000,302260,"",339250,272034,1157.20183917863,347.599,1504.80083917863,45144.025175359,0.603284727025199,0.602380437445836
"19","San Bernardino",256900,213435,"",233490,192091.5,817.135494425631,245.45025,1062.58574442563,31877.5723327689,0.709812698789415,0.709812698789415
"20","San Diego",564000,482800,"R",537000,434520,1848.39888822684,555.22,2403.61888822684,72108.5666468051,0.46235859717684,0.441530214357431
"21","Ventura",642480,535378.855941704,"",622524.262376237,481840.970347533,2049.6969389039,615.685684332959,2665.38262323686,79961.4786971057,0.517950556699935,0.51794889564987
"22","Monterey",560000,430950,"",5e+05,387855,1649.89126114614,495.5925,2145.48376114614,64364.5128343841,0.47557403403243,0.47557403403243
"23","San Luis Obispo",550000,467500,"R",530000,420750,1789.82286712106,537.625,2327.44786712106,69823.4360136317,0.45779275025009,0.443903043094716
"24","Santa Barbara",779000,578000,"",680000,520200,2212.87190844058,664.7,2877.57190844058,86327.1572532174,0.396297949904411,0.395428886479344
"25","Santa Cruz",805000,680000,"",746500,612000,2603.37871581245,782,3385.37871581245,101561.361474373,0.348792979029871,0.348792979029871
"26","Fresno",238000,201620,"",220000,181458,771.90178923839,231.863,1003.76478923839,30112.9436771517,0.664174547200964,0.664024387849272
"27","Kern (Bakersfield)",219000,191250,"",219949.5,172125,732.20026382225,219.9375,952.13776382225,28564.1329146675,0.711058812479037,0.709886237135196
"28","Kings County",215000,182750,"",2e+05,164475,699.658029874595,210.1625,909.820529874595,27294.6158962378,0.728824723172266,0.728571090079809
"29","Madera",238000,191653.75,"R",220000,172488.375,733.746019934764,220.4018125,954.147832434764,28624.4349730429,0.685229928063968,0.677195280407887
"30","Merced",228500,195606.25,"",190000,176045.625,748.878158720424,224.9471875,973.825346220424,29214.7603866127,0.663948116081578,0.662934193521644
"31","Placer County",435000,365075,"",407750,328567.5,1397.68894805181,419.83625,1817.52519805181,54525.7559415542,0.653681945975086,0.649401371804045
"32","Sacramento",319725,271150,"R",297000,244035,1038.09726293021,311.8225,1349.91976293021,40497.5928879064,0.636371574974858,0.630299995008268
"33","San Benito",525000,425000,"",482444,382500,1627.11169738278,488.75,2115.86169738278,63475.8509214833,0.558726479608001,0.558726479608001
"34","San Joaquin",315000,272000,"",295000,244800,1041.35148632498,312.8,1354.15148632498,40624.5445897494,0.621436286810782,0.616171119116301
"35","Stanislaus",275000,233750,"",253000,210375,894.911433560528,268.8125,1163.72393356053,34911.7180068158,0.652561821746693,0.651234072024569
"36","Tulare",212000,178500,"",195000,160650,683.386912900767,205.275,888.661912900767,26659.857387023,0.663589619902829,0.659366704815561
"37","Amador",295000,233750,"",275000,210375,894.911433560528,268.8125,1163.72393356053,34911.7180068158,0.671623514484838,0.667276725619647
"38","Butte County",282000,246712.5,"",270558,222041.25,944.538340330703,283.719375,1228.2577153307,36847.7314599211,0.580229597686053,0.577411416842078
"39","El Dorado County",429000,365500,"R",423524,328950,1399.31605974919,420.325,1819.64105974919,54589.2317924757,0.567266512323628,0.562538116128562
"40","Humboldt",295000,248490.275,"",269000,223641.2475,951.344548560855,285.76381625,1237.10836481086,37113.2509443256,0.581897493191265,0.57698476055102
"41","Lake County",217000,209950,"",225000,188955,803.793178507093,241.4425,1045.23567850709,31357.0703552128,0.597410643664916,0.599158002949593
"42","Mariposa",280000,211225,"",240000,190102.5,808.674513599241,242.90875,1051.58326359924,31547.4979079772,0.666286400515785,0.669180523669742
"43","Mendocino",4e+05,310675,"",367250,279607.5,1189.41865078681,357.27625,1546.69490078681,46400.8470236043,0.499229773643875,0.497183962503274
"44","Shasta",235500,208250,"",220625,187425,797.284731717561,239.4875,1036.77223171756,31103.1669515268,0.637380449007028,0.637280533149504
"45","Siskiyou County",206500,160862.5,"R",175250,144776.25,615.861777459382,184.991875,800.853652459382,24025.6095737814,0.687708554214927,0.677972050248703
