"","RegionSalesCar","2016 Q4","2016 Q3","Quarter_Rev","2015 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",511360,516070,"r",484710,387768,1866.94659243666,557.4165,2424.36309243666,96974.5236974665,0.298114652011398,0.299706713419714,""
"2","CA Condo/Townhomes",413700,418320,NA,393570,314856,1515.90470670153,452.6055,1968.51020670153,78740.4082680611,0.385524577766767,0.385620485080521,""
"3","Los Angeles Metropolitan Area",463050,468600,NA,444900,355920,1713.61131186704,511.635,2225.24631186704,89009.8524746814,0.315647408463703,0.317655870927893,""
"4","Inland Empire",317710,318960,NA,295550,236440,1138.3632798883,339.8825,1478.2457798883,59129.8311955318,0.446000512248207,0.446000512248207,""
"5","S.F. Bay Area",797170,783560,"r",735200,588160,2831.75328497335,845.48,3677.23328497335,147089.331398934,0.238771595504452,0.238789512906027,""
"6","United States",235000,240900,"1",223000,178400,858.924078548773,256.45,1115.37407854877,44614.9631419509,0.579868830677292,0.579868830677292,""
"7","Alameda",779500,780000,"r",725000,580000,2792.46617465408,833.75,3626.21617465408,145048.646986163,0.21694848774103,0.215176025301595,""
"8","Contra-Costa",550000,575000,"r",518750,415000,1998.05769393352,596.5625,2594.62019393352,103784.807757341,0.376949500684793,0.370506160838007,"R"
"9","Marin",1149500,1185000,NA,1171350,937080,4511.66241887043,1347.0525,5858.71491887043,234348.596754817,0.165906206678307,0.165908310262357,""
"10","Napa",620000,639000,NA,655940,524752,2526.46932772772,754.331,3280.80032772772,131232.013109109,0.209434433502169,0.209434433502169,""
"11","San Francisco",1353000,1298000,NA,1250000,1e+06,4814.59685285187,1437.5,6252.09685285187,250083.874114075,0.106123014902107,0.105087936263446,""
"12","San Mateo",1300000,1300000,NA,1195000,956000,4602.75459132638,1374.25,5977.00459132638,239080.183653055,0.141888704554742,0.141888704554742,""
"13","Santa Clara",1005000,1e+06,NA,940000,752000,3620.5768333446,1081,4701.5768333446,188063.073333784,0.201751689799645,0.201751689799645,""
"14","Solano",392500,393000,NA,349450,279560,1345.96869618327,401.8675,1747.83619618327,69913.4478473307,0.46079279412397,0.4507575790479,"R"
"15","Sonoma",589000,580500,NA,530000,424000,2041.38906560919,609.5,2650.88906560919,106035.562624368,0.275557118058529,0.258647591632247,"R"
"16","Los Angeles",503400,536720,NA,481940,385552,1856.27744581074,554.231,2410.50844581074,96420.3378324297,0.265750624375293,0.265750624375293,""
"17","Orange County",745160,740070,NA,708700,566960,2729.68383169289,815.005,3544.68883169289,141787.553267716,0.206819989698642,0.206819989698642,""
"18","Riverside County",356380,358510,NA,340260,272208,1310.5717801211,391.299,1701.8707801211,68074.831204844,0.390809364915113,0.390809364915113,""
"19","San Bernardino",251100,248280,NA,233730,186984,900.252577933653,268.7895,1169.04207793365,46761.6831173461,0.534551631274491,0.534551631274491,""
"20","San Diego",593040,589260,NA,546770,437416,2105.98169698705,628.7855,2734.76719698705,109390.687879482,0.249476544460909,0.249476544460909,""
"21","Ventura",629860,642740,NA,608430,486744,2343.47613054453,699.6945,3043.17063054453,121726.825221781,0.258597139563677,0.258597139563677,""
"22","Monterey",507000,539000,NA,500950,400760,1929.49783474891,576.0925,2505.59033474891,100223.613389957,0.250935510698381,0.250935510698381,""
"23","San Luis Obispo",566550,574930,NA,541990,433592,2087.57067862175,623.2885,2710.85917862175,108434.36714487,0.258640005253614,0.258640005253614,""
"24","Santa Barbara",681340,717460,NA,650000,520000,2503.59036348297,747.5,3251.09036348297,130043.614539319,0.202104356444088,0.227728093092863,"R"
"25","Santa Cruz",8e+05,793000,NA,720000,576000,2773.20778724267,828,3601.20778724267,144048.311489707,0.2071210209542,0.2071210209542,""
"26","Fresno",237300,238260,NA,219960,175968,847.214979002637,252.954,1100.16897900264,44006.7591601055,0.490281618678599,0.490281618678599,""
"27","Kings County",215170,210140,NA,190970,152776,735.554848791297,219.6155,955.170348791297,38206.8139516519,0.613028888493387,0.613028888493387,""
"28","Madera",229790,238160,NA,220830,176664,850.565938412222,253.9545,1104.52043841222,44180.8175364889,0.48406920459527,0.48406920459527,""
"29","Merced",230720,219950,NA,205190,164152,790.325702589339,235.9685,1026.29420258934,41051.7681035736,0.548542003095973,0.548542003095973,""
"30","Placer County",434720,439500,NA,394770,315816,1520.52671968026,453.9855,1974.51221968026,78980.4887872106,0.442188165686591,0.442188165686591,""
"31","Sacramento",324300,327040,NA,294050,235240,1132.58576366487,338.1575,1470.74326366487,58829.7305465949,0.464860392533465,0.464860392533465,""
"32","San Benito",5e+05,516000,NA,490000,392000,1887.32196631793,563.5,2450.82196631793,98032.8786527172,0.304200071512613,0.304200071512613,""
