"","RegionSalesCar","2016 Q4","2016 Q3","2015 Q4","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",511360,516070,484710,409088,1931.88243558646,588.064,2519.94643558646,100797.857423458,0.310285466578144,0.310234079401553,"",0.298114652011398,""
"2","CA Condo/Townhomes",413700,418320,393570,330960,1562.92976298912,475.755,2038.68476298912,81547.3905195649,0.400921092789376,0.400278119409688,"",0.385524577766767,""
"3","Los Angeles Metropolitan Area",463050,468600,444900,370440,1749.37062304112,532.5075,2281.87812304112,91275.124921645,0.337900965926372,0.337203582348886,"",0.315647408463703,""
"4","Inland Empire",317710,318960,295550,254168,1200.28623398423,365.3665,1565.65273398423,62626.109359369,0.457032019405941,0.460225665750967,"",0.446000512248207,""
"5","S.F. Bay Area",797170,783560,735200,637736,3011.65269316422,916.7455,3928.39819316422,157135.927726569,0.248654801069044,0.255872086969396,"R",0.238771595504452,""
"6","United States",235000,240900,223000,188000,887.813619295247,270.25,1158.06361929525,46322.5447718099,0.577376904851514,0.571546980927996,"",0.579868830677292,""
"7","Alameda",779500,780000,725000,623600,2944.89666485381,896.425,3841.32166485381,153652.866594152,0.240082742446079,0.241753450975291,"",0.21694848774103,""
"8","Contra-Costa",550000,575000,518750,440000,2077.86166218037,632.5,2710.36166218037,108414.466487215,0.389623537049955,0.373621768570672,"R",0.376949500684793,"R"
"9","Marin",1149500,1185000,1171350,919600,4342.73087395697,1321.925,5664.65587395697,226586.234958279,0.19729430115072,0.191075380401294,"",0.165906206678307,""
"10","Napa",620000,639000,655940,496000,2342.3167828215,713,3055.3167828215,122212.67131286,0.264900085907652,0.254156157875847,"",0.209434433502169,""
"11","San Francisco",1353000,1298000,1250000,1082400,5111.5396889637,1555.95,6667.4896889637,266699.587558548,0.133537860308345,0.136311171733295,"",0.106123014902107,""
"12","San Mateo",1300000,1300000,1195000,1040000,4911.30938333541,1495,6406.30938333541,256252.375333416,0.146491251355079,0.146236963506882,"",0.141888704554742,""
"13","Santa Clara",1005000,1e+06,940000,804000,3796.81994634776,1155.75,4952.56994634776,198102.79785391,0.21615956147701,0.222091215552434,"",0.201751689799645,""
