"","RegionSalesCar","2016 Q4","2016 Q3","2015 Q4","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"14","Solano",392500,393000,349450,314000,1482.83764073781,451.375,1934.21264073781,77368.5056295123,0.446906446988034,0.450791249643282,"",0.46079279412397,"R"
"15","Sonoma",589000,580500,530000,471200,2225.20094368043,677.35,2902.55094368043,116102.037747217,0.262222730819349,0.272582030393262,"",0.275557118058529,"R"
"16","Los Angeles",503400,536720,481940,402720,1901.81011043927,578.91,2480.72011043927,99228.8044175706,0.281763180961253,0.262040732634716,"",0.265750624375293,""
"17","Orange County",745160,740070,708700,596128,2815.16253852786,856.934,3672.09653852786,146883.861541114,0.221738692380548,0.229380554840637,"",0.206819989698642,""
"18","Riverside County",356380,358510,340260,285104,1346.37879848698,409.837,1756.21579848698,70248.6319394792,0.412604864116197,0.415106875647015,"",0.390809364915113,""
"19","San Bernardino",251100,248280,233730,200880,948.638297042709,288.765,1237.40329704271,49496.1318817084,0.54294600486673,0.553433707010579,"",0.534551631274491,""
"20","San Diego",593040,589260,546770,474432,2240.46378207172,681.996,2922.45978207172,116898.391282869,0.255603947763452,0.262713276221311,"",0.249476544460909,""
"21","Ventura",629860,642740,608430,503888,2379.56717552895,724.339,3103.90617552895,124156.247021158,0.309308849007772,0.303494154823339,"",0.258597139563677,""
"22","Monterey",507000,539000,500950,405600,1915.41065950081,583.05,2498.46065950081,99938.4263800324,0.268994103466676,0.249739364657552,"",0.250935510698381,""
"23","San Luis Obispo",566550,574930,541990,453240,2140.38640856052,651.5325,2791.91890856052,111676.756342421,0.252728083273261,0.250476505765266,"",0.258640005253614,""
"24","Santa Barbara",681340,717460,650000,545072,2574.05502710904,783.541,3357.59602710904,134303.841084362,0.213485004477332,0.199245023505357,"",0.202104356444088,"R"
"25","Santa Cruz",8e+05,793000,720000,640000,3022.34423589871,920,3942.34423589871,157693.769435949,0.171236292152309,0.175568207202307,"",0.2071210209542,""
"26","Fresno",237300,238260,219960,189840,896.502858973456,272.895,1169.39785897346,46775.9143589382,0.498382370139701,0.501211455892376,"",0.490281618678599,""
"27","Kern (Bakersfield)",225810,224670,215690,180648,853.094439885361,259.6815,1112.77593988536,44511.0375954144,0.551370416453704,0.557442485941393,"",NA,NA
"28","Kings County",215170,210140,190970,172136,812.897261547908,247.4455,1060.34276154791,42413.7104619163,0.557786708619633,0.573806166366834,"",0.613028888493387,""
"29","Madera",229790,238160,220830,183832,868.130602458957,264.2585,1132.38910245896,45295.5640983583,0.485476255081999,0.474300623528974,"",0.48406920459527,""
"30","Merced",230720,219950,205190,184576,871.644077633189,265.328,1136.97207763319,45478.8831053276,0.476328184978163,0.503929973897651,"",0.548542003095973,""
"31","Placer County",434720,439500,394770,347776,1642.34185778736,499.928,2142.26985778736,85690.7943114945,0.46447641071979,0.463361382073382,"",0.442188165686591,""
"32","Sacramento",324300,327040,294050,259440,1225.18279462744,372.945,1598.12779462744,63925.1117850977,0.451004525397508,0.452054539849041,"",0.464860392533465,""
"33","San Benito",5e+05,516000,490000,4e+05,1888.9651474367,575,2463.9651474367,98558.6058974679,0.349601392527916,0.338327314266936,"",0.304200071512613,""
"34","San Joaquin",324570,321250,284820,259656,1226.20283580706,373.2555,1599.45833580706,63978.3334322823,0.433600318032885,0.443523091818741,"",0.457556337731192,""
"35","Stanislaus",276000,273550,253320,220800,1042.70876138506,317.4,1360.10876138506,54404.3504554023,0.476297290365104,0.483374996282054,"",0.454660305474007,""
"36","Tulare",212680,212570,189300,170144,803.490215113673,244.582,1048.07221511367,41922.8886045469,0.488142755294633,0.49419251996532,"",0.535880235993577,""
"37","Amador",278680,253910,271250,222944,1052.83361457532,320.482,1373.31561457532,54932.6245830127,0.497595463080663,0.537675545166818,"",0.503382859642435,""
"38","Butte County",292700,280830,257290,234160,1105.80019730944,336.605,1442.40519730944,57696.2078923777,0.409717430626554,0.428746890996274,"",0.433085531050142,""
"39","El Dorado County",435710,423240,392760,348568,1646.08200877929,501.0665,2147.14850877929,85885.9403511714,0.385929259929374,0.401547415944773,"",0.442609610010802,""
"40","Humboldt",296320,296040,269670,237056,1119.47630497688,340.768,1460.24430497688,58409.7721990754,0.393399832433075,0.397971989564501,"",0.418767054494356,""
"41","Lake County",245970,232210,229650,196776,929.257514630008,282.8655,1212.12301463001,48484.9205852003,0.445875000210435,0.469069646523991,"",0.399729155084901,""
"42","Mariposa",246210,263270,243750,196968,930.164217900778,283.1415,1213.30571790078,48532.2287160311,0.523913864427922,0.504369504406831,"",0.570070823230241,""
"43","Mendocino",367440,355740,354760,293952,1388.16270754828,422.556,1810.71870754828,72428.7483019312,0.314835645619897,0.334548720358204,"",0.293030402706356,"R"
"44","Shasta",245060,237990,234250,196048,925.819598061674,281.819,1207.63859806167,48305.5439224669,0.457457857205113,0.475957129306291,"",0.507645641861758,""
"45","Siskiyou County",193850,203700,173330,155080,732.351787661207,222.9275,955.279287661207,38211.1715064483,0.520544592501165,0.505063708584156,"",0.53462456999446,""
"46","Sutter",258200,262120,250530,206560,975.46160213631,296.93,1272.39160213631,50895.6640854524,0.514787122657363,0.512768729658119,"",0.509830486176337,""
"47","Tehama",197140,200890,181820,157712,744.781178331341,226.711,971.492178331341,38859.6871332536,0.596171804468937,0.591698282980324,"",0.573769211503133,""
"48","Yolo",392130,400970,376750,313704,1481.4398065287,450.9495,1932.3893065287,77295.5722611481,0.362448501043032,0.358511413496566,"",0.385512342570272,""
"49","Yuba",253070,252050,216980,202456,956.080819723609,291.0305,1247.11131972361,49884.4527889444,0.44704422117188,0.455265563742341,"",0.534447270317812,""
