"","RegionSalesCar","2016 Q4","2016 Q3","Quarter_Rev","2015 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",511360,516070,"",484710,412856,1914.34396269002,593.4805,2507.82446269002,100312.978507601,0.310234079401553,0.310325232996649
"2","CA Condo/Townhomes",413700,418320,"",393570,334656,1551.74369072507,481.068,2032.81169072507,81312.4676290029,0.400278119409688,0.400361357073134
"3","Los Angeles Metropolitan Area",463050,468600,"",444900,374880,1738.25562601303,538.89,2277.14562601303,91085.825040521,0.337203582348886,0.337203582348886
"4","Inland Empire",317710,318960,"",295550,255168,1183.17117898659,366.804,1549.97517898659,61999.0071594635,0.460225665750967,0.460225665750967
"5","S.F. Bay Area",797170,783560,"R",735200,626848,2906.58894220821,901.094,3807.68294220821,152307.317688328,0.255872086969396,0.254954369168074
"6","United States",235000,240900,"",223000,192720,893.61028661233,277.035,1170.64528661233,46825.8114644932,0.571546980927996,0.571546980927996
"7","Alameda",779500,780000,"",725000,624000,2893.38324432386,897,3790.38324432386,151615.329772954,0.241753450975291,0.235815840281459
"8","Contra-Costa",550000,575000,"R",518750,460000,2132.94277626438,661.25,2794.19277626438,111767.711050575,0.373621768570672,0.352080308178017
"9","Marin",1149500,1185000,"",1171350,948000,4395.71685195355,1362.75,5758.46685195355,230338.674078142,0.191075380401294,0.191075380401294
"10","Napa",620000,639000,"",655940,511200,2370.34858092685,734.85,3105.19858092685,124207.943237074,0.254156157875847,0.254156157875847
"11","San Francisco",1353000,1298000,"",1250000,1038400,4814.88647581073,1492.7,6307.58647581073,252303.459032429,0.136311171733295,0.136311171733295
"12","San Mateo",1300000,1300000,"",1195000,1040000,4822.30540720643,1495,6317.30540720643,252692.216288257,0.146236963506882,0.146236963506882
"13","Santa Clara",1005000,1e+06,"",940000,8e+05,3709.4656978511,1150,4859.4656978511,194378.627914044,0.222091215552434,0.222091215552434
"14","Solano",392500,393000,"",349450,314400,1457.82001925548,451.95,1909.77001925548,76390.8007702193,0.450791249643282,0.450791249643282
"15","Sonoma",589000,580500,"",530000,464400,2153.34483760256,667.575,2820.91983760256,112836.793504103,0.272582030393262,0.272582030393262
"16","Los Angeles",503400,536720,"",481940,429376,1990.94442935064,617.228,2608.17242935064,104326.897174026,0.262040732634716,0.262040732634716
"17","Orange County",745160,740070,"",708700,592056,2745.26427900866,851.0805,3596.34477900866,143853.791160347,0.229380554840637,0.229380554840637
"18","Riverside County",356380,358510,"",340260,286808,1329.8805473366,412.2865,1742.1670473366,69686.6818934639,0.415106875647015,0.415106875647015
"19","San Bernardino",251100,248280,"",233730,198624,920.986143462471,285.522,1206.50814346247,48260.3257384989,0.553433707010579,0.553433707010579
"20","San Diego",593040,589260,"",546770,471408,2185.83975711574,677.649,2863.48875711574,114539.55028463,0.262713276221311,0.262713276221311
"21","Ventura",629860,642740,"",608430,514192,2384.22198263682,739.151,3123.37298263682,124934.919305473,0.303494154823339,0.303494154823339
"22","Monterey",507000,539000,"",500950,431200,1999.40201114174,619.85,2619.25201114174,104770.08044567,0.249739364657552,0.249739364657552
"23","San Luis Obispo",566550,574930,"",541990,459944,2132.68311366553,661.1695,2793.85261366553,111754.104546621,0.250476505765266,0.250476505765266
"24","Santa Barbara",681340,717460,"",650000,573968,2661.39325958025,825.079,3486.47225958025,139458.89038321,0.199245023505357,0.199245023505357
"25","Santa Cruz",8e+05,793000,"",720000,634400,2941.60629839592,911.95,3853.55629839592,154142.251935837,0.175568207202307,0.175568207202307
"26","Fresno",237300,238260,"",219960,190608,883.817297170003,273.999,1157.81629717,46312.6518868001,0.501211455892376,0.501211455892376
"27","Kern (Bakersfield)",225810,224670,"",215690,179736,833.405658336207,258.3705,1091.77615833621,43671.0463334483,0.557442485941393,0.557442485941393
"28","Kings County",215170,210140,"",190970,168112,779.50712174643,241.661,1021.16812174643,40846.7248698572,0.573806166366834,0.573806166366834
"29","Madera",229790,238160,"",220830,190528,883.446350600218,273.884,1157.33035060022,46293.2140240087,0.474300623528974,0.474300623528974
"30","Merced",230720,219950,"",205190,175960,815.89698024235,252.9425,1068.83948024235,42753.579209694,0.503929973897651,0.503929973897651
"31","Placer County",434720,439500,"",394770,351600,1630.31017420556,505.425,2135.73517420556,85429.4069682224,0.463361382073382,0.463361382073382
