"","RegionSalesCar","2016 Q4","2016 Q3","Quarter_Rev","2015 Q4","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",511360,438659.5,"",484710,394793.55,1628.48805199293,504.458425,2132.94647699292,63988.3943097877,0.502028076642099,0.502133056385736
"2","CA Condo/Townhomes",413700,355572,"",393570,320014.8,1320.03240240603,408.9078,1728.94020240603,51868.2060721809,0.580964768491875,0.581037446775931
"3","Los Angeles Metropolitan Area",463050,398310,"",444900,358479,1478.69378410658,458.0565,1936.75028410658,58102.5085231975,0.52708929806054,0.52708929806054
"4","Inland Empire",317710,271116,"",295550,244004.4,1006.49630682594,311.7834,1318.27970682594,39548.3912047782,0.645103063685264,0.645103063685264
"5","S.F. Bay Area",797170,666026,"",735200,599423.4,2472.56786486247,765.9299,3238.49776486247,97154.9329458742,0.447921410502296,0.446524853351452
"6","United States",235000,204765,"",223000,184288.5,760.173565068878,235.47975,995.653315068878,29869.5994520663,0.727321687379806,0.727321687379806
"7","Alameda",779500,663000,"R",725000,596700,2461.33408366013,762.45,3223.78408366013,96713.5225098038,0.439800805993526,0.430999554570111
"8","Contra-Costa",550000,488750,"R",518750,439875,1814.44499756997,562.0625,2376.50749756997,71295.224927099,0.56581953643958,0.546709848632786
"9","Marin",1149500,1007250,"",1171350,906525,3739.33447325289,1158.3375,4897.67197325289,146930.159197587,0.344176977398148,0.344176977398148
"10","Napa",620000,543150,"",655940,488835,2016.4006146908,624.6225,2641.0231146908,79230.6934407239,0.466916194944513,0.466916194944513
"11","San Francisco",1353000,1103300,"",1250000,992970,4095.91235973185,1268.795,5364.70735973185,160941.220791956,0.263634635475938,0.263634635475938
"12","San Mateo",1300000,1105000,"",1195000,994500,4102.22347276688,1270.75,5372.97347276688,161189.204183006,0.285599787082087,0.285599787082087
"13","Santa Clara",1005000,850000,"",940000,765000,3155.55651751298,977.5,4133.05651751298,123991.695525389,0.409002470398011,0.409002470398011
"14","Solano",392500,334050,"",349450,300645,1240.1337113826,384.1575,1624.2912113826,48728.7363414781,0.645261299993795,0.645261299993795
"15","Sonoma",589000,493425,"",530000,444082.5,1831.80055841629,567.43875,2399.23930841629,71977.1792524886,0.468546832342264,0.468546832342264
"16","Los Angeles",503400,456212,"",481940,410590.8,1693.65029407957,524.6438,2218.29409407957,66548.822822387,0.447541670199363,0.447541670199363
"17","Orange County",745160,629059.5,"",708700,566153.55,2335.33271191583,723.418425,3058.75113691583,91762.534107475,0.431778556698381,0.431778556698381
"18","Riverside County",356380,304733.5,"",340260,274260.15,1131.29856709358,350.443525,1481.74209209358,44452.2627628074,0.608353193566016,0.608353193566016
"19","San Bernardino",251100,211038,"",233730,189934.2,783.461572168124,242.6937,1026.15527216812,30784.6581650437,0.719651339852056,0.719651339852056
"20","San Diego",593040,500871,"",546770,450783.9,1859.4432335097,576.00165,2435.4448835097,73063.346505291,0.454167802227319,0.454167802227319
"21","Ventura",629860,546329,"",608430,491696.1,2028.20239606629,628.27835,2656.48074606629,79694.4223819888,0.517238107220067,0.517238107220067
"22","Monterey",507000,458150,"",500950,412335,1700.8449629395,526.8725,2227.7174629395,66831.5238881849,0.456621143594117,0.456621143594117
"23","San Luis Obispo",566550,488690.5,"",541990,439821.45,1814.22410861374,561.994075,2376.21818361374,71286.5455084122,0.4463938502518,0.4463938502518
"24","Santa Barbara",681340,609841,"",650000,548856.9,2263.98557905487,701.31715,2965.30272905487,88959.0818716459,0.380646575791728,0.380646575791728
"25","Santa Cruz",8e+05,674050,"",720000,606645,2502.3563183878,775.1575,3277.5138183878,98325.4145516339,0.361311665692808,0.361311665692808
"26","Fresno",237300,202521,"",219960,182268.9,751.842895862643,232.89915,984.742045862643,29542.2613758793,0.669721653736784,0.669721653736784
"27","Kern (Bakersfield)",225810,190969.5,"",215690,171872.55,708.958882789642,219.614925,928.573807789642,27857.2142336893,0.717827342538611,0.717827342538611
"28","Kings County",215170,178619,"",190970,160757.1,663.108646590178,205.41185,868.520496590178,26055.6148977053,0.742789645593272,0.742789645593272
"29","Madera",229790,202436,"",220830,182192.4,751.527340210892,232.8014,984.328740210892,29529.8622063268,0.671133388132614,0.671133388132614
"30","Merced",230720,186957.5,"",205190,168261.75,694.064656026981,215.001125,909.065781026981,27271.9734308094,0.689157273094856,0.689157273094856
"31","Placer County",434720,373575,"",394770,336217.5,1386.86708944696,429.61125,1816.47833944696,54494.3501834087,0.652119049081922,0.652119049081922
"32","Sacramento",324300,277984,"",294050,250185.6,1031.99320348745,319.6816,1351.67480348745,40550.2441046234,0.634730589655549,0.634730589655549
"33","San Benito",5e+05,438600,"",490000,394740,1628.2671630367,504.39,2132.6571630367,63979.714891101,0.55351045326212,0.55351045326212
"34","San Joaquin",324570,273062.5,"",284820,245756.25,1013.72253125105,314.021875,1327.74440625105,39832.3321875314,0.627601115578778,0.627601115578778
"35","Stanislaus",276000,232517.5,"",253320,209265.75,863.202485365676,267.395125,1130.59761036568,33917.9283109703,0.66188138191749,0.66188138191749
"36","Tulare",212680,180684.5,"",189300,162616.05,670.776648927735,207.787175,878.563823927735,26356.914717832,0.667164822643725,0.667164822643725
"37","Amador",278680,215823.5,"",271250,194241.15,801.227355361721,248.197025,1049.42438036172,31482.7314108516,0.704310232184754,0.704310232184754
"38","Butte County",292700,238705.5,"",257290,214834.95,886.174936813171,274.511325,1160.68626181317,34820.5878543951,0.5972922765952,0.5972922765952
"39","El Dorado County",435710,359754,"",392760,323778.6,1335.5577404722,413.7171,1749.2748404722,52478.2452141659,0.580741984969803,0.580741984969803
"40","Humboldt",296320,251634,"",269670,226470.6,934.170951444544,289.3791,1223.55005144454,36706.5015433363,0.58417461095825,0.58417461095825
"41","Lake County",245970,197378.5,"",229650,177640.65,732.75177893169,226.985275,959.73705393169,28792.1116179507,0.62925801357974,0.62925801357974
"42","Mariposa",246210,223779.5,"",243750,201401.55,830.763364365643,257.346425,1088.10978936564,32643.2936809693,0.654689495015653,0.654689495015653
"43","Mendocino",367440,302379,"",354760,272141.1,1122.55767554007,347.73585,1470.29352554007,44108.8057662021,0.515860503442596,0.515860503442596
"44","Shasta",245060,202291.5,"",234250,182062.35,750.990895602915,232.635225,983.626120602915,29508.7836180874,0.657121326465362,0.657121326465362
"45","Siskiyou County",193850,173145,"",173330,155830.5,642.786862617395,199.11675,841.903612617395,25257.1083785218,0.666861367116456,0.666861367116456
"46","Sutter",258200,222802,"",250530,200521.8,827.134474370503,256.2223,1083.3567743705,32500.7032311151,0.695555163977141,0.695555163977141
"47","Tehama",197140,170756.5,"",181820,153680.85,633.919748803183,196.369975,830.289723803183,24908.6917140955,0.753979064521909,0.753979064521909
"48","Yolo",392130,340824.5,"",376750,306742.05,1265.28349682718,391.948175,1657.23167182718,49716.9501548154,0.543293597765545,0.543293597765545
"49","Yuba",253070,214242.5,"",216980,192818.25,795.358020239147,246.378875,1041.73689523915,31252.1068571744,0.639378052525752,0.639378052525752
