"","region","Price.2017-Q4","Price.2017-Q3","principal.2017-Q4","pmt.2017-Q4","t_i.2017-Q4","pti.2017-Q4","min_inc.2017-Q4","HAI.2017-Q4","principal.2017-Q3","pmt.2017-Q3","t_i.2017-Q3","pti.2017-Q3","min_inc.2017-Q3","HAI.2017-Q3"
"436","MADERA",250000,255000,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.443548987437512,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.431906440650618
"437","MAGALIA",250000,214000,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.44812935891804,171200,887.907929760116,246.1,1134.00792976012,45360.3171904046,0.525583773957288
"438","MALIBU",1750000,840000,1400000,7260.92933215048,2012.5,9273.42933215048,370937.173286019,0.210973753076803,672000,3485.24607943223,966,4451.24607943223,178049.843177289,0.384702788047055
"439","MAMMOTH LAKES",920000,840000,736000,3817.1742774734,1058,4875.1742774734,195006.971098936,0.0481308670364788,672000,3485.24607943223,966,4451.24607943223,178049.843177289,0.0604880794972771
"440","MANCHESTER",624500,2270000,499600,2591.11449595884,718.175,3309.28949595884,132371.579838354,0.051265423476809,1816000,9418.46261941805,2610.5,12028.9626194181,481158.504776722,0.00120013954572281
"441","MANHATTAN BEACH",2400000,2270000,1920000,9957.84594123494,2760,12717.8459412349,508713.837649398,0,1816000,9418.46261941805,2610.5,12028.9626194181,481158.504776722,0.177561293403027
"442","MANILA",344000,245000,275200,1427.29125157701,395.6,1822.89125157701,72915.6500630803,0.214265905187014,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.301870111561231
"443","MANTECA",401500,396750,321200,1665.8646439191,461.725,2127.5896439191,85103.5857567638,0.390807093677591,317400,1646.1564071604,456.2625,2102.4189071604,84096.7562864161,0.394037667070694
"444","MANTON",360000,578000,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.170329976481676,462400,2398.18123084742,664.7,3062.88123084742,122515.249233897,0.0587160486292364
"445","MARINA",592500,578000,474000,2458.34321674238,681.375,3139.71821674238,125588.728669695,0.15846377638401,462400,2398.18123084742,664.7,3062.88123084742,122515.249233897,0.166600295720586
"446","MARINA DEL REY",1035000,917500,828000,4294.32106215757,1190.25,5484.57106215757,219382.842486303,0.165283071407397,734000,3806.80152128461,1055.125,4861.92652128461,194477.060851384,0.20213352444767
"447","MARIPOSA",310000,292500,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.270732967314462,234000,1213.61247408801,336.375,1549.98747408801,61999.4989635203,0.296659671629362
"448","MARKLEEVILLE",1507756.5,581000,1206205.2,6255.83622662317,1733.919975,7989.75620162317,319590.248064927,0,464800,2410.62853827396,668.15,3078.77853827396,123151.141530958,0.14849149027255
"449","MARTINEZ",590000,581000,472000,2447.97046055359,678.5,3126.47046055359,125058.818422144,0.344199745289302,464800,2410.62853827396,668.15,3078.77853827396,123151.141530958,0.35069102940319
"450","MARYSVILLE",250950,273500,200760,1041.21726623038,288.5925,1329.80976623038,53192.3906492152,0.419544714634693,218800,1134.77952705323,314.525,1449.30452705323,57972.1810821293,0.377602380025754
"451","MATHER",420500,398500,336400,1744.69759095387,483.575,2228.27259095387,89130.9036381549,0.540988713305781,318800,1653.41733649255,458.275,2111.69233649255,84467.6934597021,0.566275524367095
"452","MAYWOOD",415000,410000,332000,1721.87752733854,477.25,2199.12752733854,87965.1010935417,0.183291663608148,328000,1701.13201496097,471.5,2172.63201496097,86905.2805984388,0.186185355547293
"453","MCARTHUR",265000,330000,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.393529334640315,264000,1369.2038169198,379.5,1748.7038169198,69948.1526767922,0.325149802753247
"454","MCKINLEYVILLE",332000,330000,265600,1377.50202187083,381.8,1759.30202187083,70372.0808748334,0.387185155872327,264000,1369.2038169198,379.5,1748.7038169198,69948.1526767922,0.388132273544549
"455","MEAD VALLEY",575000,565000,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.192049162133827,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.196772212885121
"456","MEADOW VISTA",574000,565000,459200,2381.58482094536,660.1,3041.68482094536,121667.392837814,0.347810041660541,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.353334386626904
"457","MECCA",157450,158500,125960,653.276184769767,181.0675,834.343684769767,33373.7473907907,0.454611692385555,126800,657.632742369058,182.275,839.907742369058,33596.3096947623,0.447834611249204
"458","MENDOCINO",749000,575000,599200,3107.6777541604,861.35,3969.0277541604,158761.110166416,0.0957379004450203,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.193390166950962
"459","MENDOTA",215250,175000,172200,893.094307854509,247.5375,1140.63180785451,45625.2723141804,0.295122812730746,140000,726.092933215048,201.25,927.342933215048,37093.7173286019,0.371078360725002
"460","MENIFEE",365500,365000,292400,1516.49695480057,420.325,1936.82195480057,77472.8781920229,0.400138414953279,292000,1514.42240356281,419.75,1934.17240356281,77366.8961425126,0.398070320092088
"461","MENLO PARK",2451000,340000,1960800,10169.4501674862,2818.65,12988.1001674862,519524.006699447,0,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.756088761550797
"462","MENTONE",350000,340000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.449569717541572,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.463221925857883
"463","MERCED",257706.5,247450,206165.2,1069.25067710619,296.362475,1365.61315210619,54624.5260842477,0.384117638992186,197960,1026.69540756608,284.5675,1311.26290756608,52450.5163026431,0.395996725694111
"464","MERIDIAN",250000,385000,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.541467454799579,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.388765106028076
"465","MIDDLETOWN",337500,449000,270000,1400.32208548616,388.125,1788.44708548616,71537.8834194466,0.435135709413689,359200,1862.94701150604,516.35,2379.29701150604,95171.8804602415,0.327736447246603
"466","MIDPINES",315000,388600,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.40693047894356,310880,1612.34122198496,446.89,2059.23122198496,82369.2488793983,0.314920897226063
"467","MIDWAY CITY",533000,650000,426400,2211.47161944926,612.95,2824.42161944926,112976.86477797,0.219096207022818,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.133395759668426
"468","MILL VALLEY",1696000,1425000,1356800,7036.87779847269,1950.4,8987.27779847269,359491.111938908,0.256670345294238,1140000,5912.47102760825,1638.75,7551.22102760825,302048.84110433,0.287800742488949
"469","MILLBRAE",1650043,1728000,1320034.4,6846.19749600547,1897.54945,8743.74694600547,349749.877840219,0.113358529854472,1382400,7169.64907768916,1987.2,9156.84907768916,366273.963107566,0.105094940590696
"470","MILLVILLE",396000,363000,316800,1643.04458030377,455.4,2098.44458030377,83937.7832121506,0.397105366729475,290400,1506.12419861179,417.45,1923.57419861179,76942.9679444714,0.436293490786707
"471","MILPITAS",1135000,1100000,908000,4709.23130970903,1305.25,6014.48130970903,240579.252388361,0.162440459138853,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.173080830358943
"472","MISSION VIEJO",720000,685000,576000,2987.35378237048,828,3815.35378237048,152614.151294819,0.320213861201398,548000,2842.13519572747,787.75,3629.88519572747,145195.407829099,0.344408254198764
"473","MODESTO",292000,280000,233600,1211.53792285025,335.8,1547.33792285025,61893.5169140101,0.47261633586234,224000,1161.74869314408,322,1483.74869314408,59349.9477257631,0.487959415317075
"474","MOJAVE",136500,86000,109200,566.352487907737,156.975,723.327487907737,28933.0995163095,0.635748834770528,68800,356.822812894252,98.9,455.722812894252,18228.9125157701,0.761197819882082
"475","MOKELUMNE HILL",305000,287500,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.481838751181821,230000,1192.86696171044,330.625,1523.49196171044,60939.6784684174,0.503312557914748
"476","MONROVIA",710000,617500,568000,2945.86275761534,816.5,3762.36275761534,150494.510304613,0.187923318532242,494000,2562.07077863024,710.125,3272.19577863024,130887.83114521,0.253513447043918
"477","MONTARA",1200000,1275000,960000,4978.92297061747,1380,6358.92297061747,254356.918824699,0.156557082989682,1020000,5290.10565628106,1466.25,6756.35565628106,270254.226251243,0.147057673029494
"478","MONTCLAIR",420000,410000,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.262687264427435,328000,1701.13201496097,471.5,2172.63201496097,86905.2805984388,0.271391738342328
"479","MONTE RIO",7e+05,595000,560000,2904.37173286019,805,3709.37173286019,148374.869314408,0.120676289189246,476000,2468.71597293116,684.25,3152.96597293116,126118.638917247,0.162454464833535
"480","MONTE SERENO",3750000,3990000,3e+06,15559.1342831796,4312.5,19871.6342831796,794865.371327184,0,3192000,16554.9188773031,4588.5,21143.4188773031,845736.755092124,0
"481","MONTEBELLO",505000,536444,404000,2095.29675013485,580.75,2676.04675013485,107041.870005394,0.20443261472221,429155.2,2225.76112837493,616.9106,2842.67172837493,113706.869134997,0.180694818414994
"482","MONTECITO",4100000,2375000,3280000,17011.3201496097,4715,21726.3201496097,869052.805984388,0,1900000,9854.11837934708,2731.25,12585.3683793471,503414.735173883,0
"483","MONTEREY",820000,775000,656000,3402.26402992194,943,4345.26402992194,173810.561196878,0.156384217425693,620000,3215.55441852378,891.25,4106.80441852378,164272.176740951,0.169472113012778
"484","MONTEREY PARK",584000,659999,467200,2423.0758457005,671.6,3094.6758457005,123787.03382802,0.227338116832309,527999.2,2738.40348473713,758.99885,3497.40233473713,139896.093389485,0.181825747292264
"485","MOORPARK",699900,705000,559920,2903.95682261264,804.885,3708.84182261264,148353.672904506,0.362345717917112,564000,2925.11724523776,810.75,3735.86724523776,149434.689809511,0.355323874020372
"486","MORAGA",1120500,1215000,896400,4649.06932381406,1288.575,5937.64432381406,237505.772952563,0.352783049802499,972000,5041.15950775019,1397.25,6438.40950775019,257536.380310008,0.323201606057766
"487","MORENO VALLEY",325000,316000,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.441615198919618,252800,1311.1163822626,363.4,1674.5163822626,66980.655290504,0.455231958187777
"488","MORGAN HILL",1005000,875000,804000,4169.84798789213,1155.75,5325.59798789213,213023.919515685,0.222946037919494,7e+05,3630.46466607524,1006.25,4636.71466607524,185468.58664301,0.271309838813157
"489","MORONGO VALLEY",155000,168500,124000,643.110883704757,178.25,821.360883704757,32854.4353481903,0.569281235875057,134800,699.123767124203,193.775,892.898767124203,35715.9506849681,0.528464053183293
"490","MORRO BAY",672500,699500,538000,2790.27141478354,773.375,3563.64641478354,142545.856591342,0.119101907680631,559600,2902.29718162243,804.425,3706.72218162244,148268.887264897,0.105731437323253
"491","MOSS BEACH",1050000,1429000,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.210788092658245,1143200,5929.06743751031,1643.35,7572.41743751031,302896.697500412,0.140512426495622
"492","MOSS LANDING",952500,586000,762000,3952.02010792762,1095.375,5047.39510792762,201895.804317105,0.0737741009085428,468800,2431.37405065153,673.9,3105.27405065153,124210.962026061,0.152627482262687
"493","MOUNT HERMON",660000,559920,528000,2738.40763383961,759,3497.40763383961,139896.305353584,0.234784835459417,447936,2323.16545809011,643.908,2967.07345809011,118682.938323604,0.322676472846856
"494","MOUNT LAGUNA",145000,346000,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.797156966353224,276800,1435.58945652804,397.9,1833.48945652804,73339.5782611215,0.459049331788939
"495","MOUNT SHASTA",2e+05,346000,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.551099121638173,276800,1435.58945652804,397.9,1833.48945652804,73339.5782611215,0.31106436724857
"496","MOUNTAIN CENTER",302000,565000,241600,1253.0289476054,347.3,1600.3289476054,64013.1579042159,0.588354960175773,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.196337684767879
"497","MOUNTAIN HOUSE",630000,565000,504000,2613.93455957417,724.5,3338.43455957417,133537.382382967,0.3711966482009,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.463571268829112
"498","MOUNTAIN RANCH",249000,344500,199200,1033.12651640313,286.35,1319.47651640313,52779.060656125,0.420685522373658,275600,1429.36580281477,396.175,1825.54080281477,73021.6321125906,0.311322815764741
"499","MOUNTAIN VIEW",1690000,1680000,1352000,7011.98318361961,1943.5,8955.48318361961,358219.327344784,0.169465527374932,1344000,6970.49215886446,1932,8902.49215886446,356099.686354578,0.168317702216569
"500","MUIR BEACH",1657500,347500,1326000,6877.13735316538,1906.125,8783.26235316538,351330.494126615,0.266514087987311,278000,1441.81311024131,399.625,1841.43811024131,73657.5244096524,0.84113888468956
"501","MURPHYS",360000,347500,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.334443052842691,278000,1441.81311024131,399.625,1841.43811024131,73657.5244096524,0.345295027325027
"502","MURRIETA",427903,420000,342322.4,1775.41339658011,492.08845,2267.50184658011,90700.0738632043,0.448241960152559,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.455512246500722
"503","MYRTLETOWN",486500,674000,389200,2018.53835433783,559.475,2578.01335433783,103120.534173513,0.223036919694711,539200,2796.49506849681,775.1,3571.59506849681,142863.802739873,0.082482401800773
"504","NAPA",7e+05,674000,560000,2904.37173286019,805,3709.37173286019,148374.869314408,0.221260907211691,539200,2796.49506849681,775.1,3571.59506849681,142863.802739873,0.23520430453544
"505","NATIONAL CITY",410000,411000,328000,1701.13201496097,471.5,2172.63201496097,86905.2805984388,0.226378383998796,328800,1705.28111743648,472.65,2177.93111743648,87117.2446974594,0.223539687834769
"506","NEEDLES",32500,47000,26000,134.845830454223,37.375,172.220830454223,6888.83321816893,0.890305949117686,37600,195.007816349184,54.05,249.057816349184,9962.31265396737,0.8405837161606
"507","NEVADA CITY",511000,457500,408800,2120.19136498794,587.65,2707.84136498794,108313.654599518,0.198767977742543,366000,1898.21438254791,526.125,2424.33938254791,96973.5753019165,0.239404053645496
"508","NEWARK",972500,930000,778000,4035.00215743791,1118.375,5153.37715743791,206135.086297516,0.140502079466621,744000,3858.66530222854,1069.5,4928.16530222854,197126.612089142,0.153826108101925
"509","NEWCASTLE",575000,650000,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.332381702702331,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.284363779878872
"510","NEWMAN",285000,268600,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.473402890188359,214880,1114.44892492321,308.89,1423.33892492321,56933.5569969284,0.49864726647007
"511","NEWPORT BEACH",2160000,2050000,1728000,8962.06134711145,2484,11446.0613471115,457842.453884458,0.147442360696731,1640000,8505.66007480485,2357.5,10863.1600748048,434526.402992194,0.157381765391285
"512","NICASIO",2017500,4600000,1614000,8370.81424435062,2320.125,10690.9392443506,427637.569774025,0.0906807833202763,3680000,19085.871387367,5290,24375.871387367,975034.855494679,0
"513","NICE",213444,140000,170755.2,885.60102878373,245.4606,1131.06162878373,45242.4651513492,0.41007251213411,112000,580.874346572038,161,741.874346572038,29674.9738628815,0.585618571260308
"514","NICOLAUS",3e+05,602500,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.458250301405631,482000,2499.83424149752,692.875,3192.70924149752,127708.369659901,0.130416418891447
"515","NILAND",56000,602500,44800,232.349738628815,64.4,296.749738628815,11869.9895451526,0.725726615920156,482000,2499.83424149752,692.875,3192.70924149752,127708.369659901,0.070028484042481
"516","NIPOMO",575000,602500,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.276972956658197,482000,2499.83424149752,692.875,3192.70924149752,127708.369659901,0.250990656816832
"517","NORCO",601500,562500,481200,2495.68513902201,691.725,3187.41013902201,127496.40556088,0.354012417191953,450000,2333.87014247694,646.875,2980.74514247694,119229.805699078,0.39355824921997
"518","NORTH EDWARDS",96150,327250,76920,398.936203020725,110.5725,509.508703020725,20380.348120829,0.733093772701685,261800,1357.79378511214,376.3375,1734.13128511214,69365.2514044856,0.275033306571721
"519","NORTH HIGHLANDS",255000,245000,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.397434177859501,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.411354962850762
"520","NORTH SAN JUAN",185000,1100000,148000,767.583957970194,212.75,980.333957970194,39213.3583188077,0.569298944212788,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.0157210839394059
"521","NORTH TUSTIN",1124500,1100000,899600,4665.66573371612,1293.175,5958.84073371612,238353.629348645,0.253318235269111,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.260311190557747
"522","NORWALK",480000,460000,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.270194690428371,368000,1908.5871387367,529,2437.5871387367,97503.4855494679,0.291157186314649
"523","NOVATO",870000,890000,696000,3609.71915369767,1000.5,4610.21915369767,184408.766147907,0.20964731235655,712000,3692.70120320796,1023.5,4716.20120320796,188648.048128318,0.198022657970106
"524","NUEVO",357000,370000,285600,1481.2295837587,410.55,1891.7795837587,75671.1833503479,0.387426134523041,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.368389959817305
"525","OAK GLEN",499950,407500,399960,2074.3437826335,574.9425,2649.2862826335,105971.45130534,0.379716063104275,326000,1690.75925877218,468.625,2159.38425877218,86375.3703508873,0.455498299317077
"526","OAK HILLS",385500,407500,308400,1599.47900431086,443.325,2042.80400431086,81712.1601724345,0.450435527900294,326000,1690.75925877218,468.625,2159.38425877218,86375.3703508873,0.420853680468152
"527","OAK PARK",810000,859000,648000,3360.77300516679,931.5,4292.27300516679,171690.920206672,0.431879538068283,687200,3564.07902646701,987.85,4551.92902646701,182077.16105868,0.404849218991728
"528","OAK VIEW",744000,551250,595200,3086.93224178283,855.6,3942.53224178283,157701.289671313,0.232348625544452,441000,2287.1927396274,633.9375,2921.1302396274,116845.209585096,0.355124848592072
"529","OAKDALE",392931.5,349000,314345.2,1630.31305935765,451.871225,2082.18428435765,83287.371374306,0.376280115306302,279200,1448.03676395458,401.35,1849.38676395458,73975.4705581833,0.423816176714761
"530","OAKHURST",294000,293500,235200,1219.83612780128,338.1,1557.93612780128,62317.4451120512,0.384533709339383,234800,1217.76157656352,337.525,1555.28657656352,62211.4630625409,0.382798879486982
"531","OAKLAND",790000,670635.5,632000,3277.7909556565,908.5,4186.2909556565,167451.63822626,0.176139345775962,536508.4,2782.53541321794,771.230825,3553.76623821794,142150.649528718,0.219722666919422
"532","OAKLEY",490500,465000,392400,2035.13476423989,564.075,2599.20976423989,103968.390569596,0.435947400456164,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.463971085996074
"533","OCCIDENTAL",825000,1025000,660000,3423.00954229951,948.75,4371.75954229951,174870.38169198,0.228365432266854,820000,4252.83003740242,1178.75,5431.58003740242,217263.201496097,0.176689284033235
"534","OCEANSIDE",525000,513500,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.259598414636408,410800,2130.56412117673,590.525,2721.08912117673,108843.564847069,0.267219235836966
"535","OJAI",765000,725000,612000,3174.06339376864,879.75,4053.81339376864,162152.535750746,0.203621403061521,580000,3008.09929474806,833.75,3841.84929474806,153673.971789922,0.213058610272707
"536","OLD STATION",189000,2e+05,151200,784.180367872252,217.35,1001.53036787225,40061.2147148901,0.575253969492439,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.541870075107215
"537","OLIVEHURST",218000,2e+05,174400,904.504339662174,250.7,1155.20433966217,46208.173586487,0.544006224329982,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.587919035049778
"538","ONTARIO",420000,405000,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.297171937500732,324000,1680.3865025834,465.75,2146.1365025834,85845.4601033359,0.312901212723327
"539","ORANGE",690000,670000,552000,2862.88070810505,793.5,3656.38070810505,146255.228324202,0.239021703356623,536000,2779.89865859476,770.5,3550.39865859476,142015.94634379,0.251935226756753
"540","ORANGE COVE",185000,189500,148000,767.583957970194,212.75,980.333957970194,39213.3583188077,0.385437140477494,151600,786.254919110009,217.925,1004.17991911001,40167.1967644004,0.376058351273871
"541","ORANGEVALE",385000,375000,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.508958794019624,3e+05,1555.91342831796,431.25,1987.16342831796,79486.5371327184,0.518608287238886
"542","ORINDA",1565000,1375000,1252000,6493.34537418029,1799.75,8293.09537418029,331723.814967211,0.358894087006506,1100000,5705.01590383252,1581.25,7286.26590383252,291450.636153301,0.38440891956222
"543","ORLAND",241210,262500,192968,1000.80500811887,277.3915,1278.19650811887,51127.8603247547,0.383169886051876,210000,1089.13939982257,301.875,1391.01439982257,55640.5759929029,0.352909954575486
"544","OROSI",162000,172000,129600,672.154601033359,186.3,858.454601033359,34338.1840413343,0.511893116986185,137600,713.645625788504,197.8,911.445625788504,36457.8250315402,0.480804937365619
"545","OROVILLE",2e+05,179000,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.465054389748178,143200,742.689343117106,205.85,948.539343117106,37941.5737246843,0.509750295300787
"546","OXNARD",5e+05,480000,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.289780073482242,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.304959450603191
"547","PACHECO",459500,555000,367600,1906.51258749894,528.425,2434.93758749894,97397.5034999576,0.334680433888041,444000,2302.75187391058,638.25,2941.00187391058,117640.074956423,0.252163991181861
"548","PACIFIC GROVE",878000,9e+05,702400,3642.91197350178,1009.7,4652.61197350178,186104.478940071,0.172203504363758,720000,3734.1922279631,1035,4769.1922279631,190767.689118524,0.159570210543841
"549","PACIFICA",1105000,1010000,884000,4584.75823544359,1270.75,5855.50823544359,234220.329417744,0.157883575782686,808000,4190.59350026971,1161.5,5352.09350026971,214083.740010788,0.18930016905774
"550","PALM DESERT",350000,348000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.438498464486326,278400,1443.88766147907,400.2,1844.08766147907,73763.5064591627,0.438468984840829
"551","PALM SPRINGS",385000,377500,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.33404692820718,302000,1566.28618450675,434.125,2000.41118450675,80016.4473802699,0.337506292746718
"552","PALMDALE",310000,305000,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.450100275797403,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.45596357558902
"553","PALO ALTO",3180000,3100000,2544000,13194.1458721363,3657,16851.1458721363,674045.834885452,0,2480000,12862.2176740951,3565,16427.2176740951,657088.706963805,0
"554","PALO CEDRO",415000,495000,332000,1721.87752733854,477.25,2199.12752733854,87965.1010935417,0.49057854676796,396000,2053.80572537971,569.25,2623.05572537971,104922.229015188,0.373533334395177
"555","PALOS VERDES ESTATES",1906500,1680000,1525200,7910.26386956851,2192.475,10102.7388695685,404109.55478274,0.298241803640953,1344000,6970.49215886446,1932,8902.49215886446,356099.686354578,0.328905910396197
"556","PARADISE",254001,265000,203200.8,1053.87617788317,292.10115,1345.97732788317,53839.093115327,0.494787576503,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.474906865167253
"557","PARAMOUNT",357500,368000,286000,1483.30413499645,411.125,1894.42913499645,75777.1653998582,0.313950471338914,294400,1526.86971098936,423.2,1950.06971098936,78002.7884395743,0.29953346898979
"558","PARLIER",174000,152000,139200,721.943830739533,200.1,922.043830739534,36881.7532295813,0.47765425978881,121600,630.663576278213,174.8,805.463576278213,32218.5430511285,0.550503521945032
"559","PASADENA",887000,777500,709600,3680.25389578141,1020.05,4700.30389578141,188012.155831257,0.184197780114657,622000,3225.92717471257,894.125,4120.05217471257,164802.086988503,0.224372555441523
"560","PATTERSON",370000,347500,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.368750222667976,278000,1441.81311024131,399.625,1841.43811024131,73657.5244096524,0.393458799864817
"561","PENN VALLEY",365000,360000,292000,1514.42240356281,419.75,1934.17240356281,77366.8961425126,0.370948625173395,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.376462578647624
"562","PENNGROVE",959500,835000,767600,3981.06382525622,1103.425,5084.48882525622,203379.553010249,0.110652872648137,668000,3464.50056705466,960.25,4424.75056705466,176990.022682186,0.160582524537724
"563","PENRYN",785000,685000,628000,3257.04544327893,902.75,4159.79544327893,166391.817731157,0.2561100951054,548000,2842.13519572747,787.75,3629.88519572747,145195.407829099,0.314465136891364
"564","PERRIS",314950,308000,251960,1306.75982466331,362.1925,1668.95232466331,66758.0929865324,0.399712237628443,246400,1277.92356245848,354.2,1632.12356245848,65284.9424983394,0.411744652972455
"565","PESCADERO",1375000,1065000,1100000,5705.01590383252,1581.25,7286.26590383252,291450.636153301,0.11261857950144,852000,4418.79413642301,1224.75,5643.54413642301,225741.76545692,0.156917018400967
"566","PETALUMA",725000,750000,580000,3008.09929474806,833.75,3841.84929474806,153673.971789922,0.23974562943746,6e+05,3111.82685663592,862.5,3974.32685663592,158973.074265437,0.22496205771297
"567","PHELAN",270000,276000,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.5408903889261,220800,1145.15228324202,317.4,1462.55228324202,58502.0913296807,0.527347054379686
"568","PHILLIPSVILLE",2e+05,467000,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.454602005989381,373600,1937.6308560653,537.05,2474.6808560653,98987.234242612,0.0889908901412073
"569","PICO RIVERA",475000,467000,380000,1970.82367586942,546.25,2517.07367586942,100682.947034777,0.251753110115861,373600,1937.6308560653,537.05,2474.6808560653,98987.234242612,0.258142199179129
"570","PIEDMONT",2050000,2300000,1640000,8505.66007480485,2357.5,10863.1600748048,434526.402992194,0.367642436627286,1840000,9542.93569368349,2645,12187.9356936835,487517.427747339,0.323700677954768
"571","PINE MOUNTAIN CLUB",241900,205000,193520,1003.66788882697,278.185,1281.85288882697,51274.1155530789,0.512549539020906,164000,850.566007480485,235.75,1086.31600748048,43452.6402992194,0.604512060053487
"572","PINE VALLEY",480000,412500,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.480638268895542,330000,1711.50477114976,474.375,2185.87977114976,87435.1908459902,0.5331299734664
"573","PINOLE",615000,595000,492000,2551.69802244145,707.25,3258.94802244145,130357.920897658,0.28829220084037,476000,2468.71597293116,684.25,3152.96597293116,126118.638917247,0.299231269238151
"574","PIONEER",274000,254500,219200,1136.85407829099,315.1,1451.95407829099,58078.1631316396,0.45270151982624,203600,1055.94658001846,292.675,1348.62158001846,53944.8632007382,0.483118399232221
"575","PIRU",261250,360000,209000,1083.95302172818,300.4375,1384.39052172818,55375.6208691272,0.543404039063156,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.429951461089258
"576","PISMO BEACH",930000,887000,744000,3858.66530222854,1069.5,4928.16530222854,197126.612089142,0.13249237379188,709600,3680.25389578141,1020.05,4700.30389578141,188012.155831257,0.144812153238426
"577","PITTSBURG",465000,440000,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.333458723759562,352000,1825.60508922641,506,2331.60508922641,93264.2035690563,0.361257301793591
"578","PIXLEY",142500,163500,114000,591.247102760825,163.875,755.122102760825,30204.884110433,0.50497788233902,130800,678.37825474663,188.025,866.40325474663,34656.1301898652,0.429053726671625
"579","PLACENTIA",682500,655000,546000,2831.76243953869,784.875,3616.63743953869,144665.497581548,0.260258037565663,524000,2717.66212146204,753.25,3470.91212146204,138836.484858481,0.278127933439097
"580","PLACERVILLE",420375,4e+05,336300,1744.17895314443,483.43125,2227.61020314443,89104.4081257773,0.316932778111835,320000,1659.64099020582,460,2119.64099020582,84785.639608233,0.332018682865873
"581","PLANADA",129900,149500,103920,538.968411569341,149.385,688.353411569341,27534.1364627737,0.5996873974142,119600,620.290820089427,171.925,792.215820089427,31688.6328035771,0.540246558032563
