X,region,Quarter,Price,QuarterEnding,pmt,principal,t_i,pti,min_inc,HAI
,PORT HUENEME,2018-Q3,387500,7/1/2018,1620.845933,3.10E+05,445.625,2066.470933,82658.83731,0.405039468
,PORTERVILLE,2018-Q3,223900,7/1/2018,936.5352371,179120,257.485,1194.020237,47760.80948,0.442913855
,PORTOLA,2018-Q3,370282.5,7/1/2018,1548.828088,296226,425.824875,1974.652963,78986.11852,0.265956076
,PORTOLA VALLEY,2018-Q3,2.75E+06,7/1/2018,11502.77759,2.20E+06,3162.5,14665.27759,586611.1035,0
,POWAY,2018-Q3,7.47E+05,7/1/2018,3124.572676,597600,859.05,3983.622676,159344.907,0.309306756
,PRUNEDALE,2018-Q3,7.39E+05,7/1/2018,3091.11005,591200,849.85,3940.96005,157638.402,0.171941883
,QUARTZ HILL,2018-Q3,3.69E+05,7/1/2018,1543.463611,295200,424.35,1967.813611,78712.54444,0.470870121
,QUINCY,2018-Q3,7.10E+05,7/1/2018,2969.808032,5.68E+05,816.5,3786.308032,151452.3213,0.041680206
,RACKERBY,2018-Q3,1.94E+05,7/1/2018,811.4686735,155200,223.1,1034.568673,41382.74694,0.570350705
,RAISIN CITY,2018-Q3,1.60E+05,7/1/2018,669.2525142,1.28E+05,184,853.2525142,34130.10057,0.537554193
,RAMONA,2018-Q3,5.36E+05,7/1/2018,2241.995923,428800,616.4,2858.395923,114335.8369,0.287164578
,RANCHO CORDOVA,2018-Q3,3.50E+05,7/1/2018,1463.989875,2.80E+05,402.5,1866.489875,74659.59499,0.422917282
,RANCHO CUCAMONGA,2018-Q3,529900,7/1/2018,2216.48067,423920,609.385,2825.86567,113034.6268,0.361779006
,RANCHO MIRAGE,2018-Q3,484500,7/1/2018,2026.58027,387600,557.175,2583.75527,103350.2108,0.396880026
,RANCHO MURIETA,2018-Q3,5.44E+05,7/1/2018,2275.458548,435200,625.6,2901.058548,116042.3419,0.471857687
,RANCHO PALOS VERDES,2018-Q3,1237650,7/1/2018,5176.877339,990120,1423.2975,6600.174839,264006.9936,0.215834534
,RANCHO SANTA FE,2018-Q3,2.28E+06,7/1/2018,9515.934186,1.82E+06,2616.25,12132.18419,485287.3675,0.155368781
,RANCHO SANTA MARGARITA,2018-Q3,6.45E+05,7/1/2018,2697.924198,5.16E+05,741.75,3439.674198,137586.9679,0.415780531
,RED BLUFF,2018-Q3,230875,7/1/2018,965.7104639,184700,265.50625,1231.216714,49248.66855,0.35163888
,REDDING,2018-Q3,2.86E+05,7/1/2018,1196.288869,228800,328.9,1525.188869,61007.55477,0.42523644
,REDLANDS,2018-Q3,4.15E+05,7/1/2018,1735.873709,3.32E+05,477.25,2213.123709,88524.94835,0.430046193
,REDONDO BEACH,2018-Q3,1153500,7/1/2018,4824.892345,922800,1326.525,6151.417345,246056.6938,0.161436401
,REDWOOD CITY,2018-Q3,1.61E+06,7/1/2018,6713.439283,1.28E+06,1845.75,8559.189283,342367.5713,0.133753558
,REDWOOD VALLEY,2018-Q3,424500,7/1/2018,1775.610577,339600,488.175,2263.785577,90551.42307,0.377576477
,REEDLEY,2018-Q3,251500,7/1/2018,1051.981296,201200,289.225,1341.206296,53648.25183,0.469594385
,RIALTO,2018-Q3,3.60E+05,7/1/2018,1505.818157,2.88E+05,414,1919.818157,76792.72628,0.364814234
,RICHMOND,2018-Q3,5.25E+05,7/1/2018,2195.984812,4.20E+05,603.75,2799.734812,111989.3925,0.233843044
,RICHVALE,2018-Q3,4.50E+05,7/1/2018,1882.272696,3.60E+05,517.5,2399.772696,95990.90785,0.387010103
,RIDGECREST,2018-Q3,2.22E+05,7/1/2018,928.5878635,177600,255.3,1183.887863,47355.51454,0.639983403
,RIO DELL,2018-Q3,2.30E+05,7/1/2018,962.0504892,1.84E+05,264.5,1226.550489,49062.01957,0.426811994
,RIO LINDA,2018-Q3,3.03E+05,7/1/2018,1267.396949,242400,348.45,1615.846949,64633.87795,0.464684641
,RIO VISTA,2018-Q3,366500,7/1/2018,1533.00654,293200,421.475,1954.48154,78179.26161,0.393510007
,RIPON,2018-Q3,5.00E+05,7/1/2018,2091.414107,4.00E+05,575,2666.414107,106656.5643,0.434053701
,RIVERBANK,2018-Q3,3.25E+05,7/1/2018,1359.419169,2.60E+05,373.75,1733.169169,69326.76678,0.524150536
,RIVERDALE,2018-Q3,288500,7/1/2018,1206.74594,230800,331.775,1538.52094,61540.83759,0.415396773
,RIVERSIDE,2018-Q3,406500,7/1/2018,1700.319669,325200,467.475,2167.794669,86711.78676,0.36478504
,ROCKLIN,2018-Q3,4.90E+05,7/1/2018,2049.585825,3.92E+05,563.5,2613.085825,104523.433,0.442908863
,RODEO,2018-Q3,5.50E+05,7/1/2018,2300.555518,4.40E+05,632.5,2933.055518,117322.2207,0.295680244
,ROHNERT PARK,2018-Q3,539475,7/1/2018,2256.531251,431580,620.39625,2876.927501,115077.1,0.222032198
,ROLLING HILLS,2018-Q3,9.95E+05,7/1/2018,4161.914073,7.96E+05,1144.25,5306.164073,212246.5629,0.600590284
,ROMOLAND,2018-Q3,342500,7/1/2018,1432.618663,2.74E+05,393.875,1826.493663,73059.74653,0.339829038
,ROSAMOND,2018-Q3,2.55E+05,7/1/2018,1066.621195,2.04E+05,293.25,1359.871195,54394.84778,0.57279248
,ROSEMEAD,2018-Q3,6.00E+05,7/1/2018,2509.696928,4.80E+05,690,3199.696928,127987.8771,0.125968779
,ROSEVILLE,2018-Q3,447613,7/1/2018,1872.288285,358090.4,514.75495,2387.043235,95481.72941,0.463437925
,ROSS,2018-Q3,2907500,7/1/2018,12161.57303,2.33E+06,3343.625,15505.19803,620207.9213,0
,ROSSMOOR,2018-Q3,1.22E+06,7/1/2018,5103.050421,9.76E+05,1403,6506.050421,260242.0168,0.221164575
,ROUGH AND READY,2018-Q3,486250,7/1/2018,2033.900219,3.89E+05,559.1875,2593.087719,103723.5088,0.226308923
,ROUND MOUNTAIN,2018-Q3,4.10E+05,7/1/2018,1714.959568,3.28E+05,471.5,2186.459568,87458.38271,0.210727522
,ROWLAND HEIGHTS,2018-Q3,6.37E+05,7/1/2018,2664.461572,509600,732.55,3397.011572,135880.4629,0.212271487
,RUNNING SPRINGS,2018-Q3,224500,7/1/2018,939.044934,179600,258.175,1197.219934,47888.79736,0.659009288
,SACRAMENTO,2018-Q3,325500,7/1/2018,1361.510584,260400,374.325,1735.835584,69433.42334,0.434583889
,SALIDA,2018-Q3,3.34E+05,7/1/2018,1397.064623,267200,384.1,1781.164623,71246.58494,0.561370603
,SALINAS,2018-Q3,4.80E+05,7/1/2018,2007.757543,3.84E+05,552,2559.757543,102390.3017,0.223551748
,SALTON CITY,2018-Q3,1.37E+05,7/1/2018,573.0474653,109600,157.55,730.5974653,29223.89861,0.563097115
,SAN ANDREAS,2018-Q3,2.62E+05,7/1/2018,1095.900992,209600,301.3,1397.200992,55888.03968,0.43983852
,SAN ANSELMO,2018-Q3,1.18E+06,7/1/2018,4914.823151,9.40E+05,1351.25,6266.073151,250642.926,0.211972577
,SAN BERNARDINO,2018-Q3,2.85E+05,7/1/2018,1192.106041,2.28E+05,327.75,1519.856041,60794.24164,0.335364103
,SAN BRUNO,2018-Q3,1132500,7/1/2018,4737.052952,9.06E+05,1302.375,6039.427952,241577.1181,0.100706022
,SAN CARLOS,2018-Q3,1.81E+06,7/1/2018,7550.004926,1.44E+06,2075.75,9625.754926,385030.197,0.223579432
,SAN CLEMENTE,2018-Q3,9.75E+05,7/1/2018,4078.257508,7.80E+05,1121.25,5199.507508,207980.3003,0.252057397
,SAN DIEGO,2018-Q3,6.18E+05,7/1/2018,2584.987836,494400,710.7,3295.687836,131827.5134,0.262635652
,SAN DIMAS,2018-Q3,612500,7/1/2018,2561.982281,4.90E+05,704.375,3266.357281,130654.2912,0.30135555
,SAN FERNANDO,2018-Q3,4.95E+05,7/1/2018,2070.499966,3.96E+05,569.25,2639.749966,105589.9986,0.233640426
,SAN FRANCISCO,2018-Q3,1.33E+06,7/1/2018,5563.161524,1.06E+06,1529.5,7092.661524,283706.461,0.168364756
,SAN GABRIEL,2018-Q3,7.99E+05,7/1/2018,3342.079743,639200,918.85,4260.929743,170437.1897,0.114410386
,SAN GERONIMO,2018-Q3,1.71E+06,7/1/2018,7152.636246,1.37E+06,1966.5,9119.136246,364765.4498,0.08664951
,SAN JACINTO,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.405474513
,SAN JOSE,2018-Q3,1.04E+06,7/1/2018,4350.141342,8.32E+05,1196,5546.141342,221845.6537,0.184459879
,SAN JUAN BAUTISTA,2018-Q3,669500,7/1/2018,2800.403489,535600,769.925,3570.328489,142813.1396,0.129893756
,SAN JUAN CAPISTRANO,2018-Q3,787500,7/1/2018,3293.977218,6.30E+05,905.625,4199.602218,167984.0887,0.249745357
,SAN LEANDRO,2018-Q3,6.98E+05,7/1/2018,2919.614093,558400,802.7,3722.314093,148892.5637,0.185933462
,SAN LORENZO,2018-Q3,691500,7/1/2018,2892.42571,553200,795.225,3687.65071,147506.0284,0.219650108
,SAN LUIS OBISPO,2018-Q3,730265,7/1/2018,3054.573046,584212,839.80475,3894.377796,155775.1118,0.149263964
,SAN MARCOS,2018-Q3,6.75E+05,7/1/2018,2823.409044,5.40E+05,776.25,3599.659044,143986.3618,0.196406904
,SAN MARTIN,2018-Q3,1.25E+06,7/1/2018,5228.535267,1.00E+06,1437.5,6666.035267,266641.4107,0.197649673
,SAN MATEO,2018-Q3,1.44E+06,7/1/2018,6014.906971,1150400,1653.7,7668.606971,306744.2789,0.138551387
,SAN MIGUEL,2018-Q3,406500,7/1/2018,1700.319669,325200,467.475,2167.794669,86711.78676,0.779420132
,SAN PABLO,2018-Q3,4.45E+05,7/1/2018,1861.358555,3.56E+05,511.75,2373.108555,94924.34221,0.217363803
,SAN RAFAEL,2018-Q3,1.08E+06,7/1/2018,4496.54033,8.60E+05,1236.25,5732.79033,229311.6132,0.174893571
,SAN RAMON,2018-Q3,1.06E+06,7/1/2018,4429.615078,847200,1217.85,5647.465078,225898.6031,0.301560241
,SAN SIMEON,2018-Q3,4.15E+05,7/1/2018,1735.873709,3.32E+05,477.25,2213.123709,88524.94835,0.410122798
,SANGER,2018-Q3,257900,7/1/2018,1078.751396,206320,296.585,1375.336396,55013.45585,0.469425292
,SANTA ANA,2018-Q3,5.30E+05,7/1/2018,2216.898953,4.24E+05,609.5,2826.398953,113055.9581,0.18460889
,SANTA BARBARA,2018-Q3,1097500,7/1/2018,4590.653965,8.78E+05,1262.125,5852.778965,234111.1586,0.110337187
,SANTA CLARA,2018-Q3,1.30E+06,7/1/2018,5437.676678,1.04E+06,1495,6932.676678,277307.0671,0.145136122
,SANTA CLARITA,2018-Q3,4.70E+05,7/1/2018,1965.92926,3.76E+05,540.5,2506.42926,100257.1704,0.492904096
,SANTA CRUZ,2018-Q3,957500,7/1/2018,4005.058015,7.66E+05,1101.125,5106.183015,204247.3206,0.098813071
,SANTA FE SPRINGS,2018-Q3,4.77E+05,7/1/2018,1995.209058,381600,548.55,2543.759058,101750.3623,0.319356196
,SANTA MARGARITA,2018-Q3,422500,7/1/2018,1767.24492,3.38E+05,485.875,2253.11992,90124.79681,0.4353573
,SANTA MARIA,2018-Q3,4.09E+05,7/1/2018,1710.776739,327200,470.35,2181.126739,87245.06958,0.325149006
,SANTA MONICA,2018-Q3,1.03E+06,7/1/2018,4291.581747,820800,1179.9,5471.481747,218859.2699,0.169044433
,SANTA PAULA,2018-Q3,4.90E+05,7/1/2018,2049.585825,3.92E+05,563.5,2613.085825,104523.433,0.249887908
,SANTA ROSA,2018-Q3,5.95E+05,7/1/2018,2488.782787,4.76E+05,684.25,3173.032787,126921.3115,0.221212064
,SANTA YNEZ,2018-Q3,1387500,7/1/2018,5803.674147,1.11E+06,1595.625,7399.299147,295971.9659,0.106181161
,SANTEE,2018-Q3,5.25E+05,7/1/2018,2195.984812,4.20E+05,603.75,2799.734812,111989.3925,0.35342254
,SARATOGA,2018-Q3,2.82E+06,7/1/2018,11795.57556,2.26E+06,3243,15038.57556,601543.0225,0
,SAUSALITO,2018-Q3,1.20E+06,7/1/2018,5019.393857,9.60E+05,1380,6399.393857,255975.7543,0.254949349
,SCOTIA,2018-Q3,232500,7/1/2018,972.5075597,1.86E+05,267.375,1239.88256,49595.30239,0.49239268
,SCOTTS VALLEY,2018-Q3,9.50E+05,7/1/2018,3973.686803,7.60E+05,1092.5,5066.186803,202647.4721,0.213634498
,SEACLIFF,2018-Q3,8.00E+05,7/1/2018,3346.262571,6.40E+05,920,4266.262571,170650.5028,0.085007699
,SEAL BEACH,2018-Q3,9.05E+05,7/1/2018,3785.459533,7.24E+05,1040.75,4826.209533,193048.3813,0.144940677
,SEASIDE,2018-Q3,5.25E+05,7/1/2018,2195.984812,4.20E+05,603.75,2799.734812,111989.3925,0.213507189
,SEBASTOPOL,2018-Q3,8.65E+05,7/1/2018,3618.146405,6.92E+05,994.75,4612.896405,184515.8562,0.151931576
,SELMA,2018-Q3,247750,7/1/2018,1036.29569,198200,284.9125,1321.20819,52848.3276,0.46777215
,SHAFTER,2018-Q3,1.80E+05,7/1/2018,752.9090785,1.44E+05,207,959.9090785,38396.36314,0.605140247
,SHANDON,2018-Q3,3.13E+05,7/1/2018,1309.225231,250400,359.95,1669.175231,66767.00924,0.52353048
,SHASTA LAKE,2018-Q3,2.34E+05,7/1/2018,978.781802,187200,269.1,1247.881802,49915.27208,0.486500236
,SHAVER LAKE,2018-Q3,4.80E+05,7/1/2018,2007.757543,3.84E+05,552,2559.757543,102390.3017,0.471491619
,SHELTER COVE,2018-Q3,2.92E+05,7/1/2018,1221.385838,233600,335.8,1557.185838,62287.43354,0.350567069
,SHERIDAN,2018-Q3,371500,7/1/2018,1553.920681,297200,427.225,1981.145681,79245.82726,0.518363201
,SHINGLE SPRINGS,2018-Q3,642500,7/1/2018,2687.467127,5.14E+05,738.875,3426.342127,137053.6851,0.314229481
,SHINGLETOWN,2018-Q3,2.67E+05,7/1/2018,1116.815133,213600,307.05,1423.865133,56954.60532,0.436629136
,SIERRA MADRE,2018-Q3,1.07E+06,7/1/2018,4454.712048,8.52E+05,1224.75,5679.462048,227178.4819,0.217601675
,SIGNAL HILL,2018-Q3,4.94E+05,7/1/2018,2066.317138,395200,568.1,2634.417138,105376.6855,0.333200784
,SIMI VALLEY,2018-Q3,5.75E+05,7/1/2018,2405.126223,4.60E+05,661.25,3066.376223,122655.0489,0.399100349
,SMARTSVILLE,2018-Q3,3.40E+05,7/1/2018,1422.161593,2.72E+05,391,1813.161593,72526.46371,0.43402178
,SMITH RIVER,2018-Q3,204750,7/1/2018,856.4340768,163800,235.4625,1091.896577,43675.86307,0.483613905
,SNELLING,2018-Q3,2.12E+05,7/1/2018,886.7595813,169600,243.8,1130.559581,45222.38325,0.546562848
,SODA SPRINGS,2018-Q3,5.10E+05,7/1/2018,2133.242389,4.08E+05,586.5,2719.742389,108789.6956,0.189213968
,SOLANA BEACH,2018-Q3,1.44E+06,7/1/2018,6002.358487,1.15E+06,1650.25,7652.608487,306104.3395,0.206184095
,SOLEDAD,2018-Q3,3.85E+05,7/1/2018,1610.388862,3.08E+05,442.75,2053.138862,82125.55449,0.334939223
,SOLVANG,2018-Q3,807500,7/1/2018,3377.633783,6.46E+05,928.625,4306.258783,172250.3513,0.14887052
,SONOMA,2018-Q3,828250,7/1/2018,3464.427468,662600,952.4875,4416.914968,176676.5987,0.17225093
,SONORA,2018-Q3,2.35E+05,7/1/2018,982.9646302,1.88E+05,270.25,1253.21463,50128.58521,0.389124048
,SOQUEL,2018-Q3,1.05E+06,7/1/2018,4396.152453,840800,1208.65,5604.802453,224192.0981,0.109144786
,SOUTH EL MONTE,2018-Q3,476500,7/1/2018,1993.117644,381200,547.975,2541.092644,101643.7058,0.170427911
,SOUTH GATE,2018-Q3,4.35E+05,7/1/2018,1819.530273,3.48E+05,500.25,2319.780273,92791.21092,0.213218088
,SOUTH LAKE TAHOE,2018-Q3,4.30E+05,7/1/2018,1798.616132,3.44E+05,494.5,2293.116132,91724.64528,0.27207847
,SOUTH PASADENA,2018-Q3,1.08E+06,7/1/2018,4496.54033,8.60E+05,1236.25,5732.79033,229311.6132,0.147244967
,SPRECKELS,2018-Q3,6.50E+05,7/1/2018,2718.838339,5.20E+05,747.5,3466.338339,138653.5336,0.192720465
,SPRING VALLEY,2018-Q3,4.40E+05,7/1/2018,1840.444414,3.52E+05,506,2346.444414,93857.77656,0.135273658
,STANFORD,2018-Q3,2.23E+06,7/1/2018,9306.792776,1.78E+06,2558.75,11865.54278,474621.711,0.10993887
,STANTON,2018-Q3,4.29E+05,7/1/2018,1794.433304,343200,493.35,2287.783304,91511.33215,0.275486335
,STEVENSON RANCH,2018-Q3,7.84E+05,7/1/2018,3279.33732,627200,901.6,4180.93732,167237.4928,0.403457823
,STINSON BEACH,2018-Q3,3137500,7/1/2018,13123.62352,2.51E+06,3608.125,16731.74852,669269.9408,0
,STOCKTON,2018-Q3,299925,7/1/2018,1254.534752,239940,344.91375,1599.448502,63977.94008,0.39475868
,STRATFORD,2018-Q3,219750,7/1/2018,919.1765,175800,252.7125,1171.889,46875.56,0.358795838
,STRATHMORE,2018-Q3,267500,7/1/2018,1118.906547,2.14E+05,307.625,1426.531547,57061.26189,0.365336214
,STRAWBERRY,2018-Q3,197500,7/1/2018,826.1085722,1.58E+05,227.125,1053.233572,42129.34289,0.768458928
,SUISUN CITY,2018-Q3,4.12E+05,7/1/2018,1723.325224,329600,473.8,2197.125224,87885.00896,0.400432511
,SUMMERLAND,2018-Q3,1.61E+06,7/1/2018,6713.439283,1.28E+06,1845.75,8559.189283,342367.5713,0.152261064
,SUNNY SLOPES,2018-Q3,2.65E+05,7/1/2018,1108.449477,2.12E+05,304.75,1413.199477,56527.97907,0.685714251
,SUNNYVALE,2018-Q3,1556935.5,7/1/2018,6512.393736,1245548.4,1790.475825,8302.869561,332114.7825,0.163843266
,SUNOL,2018-Q3,1.00E+06,7/1/2018,4182.828214,8.00E+05,1150,5332.828214,213313.1286,0.35339404
,SUSANVILLE,2018-Q3,1.65E+05,7/1/2018,690.1666553,1.32E+05,189.75,879.9166553,35196.66621,0.642628399
,SUTTER CREEK,2018-Q3,288750,7/1/2018,1207.791647,2.31E+05,332.0625,1539.854147,61594.16587,3.666536275
,TAFT,2018-Q3,1.23E+05,7/1/2018,514.4878703,98400,141.45,655.9378703,26237.51481,0.746740543
,TAHOE VISTA,2018-Q3,702500,7/1/2018,2938.43682,5.62E+05,807.875,3746.31182,149852.4728,0.135449538
,TAHOMA,2018-Q3,6.10E+05,7/1/2018,2551.52521,4.88E+05,701.5,3253.02521,130121.0084,0.178773254
,TEHACHAPI,2018-Q3,2.65E+05,7/1/2018,1108.449477,2.12E+05,304.75,1413.199477,56527.97907,0.476790284
,TEHAMA,2018-Q3,1.69E+05,7/1/2018,706.8979681,135200,194.35,901.2479681,36049.91873,0.575048353
,TEMECULA,2018-Q3,4.68E+05,7/1/2018,1957.563604,374400,538.2,2495.763604,99830.54416,0.464203668
,TEMPLE CITY,2018-Q3,8.35E+05,7/1/2018,3492.661559,6.68E+05,960.25,4452.911559,178116.4623,0.130921389
,TEMPLETON,2018-Q3,621250,7/1/2018,2598.582028,4.97E+05,714.4375,3313.019528,132520.7811,0.247952607
,TERRA BELLA,2018-Q3,2.65E+05,7/1/2018,1108.449477,2.12E+05,304.75,1413.199477,56527.97907,0.306131965
,THERMAL,2018-Q3,132450,7/1/2018,554.0155969,105960,152.3175,706.3330969,28253.32388,0.545391027
,THORNTON,2018-Q3,233500,7/1/2018,976.6903879,186800,268.525,1245.215388,49808.61552,0.407890583
,THOUSAND OAKS,2018-Q3,7.30E+05,7/1/2018,3053.464596,5.84E+05,839.5,3892.964596,155718.5838,0.375709856
,THOUSAND PALMS,2018-Q3,2.30E+05,7/1/2018,962.0504892,1.84E+05,264.5,1226.550489,49062.01957,0.480410735
,THREE RIVERS,2018-Q3,329250,7/1/2018,1377.196189,263400,378.6375,1755.833689,70233.34758,0.444919665
,TIBURON,2018-Q3,2.27E+06,7/1/2018,9486.654389,1814400,2608.2,12094.85439,483794.1756,0.19392155
,TIMBER COVE,2018-Q3,515500,7/1/2018,2156.247944,412400,592.825,2749.072944,109962.9178,0.378530384
,TOPAZ,2018-Q3,1.60E+05,7/1/2018,669.2525142,1.28E+05,184,853.2525142,34130.10057,0.427153135
,TORRANCE,2018-Q3,748628,7/1/2018,3131.38232,598902.4,860.9222,3992.30452,159692.1808,0.244479399
,TRACY,2018-Q3,4.93E+05,7/1/2018,2062.134309,394400,566.95,2629.084309,105163.3724,0.383108936
,TRES PINOS,2018-Q3,5.36E+05,7/1/2018,2241.995923,428800,616.4,2858.395923,114335.8369,0.417352827
,TRINIDAD,2018-Q3,302500,7/1/2018,1265.305535,2.42E+05,347.875,1613.180535,64527.22139,0.424751596
,TRINITY CENTER,2018-Q3,184500,7/1/2018,771.7318054,147600,212.175,983.9068054,39356.27222,0.534025689
,TRUCKEE,2018-Q3,6.82E+05,7/1/2018,2852.688842,545600,784.3,3636.988842,145479.5537,0.220389482
,TULARE,2018-Q3,2.27E+05,7/1/2018,949.5020045,181600,261.05,1210.552005,48422.08018,0.52124393
,TURLOCK,2018-Q3,3.25E+05,7/1/2018,1359.419169,2.60E+05,373.75,1733.169169,69326.76678,0.443261469
,TUSTIN,2018-Q3,689140,7/1/2018,2882.554235,551312,792.511,3675.065235,147002.6094,0.234671692
,TWENTYNINE PALMS,2018-Q3,1.19E+05,7/1/2018,497.7565574,95200,136.85,634.6065574,25384.2623,0.759358665
,TWIN LAKES,2018-Q3,382500,7/1/2018,1599.931792,3.06E+05,439.875,2039.806792,81592.27167,0.352524491
,UKIAH,2018-Q3,400040,7/1/2018,1673.298599,320032,460.046,2133.344599,85333.78395,0.249727714
,UNION CITY,2018-Q3,9.15E+05,7/1/2018,3827.287816,7.32E+05,1052.25,4879.537816,195181.5126,0.193508691
,UPLAND,2018-Q3,5.60E+05,7/1/2018,2342.3838,4.48E+05,644,2986.3838,119455.352,0.259096634
,UPPER LAKE,2018-Q3,3.56E+05,7/1/2018,1489.086844,284800,409.4,1898.486844,75939.47376,0.220151637
,VACAVILLE,2018-Q3,442250,7/1/2018,1849.855778,353800,508.5875,2358.443278,94337.7311,0.429051828
,VALINDA,2018-Q3,4.07E+05,7/1/2018,1702.411083,325600,468.05,2170.461083,86818.44332,0.435122104
,VALLECITO,2018-Q3,1.80E+05,7/1/2018,752.9090785,1.44E+05,207,959.9090785,38396.36314,0.614557614
,VALLEJO,2018-Q3,4.19E+05,7/1/2018,1752.605022,335200,481.85,2234.455022,89378.20086,0.341491081
,VALLEY CENTER,2018-Q3,633250,7/1/2018,2648.775966,506600,728.2375,3377.013466,135080.5387,0.298602765
,VALLEY SPRINGS,2018-Q3,3.24E+05,7/1/2018,1355.236341,259200,372.6,1727.836341,69113.45365,0.489150851
,VERDI,2018-Q3,1.68E+05,7/1/2018,702.7151399,134400,193.2,895.9151399,35836.6056,0.672248535
,VICTORVILLE,2018-Q3,2.53E+05,7/1/2018,1058.255538,202400,290.95,1349.205538,53968.22152,0.466894904
,VILLA PARK,2018-Q3,1.31E+06,7/1/2018,5479.50496,1.05E+06,1506.5,6986.00496,279440.1984,0.223749204
,VISALIA,2018-Q3,2.60E+05,7/1/2018,1087.535336,2.08E+05,299,1386.535336,55461.41342,0.518023836
,VISTA,2018-Q3,5.40E+05,7/1/2018,2258.727235,4.32E+05,621,2879.727235,115189.0894,0.202073509
,VOLCANO,2018-Q3,2.96E+05,7/1/2018,1238.117151,236800,340.4,1578.517151,63140.68605,0.531351512
,WALLACE,2018-Q3,397477.5,7/1/2018,1662.580101,317982,457.099125,2119.679226,84787.16905,0.459544395
,WALNUT,2018-Q3,7.06E+05,7/1/2018,2953.076719,564800,811.9,3764.976719,150599.0688,0.322290222
,WALNUT CREEK,2018-Q3,7.59E+05,7/1/2018,3174.766614,607200,872.85,4047.616614,161904.6646,0.305037844
,WALNUT GROVE,2018-Q3,4.50E+05,7/1/2018,1882.272696,3.60E+05,517.5,2399.772696,95990.90785,0.328388121
,WASCO,2018-Q3,226500,7/1/2018,947.4105904,181200,260.475,1207.88559,48315.42362,0.431000035
,WASHINGTON,2018-Q3,2.99E+05,7/1/2018,1250.665636,239200,343.85,1594.515636,63780.62544,0.396459138
,WATERFORD,2018-Q3,274750,7/1/2018,1149.232052,219800,315.9625,1465.194552,58607.78207,0.492379288
,WATSONVILLE,2018-Q3,5.95E+05,7/1/2018,2488.782787,4.76E+05,684.25,3173.032787,126921.3115,0.09827273
,WAWONA,2018-Q3,6.20E+05,7/1/2018,2593.353493,4.96E+05,713,3306.353493,132254.1397,0.063448034
,WEAVERVILLE,2018-Q3,3.80E+05,7/1/2018,1589.474721,3.04E+05,437,2026.474721,81058.98885,0.235617606
,WEED,2018-Q3,87500,7/1/2018,365.9974687,7.00E+04,100.625,466.6224687,18664.89875,0.751210959
,WEST COVINA,2018-Q3,5.75E+05,7/1/2018,2405.126223,4.60E+05,661.25,3066.376223,122655.0489,0.260213576
,WEST HOLLYWOOD,2018-Q3,6.30E+05,7/1/2018,2635.181775,5.04E+05,724.5,3359.681775,134387.271,0.245630895
,WEST POINT,2018-Q3,246850,7/1/2018,1032.531145,197480,283.8775,1316.408645,52656.34578,0.369649499
,WEST SACRAMENTO,2018-Q3,3.90E+05,7/1/2018,1631.303003,3.12E+05,448.5,2079.803003,83192.12013,0.385757878
,WESTLAKE VILLAGE,2018-Q3,949500,7/1/2018,3971.595389,759600,1091.925,5063.520389,202540.8156,0.305726731
,WESTMINSTER,2018-Q3,677750,7/1/2018,2834.911822,542200,779.4125,3614.324322,144572.9729,0.155498493
,WESTWOOD,2018-Q3,57500,7/1/2018,240.5126223,4.60E+04,66.125,306.6376223,12265.50489,0.819446039
,WHEATLAND,2018-Q3,3.13E+05,7/1/2018,1309.225231,250400,359.95,1669.175231,66767.00924,0.531944374
,WHITEWATER,2018-Q3,228500,7/1/2018,955.7762468,182800,262.775,1218.551247,48742.04987,0.406446495
,WHITTIER,2018-Q3,5.43E+05,7/1/2018,2271.27572,434400,624.45,2895.72572,115829.0288,0.310860174
,WILDOMAR,2018-Q3,419900,7/1/2018,1756.369567,335920,482.885,2239.254567,89570.18268,0.39935151
,WILLITS,2018-Q3,3.00E+05,7/1/2018,1254.848464,2.40E+05,345,1599.848464,63993.93857,0.242745513
,WILLOW CREEK,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.250007887
,WILLOWS,2018-Q3,1.90E+05,7/1/2018,794.7373606,1.52E+05,218.5,1013.237361,40529.49442,0.565644139
,WILSONIA,2018-Q3,3.00E+05,7/1/2018,1254.848464,2.40E+05,345,1599.848464,63993.93857,0
,WILTON,2018-Q3,6.35E+05,7/1/2018,2656.095916,5.08E+05,730.25,3386.345916,135453.8366,0.341454384
,WINCHESTER,2018-Q3,4.25E+05,7/1/2018,1777.701991,3.40E+05,488.75,2266.451991,90658.07963,0.393039043
,WINDSOR,2018-Q3,6.57E+05,7/1/2018,2748.118136,525600,755.55,3503.668136,140146.7255,0.301589844
,WINTERS,2018-Q3,4.39E+05,7/1/2018,1836.261586,351200,504.85,2341.111586,93644.46343,0.418560022
,WINTON,2018-Q3,202500,7/1/2018,847.0227133,1.62E+05,232.875,1079.897713,43195.90853,0.547018005
,WOODACRE,2018-Q3,8.99E+05,7/1/2018,3760.362564,719200,1033.85,4794.212564,191768.5026,0.229082535
,WOODCREST,2018-Q3,574500,7/1/2018,2403.034809,459600,660.675,3063.709809,122548.3924,0.415530694
