"","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"209","MOUNTAIN HOUSE","2017-Q4",630000,2017-10-01,2613.93455957417,504000,724.5,3338.43455957417,133537.382382967,0.3711966482009
"210","MOUNTAIN VIEW","2017-Q4",1690000,2017-10-01,7011.98318361961,1352000,1943.5,8955.48318361961,358219.327344784,0.169465527374932
"211","MURRIETA","2017-Q4",427903,2017-10-01,1775.41339658011,342322.4,492.08845,2267.50184658011,90700.0738632043,0.448241960152559
"212","NAPA","2017-Q4",7e+05,2017-10-01,2904.37173286019,560000,805,3709.37173286019,148374.869314408,0.221260907211691
"213","NATIONAL CITY","2017-Q4",410000,2017-10-01,1701.13201496097,328000,471.5,2172.63201496097,86905.2805984388,0.226378383998796
"214","NEVADA CITY","2017-Q4",511000,2017-10-01,2120.19136498794,408800,587.65,2707.84136498794,108313.654599518,0.198767977742543
"215","NEWARK","2017-Q4",972500,2017-10-01,4035.00215743791,778000,1118.375,5153.37715743791,206135.086297516,0.140502079466621
"216","NEWMAN","2017-Q4",285000,2017-10-01,1182.49420552165,228000,327.75,1510.24420552165,60409.768220866,0.473402890188359
"217","NEWPORT BEACH","2017-Q4",2160000,2017-10-01,8962.06134711145,1728000,2484,11446.0613471115,457842.453884458,0.147442360696731
"218","NIPOMO","2017-Q4",575000,2017-10-01,2385.73392342087,460000,661.25,3046.98392342087,121879.356936835,0.276972956658197
"219","NORCO","2017-Q4",601500,2017-10-01,2495.68513902201,481200,691.725,3187.41013902201,127496.40556088,0.354012417191953
"220","NORTH HIGHLANDS","2017-Q4",255000,2017-10-01,1058.02113125621,204000,293.25,1351.27113125621,54050.8452502485,0.397434177859501
"221","NORTH TUSTIN","2017-Q4",1124500,2017-10-01,4665.66573371612,899600,1293.175,5958.84073371612,238353.629348645,0.253318235269111
"222","NORWALK","2017-Q4",480000,2017-10-01,1991.56918824699,384000,552,2543.56918824699,101742.76752988,0.270194690428371
"223","NOVATO","2017-Q4",870000,2017-10-01,3609.71915369767,696000,1000.5,4610.21915369767,184408.766147907,0.20964731235655
"224","OAK HILLS","2017-Q4",385500,2017-10-01,1599.47900431086,308400,443.325,2042.80400431086,81712.1601724345,0.450435527900294
"225","OAKDALE","2017-Q4",392931.5,2017-10-01,1630.31305935765,314345.2,451.871225,2082.18428435765,83287.371374306,0.376280115306302
"226","OAKHURST","2017-Q4",294000,2017-10-01,1219.83612780128,235200,338.1,1557.93612780128,62317.4451120512,0.384533709339383
"227","OAKLAND","2017-Q4",790000,2017-10-01,3277.7909556565,632000,908.5,4186.2909556565,167451.63822626,0.176139345775962
"228","OAKLEY","2017-Q4",490500,2017-10-01,2035.13476423989,392400,564.075,2599.20976423989,103968.390569596,0.435947400456164
"229","OCEANSIDE","2017-Q4",525000,2017-10-01,2178.27879964514,420000,603.75,2782.02879964514,111281.151985806,0.259598414636408
"230","OJAI","2017-Q4",765000,2017-10-01,3174.06339376864,612000,879.75,4053.81339376864,162152.535750746,0.203621403061521
"231","OLIVEHURST","2017-Q4",218000,2017-10-01,904.504339662174,174400,250.7,1155.20433966217,46208.173586487,0.544006224329982
"232","ONTARIO","2017-Q4",420000,2017-10-01,1742.62303971612,336000,483,2225.62303971612,89024.9215886446,0.297171937500732
"233","ORANGE","2017-Q4",690000,2017-10-01,2862.88070810505,552000,793.5,3656.38070810505,146255.228324202,0.239021703356623
"234","ORANGEVALE","2017-Q4",385000,2017-10-01,1597.40445307311,308000,442.75,2040.15445307311,81606.1781229242,0.508958794019624
"235","ORINDA","2017-Q4",1565000,2017-10-01,6493.34537418029,1252000,1799.75,8293.09537418029,331723.814967211,0.358894087006506
"236","OROVILLE","2017-Q4",2e+05,2017-10-01,829.820495102912,160000,230,1059.82049510291,42392.8198041165,0.465054389748178
"237","OXNARD","2017-Q4",5e+05,2017-10-01,2074.55123775728,4e+05,575,2649.55123775728,105982.049510291,0.289780073482242
"238","PACIFIC GROVE","2017-Q4",878000,2017-10-01,3642.91197350178,702400,1009.7,4652.61197350178,186104.478940071,0.172203504363758
"239","PACIFICA","2017-Q4",1105000,2017-10-01,4584.75823544359,884000,1270.75,5855.50823544359,234220.329417744,0.157883575782686
"240","PALM DESERT","2017-Q4",350000,2017-10-01,1452.1858664301,280000,402.5,1854.6858664301,74187.4346572038,0.438498464486326
"241","PALM SPRINGS","2017-Q4",385000,2017-10-01,1597.40445307311,308000,442.75,2040.15445307311,81606.1781229242,0.33404692820718
"242","PALMDALE","2017-Q4",310000,2017-10-01,1286.22176740951,248000,356.5,1642.72176740951,65708.8706963805,0.450100275797403
"243","PALO ALTO","2017-Q4",3180000,2017-10-01,13194.1458721363,2544000,3657,16851.1458721363,674045.834885452,0
"244","PALOS VERDES ESTATES","2017-Q4",1906500,2017-10-01,7910.26386956851,1525200,2192.475,10102.7388695685,404109.55478274,0.298241803640953
"245","PARADISE","2017-Q4",254001,2017-10-01,1053.87617788317,203200.8,292.10115,1345.97732788317,53839.093115327,0.494787576503
"246","PASADENA","2017-Q4",887000,2017-10-01,3680.25389578141,709600,1020.05,4700.30389578141,188012.155831257,0.184197780114657
"247","PATTERSON","2017-Q4",370000,2017-10-01,1535.16791594039,296000,425.5,1960.66791594039,78426.7166376155,0.368750222667976
"248","PENN VALLEY","2017-Q4",365000,2017-10-01,1514.42240356281,292000,419.75,1934.17240356281,77366.8961425126,0.370948625173395
"249","PERRIS","2017-Q4",314950,2017-10-01,1306.75982466331,251960,362.1925,1668.95232466331,66758.0929865324,0.399712237628443
"250","PETALUMA","2017-Q4",725000,2017-10-01,3008.09929474806,580000,833.75,3841.84929474806,153673.971789922,0.23974562943746
"251","PHELAN","2017-Q4",270000,2017-10-01,1120.25766838893,216000,310.5,1430.75766838893,57230.3067355573,0.5408903889261
"252","PICO RIVERA","2017-Q4",475000,2017-10-01,1970.82367586942,380000,546.25,2517.07367586942,100682.947034777,0.251753110115861
"253","PINOLE","2017-Q4",615000,2017-10-01,2551.69802244145,492000,707.25,3258.94802244145,130357.920897658,0.28829220084037
"254","PISMO BEACH","2017-Q4",930000,2017-10-01,3858.66530222854,744000,1069.5,4928.16530222854,197126.612089142,0.13249237379188
"255","PITTSBURG","2017-Q4",465000,2017-10-01,1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.333458723759562
"256","PLACENTIA","2017-Q4",682500,2017-10-01,2831.76243953869,546000,784.875,3616.63743953869,144665.497581548,0.260258037565663
"257","PLACERVILLE","2017-Q4",420375,2017-10-01,1744.17895314443,336300,483.43125,2227.61020314443,89104.4081257773,0.316932778111835
"258","PLEASANT HILL","2017-Q4",750000,2017-10-01,3111.82685663592,6e+05,862.5,3974.32685663592,158973.074265437,0.265614526209578
"259","PLEASANTON","2017-Q4",1200000,2017-10-01,4978.92297061747,960000,1380,6358.92297061747,254356.918824699,0.241459722256436
"260","PLUMAS LAKE","2017-Q4",345000,2017-10-01,1431.44035405252,276000,396.75,1828.19035405252,73127.6141621009,0.623386675543448
"261","POLLOCK PINES","2017-Q4",315000,2017-10-01,1306.96727978709,252000,362.25,1669.21727978709,66768.6911914834,0.49096760749905
"262","POMONA","2017-Q4",420000,2017-10-01,1742.62303971612,336000,483,2225.62303971612,89024.9215886446,0.296656879641279
"263","PORTERVILLE","2017-Q4",205000,2017-10-01,850.566007480485,164000,235.75,1086.31600748048,43452.6402992194,0.486425849664181
"264","POWAY","2017-Q4",725000,2017-10-01,3008.09929474806,580000,833.75,3841.84929474806,153673.971789922,0.321574264734138
"265","RAMONA","2017-Q4",539500,2017-10-01,2238.44078554011,431600,620.425,2858.86578554011,114354.631421604,0.284784063794631
"266","RANCHO CORDOVA","2017-Q4",356250,2017-10-01,1478.11775690206,285000,409.6875,1887.80525690206,75512.2102760825,0.414953941092957
"267","RANCHO CUCAMONGA","2017-Q4",515000,2017-10-01,2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.378267345285895
"268","RANCHO MIRAGE","2017-Q4",520000,2017-10-01,2157.53328726757,416000,598,2755.53328726757,110221.331490703,0.371142608494021
"269","RANCHO PALOS VERDES","2017-Q4",1322500,2017-10-01,5487.188023868,1058000,1520.875,7008.063023868,280322.52095472,0.204769262078888
"270","RANCHO SANTA FE","2017-Q4",2273750,2017-10-01,9434.02175370123,1819000,2614.8125,12048.8342537012,481953.370148049,0.156298000763175
"271","RANCHO SANTA MARGARITA","2017-Q4",655000,2017-10-01,2717.66212146204,524000,753.25,3470.91212146204,138836.484858481,0.408681042819132
"272","REDDING","2017-Q4",284500,2017-10-01,1180.41965428389,227600,327.175,1507.59465428389,60303.7861713557,0.42713161835942
"273","REDLANDS","2017-Q4",415000,2017-10-01,1721.87752733854,332000,477.25,2199.12752733854,87965.1010935417,0.430275697797999
"274","REDONDO BEACH","2017-Q4",1185000,2017-10-01,4916.68643348475,948000,1362.75,6279.43643348475,251177.45733939,0.150688253321419
"275","REDWOOD CITY","2017-Q4",1555000,2017-10-01,6451.85434942514,1244000,1788.25,8240.10434942514,329604.173977006,0.136849744168914
"276","REEDLEY","2017-Q4",252499.5,2017-10-01,1047.64630051619,201999.6,290.374425,1338.02072551619,53520.8290206476,0.467817652649504
"277","RIALTO","2017-Q4",345000,2017-10-01,1431.44035405252,276000,396.75,1828.19035405252,73127.6141621009,0.387659055198618
"278","RICHMOND","2017-Q4",539500,2017-10-01,2238.44078554011,431600,620.425,2858.86578554011,114354.631421604,0.222474097934353
"279","RIO LINDA","2017-Q4",295000,2017-10-01,1223.9852302768,236000,339.25,1563.2352302768,62529.4092110718,0.479751569634928
"280","RIO VISTA","2017-Q4",365000,2017-10-01,1514.42240356281,292000,419.75,1934.17240356281,77366.8961425126,0.395472094594247
"281","RIPON","2017-Q4",515000,2017-10-01,2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.419849296588573
"282","RIVERBANK","2017-Q4",325000,2017-10-01,1348.45830454223,260000,373.75,1722.20830454223,68888.3321816893,0.524340056512953
"283","RIVERSIDE","2017-Q4",405000,2017-10-01,1680.3865025834,324000,465.75,2146.1365025834,85845.4601033359,0.366807044817302
"284","ROCKLIN","2017-Q4",515000,2017-10-01,2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.419291719587373
"285","ROHNERT PARK","2017-Q4",525000,2017-10-01,2178.27879964514,420000,603.75,2782.02879964514,111281.151985806,0.235562810472041
"286","ROSAMOND","2017-Q4",252000,2017-10-01,1045.57382382967,201600,289.8,1335.37382382967,53414.9529531868,0.578222202320185
"287","ROSEVILLE","2017-Q4",465000,2017-10-01,1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.445469044054728
"288","ROWLAND HEIGHTS","2017-Q4",628000,2017-10-01,2605.63635462314,502400,722.2,3327.83635462314,133113.454184926,0.218535268470061
"289","RUNNING SPRINGS","2017-Q4",204900,2017-10-01,850.151097232933,163920,235.635,1085.78609723293,43431.4438893173,0.692724503665118
"290","SACRAMENTO","2017-Q4",326000,2017-10-01,1352.60740701775,260800,374.9,1727.50740701775,69100.2962807099,0.434252574843006
"291","SALIDA","2017-Q4",340000,2017-10-01,1410.69484167495,272000,391,1801.69484167495,72067.793666998,0.552569259868504
"292","SALINAS","2017-Q4",5e+05,2017-10-01,2074.55123775728,4e+05,575,2649.55123775728,105982.049510291,0.209333631507224
"293","SAN ANSELMO","2017-Q4",1355000,2017-10-01,5622.03385432223,1084000,1558.25,7180.28385432223,287211.354172889,0.193838553665574
"294","SAN BERNARDINO","2017-Q4",280000,2017-10-01,1161.74869314408,224000,322,1483.74869314408,59349.9477257631,0.342940358449751
"295","SAN BRUNO","2017-Q4",1091944,2017-10-01,4530.58755352327,873555.2,1255.7356,5786.32315352327,231452.926140931,0.112696432409502
"296","SAN CARLOS","2017-Q4",2008888,2017-10-01,8335.08217383149,1607110.4,2310.2212,10645.3033738315,425812.13495326,0.197129599869614
"297","SAN CLEMENTE","2017-Q4",995000,2017-10-01,4128.35696313699,796000,1144.25,5272.60696313699,210904.27852548,0.245684011650167
"298","SAN DIEGO","2017-Q4",620000,2017-10-01,2572.44353481903,496000,713,3285.44353481903,131417.741392761,0.261423108738307
"299","SAN DIMAS","2017-Q4",599500,2017-10-01,2487.38693407098,479600,689.425,3176.81193407098,127072.477362839,0.313375614483212
"300","SAN FRANCISCO","2017-Q4",1385000,2017-10-01,5746.50692858766,1108000,1592.75,7339.25692858766,293570.277143507,0.162552912565477
"301","SAN GABRIEL","2017-Q4",730000,2017-10-01,3028.84480712563,584000,839.5,3868.34480712563,154733.792285025,0.133674050815816
"302","SAN JACINTO","2017-Q4",285290,2017-10-01,1183.69744523955,228232,328.0835,1511.78094523955,60471.237809582,0.414376055123962
"303","SAN JOSE","2017-Q4",1125000,2017-10-01,4667.74028495388,9e+05,1293.75,5961.49028495388,238459.611398155,0.157707507358693
"304","SAN JUAN CAPISTRANO","2017-Q4",864000,2017-10-01,3584.82453884458,691200,993.6,4578.42453884458,183136.981553783,0.223377551499756
"305","SAN LEANDRO","2017-Q4",670500,2017-10-01,2781.97320983251,536400,771.075,3553.04820983251,142121.9283933,0.204753870589247
"306","SAN LORENZO","2017-Q4",682290,2017-10-01,2830.89112801883,545832,784.6335,3615.52462801883,144620.985120753,0.228185058600974
"307","SAN LUIS OBISPO","2017-Q4",741930,2017-10-01,3078.34359965852,593544,853.2195,3931.56309965852,157262.523986341,0.145400898105534
"308","SAN MARCOS","2017-Q4",639000,2017-10-01,2651.2764818538,511200,734.85,3386.1264818538,135445.059274152,0.218664643867862
"309","SAN MATEO","2017-Q4",372000,2017-10-01,1543.46612089142,297600,427.8,1971.26612089142,78850.6448356566,0.649339224556916
"310","SAN PABLO","2017-Q4",1100000,2017-10-01,4564.01272306602,880000,1265,5829.01272306602,233160.508922641,0.0158174237180535
"311","SAN RAFAEL","2017-Q4",1100000,2017-10-01,4564.01272306602,880000,1265,5829.01272306602,233160.508922641,0.169291790286747
"312","SAN RAMON","2017-Q4",1075000,2017-10-01,4460.28516117815,860000,1236.25,5696.53516117815,227861.406447126,0.294459467243939
"313","SANGER","2017-Q4",238000,2017-10-01,987.486389172465,190400,273.7,1261.18638917247,50447.4555668986,0.492843219717299
"314","SANTA ANA","2017-Q4",507500,2017-10-01,2105.66950632364,406000,583.625,2689.29450632364,107571.780252946,0.202211248737571
"315","SANTA BARBARA","2017-Q4",1180000,2017-10-01,4895.94092110718,944000,1357,6252.94092110718,250117.636844287,0.0929716837580055
"316","SANTA CLARA","2017-Q4",1385000,2017-10-01,5746.50692858766,1108000,1592.75,7339.25692858766,293570.277143507,0.13629534425632
"317","SANTA CLARITA","2017-Q4",499000,2017-10-01,2070.40213528177,399200,573.85,2644.25213528177,105770.085411271,0.463177850168064
"318","SANTA CRUZ","2017-Q4",517500,2017-10-01,2147.16053107878,414000,595.125,2742.28553107878,109691.421243151,0.283310158527199
"319","SANTA MARIA","2017-Q4",395000,2017-10-01,1638.89547782825,316000,454.25,2093.14547782825,83725.8191131301,0.340662649051355
"320","SANTA PAULA","2017-Q4",431250,2017-10-01,1789.30044256565,345000,495.9375,2285.23794256565,91409.5177026262,0.309060588011804
"321","SANTA ROSA","2017-Q4",610000,2017-10-01,2530.95251006388,488000,701.5,3232.45251006388,129298.100402555,0.212413569841635
"322","SANTEE","2017-Q4",5e+05,2017-10-01,2074.55123775728,4e+05,575,2649.55123775728,105982.049510291,0.383232983511675
"323","SARATOGA","2017-Q4",2750000,2017-10-01,11410.031807665,2200000,3162.5,14572.531807665,582901.272306602,0
"324","SCOTTS VALLEY","2017-Q4",965000,2017-10-01,4003.88388887155,772000,1109.75,5113.63388887155,204545.355554862,0.210382592454137
"325","SEAL BEACH","2017-Q4",990000,2017-10-01,4107.61145075941,792000,1138.5,5246.11145075941,209844.458030377,0.124299586078543
"326","SEASIDE","2017-Q4",544000,2017-10-01,2257.11174667992,435200,625.6,2882.71174667992,115308.469867197,0.199437993480338
"327","SEBASTOPOL","2017-Q4",860000,2017-10-01,3568.22812894252,688000,989,4557.22812894252,182289.125157701,0.153875374605919
"328","SELMA","2017-Q4",240000,2017-10-01,995.784594123494,192000,276,1271.78459412349,50871.3837649398,0.48094909546582
"329","SHASTA LAKE","2017-Q4",199450,2017-10-01,827.538488741379,159560,229.3675,1056.90598874138,42276.2395496552,0.549188810078739
"330","SHINGLE SPRINGS","2017-Q4",569888,2017-10-01,2364.52371156604,455910.4,655.3712,3019.89491156604,120795.796462642,0.371007569191561
"331","SIMI VALLEY","2017-Q4",585000,2017-10-01,2427.22494817602,468000,672.75,3099.97494817602,123998.997927041,0.389553610061315
"332","SOLVANG","2017-Q4",790000,2017-10-01,3277.7909556565,632000,908.5,4186.2909556565,167451.63822626,0.153743081813018
"333","SONOMA","2017-Q4",827000,2017-10-01,3431.30774725054,661600,951.05,4382.35774725054,175294.309890022,0.17285517874828
"334","SOUTH LAKE TAHOE","2017-Q4",493000,2017-10-01,2045.50752042868,394400,566.95,2612.45752042868,104498.300817147,0.21982811992241
"335","SPRING VALLEY","2017-Q4",439000,2017-10-01,1821.45598675089,351200,504.85,2326.30598675089,93052.2394700357,0.13662706125848
"336","STEVENSON RANCH","2017-Q4",761000,2017-10-01,3157.46698386658,608800,875.15,4032.61698386658,161304.679354663,0.416275369524613
"337","STOCKTON","2017-Q4",290000,2017-10-01,1203.23971789922,232000,333.5,1536.73971789922,61469.5887159689,0.409402938006901
"338","SUISUN CITY","2017-Q4",402000,2017-10-01,1667.93919515685,321600,462.3,2130.23919515685,85209.5678062741,0.414620069501957
"339","SUNNYVALE","2017-Q4",1715000,2017-10-01,7115.71074550747,1372000,1972.25,9087.96074550747,363518.429820299,0.147391355647519
"340","SUSANVILLE","2017-Q4",202500,2017-10-01,840.193251291698,162000,232.875,1073.0682512917,42922.7300516679,0.579956035251601
"341","TEMECULA","2017-Q4",465000,2017-10-01,1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.468412943133389
"342","TEMPLE CITY","2017-Q4",849000,2017-10-01,3522.58800171186,679200,976.35,4498.93800171186,179957.520068474,0.126179505107865
"343","TEMPLETON","2017-Q4",695000,2017-10-01,2883.62622048262,556000,799.25,3682.87622048262,147315.048819305,0.196394734719272
"344","THOUSAND OAKS","2017-Q4",734900,2017-10-01,3049.17540925565,587920,845.135,3894.31040925565,155772.416370226,0.371932429131358
"345","TORRANCE","2017-Q4",762500,2017-10-01,3163.69063757985,610000,876.875,4040.56563757985,161622.625503194,0.237043409254352
"346","TRACY","2017-Q4",482750,2017-10-01,2002.97922005465,386200,555.1625,2558.14172005465,102325.668802186,0.394930359955755
"347","TRUCKEE","2017-Q4",716000,2017-10-01,2970.75737246842,572800,823.4,3794.15737246842,151766.294898737,0.200219518317696
"348","TULARE","2017-Q4",209950,2017-10-01,871.104064734282,167960,241.4425,1112.54656473428,44501.8625893713,0.557583055402558
"349","TURLOCK","2017-Q4",321000,2017-10-01,1331.86189464017,256800,369.15,1701.01189464017,68040.475785607,0.449417162432652
"350","TUSTIN","2017-Q4",710000,2017-10-01,2945.86275761534,568000,816.5,3762.36275761534,150494.510304613,0.222985089773562
"351","TWENTYNINE PALMS","2017-Q4",129947.5,2017-10-01,539.165493936928,103958,149.439625,688.605118936928,27544.2047574771,0.728155437332357
"352","UKIAH","2017-Q4",418900,2017-10-01,1738.05902699305,335120,481.735,2219.79402699305,88791.761079722,0.234091417816655
"353","UNION CITY","2017-Q4",980000,2017-10-01,4066.12042600427,784000,1127,5193.12042600427,207724.817040171,0.165122480056978
"354","UPLAND","2017-Q4",570000,2017-10-01,2364.9884110433,456000,655.5,3020.4884110433,120819.536441732,0.25164438371607
"355","VACAVILLE","2017-Q4",450000,2017-10-01,1867.09611398155,360000,517.5,2384.59611398155,95383.8445592621,0.420133680882799
"356","VALLEJO","2017-Q4",411000,2017-10-01,1705.28111743648,328800,472.65,2177.93111743648,87117.2446974594,0.351821321953745
"357","VALLEY CENTER","2017-Q4",662500,2017-10-01,2748.7803900284,530000,761.875,3510.6553900284,140426.215601136,0.277222277010338
"358","VALLEY SPRINGS","2017-Q4",340000,2017-10-01,1410.69484167495,272000,391,1801.69484167495,72067.793666998,0.460540083303047
"359","VICTORVILLE","2017-Q4",250000,2017-10-01,1037.27561887864,2e+05,287.5,1324.77561887864,52991.0247551456,0.473119068236309
"360","VISALIA","2017-Q4",254795,2017-10-01,1057.17056524873,203836,293.01425,1350.18481524873,54007.3926099493,0.526684970762193
"361","VISTA","2017-Q4",535000,2017-10-01,2219.76982440029,428000,615.25,2835.01982440029,113400.792976012,0.206406141212418
"362","WALNUT","2017-Q4",811888,2017-10-01,3368.60651064056,649510.4,933.6712,4302.27771064056,172091.108425623,0.257533783047332
"363","WALNUT CREEK","2017-Q4",787000,2017-10-01,3265.34364822996,629600,905.05,4170.39364822996,166815.745929198,0.292018318534984
"364","WATSONVILLE","2017-Q4",570000,2017-10-01,2364.9884110433,456000,655.5,3020.4884110433,120819.536441732,0.11355159808722
"365","WEST COVINA","2017-Q4",560000,2017-10-01,2323.49738628815,448000,644,2967.49738628815,118699.895451526,0.275746907786525
"366","WEST SACRAMENTO","2017-Q4",388565,2017-10-01,1612.19600339832,310852,446.84975,2059.04575339831,82361.8301359326,0.386828302297798
"367","WESTLAKE VILLAGE","2017-Q4",993900,2017-10-01,4123.79295041392,795120,1142.985,5266.77795041392,210671.118016557,0.28727989678851
"368","WESTMINSTER","2017-Q4",675000,2017-10-01,2800.64417097233,540000,776.25,3576.89417097233,143075.766838893,0.157939151951447
"369","WHITTIER","2017-Q4",529070,2017-10-01,2195.16564672049,423256,608.4305,2803.59614672049,112143.84586882,0.324693447020618
"370","WILDOMAR","2017-Q4",402750,2017-10-01,1671.05102201349,322200,463.1625,2134.21352201349,85368.5408805396,0.424399265350702
"371","WINCHESTER","2017-Q4",423000,2017-10-01,1755.07034714266,338400,486.45,2241.52034714266,89660.8138857063,0.396170513029013
"372","WINDSOR","2017-Q4",689500,2017-10-01,2860.80615686729,551600,792.925,3653.73115686729,146149.246274692,0.273731708500587
"373","WOODLAND","2017-Q4",419000,2017-10-01,1738.4739372406,335200,481.85,2220.3239372406,88812.957489624,0.355137076470984
"374","WRIGHTWOOD","2017-Q4",332500,2017-10-01,1379.57657310859,266000,382.375,1761.95157310859,70478.0629243436,0.437179029199089
"375","YORBA LINDA","2017-Q4",835000,2017-10-01,3464.50056705466,668000,960.25,4424.75056705466,176990.022682186,0.336784649823696
"376","YUBA CITY","2017-Q4",3e+05,2017-10-01,1244.73074265437,240000,345,1589.73074265437,63589.2297061747,0.434133158954187
"377","YUCAIPA","2017-Q4",377000,2017-10-01,1564.21163326899,301600,433.55,1997.76163326899,79910.4653307596,0.383679756119741
"378","YUCCA VALLEY","2017-Q4",210000,2017-10-01,871.311519858058,168000,241.5,1112.81151985806,44512.4607943223,0.476294595080905
"379","ACTON","2017-Q3",610000,2017-07-01,2530.95251006388,488000,701.5,3232.45251006388,129298.100402555,0.362387848006023
"380","ADELANTO","2017-Q3",215000,2017-07-01,892.05703223563,172000,247.25,1139.30703223563,45572.2812894252,0.391071622260515
"381","AGOURA HILLS","2017-Q3",782500,2017-07-01,3246.67268709014,626000,899.875,4146.54768709014,165861.907483606,0.391128991344393
"382","ALAMEDA","2017-Q3",854995,2017-07-01,3547.46187105257,683996,983.24425,4530.70612105257,181228.244842103,0.239504630003311
"383","ALAMO","2017-Q3",1695000,2017-07-01,7032.72869599718,1356000,1949.25,8981.97869599718,359279.147839887,0.323813657996764
"384","ALHAMBRA","2017-Q3",638000,2017-07-01,2647.12737937829,510400,733.7,3380.82737937829,135233.095175132,0.165973897572814
"385","ALISO VIEJO","2017-Q3",594900,2017-07-01,2468.30106268361,475920,684.135,3152.43606268361,126097.442507344,0.436945612636949
"386","ALPINE","2017-Q3",604500,2017-07-01,2508.13244644855,483600,695.175,3203.30744644855,128132.297857942,0.294833173421265
"387","ALTADENA","2017-Q3",860000,2017-07-01,3568.22812894252,688000,989,4557.22812894252,182289.125157701,0.246833525237514
"388","AMERICAN CANYON","2017-Q3",515000,2017-07-01,2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.393298429469819
"389","ANAHEIM","2017-Q3",547000,2017-07-01,2269.55905410646,437600,629.05,2898.60905410646,115944.362164259,0.264858493146127
"390","ANDERSON","2017-Q3",227950,2017-07-01,945.787909293544,182360,262.1425,1207.93040929354,48317.2163717418,0.364557784250459
"391","ANTELOPE","2017-Q3",330000,2017-07-01,1369.2038169198,264000,379.5,1748.7038169198,69948.1526767922,0.511144897274357
"392","ANTIOCH","2017-Q3",420000,2017-07-01,1742.62303971612,336000,483,2225.62303971612,89024.9215886446,0.409023141643301
"393","APPLE VALLEY","2017-Q3",255250,2017-07-01,1059.05840687509,204200,293.5375,1352.59590687509,54103.8362750037,0.481358821953979
"394","APTOS","2017-Q3",840000,2017-07-01,3485.24607943223,672000,966,4451.24607943223,178049.843177289,0.203344358657987
"395","ARCADIA","2017-Q3",972750,2017-07-01,4036.03943305679,778200,1118.6625,5154.70193305679,206188.077322272,0.174093682723393
"396","ARCATA","2017-Q3",301000,2017-07-01,1248.87984512988,240800,346.15,1595.02984512988,63801.1938051953,0.272724918496553
"397","ARNOLD","2017-Q3",292060,2017-07-01,1211.78686899878,233648,335.869,1547.65586899878,61906.2347599513,0.462360051014376
"398","ARROYO GRANDE","2017-Q3",7e+05,2017-07-01,2904.37173286019,560000,805,3709.37173286019,148374.869314408,0.19151874961941
"399","ATASCADERO","2017-Q3",522500,2017-07-01,2167.90604345636,418000,600.875,2768.78104345636,110751.241738254,0.291707565783111
"400","ATWATER","2017-Q3",245000,2017-07-01,1016.53010650107,196000,281.75,1298.28010650107,51931.2042600427,0.43932495312038
"401","AUBURN","2017-Q3",464000,2017-07-01,1925.18354863876,371200,533.6,2458.78354863876,98351.3419455502,0.290851431902489
"402","AZUSA","2017-Q3",432000,2017-07-01,1792.41226942229,345600,496.8,2289.21226942229,91568.4907768916,0.346787577022236
"403","BAKERSFIELD","2017-Q3",226300,2017-07-01,938.941890208945,181040,260.245,1199.18689020894,47967.4756083578,0.610412442917095
"404","BALDWIN PARK","2017-Q3",461000,2017-07-01,1912.73624121221,368800,530.15,2442.88624121221,97715.4496484885,0.233269745798049
"405","BANNING","2017-Q3",250000,2017-07-01,1037.27561887864,2e+05,287.5,1324.77561887864,52991.0247551456,0.439159318780229
"406","BARSTOW","2017-Q3",129150,2017-07-01,535.856584712705,103320,148.5225,684.379084712705,27375.1633885082,0.626172780795344
"407","BAY POINT","2017-Q3",410000,2017-07-01,1701.13201496097,328000,471.5,2172.63201496097,86905.2805984388,0.297287202043586
"408","BEAUMONT","2017-Q3",318250,2017-07-01,1320.45186283251,254600,365.9875,1686.43936283251,67457.5745133004,0.538511292048452
"409","BELMONT","2017-Q3",1775000,2017-07-01,7364.65689403834,1420000,2041.25,9405.90689403834,376236.275761534,0.17237566221519
"410","BENICIA","2017-Q3",575000,2017-07-01,2385.73392342087,460000,661.25,3046.98392342087,121879.356936835,0.394336551234921
"411","BERKELEY","2017-Q3",1150000,2017-07-01,4771.46784684174,920000,1322.5,6093.96784684174,243758.71387367,0.133322507162615
"412","BERMUDA DUNES","2017-Q3",369000,2017-07-01,1531.01881346487,295200,424.35,1955.36881346487,78214.7525385949,0.427553584018113
"413","BLOOMINGTON","2017-Q3",304000,2017-07-01,1261.32715255643,243200,349.6,1610.92715255643,64437.086102257,0.415054083538596
"414","BONITA","2017-Q3",699500,2017-07-01,2902.29718162243,559600,804.425,3706.72218162244,148268.887264897,0.269652457767965
"415","BOULDER CREEK","2017-Q3",605000,2017-07-01,2510.20699768631,484000,695.75,3205.95699768631,128238.279907452,0.25524345216589
