"","region","Price.2017-Q2","Price.2017-Q1.x","principal.2017-Q2","pmt.2017-Q2","t_i.2017-Q2","pti.2017-Q2","min_inc.2017-Q2","HAI.2017-Q2","Price.2017-Q1.y","principal.2017-Q1","pmt.2017-Q1","t_i.2017-Q1","pti.2017-Q1","min_inc.2017-Q1","HAI.2017-Q1"
"284","GARBERVILLE",312000,310000,249600,1204.61565505574,358.8,1563.41565505574,62536.6262022295,0.225747815293416,310000,248000,1236.03427158238,356.5,1592.53427158238,63701.3708632953,0.216836367126938
"285","GARDEN GROVE",555000,520000,444000,2142.82592485876,638.25,2781.07592485876,111243.036994351,0.229287826385626,520000,416000,2073.34781039625,598,2671.34781039625,106853.91241585,0.244601814921789
"286","GARDENA",525000,465000,420000,2026.99749648802,603.75,2630.74749648802,105229.899859521,0.19532190143689,465000,372000,1854.05140737357,534.75,2388.80140737357,95552.0562949429,0.230820926759523
"287","GASQUET",165000,341000,132000,637.056356039092,189.75,826.806356039092,33072.2542415637,0.578847343243272,341000,272800,1359.63769874062,392.15,1751.78769874062,70071.5079496248,0.320134494395346
"288","GEORGETOWN",334500,341000,267600,1291.48697633379,384.675,1676.16197633379,67046.4790533518,0.479836450271975,341000,272800,1359.63769874062,392.15,1751.78769874062,70071.5079496248,0.462615555665957
"289","GEYSERVILLE",1182500,885000,946000,4565.57055161349,1359.875,5925.44555161349,237017.82206454,0.0669330212884659,885000,708000,3528.67848500132,1017.75,4546.42848500132,181857.139400053,0.135017678606928
"290","GILROY",688000,670000,550400,2656.33195730239,791.2,3447.53195730239,137901.278292096,0.279194710896164,670000,536000,2671.42890954902,770.5,3441.92890954902,137677.156381961,0.277922998731411
"291","GLEN ELLEN",937500,1057500,750000,3619.63838658575,1078.125,4697.76338658575,187910.53546343,0.265652143960153,1057500,846000,4216.47174902699,1216.125,5432.59674902699,217303.86996108,0.207461154021301
"292","GLENDALE",750000,758000,6e+05,2895.7107092686,862.5,3758.2107092686,150328.428370744,0.148502453237978,758000,606400,3022.30315438531,871.7,3894.00315438531,155760.126175412,0.140197453957312
"293","GLENDORA",610000,535000,488000,2355.17804353846,701.5,3056.67804353846,122267.121741538,0.282192465457696,535000,428000,2133.15592031153,615.25,2748.40592031153,109936.236812461,0.332364818782501
"294","GOLD RIVER",468000,462000,374400,1806.92348258361,538.2,2345.1234825836,93804.9393033442,0.566105169228951,462000,369600,1842.08978539052,531.3,2373.38978539052,94935.5914156207,0.55844387991521
"295","GOLETA",765000,704000,612000,2953.62492345397,879.75,3833.37492345397,153334.996938159,0.206049895850443,704000,563200,2806.99395869031,809.6,3616.59395869031,144663.758347612,0.229156882061826
"296","GONZALES",376000,415900,300800,1451.71630224666,432.4,1884.11630224666,75364.6520898663,0.355615453147988,415900,332720,1658.27952758423,478.285,2136.56452758423,85462.5811033694,0.27897050621234
"297","GRAEAGLE",285000,950000,228000,1100.37006952207,327.75,1428.12006952207,57124.8027808827,0.525088165282553,950000,760000,3787.84696130085,1092.5,4880.34696130085,195213.878452034,0.0393114831414983
"298","GRAND TERRACE",349490,310000,279592,1349.36258104304,401.9135,1751.27608104304,70051.0432417217,0.42211017764529,310000,248000,1236.03427158238,356.5,1592.53427158238,63701.3708632953,0.46580227821643
"299","GRANITE BAY",769000,735000,615200,2969.0687139034,884.35,3853.4187139034,154136.748556136,0.390069205229493,735000,588000,2930.59738584855,845.25,3775.84738584855,151033.895433942,0.397254661076876
"300","GRASS VALLEY",387000,362000,309600,1494.1867259826,445.05,1939.2367259826,77569.4690393039,0.236947893058994,362000,289600,1443.36905262201,416.3,1859.66905262201,74386.7621048803,0.250189162056192
"301","GRATON",525000,325000,420000,2026.99749648802,603.75,2630.74749648802,105229.899859521,0.336946748271971,325000,260000,1295.84238149766,373.75,1669.59238149766,66783.6952599063,0.53002204589468
"302","GRAYSON",235250,325000,188200,908.28792580725,270.5375,1178.82542580725,47153.01703229,0.493699116112857,325000,260000,1295.84238149766,373.75,1669.59238149766,66783.6952599063,0.386992666409469
"303","GREEN VALLEY",270000,325000,216000,1042.4558553367,310.5,1352.9558553367,54118.2342134678,0.770981813797092,325000,260000,1295.84238149766,373.75,1669.59238149766,66783.6952599063,0.684704581704439
"304","GREENFIELD",295000,285000,236000,1138.97954564565,339.25,1478.22954564565,59129.181825826,0.433476685591571,285000,228000,1136.35408839025,327.75,1464.10408839025,58564.1635356102,0.438236755223979
"305","GRIDLEY",277000,185000,221600,1069.4824886232,318.55,1388.0324886232,55521.2995449281,0.396323603325487,185000,148000,737.633355621744,212.75,950.383355621744,38015.3342248698,0.566611688376756
"306","GRIZZLY FLATS",209500,185000,167600,808.868524789029,240.925,1049.79352478903,41991.7409915611,0.652682852554093,185000,148000,737.633355621744,212.75,950.383355621744,38015.3342248698,0.681989549488083
"307","GROVER BEACH",486000,550000,388800,1876.42053960605,558.9,2435.32053960605,97412.8215842421,0.292248141968161,550000,440000,2192.96403022681,632.5,2825.46403022681,113018.561209072,0.222162891771468
"308","GUERNEVILLE",402500,397000,322000,1554.03141397415,462.875,2016.90641397415,80676.2565589659,0.334920653781364,397000,317600,1582.92130909099,456.55,2039.47130909099,81578.8523636394,0.327284294969002
"309","GUINDA",325000,228000,260000,1254.80797401639,373.75,1628.55797401639,65142.3189606557,0.44614828322818,228000,182400,909.083270712203,262.2,1171.2832707122,46851.3308284881,0.589870329713573
"310","GUSTINE",290000,580000,232000,1119.67480758386,333.5,1453.17480758386,58126.9923033543,0.381910039245779,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.12875888541871
"311","HACIENDA HEIGHTS",612000,580000,489600,2362.89993876318,703.8,3066.69993876318,122667.997550527,0.28323773944247,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.296509486486037
"312","HALF MOON BAY",1277500,888500,1022000,4932.36057478751,1469.125,6401.48557478751,256059.422991501,0.227781301495549,888500,710800,3542.63371064821,1021.775,4564.40871064821,182576.348425929,0.32967256830555
"313","HAMILTON CITY",204450,212000,163560,789.37073934662,235.1175,1024.48823934662,40979.5295738648,0.423623425430728,212000,169600,845.287953469242,243.8,1089.08795346924,43563.5181387697,0.397861932977948
"314","HANFORD",225000,222500,180000,868.71321278058,258.75,1127.46321278058,45098.5285112232,0.558560241335519,222500,178000,887.153630409935,255.875,1143.02863040993,45721.1452163974,0.551805425328053
"315","HAWAIIAN GARDENS",350000,228150,280000,1351.33166432535,402.5,1753.83166432535,70153.2665730139,0.230727162550572,228150,182520,909.681351811356,262.3725,1172.05385181136,46882.1540724542,0.398794727350103
"316","HAWTHORNE",616500,626000,493200,2380.27420301879,708.975,3089.24920301879,123569.968120752,0.109682072548464,626000,500800,2495.99178713087,719.9,3215.89178713087,128635.671485235,0.0995187343290625
"317","HAYWARD",6e+05,560000,480000,2316.56856741488,690,3006.56856741488,120262.742696595,0.253088855878349,560000,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.272901875308543
"318","HEALDSBURG",905000,740000,724000,3494.15758918411,1040.75,4534.90758918411,181396.303567364,0.118428034831504,740000,592000,2950.53342248697,851,3801.53342248697,152061.336899479,0.162815989780636
"319","HEMET",243000,234000,194400,938.210269803026,279.45,1217.66026980303,48706.410792121,0.35069227024804,234000,187200,933.006514678314,269.1,1202.10651467831,48084.2605871326,0.3564504835684
"320","HERALD",620000,525000,496000,2393.78751966204,713,3106.78751966204,124271.500786482,0.312330393350949,525000,420000,2093.28384703468,603.75,2697.03384703468,107881.353881387,0.405918500301638
"321","HERCULES",470000,415000,376000,1814.64537780832,540.5,2355.14537780832,94205.8151123329,0.570569313372087,415000,332000,1654.69104098932,477.25,2131.94104098932,85277.6416395727,0.612591596877947
"322","HERLONG",77000,79500,61600,297.292966151576,88.55,385.842966151576,15433.718646063,0.911517355648567,79500,63600,316.982982550966,91.425,408.407982550966,16336.3193020386,0.905813440958769
"323","HERMOSA BEACH",1685000,1440000,1348000,6505.69672682345,1937.75,8443.44672682345,337737.869072938,0.138037680609576,1440000,1152000,5741.57855186655,1656,7397.57855186655,295903.142074662,0.156188458029928
"324","HESPERIA",246000,230000,196800,949.7931126401,282.9,1232.6931126401,49307.724505604,0.47159123368572,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.490916487007279
"325","HICKMAN",286750,3200000,229400,1107.12672784369,329.7625,1436.88922784369,57475.5691137478,0.583182442736824,3200000,2560000,12759.0634485923,3680,16439.0634485923,657562.537943693,0
"326","HIDDEN HILLS",2550000,3200000,2040000,9845.41641151324,2932.5,12777.9164115132,511116.656460529,0,3200000,2560000,12759.0634485923,3680,16439.0634485923,657562.537943693,0
"327","HIDDEN VALLEY LAKE",280000,278000,224000,1081.06533146028,322,1403.06533146028,56122.6132584111,0.516111659509108,278000,222400,1108.44363709646,319.7,1428.14363709646,57125.7454838583,0.505549248690001
"328","HIGHGROVE",424999.5,313000,339999.6,1640.9008047784,488.749425,2129.6502297784,85186.009191136,0.261582474345772,313000,250400,1247.99589356544,359.95,1607.94589356544,64317.8357426175,0.379195832841924
"329","HIGHLAND",330000,313000,264000,1274.11271207818,379.5,1653.61271207818,66144.5084831273,0.426384088828565,313000,250400,1247.99589356544,359.95,1607.94589356544,64317.8357426175,0.436649966070941
"330","HILLSBOROUGH",267500,4185000,214000,1032.8034863058,307.625,1340.4284863058,53617.139452232,0.916546572803837,4185000,3348000,16686.4626663621,4812.75,21499.2126663621,859968.506654486,0
"331","HOLLISTER",5e+05,505000,4e+05,1930.47380617907,575,2505.47380617907,100218.952247163,0.318404907697879,505000,404000,2013.53970048098,580.75,2594.28970048098,103771.588019239,0.300055352226113
"332","HOLTVILLE",136900,215000,109520,528.563728131828,157.435,685.998728131828,27439.9491252731,0.592138373754314,215000,172000,857.249575452297,247.25,1104.4995754523,44179.9830180919,0.434951656615544
"333","HOMELAND",304495,283745,243596,1175.63924322499,350.16925,1525.80849322499,61032.3397289996,0.31657613399487,283745,226996,1131.35014319401,326.30675,1457.65689319401,58306.2757277604,0.331701540499899
"334","HOOD",150000,117500,120000,579.14214185372,172.5,751.64214185372,30065.6856741488,0.852632761676762,117500,94000,468.496861002999,135.125,603.621861002999,24144.87444012,0.90243865553477
"335","HOPLAND",835000,705000,668000,3223.89125631904,960.25,4184.14125631904,167365.650252762,0.0606511015928104,705000,564000,2810.981166018,810.75,3621.731166018,144869.24664072,0.0759085496137048
"336","HUGHSON",352500,304000,282000,1360.98403335624,405.375,1766.35903335624,70654.3613342497,0.443074129412604,304000,243200,1212.11102761627,349.6,1561.71102761627,62468.4411046508,0.495092483240584
"337","HUMBOLDT HILL",299000,277400,239200,1154.42333609508,343.85,1498.27333609508,59930.9334438033,0.412977908197154,277400,221920,1106.05131269985,319.01,1425.06131269985,57002.4525079939,0.436495758255163
"338","HUNTINGTON BEACH",755000,715000,604000,2915.01544733039,868.25,3783.26544733039,151330.617893216,0.241215741374897,715000,572000,2850.85323929485,822.25,3673.10323929485,146924.129571794,0.252494478478511
"339","HUNTINGTON PARK",340000,407000,272000,1312.72218820176,391,1703.72218820176,68148.8875280706,0.218815682919592,407000,325600,1622.79338236784,468.05,2090.84338236784,83633.7352947135,0.140049988762548
"340","HYDESVILLE",452500,485000,362000,1747.07879459205,520.375,2267.45379459205,90698.1517836822,0.26394986793803,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.221848955938624
"341","IMPERIAL BEACH",540000,517000,432000,2084.91171067339,621,2705.91171067339,108236.468426936,0.154463050907514,517000,413600,2061.3861884132,594.55,2655.9361884132,106237.447536528,0.15884416751906
"342","INDEPENDENCE",219000,7e+05,175200,845.547527106431,251.85,1097.39752710643,43895.9010842572,0.665034615253092,7e+05,560000,2791.04512937957,805,3596.04512937957,143841.805175183,0.0655585735612398
"343","INDIAN WELLS",595000,7e+05,476000,2297.26382935309,684.25,2981.51382935309,119260.553174124,0.327652513408186,7e+05,560000,2791.04512937957,805,3596.04512937957,143841.805175183,0.269512991832277
"344","INDIANOLA",441000,281000,352800,1702.67789704994,507.15,2209.82789704994,88393.1158819974,0.34127182022994,281000,224800,1120.40525907951,323.15,1443.55525907951,57742.2103631805,0.514501815653678
"345","INDIO",292000,281000,233600,1127.39670280857,335.8,1463.19670280857,58527.868112343,0.444436531021066,281000,224800,1120.40525907951,323.15,1443.55525907951,57742.2103631805,0.448596394703002
"346","INGLEWOOD",430000,485000,344000,1660.207473314,494.5,2154.707473314,86188.2989325599,0.215461396888974,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.160237420327908
"347","INVERNESS",1340250,8e+05,1072200,5174.63503746299,1541.2875,6715.92253746299,268636.901498519,0.138917240017227,8e+05,640000,3189.76586214808,920,4109.76586214808,164390.634485923,0.191867203748945
"348","IONE",269000,245000,215200,1038.59490772434,309.35,1347.94490772434,53917.7963089735,0.526538086505404,245000,196000,976.86579528285,281.75,1258.61579528285,50344.631811314,0.550915394105465
"349","IRVINE",779000,785000,623200,3007.67819002698,895.85,3903.52819002698,156141.127601079,0.27038982719659,785000,628000,3129.9577522328,902.75,4032.7077522328,161308.310089312,0.257240365199636
"350","ISLETON",191500,320000,153200,739.371467766582,220.225,959.596467766582,38383.8587106633,0.514326583146827,320000,256000,1275.90634485923,368,1643.90634485923,65756.2537943693,0.329642111162352
"351","IVANHOE",88219.5,177500,70575.6,340.610867888428,101.452425,442.063292888428,17682.5317155371,0.799835094874495,177500,142000,707.729300664106,204.125,911.854300664106,36474.1720265642,0.487900175769777
"352","JACKSON",275000,430000,220000,1061.76059339849,316.25,1378.01059339849,55120.4237359395,0.492570115666904,430000,344000,1714.49915090459,494.5,2208.99915090459,88359.9660361838,0.282819661213029
"353","JAMESTOWN",455000,615696,364000,1756.73116362295,523.25,2279.98116362295,91199.246544918,0.228358082165342,615696,492556.8,2454.90760282641,708.0504,3162.95800282641,126518.320113056,0.116564721836087
"354","JAMUL",659500,615696,527600,2546.29495035019,758.425,3304.71995035019,132188.798014008,0.462081649792758,615696,492556.8,2454.90760282641,708.0504,3162.95800282641,126518.320113056,0.482789409451531
"355","JANESVILLE",236000,2e+05,188800,911.183636516519,271.4,1182.58363651652,47303.3454606608,0.700763348929377,2e+05,160000,797.44146553702,230,1027.44146553702,41097.6586214808,0.741373524236155
"356","JENNER",877000,1387500,701600,3386.05105603808,1008.55,4394.60105603808,175784.042241523,0.131314790266842,1387500,1110000,5532.25016716308,1595.625,7127.87516716308,285115.006686523,0.0409314975691618
"357","JOSHUA TREE",170000,155000,136000,656.361094100882,195.5,851.861094100882,34074.4437640353,0.592924179311875,155000,124000,618.017135791191,178.25,796.267135791191,31850.6854316476,0.622625548905763
"358","JULIAN",337000,324000,269600,1301.13934536469,387.55,1688.68934536469,67547.5738145876,0.416764100733142,324000,259200,1291.85517416997,372.6,1664.45517416997,66578.2069667989,0.421232738084316
"359","JUNCTION CITY",350000,216551,280000,1351.33166432535,402.5,1753.83166432535,70153.2665730139,0.298061406909097,216551,173240.8,863.433734017537,249.03365,1112.46738401754,44498.6953607015,0.461442164825096
"360","JUNE LAKE",383000,850000,306400,1478.74293553316,440.45,1919.19293553316,76767.7174213266,0.361759770879322,850000,680000,3389.12622853234,977.5,4366.62622853234,174665.049141294,0.0665927586299209
"361","KELSEYVILLE",269000,225000,215200,1038.59490772434,309.35,1347.94490772434,53917.7963089735,0.450741965227236,225000,180000,897.121648729148,258.75,1155.87164872915,46234.8659491659,0.504598114021113
"362","KENSINGTON",1225000,1100000,980000,4729.66082513871,1408.75,6138.41082513871,245536.433005548,0.204185364984849,1100000,880000,4385.92806045361,1265,5650.92806045361,226037.122418144,0.238754681150916
"363","KENTFIELD",2512500,2621250,2010000,9700.63087604981,2889.375,12590.0058760498,503600.235041992,0,2621250,2097000,10451.4672076946,3014.4375,13465.9047076946,538636.188307783,0
"364","KENWOOD",1350000,1170000,1080000,5212.27927668348,1552.5,6764.77927668348,270591.171067339,0.13081704590345,1170000,936000,4665.03257339157,1345.5,6010.53257339157,240421.302935663,0.144352312044225
"365","KERMAN",242250,230000,193800,935.314559093757,278.5875,1213.90205909376,48556.0823637503,0.462742590648068,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.473465938261659
"366","KEYES",195000,182500,156000,752.884784409836,224.25,977.134784409836,39085.3913763934,0.575075240235031,182500,146000,727.665337302531,209.875,937.540337302531,37501.6134921012,0.589975613894814
"367","KING CITY",279000,297450,223200,1077.20438384792,320.85,1398.05438384792,55922.1753539167,0.384861910265951,297450,237960,1185.99481961993,342.0675,1528.06231961993,61122.4927847973,0.349595243923932
"368","KINGS BEACH",564000,625000,451200,2177.57445336999,648.6,2826.17445336999,113046.978134799,0.169150887803188,625000,5e+05,2492.00457980319,718.75,3210.75457980319,128430.183192128,0.12496754220402
"369","KINGSBURG",263000,280000,210400,1015.42922205019,302.45,1317.87922205019,52715.1688820075,0.559501960893973,280000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.524215469481119
"370","KLAMATH",164000,2517500,131200,633.195408426734,188.6,821.795408426734,32871.8163370694,0.440439727563782,2517500,2014000,10037.7944474472,2895.125,12932.9194474472,517316.77789789,0
"371","KNIGHTS LANDING",191100,272000,152880,737.827088721639,219.765,957.592088721639,38303.6835488656,0.662608444344204,272000,217600,1084.52039313035,312.8,1397.32039313035,55892.8157252139,0.496484082990086
"372","KNIGHTSEN",777000,360000,621600,2999.95629480227,893.55,3893.50629480227,155740.251792091,0.16874358008911,360000,288000,1435.39463796664,414,1849.39463796664,73975.7855186655,0.491653262409959
"373","LA HABRA",470000,472500,376000,1814.64537780832,540.5,2355.14537780832,94205.8151123329,0.348577567354165,472500,378000,1883.95546233121,543.375,2427.33046233121,97093.2184932484,0.331547313501394
"374","LA HABRA HEIGHTS",1370000,862500,1096000,5289.49822893064,1575.5,6864.99822893064,274599.929157226,0.150090030446165,862500,690000,3438.9663201284,991.875,4430.8413201284,177233.652805136,0.272522701869497
"375","LA HONDA",690000,400890,552000,2664.05385252711,793.5,3457.55385252711,138302.154101084,0.431180747850857,400890,320712,1598.43154559568,461.0235,2059.45504559568,82378.2018238272,0.606629090966338
"376","LA MESA",525000,485000,420000,2026.99749648802,603.75,2630.74749648802,105229.899859521,0.251628686479155,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.270527727630935
"377","LA MIRADA",560000,540000,448000,2162.13066292055,644,2806.13066292055,112245.226516822,0.361027030104234,540000,432000,2153.09195694996,621,2774.09195694996,110963.678277998,0.365032553553544
"378","LA PALMA",675000,640000,540000,2606.13963834174,776.25,3382.38963834174,135295.58553367,0.306870932106311,640000,512000,2551.81268971847,736,3287.81268971847,131512.507588739,0.318331560909917
"379","LA PUENTE",425000,415000,340000,1640.90273525221,488.75,2129.65273525221,85186.1094100882,0.300459671679909,415000,332000,1654.69104098932,477.25,2131.94104098932,85277.6416395727,0.298091867050534
"380","LA QUINTA",435000,429000,348000,1679.51221137579,500.25,2179.76221137579,87190.4884550315,0.437841570487899,429000,343200,1710.51194357691,493.35,2203.86194357691,88154.4777430763,0.431147349093521
"381","LA SELVA BEACH",982000,990000,785600,3791.45055533569,1129.3,4920.75055533569,196830.022213427,0.260056454725136,990000,792000,3947.33525440825,1138.5,5085.83525440825,203433.41017633,0.242632879768038
"382","LA VERNE",609000,573500,487200,2351.3170959261,700.35,3051.6670959261,122066.683837044,0.327514147294666,573500,458800,2286.66340242741,659.525,2946.18840242741,117847.536097096,0.343615021132738
"383","LADERA HEIGHTS",1200000,618000,960000,4633.13713482976,1380,6013.13713482976,240525.48539319,0.156708116742552,618000,494400,2464.09412850939,710.7,3174.79412850939,126991.765140376,0.384632713644728
"384","LADERA RANCH",651500,618000,521200,2515.40736945132,749.225,3264.63236945132,130585.294778053,0.566450839180425,618000,494400,2464.09412850939,710.7,3174.79412850939,126991.765140376,0.578348722710583
"385","LAFAYETTE",1441000,1322500,1152800,5563.62550940807,1657.15,7220.77550940807,288831.020376323,0.243263478561423,1322500,1058000,5273.08169086355,1520.875,6793.95669086355,271758.267634542,0.251258587936605
"386","LAGUNA BEACH",1860000,1929500,1488000,7181.36255898612,2139,9320.36255898612,372814.502359445,0.179305761407696,1929500,1543600,7693.3165387684,2218.925,9912.24153876841,396489.661550736,0.16800944052879
"387","LAGUNA HILLS",725500,647500,580400,2801.11749276582,834.325,3635.44249276582,145417.699710633,0.319502222644634,647500,518000,2581.7167446761,744.625,3326.3417446761,133053.669787044,0.358806505873313
"388","LAGUNA NIGUEL",8e+05,705000,640000,3088.75808988651,920,4008.75808988651,160350.32359546,0.315492794890902,705000,564000,2810.981166018,810.75,3621.731166018,144869.24664072,0.356651140090749
"389","LAGUNA WOODS",357025,305000,285620,1378.45482130216,410.57875,1789.03357130216,71561.3428520865,0.282490902684495,305000,244000,1216.09823494396,350.75,1566.84823494396,62673.9293977582,0.33920779700695
"390","LAKE ARROWHEAD",365000,345000,292000,1409.24587851072,419.75,1828.99587851072,73159.8351404287,0.464109434186458,345000,276000,1375.58652805136,396.75,1772.33652805136,70893.4611220544,0.479094665088037
"391","LAKE CALIFORNIA",196250,175000,157000,757.710968925283,225.6875,983.398468925283,39335.9387570113,0.65196020887972,175000,140000,697.761282344893,201.25,899.011282344893,35960.4512937957,0.682189399415696
"392","LAKE ELSINORE",349900,337000,279920,1350.94556956411,402.385,1753.33056956411,70133.2227825644,0.475995140413473,337000,269600,1343.68886942988,387.55,1731.23886942988,69249.5547771952,0.480519057852453
"393","LAKE FOREST",645000,635000,516000,2490.31120997099,741.75,3232.06120997099,129282.44839884,0.352032896084409,635000,508000,2531.87665308004,730.25,3262.12665308004,130485.066123202,0.34591892086408
"394","LAKE HUGHES",277500,230000,222000,1071.41296242938,319.125,1390.53796242938,55621.5184971753,0.606148048375068,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.657410533352226
"395","LAKE LOS ANGELES",170450,172500,136360,658.098520526444,196.0175,854.116020526444,34164.6408210577,0.572597886644037,172500,138000,687.79326402568,198.375,886.16826402568,35446.7305610272,0.551759556462226
"396","LAKE MATHEWS",567500,545000,454000,2191.08777001324,652.625,2843.71277001324,113748.51080053,0.35588844756279,545000,436000,2173.02799358838,626.75,2799.77799358838,111991.119743535,0.36306224541176
"397","LAKEHEAD",260000,232500,208000,1003.84637921311,299,1302.84637921311,52113.8551685246,0.395613310338733,232500,186000,927.025703686786,267.375,1194.40070368679,47776.0281474714,0.428092972594684
"398","LAKEPORT",3e+05,289000,240000,1158.28428370744,345,1503.28428370744,60131.3713482976,0.359191778003275,289000,231200,1152.30291770099,332.35,1484.65291770099,59386.1167080398,0.364501745412512
"399","LAKESIDE",478250,439500,382600,1846.49819561028,549.9875,2396.48569561028,95859.4278244111,0.34097226577862,439500,351600,1752.3776205176,505.425,2257.8026205176,90312.1048207041,0.372763974747626
"400","LAKEVIEW",621000,530000,496800,2397.6484672744,714.15,3111.7984672744,124471.938690976,0.121837880918597,530000,424000,2113.2198836731,609.5,2722.7198836731,108908.795346924,0.224261944511248
"401","LAKEWOOD",552000,545000,441600,2131.24308202169,634.8,2766.04308202169,110641.723280868,0.342130428573291,545000,436000,2173.02799358838,626.75,2799.77799358838,111991.119743535,0.332874112090548
"402","LAMONT",170000,230000,136000,656.361094100882,195.5,851.861094100882,34074.4437640353,0.488021353871989,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.333309193498851
"403","LANCASTER",259450,230000,207560,1001.72285802632,298.3675,1300.09035802632,52003.6143210527,0.489707578734149,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.529713305338317
"404","LARKSPUR",1727500,1790000,1382000,6669.78700034867,1986.625,8656.41200034867,346256.480013947,0.133797977672283,1790000,1432000,7137.10111655633,2058.5,9195.60111655633,367824.044662253,0.126136936577665
"405","LATHROP",385000,368000,308000,1486.46483075788,442.75,1929.21483075788,77168.5932303152,0.427543807695432,368000,294400,1467.29229658812,423.2,1890.49229658812,75619.6918635247,0.436564624976111
"406","LATON",465000,470000,372000,1795.34063974653,534.75,2330.09063974653,93203.6255898612,0.162189390976837,470000,376000,1873.987444012,540.5,2414.487444012,96579.4977604799,0.151357816207789
"407","LAWNDALE",5e+05,5e+05,4e+05,1930.47380617907,575,2505.47380617907,100218.952247163,0.175893573027055,5e+05,4e+05,1993.60366384255,575,2568.60366384255,102744.146553702,0.166373457331795
"408","LAYTONVILLE",264619,20100000,211695.2,1021.6800962346,304.31185,1325.9919462346,53039.6778493839,0.27174837887901,20100000,16080000,80142.8672864705,23115,103257.867286471,4130314.69145882,0
"409","LE GRAND",221750,120000,177400,856.165133040416,255.0125,1111.17763304042,44447.1053216166,0.47272450984722,120000,96000,478.464879322212,138,616.464879322212,24658.5951728885,0.702247414855743
"410","LEMON COVE",467500,100770,374000,1804.99300877743,537.625,2342.61800877743,93704.7203510971,0.308561110861453,100770,80616,401.790882410828,115.8855,517.676382410828,20707.0552964331,0.866702895930643
"411","LEMON GROVE",424900,417000,339920,1640.51664049097,488.635,2129.15164049097,85166.0656196388,0.309860971531738,417000,333600,1662.66545564469,479.55,2142.21545564469,85688.6182257875,0.304571080866886
"412","LEMOORE",245000,233250,196000,945.932165027742,281.75,1227.68216502774,49107.2866011097,0.51278534458386,233250,186600,930.01610918255,268.2375,1198.25360918255,47930.144367302,0.525212072992601
"413","LENNOX",264750,395000,211800,1022.18588037182,304.4625,1326.64838037182,53065.9352148726,0.350637547084091,395000,316000,1574.94689443562,454.25,2029.19689443562,81167.8757774246,0.168753526834492
"414","LEONA VALLEY",485000,472000,388000,1872.55959199369,557.75,2430.30959199369,97212.3836797478,0.540676384810506,472000,377600,1881.96185866737,542.8,2424.76185866737,96990.4743466947,0.540834381613908
"415","LEWISTON",159500,51900,127600,615.821144171122,183.425,799.246144171122,31969.8457668449,0.581689800167162,51900,41520,206.936060306857,59.685,266.621060306857,10664.8424122743,0.878699540234656
"416","LINCOLN",425000,412000,340000,1640.90273525221,488.75,2129.65273525221,85186.1094100882,0.445866013365719,412000,329600,1642.72941900626,473.8,2116.52941900626,84661.1767602505,0.447086648364428
"417","LINDA",201000,235500,160800,776.050470083984,231.15,1007.20047008398,40288.0188033594,0.477966919248561,235500,188400,938.987325669842,270.825,1209.81232566984,48392.4930267937,0.381377877028151
"418","LINDEN",385000,397250,308000,1486.46483075788,442.75,1929.21483075788,77168.5932303152,0.585412586601449,397250,317800,1583.91811092291,456.8375,2040.75561092291,81630.2244369163,0.557368609932459
"419","LINDSAY",212500,180000,170000,820.451367626103,244.375,1064.8263676261,42593.0547050441,0.38064461315831,180000,144000,717.697318983318,207,924.697318983318,36987.8927593327,0.433249699624037
"420","LITCHFIELD",238000,230000,190400,918.905531741235,273.7,1192.60553174124,47704.2212696494,0.648877444553155,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.651046756740013
"421","LITTLEROCK",253152.5,230000,202522,977.408540437492,291.125375,1268.53391543749,50741.3566174997,0.510888436728827,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.539634575074539
"422","LIVE OAK",237500,230000,190000,916.975057935056,273.125,1190.10005793506,47604.0023174023,0.642575351910358,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.643426858415426
"423","LIVERMORE",745000,695000,596000,2876.40597120681,856.75,3733.15597120681,149326.238848272,0.344198850592289,695000,556000,2771.10909274115,799.25,3570.35909274115,142814.363709646,0.365262706824309
"424","LIVINGSTON",222450,245000,177960,858.867796369066,255.8175,1114.68529636907,44587.4118547626,0.597897304653891,245000,196000,976.86579528285,281.75,1258.61579528285,50344.631811314,0.537251406184849
"425","LOCKEFORD",360000,345000,288000,1389.94114044893,414,1803.94114044893,72157.6456179571,0.395668830034233,345000,276000,1375.58652805136,396.75,1772.33652805136,70893.4611220544,0.402528180032915
