"","RegionSalesCar","2015 Q1","2014 Q4","Quarter_Rev","2014 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",442430,451670,"",418570,361336,1766.99509480949,519.4205,2286.41559480949,91456.6237923797,0.313422592330391,"0.313422592"
"2","CA Condo/Townhomes",369420,368860,"",346850,295088,1443.03099756776,424.189,1867.21999756776,74688.7999027103,0.394987127220869,"0.394987127"
"3","Los Angeles Metropolitan Area",414970,414040,"",391330,331232,1619.78136483477,476.146,2095.92736483477,83837.0945933909,0.336361001227469,"0.336361001"
"4","Inland Empire",281000,277730,"",266410,222184,1086.51791724365,319.3895,1405.90741724365,56236.2966897461,0.467628669128488,"0.467628669"
"5","S.F. Bay Area",748330,743910,"",679780,595128,2910.27812557781,855.4965,3765.77462557781,150630.985023112,0.212123467407704,"0.212123467"
"6","United States",204700,208400,"R",191100,166720,815.289432015184,239.66,1054.94943201518,42197.9772806074,0.607967326294859,"0.58595262"
"7","Alameda",707320,703370,"",632630,562696,2751.68007579904,808.8755,3560.55557579904,142422.223031962,0.200877243989791,"0.200877244"
"8","Contra-Costa",755760,698300,"R",651750,558640,2731.84553923322,803.045,3534.89053923322,141395.621569329,0.229249240695955,"0.400475373"
"9","Marin",1036050,1009620,"",994620,807696,3949.77215139717,1161.063,5110.83515139717,204433.406055887,0.149489383096282,"0.149489383"
"10","Napa",492550,581040,"",506940,464832,2273.10830891604,668.196,2941.30430891604,117652.172356642,0.240652461520997,"0.240652462"
"11","San Francisco",1175850,1139320,"",974770,911456,4457.17637084232,1310.218,5767.39437084232,230695.774833693,0.109508680805861,"0.109508681"
"12","San Mateo",1202000,1050000,"",1045500,840000,4107.74425919359,1207.5,5315.24425919359,212609.770367743,0.153924989691379,"0.15392499"
"13","Santa Clara",9e+05,855000,"",808000,684000,3344.87746820049,983.25,4328.12746820049,173125.09872802,0.217541339390725,"0.217541339"
"14","Solano",337000,327590,"",298370,262072,1281.5770874945,376.7285,1658.3055874945,66332.2234997801,0.496871798030931,"0.496871798"
"15","Los Angeles",434710,450880,"",406210,360704,1763.90450627162,518.512,2282.41650627162,91296.6602508649,0.280583161461592,"0.280583161"
"16","Orange County",685680,688450,"",669780,550760,2693.31098594459,791.7175,3485.02848594459,139401.139437784,0.208514880573594,"0.208514881"
"17","Riverside County",322620,321610,"",309190,257288,1258.18250590405,369.8515,1628.03400590405,65121.3602361619,0.412094672387829,"0.412094672"
"18","San Bernardino",212300,212310,"",188520,169848,830.585889208943,244.1565,1074.74238920894,42989.6955683577,0.571690625164196,"0.571690625"
"19","San Diego",510330,493110,"",483030,394488,1929.114068239,567.0765,2496.190568239,99847.62272956,0.271760501206389,"0.271760501"
"20","Ventura",583820,569190,"",549930,455352,2226.749480848,654.5685,2881.317980848,115252.71923392,0.293595243268712,"0.293595243"
"21","Monterey",465000,451550,"",477000,361240,1766.52563832273,519.2825,2285.80813832273,91432.3255329091,0.271721717498199,"0.271721717"
"22","San Luis Obispo",492390,468000,"",476980,374400,1830.88029838343,538.2,2369.08029838343,94763.2119353371,0.260508371845901,"0.260508372"
"23","Santa Barbara",680550,626370,"",647890,501096,2450.44549679151,720.3255,3170.77099679151,126830.83987166,0.207684195782188,"0.207684196"
"24","Santa Cruz",695000,700050,"",615000,560040,2738.69177966521,805.0575,3543.74927966521,141749.971186608,0.168011474590785,"0.168011475"
"25","Fresno",212200,201840,"",189720,161472,789.625810738698,232.116,1021.7418107387,40869.6724295479,0.533091789018458,"0.533091789"
"26","Kings County",186000,181050,"",173570,144840,708.292474406665,208.2075,916.499974406665,36659.9989762666,0.640240684022225,"0.640240684"
"27","Madera",212500,219700,"",193570,175760,859.496584518886,252.655,1112.15158451889,44486.0633807555,0.496532132042085,"0.496532132"
"28","Merced",177240,182960,"",158440,146368,715.764656821008,210.404,926.168656821008,37046.7462728403,0.527337009390866,"0.527337009"
"29","Placer County",379080,380040,"",366670,304032,1486.7686935847,437.046,1923.8146935847,76952.5877433878,0.450901400429839,"0.4509014"
"30","Sacramento",275810,268660,"",255840,214928,1051.034831119,308.959,1359.993831119,54399.75324476,0.491456223059232,"0.491456223"
"31","San Joaquin",269400,260980,"R",237890,208784,1020.98961596604,300.127,1321.11661596604,52844.6646386416,0.484541746883492,"0.409710659"
"32","Stanislaus",237200,229140,"R",212050,183312,896.427161477732,263.511,1159.93816147773,46397.5264591093,0.47898602810928,"0.44460779"
"33","Tulare",175930,180950,"",164000,144760,707.901260667695,208.0925,915.993760667695,36639.7504267078,0.559014007895003,"0.559014008"
"34","Butte County",237800,235820,NA,222350,188656,922.560239240982,271.193,1193.75323924098,47750.1295696393,0.451833445301291,"NA"
"35","El Dorado County",385450,369640,NA,353790,295712,1446.08246473173,425.086,1871.16846473173,74846.7385892692,0.433425244132385,"NA"
"36","Humboldt",255600,261760,NA,242260,209408,1024.04108313001,301.024,1325.06508313001,53002.6033252005,0.38824175337924,"NA"
"37","Shasta",222000,213550,NA,202110,170840,835.436939572181,245.5825,1081.01943957218,43240.7775828873,0.501792105152005,"NA"
"38","Yolo",343410,344120,NA,319230,275296,1346.24471854638,395.738,1741.98271854638,69679.3087418551,0.414686956164954,"NA"
