"","RegionSalesCar","2015 Q1","2014 Q4","Quarter_Rev","2014 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",442430,451670,"r",418570,334856,1688.71689983278,481.3555,2170.07239983278,86802.8959933114,0.331595378456313,"0.331595378",""
"2","CA Condo/Townhomes",369420,368860,"r",346850,277480,1399.36320497647,398.8775,1798.24070497647,71929.6281990588,0.409569076415784,"0.409569076",""
"3","Los Angeles Metropolitan Area",414970,414040,NA,391330,313064,1578.81736486505,450.0295,2028.84686486505,81153.874594602,0.345564771420072,"0.345564771",""
"4","Inland Empire",281000,277730,NA,266410,213128,1074.82874855927,306.3715,1381.20024855927,55248.0099423707,0.472562716921904,"0.472562717",""
"5","S.F. Bay Area",748330,743910,"r",679780,543824,2742.56629516767,781.747,3524.31329516767,140972.531806707,0.233348978600255,"0.233348979",""
"6","United States",204700,208400,"1",191100,152880,770.991230996118,219.765,990.756230996118,39630.2492398447,0.613028744434136,"0.607834907",""
"7","Alameda",707320,703370,NA,632630,506104,2552.34004429657,727.5245,3279.86454429657,131194.581771863,0.224835660236089,"0.22483566",""
"8","Contra-Costa",755760,698300,NA,651750,521400,2629.47951230623,749.5125,3378.99201230623,135159.680492249,0.242404688199187,"0.423907472","R"
"9","Marin",1036050,1009620,NA,994620,795696,4012.78544308403,1143.813,5156.59844308403,206263.937723361,0.148163823279663,"0.148163823",""
"10","Napa",492550,581040,NA,506940,405552,2045.24486991718,582.981,2628.22586991718,105129.034796687,0.284385639429963,"0.284385639",""
"11","San Francisco",1175850,1139320,"r",974770,779816,3932.70079664095,1120.9855,5053.68629664095,202147.451865638,0.12667879835536,"0.126678798",""
"12","San Mateo",1202000,1050000,NA,1045500,836400,4218.06034540262,1202.325,5420.38534540262,216815.413816105,0.144886350669126,"0.144886351",""
"13","Santa Clara",9e+05,855000,NA,808000,646400,3259.86873178892,929.2,4189.06873178893,167562.749271557,0.223565516593833,"0.223565517",""
"14","Solano",337000,327590,NA,298370,238696,1203.77108106914,343.1255,1546.89658106914,61875.8632427654,0.527001606565193,"0.527001607",""
"15","Los Angeles",434710,450880,NA,406210,324968,1638.85059101483,467.1415,2105.99209101483,84239.6836405931,0.309346179154239,"0.309346179",""
"16","Orange County",685680,688450,NA,669780,535824,2702.22138512078,770.247,3472.46838512078,138898.735404831,0.205454679649335,"0.20545468",""
"17","Riverside County",322620,321610,NA,309190,247352,1247.42427373987,355.5685,1602.99277373987,64119.7109495949,0.416752088862977,"0.416752089",""
"18","San Bernardino",212300,212310,NA,188520,150816,760.58224420402,216.798,977.38024420402,39095.2097681608,0.60778051161391,"0.607780512",""
"19","San Diego",510330,493110,NA,483030,386424,1948.78018999506,555.4845,2504.26468999506,100170.587599802,0.265802970991111,"0.265802971",""
"20","Ventura",583820,569190,NA,549930,439944,2218.68763820877,632.4195,2851.10713820877,114044.285528351,0.293572763621486,"0.293572764",""
"21","Monterey",465000,451550,NA,477000,381600,1924.45220923678,548.55,2473.00220923678,98920.0883694712,0.232312481132582,"0.232312481",""
"22","San Luis Obispo",492390,468000,NA,476980,381584,1924.37151941669,548.527,2472.89851941669,98915.9407766674,0.235598366018606,"0.235598366",""
"23","Santa Barbara",680550,626370,NA,647890,518312,2613.90637702813,745.0735,3358.97987702813,134359.195081125,0.18235256919456,"0.182352569",""
"24","Santa Cruz",695000,700050,NA,615000,492000,2481.2119678839,707.25,3188.4619678839,127538.478715356,0.197695464459392,"0.197695464",""
"25","Fresno",212200,201840,NA,189720,151776,765.423633409647,218.178,983.601633409647,39344.0653363859,0.544457225814137,"0.544457226",""
"26","Kings County",186000,181050,NA,173570,138856,700.266603683915,199.6055,899.872103683915,35994.8841473566,0.639487909696016,"0.63948791",""
"27","Madera",212500,219700,NA,193570,154856,780.956423777701,222.6055,1003.5619237777,40142.476951108,0.539345329434319,"0.539345329",""
"28","Merced",177240,182960,NA,158440,126752,639.224754782967,182.206,821.430754782967,32857.2301913187,0.575968905325949,"0.575968905",""
"29","Placer County",379080,380040,NA,366670,293336,1479.32681668941,421.6705,1900.99731668941,76039.8926675765,0.452044473095542,"0.452044473",""
"30","Sacramento",275810,268660,NA,255840,204672,1032.1841786397,294.216,1326.4001786397,53056.007145588,0.498036528116397,"0.498036528",""
"31","San Joaquin",269400,260980,NA,237890,190312,959.765065105529,273.5735,1233.33856510553,49333.5426042212,0.509046054135458,"0.423890675","R"
"32","Stanislaus",237200,229140,NA,212050,169640,855.513817544358,243.8575,1099.37131754436,43974.8527017743,0.500924882279108,"0.463104841","R"
"33","Tulare",175930,180950,NA,164000,131200,661.656524769039,188.6,850.256524769039,34010.2609907616,0.585431537446079,"0.585431537",""
"34","Butte County",237800,235820,NA,222350,177880,897.069074892658,255.7025,1152.77157489266,46110.8629957063,0.462454647072086,"NA",NA
"35","El Dorado County",385450,369640,NA,353790,283032,1427.36257254901,406.8585,1834.22107254901,73368.8429019606,0.439849395766245,"NA",NA
"36","Humboldt",255600,261760,NA,242260,193808,977.395790796021,278.599,1255.99479079602,50239.7916318408,0.402280408003044,"NA",NA
"37","Shasta",222000,213550,NA,202110,161688,815.410976957747,232.4265,1047.83747695775,41913.4990783099,0.510146718731204,"NA",NA
"38","Yolo",343410,344120,NA,319230,255384,1287.93056342695,367.1145,1655.04506342695,66201.8025370781,0.429817931729943,"NA",NA
