"","RegionSalesCar","2015 Q3","2015 Q2","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",414307,485910,468220,372876.3,1496.68136359837,476.45305,1973.13441359837,59194.032407951,0.50920508937707,0.512495405853241,"",0.521290575084751,""
"2","CA Condo/Townhomes",332129,390080,376580,298916.1,1199.81386896809,381.94835,1581.76221896809,47452.8665690427,0.592412185882859,0.595194633062853,"",0.604160310050953,""
"3","Los Angeles Metropolitan Area",377799.5,440620,423470,340019.55,1364.79825546462,434.469425,1799.26768046462,53978.0304139387,0.527666312773543,0.533114048818679,"",0.546037560939254,""
"4","Inland Empire",248608,291730,275430,223747.2,898.094795505417,285.8992,1183.99399550542,35519.8198651625,0.651412424919122,0.654836642662851,"",0.678707033615928,""
"5","S.F. Bay Area",688024,820620,731180,619221.6,2485.48225955247,791.2276,3276.70985955247,98301.295786574,0.412856829820828,0.408159921105413,"R",0.445256025263584,""
"6","United States",189550,229500,217300,170595,684.748151660654,217.9825,902.730651660654,27081.9195498196,0.746078373436517,0.739197267976109,"",0.756714437111591,"R"
"7","Alameda",637891,752170,678330,574101.9,2304.37712060652,733.57465,3037.95177060652,91138.5531181956,0.413258527624054,0.413756364504492,"R",0.437961469565305,""
"8","Contra-Costa",685678,824070,750310,617110.2,2477.00734969335,788.5297,3265.53704969335,97966.1114908004,0.401097755027665,0.393416232933437,"",0.433652272596587,"R"
"9","Marin",903703,1169900,1040490,813332.7,3264.62125507881,1039.25845,4303.87970507881,129116.391152364,0.366341377270457,0.328747149282005,"",0.294125046784743,""
"10","Napa",549321,623970,615510,494388.9,1984.41856722966,631.71915,2616.13771722966,78484.1315168898,0.447585038123661,0.463967463346164,"",0.442710421519208,""
"11","San Francisco",1061471.5,1353450,1048350,955324.35,3834.55894310452,1220.692225,5055.25116810452,151657.535043136,0.240971885847202,0.217513635883567,"",0.286213641384249,""
"12","San Mateo",1062500,1300000,1070000,956250,3838.27439271667,1221.875,5060.14939271667,151804.4817815,0.268197553324211,0.256720484722713,"",0.337463751351419,""
"13","Santa Clara",820250,980000,860000,738225,2963.14783117727,943.2875,3906.43533117727,117193.059935318,0.401213839727579,0.394876409812337,"",0.438535786754351,""
"14","Solano",307598,352850,331060,276838.2,1111.19578978905,353.7377,1464.93348978905,43948.0046936714,0.662912385836906,0.673537209091875,"",0.707268430844776,""
