"","RegionSalesCar","2015 Q3","2015 Q2","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",487420,485910,468220,389936,1897.76151146132,560.533,2458.29451146132,98331.780458453,0.290776614707705,0.300464748796295,"",0.294535466340422,""
"2","CA Condo/Townhomes",390740,390080,376580,312592,1521.33956954659,449.351,1970.69056954659,78827.6227818635,0.384294533989363,0.391393441849891,"",0.384389463894998,""
"3","Los Angeles Metropolitan Area",444470,440620,423470,355576,1730.53641417918,511.1405,2241.67691417918,89667.0765671671,0.312066524182934,0.323748203270598,"",0.324650964985991,""
"4","Inland Empire",292480,291730,275430,233984,1138.76592440238,336.352,1475.11792440238,59004.7169760952,0.447157687187971,0.456809369477405,"",0.46913551223393,""
"5","S.F. Bay Area",809440,820620,731180,647552,3151.54092535648,930.856,4082.39692535648,163295.877014259,0.203813204408194,0.20411660496642,"",0.215898051781716,""
"6","United States",223000,229500,217300,178400,868.246721627909,256.45,1124.69672162791,44987.8688651164,0.575358275865549,0.570418420096379,"",0.584801613861948,"R"
"7","Alameda",750460,752170,678330,600368,2921.90329467659,863.029,3784.93229467659,151397.291787064,0.199252427743212,0.203662948847053,"R",0.211506975737845,""
"8","Contra-Costa",806680,824070,750310,645344,3140.79491212019,927.682,4068.47691212019,162739.076484807,0.187318330483877,0.185787137501048,"R",0.197646094034361,"R"
"9","Marin",1063180,1169900,1040490,850544,4139.47331614511,1222.657,5362.13031614511,214485.212645805,0.185275991141686,0.166367734893336,"",0.145162227469731,""
"10","Napa",646260,623970,615510,517008,2516.20236017602,743.199,3259.40136017602,130376.054407041,0.210541911011221,0.23047277925951,"",0.210086228060401,""
"11","San Francisco",1248790,1353450,1048350,999032,4862.14270628572,1436.1085,6298.25120628572,251930.048251429,0.104862506184279,0.100038552134544,"",0.121683175161035,""
"12","San Mateo",1250000,1300000,1070000,1e+06,4866.85382078424,1437.5,6304.35382078424,252174.15283137,0.129692370408178,0.12717235923399,"",0.14784130970936,""
"13","Santa Clara",965000,980000,860000,772000,3757.21114964544,1109.75,4866.96114964544,194678.445985817,0.185591101902264,0.185657556906407,"",0.21221613390464,""
"14","Solano",361880,352850,331060,289504,1408.97364853232,416.162,1825.13564853232,73005.4259412929,0.436171705427133,0.460490313916818,"",0.488131922576194,""
