"","RegionSalesCar","2015 Q3","2015 Q2","Quarter_Rev","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",487420,485910,"",468220,388728,1844.6591063234,558.7965,2403.4556063234,96138.2242529361,0.300464748796295,0.301233320656604
"2","CA Condo/Townhomes",390740,390080,"",376580,312064,1480.85987980209,448.592,1929.45187980209,77178.0751920835,0.391393441849891,0.3931298449417
"3","Los Angeles Metropolitan Area",444470,440620,"",423470,352496,1672.7247750164,506.713,2179.4377750164,87177.5110006559,0.323748203270598,0.323748203270598
"4","Inland Empire",292480,291730,"",275430,233384,1107.49398260527,335.4895,1442.98348260527,57719.3393042107,0.456809369477405,0.456809369477405
"5","S.F. Bay Area",809440,820620,"",731180,656496,3115.31797211646,943.713,4059.03097211646,162361.238884658,0.20411660496642,0.196417625641171
"6","United States",223000,229500,"",217300,183600,871.250365090697,263.925,1135.1753650907,45407.0146036279,0.570418420096379,0.570418420096379
"7","Alameda",750460,752170,"R",678330,601736,2855.46138174409,864.9955,3720.45688174409,148818.275269764,0.203662948847053,0.181296588886416
"8","Contra-Costa",806680,824070,"R",750310,659256,3128.41519982698,947.6805,4076.09569982698,163043.827993079,0.185787137501048,0.181304005942982
"9","Marin",1063180,1169900,"",1040490,935920,4441.28889812465,1345.385,5786.67389812465,231466.955924986,0.166367734893336,0.166367734893336
"10","Napa",646260,623970,"",615510,499176,2368.77599261718,717.5655,3086.34149261718,123453.659704687,0.23047277925951,0.23047277925951
"11","San Francisco",1248790,1353450,"",1048350,1082760,5138.09937530285,1556.4675,6694.56687530285,267782.675012114,0.100038552134544,0.100038552134544
"12","San Mateo",1250000,1300000,"",1070000,1040000,4935.18725323707,1495,6430.18725323707,257207.490129483,0.12717235923399,0.12717235923399
"13","Santa Clara",965000,980000,"",860000,784000,3720.37192936333,1127,4847.37192936333,193894.877174533,0.185657556906407,0.185657556906407
"14","Solano",361880,352850,"",331060,282280,1339.52370946515,405.7775,1745.30120946515,69812.0483786061,0.460490313916818,0.460490313916818
"15","Sonoma",565790,566980,"",495140,453584,2152.42497603104,652.027,2804.45197603104,112178.079041242,0.247622444682749,0.247622444682749
"16","Los Angeles",506780,445190,"",481870,356152,1690.07385636047,511.9685,2202.04235636047,88081.6942544187,0.302932690069986,0.302932690069986
"17","Orange County",715250,713220,"",696980,570576,2707.59557904134,820.203,3527.79857904134,141111.943161654,0.207717975833936,0.207717975833936
"18","Riverside County",335460,334580,"",318440,267664,1270.16534706774,384.767,1654.93234706774,66197.2938827095,0.404684775466857,0.404684775466857
"19","San Bernardino",230210,223830,"",213260,179064,849.72535607081,257.4045,1107.12985607081,44285.1942428324,0.558954046254428,0.558954046254428
"20","San Diego",554370,547840,"",517810,438272,2079.76383447184,630.016,2709.77983447184,108391.193378874,0.251693632097156,0.251693632097156
"21","Ventura",614700,619060,"",592570,495248,2350.13616999149,711.919,3062.05516999149,122482.20679966,0.2541825685229,0.2541825685229
"22","Monterey",480000,480000,"",455000,384000,1822.22298581061,552,2374.22298581061,94968.9194324244,0.274977836431657,0.274977836431657
"23","San Luis Obispo",523240,518550,"",482140,414840,1968.57026935852,596.3325,2564.90276935852,102596.110774341,0.27715982152185,0.27715982152185
"24","Santa Barbara",686830,741570,"",755750,593256,2815.22062414078,852.8055,3668.02612414078,146721.044965631,0.155459288348245,0.155459288348245
"25","Santa Cruz",740000,727250,"",685000,581800,2760.85763839743,836.3375,3597.19513839743,143887.805535897,0.203420258994932,0.203420258994932
"26","Fresno",220860,219030,"",204410,175224,831.503126212703,251.8845,1083.3876262127,43335.5050485081,0.496306045411495,0.496306045411495
"27","Kings County",194410,186330,"",179670,149064,707.364185304356,214.2795,921.643685304356,36865.7474121742,0.624010251974425,0.624010251974425
"28","Madera",215910,216430,"",214710,173144,821.632751706229,248.8945,1070.52725170623,42821.0900682492,0.499329600936114,0.499329600936114
"29","Merced",199510,205060,"",172430,164048,778.468844729841,235.819,1014.28784472984,40571.5137891936,0.549359306613913,0.549359306613913
"30","Placer County",395480,399680,"",384730,319744,1517.3043395183,459.632,1976.9363395183,79077.453580732,0.440447069149951,0.440447069149951
"31","Sacramento",291410,291030,"",275330,232824,1104.83657408429,334.6845,1439.52107408429,57580.8429633718,0.473342189468783,0.473342189468783
"32","San Benito",459900,465000,"",417000,372000,1765.27851750403,534.75,2300.02851750403,92001.1407001611,0.335694959887469,0.335694959887469
"33","San Joaquin",292250,285810,"",263400,228648,1085.0198991136,328.6815,1413.7013991136,56548.0559645442,0.460307363714283,0.460307363714283
"34","Stanislaus",250820,246480,"",230770,197184,935.711503213748,283.452,1219.16350321375,48766.5401285499,0.472301455728475,0.472301455728475
"35","Tulare",189790,190740,"",177870,152592,724.105858986491,219.351,943.456858986491,37738.2743594596,0.536763836760782,0.536763836760782
"36","Amador",273910,237900,"",228030,190320,903.139267342383,273.585,1176.72426734238,47068.9706936953,0.56046773124088,0.56046773124088
"37","Butte County",261110,256310,"",240500,205048,973.029111443994,294.7565,1267.78561144399,50711.4244577598,0.436058206787842,0.436058206787842
"38","El Dorado County",4e+05,417660,"",380400,334128,1585.56177552846,480.309,2065.87077552846,82634.8310211383,0.418992421396595,0.418992421396595
"39","Humboldt",268930,261920,"",249240,209536,994.326342590656,301.208,1295.53434259066,51821.3737036262,0.429848802527782,0.429848802527782
"40","Lake County",221350,209180,"",177080,167344,794.109592024715,240.557,1034.66659202471,41386.6636809886,0.441177061515389,0.441177061515389
"41","Mariposa",256110,246050,"",227590,196840,934.079095122292,282.9575,1217.03659512229,48681.4638048917,0.56794085846361,0.56794085846361
"42","Mendocino",350000,325000,"",298390,260000,1233.79681330927,373.75,1607.54681330927,64301.8725323707,0.340162650921879,0.340162650921879
"43","Shasta",231740,232390,"",217480,185912,882.221665984432,267.2485,1149.47016598443,45978.8066393773,0.51317722634617,0.51317722634617
"44","Siskiyou County",173330,150710,"",152220,120568,572.14005456566,173.3165,745.45655456566,29818.2621826264,0.586906960176397,0.586906960176397
"45","Sutter",234410,223360,"",222400,178688,847.94109606387,256.864,1104.80509606387,44192.2038425548,0.568565522063234,0.568565522063234
"46","Tehama",183080,182000,"",164620,145600,690.926215453189,209.3,900.226215453189,36009.0486181276,0.575405134411186,0.577717726927127
"47","Yolo",395890,387600,"",359240,310080,1471.44506104207,445.74,1917.18506104207,76687.4024416827,0.376978717628249,0.376978717628249
"48","Yuba",224360,218440,"",205090,174752,829.263310459311,251.206,1080.46931045931,43218.7724183725,0.533934468014002,0.533934468014002
