"","RegionSalesCar","2015 Q3","2015 Q2","Quarter_Rev","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"23","San Luis Obispo",523240,440767.5,"",482140,396690.75,1577.73989753571,506.882625,2084.62252253571,62538.6756760713,0.506907406254145,0.506907406254145
"24","Santa Barbara",686830,630334.5,"",755750,567301.05,2256.30040654818,724.884675,2981.18508154818,89435.5524464453,0.357240800582082,0.357240800582082
"25","Santa Cruz",740000,618162.5,"",685000,556346.25,2212.73038372933,710.886875,2923.61725872933,87708.51776188,0.414163003003526,0.414163003003526
"26","Fresno",220860,186175.5,"",204410,167557.95,666.420537570623,214.101825,880.522362570623,26415.6708771187,0.678192351920197,0.678192351920197
"27","Kings County",194410,158380.5,"",179670,142542.45,566.927538535973,182.137575,749.065113535973,22471.9534060792,0.791234798645999,0.791234798645999
"28","Madera",215910,183965.5,"",214710,165568.95,658.509779237593,211.560325,870.070104237593,26102.1031271278,0.686170340916367,0.686170340916367
"29","Merced",199510,174301,"",172430,156870.9,623.91542452738,200.44615,824.36157452738,24730.8472358214,0.725629585727766,0.725629585727766
"30","Placer County",395480,339728,"",384730,305755.2,1216.06611174828,390.6872,1606.75331174828,48202.5993524485,0.652090694663853,0.652090694663853
"31","Sacramento",291410,247375.5,"",275330,222637.95,885.487691408385,284.481825,1169.96951640838,35099.0854922515,0.66323241826844,0.66323241826844
"32","San Benito",459900,395250,"",417000,355725,1414.80870186888,454.5375,1869.34620186888,56080.3860560663,0.577306023072492,0.577306023072492
"33","San Joaquin",292250,242938.5,"",263400,218644.65,869.605322755147,279.379275,1148.98459775515,34469.5379326544,0.654606287480444,0.654606287480444
"34","Stanislaus",250820,209508,"",230770,188557.2,749.93988997127,240.9342,990.87408997127,29726.2226991381,0.676059632626451,0.676059632626451
"35","Tulare",189790,162129,"",177870,145916.1,580.345401708536,186.44835,766.793751708536,23003.8125512561,0.721065924202264,0.721065924202264
"36","Amador",273910,202215,"",228030,181993.5,723.83438747227,232.54725,956.38163747227,28691.4491241681,0.740612769427258,0.740612769427258
"37","Butte County",261110,217863.5,"",240500,196077.15,779.848641668842,250.543025,1030.39166666884,30911.7500000653,0.637540038820219,0.637540038820219
"38","El Dorado County",4e+05,355011,"",380400,319509.9,1270.77204822055,408.26265,1679.03469822055,50371.0409466164,0.636186386605571,0.636186386605571
"39","Humboldt",268930,222632,"",249240,200368.8,796.917624072034,256.0268,1052.94442407203,31588.332722161,0.630497152949431,0.630497152949431
"40","Lake County",221350,177803,"",177080,160022.7,636.450933885874,204.47345,840.924383885874,25227.7315165762,0.627145933619548,0.627145933619548
"41","Mariposa",256110,209142.5,"",227590,188228.25,748.631572246961,240.513875,989.145447246961,29674.3634174088,0.734931715366062,0.734931715366062
"42","Mendocino",350000,276250,"",298390,248625,988.844791628784,317.6875,1306.53229162878,39195.9687488635,0.543906864026163,0.543906864026163
"43","Shasta",231740,197531.5,"",217480,177778.35,707.069665004964,227.161225,934.230890004963,28026.9267001489,0.705095689342842,0.705095689342842
"44","Siskiyou County",173330,128103.5,"",152220,115293.15,458.550149373459,147.319025,605.869174373459,18176.0752312038,0.756429495531526,0.756429495531526
"45","Sutter",234410,189856,"",222400,170870.4,679.594992794478,218.3344,897.929392794478,26937.8817838343,0.732432519229372,0.732432519229372
"46","Tehama",183080,154700,"",164620,139230,553.753083312119,177.905,731.658083312119,21949.7424993636,0.761648311039821,0.763336315849684
"47","Yolo",395890,329460,"",359240,296514,1179.31151149328,378.879,1558.19051149328,46745.7153447985,0.559764180103184,0.559764180103184
"48","Yuba",224360,185674,"",205090,167106.6,664.625403948897,213.5251,878.150503948897,26344.5151184669,0.724968456166703,0.724968456166703
