"","RegionSalesCar","2015 Q3","2015 Q2","Quarter_Rev","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",487420,413023.5,"",468220,371721.15,1478.42945446259,474.977025,1953.40647946259,58602.1943838778,0.512495405853241,0.513154642756449
"2","CA Condo/Townhomes",390740,331568,"",376580,298411.2,1186.85715790325,381.3032,1568.16035790325,47044.8107370975,0.595194633062853,0.597035584379439
"3","Los Angeles Metropolitan Area",444470,374527,"",423470,337074.3,1340.63012949992,430.70605,1771.33617949992,53140.0853849977,0.533114048818679,0.533114048818679
"4","Inland Empire",292480,247970.5,"",275430,223173.45,887.617510959585,285.166075,1172.78358595959,35183.5075787876,0.654836642662851,0.654836642662851
"5","S.F. Bay Area",809440,697527,"R",731180,627774.3,2496.81788586589,802.15605,3298.97393586589,98969.2180759766,0.408159921105413,0.397214286772491
"6","United States",223000,195075,"",217300,175567.5,698.276552857865,224.33625,922.612802857864,27678.3840857359,0.739197267976109,0.739197267976109
"7","Alameda",750460,639344.5,"R",678330,575410.05,2288.55195975207,735.246175,3023.79813475207,90713.9440425621,0.413756364504492,0.37954664238129
"8","Contra-Costa",806680,700459.5,"",750310,630413.55,2507.31485365395,805.528425,3312.84327865395,99385.2983596183,0.393416232933437,0.38711349135238
"9","Marin",1063180,994415,"",1040490,894973.5,3559.53698992774,1143.57725,4703.11423992774,141093.427197832,0.328747149282005,0.328747149282005
"10","Napa",646260,530374.5,"",615510,477337.05,1898.4907219465,609.930675,2508.4213969465,75252.641908395,0.463967463346164,0.463967463346164
"11","San Francisco",1248790,1150432.5,"",1048350,1035389.25,4118.00610224609,1322.997375,5441.00347724609,163230.104317383,0.217513635883567,0.217513635883567
"12","San Mateo",1250000,1105000,"",1070000,994500,3955.37916651514,1270.75,5226.12916651514,156783.874995454,0.256720484722713,0.256720484722713
"13","Santa Clara",965000,833000,"",860000,749700,2981.74737168064,957.95,3939.69737168064,118190.921150419,0.394876409812337,0.394876409812337
"14","Solano",361880,299922.5,"",331060,269930.25,1073.58118377297,344.910875,1418.49205877297,42554.7617631892,0.673537209091875,0.673537209091875
"15","Sonoma",565790,481933,"",495140,433739.7,1725.09298448519,554.22295,2279.31593448519,68379.4780345558,0.4722907450677,0.4722907450677
"16","Los Angeles",506780,378411.5,"",481870,340570.35,1354.5348085699,435.173225,1789.7080335699,53691.2410070971,0.506485124615631,0.506485124615631
"17","Orange County",715250,606237,"",696980,545613.3,2170.04271472456,697.17255,2867.21526472456,86016.4579417367,0.429772815341538,0.429772815341538
"18","Riverside County",335460,284393,"",318440,255953.7,1017.99289348664,327.05195,1345.04484348664,40351.3453045993,0.613128635571574,0.613128635571574
"19","San Bernardino",230210,190255.5,"",213260,171229.95,681.025014493141,218.793825,899.818839493141,26994.5651847942,0.732853826242905,0.732853826242905
"20","San Diego",554370,465664,"",517810,419097.6,1666.85763275666,535.5136,2202.37123275666,66071.1369826997,0.471518323894703,0.471518323894703
"21","Ventura",614700,526201,"",592570,473580.9,1883.55155909451,605.13115,2488.68270909451,74660.4812728353,0.489889079004046,0.489889079004046
"22","Monterey",480000,408000,"",455000,367200,1460.44769225174,469.2,1929.64769225174,57889.4307675523,0.510640386784616,0.510640386784616
