"","RegionSalesCar","2015 Q3","2015 Q2","Quarter_Rev","2014 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",487420,485910,"r",468220,374576,1838.30566980523,538.453,2376.75866980523,95070.3467922091,0.294535466340422,"0.294535466",""
"2","CA Condo/Townhomes",390740,390080,"r",376580,301264,1478.51255635225,433.067,1911.57955635225,76463.1822540902,0.384389463894998,"0.384389464",""
"3","Los Angeles Metropolitan Area",444470,440620,NA,423470,338776,1662.61010207257,486.9905,2149.60060207257,85984.0240829029,0.324650964985991,"0.324650965",""
"4","Inland Empire",292480,291730,NA,275430,220344,1081.38168090738,316.7445,1398.12618090738,55925.0472362952,0.46913551223393,"0.469135512",""
"5","S.F. Bay Area",809440,820620,"r",731180,584944,2870.72816122376,840.857,3711.58516122376,148463.40644895,0.215898051781716,"0.215898052",""
"6","United States",223000,229500,"1",217300,173840,853.154119962146,249.895,1103.04911996215,44121.9647984859,0.584801613861948,"0.567594101","R"
"7","Alameda",750460,752170,"r",678330,542664,2663.230714192,780.0795,3443.310214192,137732.40856768,0.211506975737845,"0.211506976",""
"8","Contra-Costa",806680,824070,"r",750310,600248,2945.83556258075,862.8565,3808.69206258075,152347.68250323,0.197646094034361,"0.351219438","R"
"9","Marin",1063180,1169900,NA,1040490,832392,4085.12807307599,1196.5635,5281.69157307599,211267.66292304,0.145162227469731,"0.145162227",""
"10","Napa",646260,623970,NA,615510,492408,2416.5894725168,707.8365,3124.4259725168,124977.038900672,0.210086228060401,"0.210086228",""
"11","San Francisco",1248790,1353450,NA,1048350,838680,4115.98767446993,1205.6025,5321.59017446993,212863.606978797,0.121683175161035,"0.121683175",""
"12","San Mateo",1250000,1300000,NA,1070000,856000,4200.98899383109,1230.5,5431.48899383109,217259.559753244,0.14784130970936,"0.14784131",""
"13","Santa Clara",965000,980000,NA,860000,688000,3376.49582681751,989,4365.49582681751,174619.833072701,0.21221613390464,"0.212216134",""
"14","Solano",361880,352850,NA,331060,264848,1299.79384700722,380.719,1680.51284700722,67220.5138802887,0.488131922576194,"0.488131923",""
"15","Los Angeles",506780,445190,NA,481870,385496,1891.89772566111,554.1505,2446.04822566111,97841.9290264444,0.248961984163704,"0.248961984",""
"16","Orange County",715250,713220,NA,696980,557584,2736.45355973869,801.527,3537.98055973869,141519.222389547,0.201040547482661,"0.201040547",""
"17","Riverside County",335460,334580,NA,318440,254752,1250.24573382764,366.206,1616.45173382764,64658.0693531055,0.414587725725893,"0.414587726",""
"18","San Bernardino",230210,223830,NA,213260,170608,837.29244189198,245.249,1082.54144189198,43301.6576756792,0.568002925424921,"0.568002925",""
"19","San Diego",554370,547840,NA,517810,414248,2033.00384195858,595.4815,2628.48534195858,105139.413678343,0.250892825793825,"0.250892826",""
"20","Ventura",614700,619060,NA,592570,474056,2326.52340941541,681.4555,3007.97890941541,120319.156376616,0.268625998390948,"0.268625998",""
"21","Monterey",480000,480000,NA,455000,364000,1786.40186186275,523.25,2309.65186186275,92386.0744745102,0.265980539394663,"0.265980539",""
"22","San Luis Obispo",523240,518550,NA,482140,385712,1892.95778830441,554.461,2447.41878830441,97896.7515321766,0.243391639023234,"0.243391639",""
"23","Santa Barbara",686830,741570,NA,755750,604600,2967.19386176434,869.1125,3836.30636176434,153452.254470574,0.142099350012997,"0.14209935",""
"24","Santa Cruz",740000,727250,NA,685000,548000,2689.41818763953,787.75,3477.16818763953,139086.727505581,0.173085850627207,"0.173085851",""
"25","Fresno",220860,219030,NA,204410,163528,802.545944139265,235.0715,1037.61744413926,41504.6977655706,0.525697467209704,"0.525697467",""
"26","Kings County",194410,186330,NA,179670,143736,705.412796749189,206.6205,912.033296749189,36481.3318699676,0.6395979101466,"0.63959791",""
"27","Madera",215910,216430,NA,214710,171768,842.985370902312,246.9165,1089.90187090231,43596.0748360925,0.505034996217866,"0.505034996",""
"28","Merced",199510,205060,NA,172430,137944,676.987413276912,198.2945,875.281913276912,35011.2765310765,0.546786817287179,"0.546786817",""
"29","Placer County",395480,399680,NA,384730,307784,1510.51074354826,442.4395,1952.95024354826,78118.0097419303,0.442809513470894,"0.442809513",""
"30","Sacramento",291410,291030,NA,275330,220264,1080.98906511357,316.6295,1397.61856511357,55904.7426045426,0.478847543216152,"0.478847543",""
"31","San Joaquin",292250,285810,NA,263400,210720,1034.15000091132,302.91,1337.06000091132,53482.4000364527,0.478626215007669,"0.399722375","R"
"32","Stanislaus",250820,246480,NA,230770,184616,906.03946738916,265.3855,1171.42496738916,46856.9986955664,0.474236852418208,"0.436310496","R"
"33","Tulare",189790,190740,NA,177870,142296,698.345712460501,204.5505,902.896212460501,36115.8484984201,0.563116797353769,"0.563116797",""
"34","Butte County",261110,256310,NA,240500,192400,944.240984127456,276.575,1220.81598412746,48832.6393650982,0.440160363477496,"NA",NA
"35","El Dorado County",4e+05,417660,NA,380400,304320,1493.51047967603,437.46,1930.97047967603,77238.819187041,0.418907379094106,"NA",NA
"36","Humboldt",268930,261920,NA,249240,199392,978.555604506973,286.626,1265.18160450697,50607.2641802789,0.40366305329593,"NA",NA
"37","Shasta",231740,232390,NA,217480,173984,853.860828391015,250.102,1103.96282839102,44158.5131356406,0.490269005733683,"NA",NA
"38","Yolo",395890,387600,NA,359240,287392,1410.43297770456,413.126,1823.55897770456,72942.3591081825,0.394339862471594,"NA",NA
