"","RegionSalesCar","2017 Q2","2017 Q1","2016 Q2","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"21","Ventura",539750,6e+05,606500,485775,2100.81591447954,620.7125,2721.52841447954,81645.8524343863,0.486816989969668,0.509616502158142,"R",0.538173862751691,"R"
"22","Monterey",512550,560000,535000,461295,1994.94802587585,589.4325,2584.38052587585,77531.4157762755,0.398674544416464,0.430325399026032,"",0.458277736218918,""
"23","San Luis Obispo",480250,550000,539000,432225,1869.22990815896,552.2875,2421.51740815896,72645.5222447689,0.459407547084661,0.468200046947705,"",0.473737016089733,""
"24","Santa Barbara",637500,779000,725000,573750,2481.27863914907,733.125,3214.40363914907,96432.109174472,0.331506460069296,0.310189635952913,"",0.373199029500215,"R"
"25","Santa Cruz",722500,805000,799000,650250,2812.11579103561,830.875,3642.99079103561,109289.723731068,0.334064885086021,0.353139476867675,"",0.355107520717249,""
"26","Fresno",212500,238000,250000,191250,827.092879716355,244.375,1071.46787971636,32144.0363914907,0.643559220746125,0.659619604952348,"",0.650853471133265,"R"
"27","Kern (Bakersfield)",197625,219000,226000,177862.5,769.196378136211,227.26875,996.465128136211,29893.9538440863,0.701377625741838,0.717715588166439,"",0.714323171509596,""
"28","Kings County",191250,215000,226000,172125,744.38359174472,219.9375,964.32109174472,28929.6327523416,0.697370839471356,0.710407413115106,"",0.718606403284964,"R"
"29","Madera",220915,238000,216500,198823.5,859.845757753123,254.05225,1113.89800775312,33416.9402325937,0.636796433794311,0.668231129651892,"",0.709496448350487,"R"
"30","Merced",210800,228500,213000,189720,820.476136678625,242.42,1062.89613667862,31886.8841003587,0.670331869280163,0.697998434919388,"",0.699545069676749,""
"31","Placer County",395250,435000,429940,355725,1538.39275627242,454.5375,1992.93025627242,59787.9076881726,0.61786433573204,0.6390543074644,"",0.657744590630342,"R"
"32","Sacramento",289000,319720,318000,260100,1124.84631641424,332.35,1457.19631641424,43715.8894924273,0.625682543910034,0.645218048998519,"",0.643370471472625,""
"33","San Benito",450500,525000,489000,405450,1753.43690499867,518.075,2271.51190499867,68145.3571499602,0.542653631078352,0.543232869575862,"",0.574860089459998,""
"34","San Joaquin",286399,315000,310000,257759.1,1114.72269956652,329.35885,1444.08154956652,43322.4464869955,0.60876009526407,0.630667089154437,"",0.638951553470999,"R"
"35","Stanislaus",245225,275000,270000,220702.5,954.465183192674,282.00875,1236.47393319267,37094.2179957802,0.649902338379758,0.663973469709961,"",0.664865874934606,""
"36","Tulare",187000,212000,208000,168300,727.841734150393,215.05,942.891734150393,28286.7520245118,0.691288039659294,0.700769127580089,"",0.67370174392458,""
"37","Amador",289000,295000,275000,260100,1124.84631641424,332.35,1457.19631641424,43715.8894924273,0.596223628314668,0.643840160157091,"",0.678112073252352,"R"
"38","Butte County",259972.5,282000,274000,233975.25,1011.86542904499,298.968375,1310.83380404499,39325.0141213497,0.561398656582414,0.587105405956129,"",0.605279399807527,"R"
"39","Calaveras",262650,286630,295000,236385,1022.28679932942,302.0475,1324.33429932942,39730.0289798825,0.66376144594583,NA,NA,NA,NA
"40","El Dorado County",408000,429000,440000,367200,1588.0183290554,469.2,2057.2183290554,61716.5498716621,0.580438673610525,0.616388889497233,"",0.566521326497977,"R"
"41","Humboldt",254150,295000,276000,228735,989.203084140761,292.2725,1281.47558414076,38444.2675242228,0.550574556754345,0.553321779696698,"",0.608029034399109,"R"
"42","Lake County",212500,217000,250000,191250,827.092879716355,244.375,1071.46787971636,32144.0363914907,0.549964375711573,0.603191149632194,"",0.596764259756666,""
"43","Lassen",158100,177000,157250,142290,615.357102508969,181.815,797.172102508968,23915.1630752691,0.78563024731151,NA,NA,NA,NA
"44","Mariposa",241731.5,280000,250000,217558.35,940.867776250137,277.991225,1218.85900125014,36565.7700375041,0.661097299257919,0.664165402534743,"",0.67006803944217,""
"45","Mendocino",340000,4e+05,345000,306000,1323.34860754617,391,1714.34860754617,51430.4582263851,0.452243386065805,0.4491935518416,"",0.524207366367069,"R"
"46","Mono",440172.5,612250,548500,396155.25,1713.24019104446,506.198375,2219.43856604446,66583.1569813338,0.515321033564354,NA,NA,NA,NA
"47","Nevada",331500,380000,350000,298350,1290.26489235751,381.225,1671.48989235751,50144.6967707254,0.587559589259921,NA,NA,NA,NA
"48","Plumas",242250,305000,250000,218025,942.885882876645,278.5875,1221.47338287665,36644.2014862994,0.630457444707566,NA,NA,NA,NA
"49","Shasta",220915,235500,235000,198823.5,859.845757753123,254.05225,1113.89800775312,33416.9402325937,0.646687362223076,0.680273019242799,"",0.660455055880199,""
"50","Siskiyou County",184025,206500,182950,165622.5,716.262433834364,211.62875,927.891183834364,27836.7355150309,0.639486271162847,0.652397283179746,"",0.706837978405396,""
"51","Sutter",230350,258500,240000,207315,896.568681612529,264.9025,1161.47118161253,34844.1354483759,0.710831025808077,0.722914913481262,"",0.723367262612626,""
"52","Tehama",171700,206000,195000,154530,668.291046810815,197.455,865.746046810815,25972.3814043245,0.740452775708968,0.731617559558989,"",0.761341725270439,""
"53","Tuolumne",242250,279000,249000,218025,942.885882876645,278.5875,1221.47338287665,36644.2014862994,0.643196620853186,0.647675084349228,"",NA,NA
"54","Yolo",365500,385500,4e+05,328950,1422.59975311213,420.325,1842.92475311213,55287.7425933639,0.517958025901872,0.552220223007588,"",0.542704341265573,""
"55","Yuba",229500,254900,241000,206550,893.260310093664,263.925,1157.18531009366,34715.5593028099,0.617569633986697,0.637767377073054,"",0.657594006031089,"R"
