"","RegionSalesCar","2017 Q2","2017 Q1","Quarter_Rev","2016 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",553260,422127,"",516220,379914.3,1651.32665159183,485.44605,2136.77270159183,64103.181047755,0.514324846154975,0.514324846154975
"2","CA Condo/Townhomes",443400,352614,"",411370,317352.6,1379.39742287132,405.5061,1784.90352287132,53547.1056861397,0.582059097808233,0.581976272849009
"3","Los Angeles Metropolitan Area",491250,392657.5,"",467220,353391.75,1536.04435323355,451.556125,1987.60047823355,59628.0143470066,0.525944613959287,0.525970531935899
"4","Inland Empire",342050,277491,"",315500,249741.9,1085.52232829662,319.11465,1404.63697829662,42139.1093488987,0.627212163050263,0.627212163050263
"5","S.F. Bay Area",895000,663280.5,"",830000,596952.45,2594.69962151475,762.772575,3357.47219651475,100724.165895442,0.448292368583217,0.448292368583217
"6","United States",255600,197285,"",241000,177556.5,771.762949205558,226.87775,998.640699205558,29959.2209761667,0.73379588383483,0.73379588383483
"7","Alameda",880000,678300,"",806000,610470,2653.45468964255,780.045,3433.49968964255,103004.990689276,0.407891267548797,0.407891267548797
"8","Contra-Costa",655000,478125,"",597000,430312.5,1870.38629439089,549.84375,2420.23004439089,72606.9013317268,0.56756917635767,0.56756917635767
"9","Marin",1302500,1020000,"",1225000,918000,3990.15742803391,1173,5163.15742803391,154894.722841017,0.324682555354731,0.324682555354731
"10","Napa",683000,567800,"",630000,511020,2221.18763493888,652.97,2874.15763493888,86224.7290481663,0.457489261871046,0.457489261871046
"11","San Francisco",1450000,1105000,"",1375000,994500,4322.67054703673,1270.75,5593.42054703673,167802.616411102,0.252490154091735,0.252490154091735
"12","San Mateo",1469000,1105000,"",1330000,994500,4322.67054703673,1270.75,5593.42054703673,167802.616411102,0.287912616363164,0.287912616363164
"13","Santa Clara",1183440,909500,"",1085000,818550,3557.89037333023,1045.925,4603.81537333023,138114.461199907,0.366856573511578,0.366856573511578
"14","Solano",412000,332137.5,"",385000,298923.75,1299.29501250354,381.958125,1681.25313750354,50437.5941251062,0.650277725394723,0.650277725394723
"15","Sonoma",625000,514250,"",585000,462825,2011.7043699671,591.3875,2603.0918699671,78092.7560990129,0.464364553291749,0.464364553291749
"16","Los Angeles",514220,412947,"",480040,371652.3,1615.41523473953,474.88905,2090.30428473953,62709.1285421858,0.482832140272634,0.482832140272634
"17","Orange County",788000,637500,"",740000,573750,2493.84839252119,733.125,3226.97339252119,96809.2017756358,0.417564436426691,0.417564436426691
"18","Riverside County",380000,310250,"",355000,279225,1213.67288436031,356.7875,1570.46038436031,47113.8115308094,0.595325657937517,0.595325657937517
"19","San Bernardino",269640,218365,"",242370,196528.5,854.226202718259,251.11975,1105.34595271826,33160.3785815478,0.695243301230756,0.695243301230756
"20","San Diego",605000,479400,"",560000,431460,1875.37399117594,551.31,2426.68399117594,72800.5197352781,0.480388464170989,0.480388464170989
"21","Ventura",635000,510000,"R",606500,459000,1995.07871401695,586.5,2581.57871401695,77447.3614205086,0.509616502158142,0.478582676828879
"22","Monterey",603000,476000,"",535000,428400,1862.07346641582,547.4,2409.47346641582,72284.2039924747,0.430325399026032,0.430325399026032
"23","San Luis Obispo",565000,467500,"",539000,420750,1828.82215451554,537.625,2366.44715451554,70993.4146354662,0.468200046947705,0.468200046947705
"24","Santa Barbara",750000,662150,"",725000,595935,2590.27719703201,761.4725,3351.74969703201,100552.49091096,0.310189635952913,0.310189635952913
"25","Santa Cruz",850000,684250,"",799000,615825,2676.73060797275,786.8875,3463.61810797275,103908.543239182,0.353139476867675,0.353139476867675
"26","Fresno",250000,202300,"",250000,182070,791.381223226725,232.645,1024.02622322673,30720.7866968018,0.659619604952348,0.659619604952348
"27","Kern (Bakersfield)",232500,186150,"",226000,167535,728.203730616188,214.0725,942.276230616188,28268.2869184856,0.717715588166439,0.717715588166439
"28","Kings County",225000,182750,"",226000,164475,714.903205856075,210.1625,925.065705856075,27751.9711756823,0.710407413115106,0.710407413115106
"29","Madera",259900,202300,"",216500,182070,791.381223226725,232.645,1024.02622322673,30720.7866968018,0.668231129651892,0.668231129651892
"30","Merced",248000,194225,"",213000,174802.5,759.792476921457,223.35875,983.151226921457,29494.5368076437,0.697998434919388,0.697998434919388
"31","Placer County",465000,369750,"",429940,332775,1446.43206766229,425.2125,1871.64456766229,56149.3370298687,0.6390543074644,0.6390543074644
"32","Sacramento",340000,271762,"",318000,244585.8,1063.11094407583,312.5263,1375.63724407583,41269.117322275,0.645218048998519,0.645212517718799
"33","San Benito",530000,446250,"",489000,401625,1745.69387476483,513.1875,2258.88137476483,67766.441242945,0.543232869575862,0.543232869575862
