"","RegionSalesCar","2016 Q3","2016 Q2","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",438549,516220,490320,394694.1,1628.07782964565,504.33135,2132.40917964565,63972.2753893695,0.502133056385736,0.499893128130955,"",0.506830735493022,""
"2","CA Condo/Townhomes",355495.5,411390,389350,319945.95,1319.74840231946,408.819825,1728.56822731946,51857.0468195837,0.581037446775931,0.584801133632003,"",0.59381881962586,""
"3","Los Angeles Metropolitan Area",398310,470330,446860,358479,1478.69378410658,458.0565,1936.75028410658,58102.5085231975,0.52708929806054,0.523874179860697,"",0.525671670847905,""
"4","Inland Empire",271116,315500,292830,244004.4,1006.49630682594,311.7834,1318.27970682594,39548.3912047782,0.645103063685264,0.647667506960882,"",0.651006340208395,""
"5","S.F. Bay Area",668083,840920,752810,601274.7,2480.20431163485,768.29545,3248.49976163485,97454.9928490456,0.446524853351452,0.415142289211788,"",0.445156251281543,"R"
"6","United States",204765,241000,223000,184288.5,760.173565068878,235.47975,995.653315068878,29869.5994520663,0.727321687379806,0.725889291200431,"",0.746078373436517,""
"7","Alameda",676090,825700,750460,608481,2509.92965402983,777.5035,3287.43315402983,98622.9946208948,0.430999554570111,0.41236003041474,"",0.413258527624054,""
"8","Contra-Costa",511283.5,628150,560180,460155.15,1898.09880084923,587.976025,2486.07482584923,74582.244775477,0.546709848632786,0.528136935630098,"",0.555108894854044,"R"
"9","Marin",1007250,1225000,1050000,906525,3739.33447325289,1158.3375,4897.67197325289,146930.159197587,0.344176977398148,0.328097274314448,"",0.371112184602961,""
"10","Napa",543150,630000,619000,488835,2016.4006146908,624.6225,2641.0231146908,79230.6934407239,0.466916194944513,0.470405590042895,"",0.465738814558822,"R"
"11","San Francisco",1103300,1375000,1230000,992970,4095.91235973185,1268.795,5364.70735973185,160941.220791956,0.263634635475938,0.242954944474111,"",0.245837851102962,"R"
"12","San Mateo",1105000,1330000,1250000,994500,4102.22347276688,1270.75,5372.97347276688,161189.204183006,0.285599787082087,0.274952837914667,"",0.268197553324211,""
"13","Santa Clara",850000,1085000,965000,765000,3155.55651751298,977.5,4133.05651751298,123991.695525389,0.409002470398011,0.370425837521487,"",0.401213839727579,""
"14","Solano",334050,386000,355000,300645,1240.1337113826,384.1575,1624.2912113826,48728.7363414781,0.645261299993795,0.650525393337173,"",0.669486341071958,"R"
"15","Sonoma",493425,585000,545000,444082.5,1831.80055841629,567.43875,2399.23930841629,71977.1792524886,0.468546832342264,0.461879869199616,"",0.489556242682663,"R"
