"","RegionSalesCar","2016 Q3","2016 Q2","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",515940,516220,490320,412752,1913.8617321493,593.331,2507.1927321493,100287.709285972,0.310325232996649,0.305275693579722,"",0.287971464046588,""
"2","CA Condo/Townhomes",418230,411390,389350,334584,1551.40983881227,480.9645,2032.37433881227,81294.9735524906,0.400361357073134,0.40171857898926,"",0.385639071720037,"R"
"3","Los Angeles Metropolitan Area",468600,470330,446860,374880,1738.25562601303,538.89,2277.14562601303,91085.825040521,0.337203582348886,0.330264901107511,"",0.309728049115579,""
"4","Inland Empire",318960,315500,292830,255168,1183.17117898659,366.804,1549.97517898659,61999.0071594635,0.460225665750967,0.459971788081126,"",0.446640812404648,""
"5","S.F. Bay Area",785980,840920,752810,628784,2915.56584919701,903.877,3819.44284919701,152777.71396788,0.254954369168074,0.229274191038189,"",0.225098917324463,"R"
"6","United States",240900,241000,223000,192720,893.61028661233,277.035,1170.64528661233,46825.8114644932,0.571546980927996,0.566488536630502,"",0.575358275865549,""
"7","Alameda",795400,825700,750460,636320,2950.50901607077,914.71,3865.21901607077,154608.760642831,0.235815840281459,0.219145795976581,"",0.199252427743212,""
"8","Contra-Costa",601510,628150,560180,481208,2231.28071191442,691.7365,2923.01721191442,116920.688476577,0.352080308178017,0.32405797370935,"",0.337779849638864,"R"
"9","Marin",1185000,1225000,1050000,948000,4395.71685195355,1362.75,5758.46685195355,230338.674078142,0.191075380401294,0.177892100880876,"",0.188035490389174,""
"10","Napa",639000,630000,619000,511200,2370.34858092685,734.85,3105.19858092685,124207.943237074,0.254156157875847,0.255040614961424,"",0.225864961578528,"R"
"11","San Francisco",1298000,1375000,1230000,1038400,4814.88647581073,1492.7,6307.58647581073,252303.459032429,0.136311171733295,0.129561913918165,"",0.106990352667255,"R"
"12","San Mateo",1300000,1330000,1250000,1040000,4822.30540720643,1495,6317.30540720643,252692.216288257,0.146236963506882,0.142148243398661,"",0.129692370408178,""
"13","Santa Clara",1e+06,1085000,965000,8e+05,3709.4656978511,1150,4859.4656978511,194378.627914044,0.222091215552434,0.19131888755411,"",0.185591101902264,""
