"","RegionSalesCar","2016 Q3","2016 Q2","Quarter_Rev","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"33","San Benito",516000,489000,"",459900,391200,1833.97780452361,562.35,2396.32780452361,95853.1121809443,0.360357125948699,0.360357125948699
"34","San Joaquin",321250,313840,"",292250,251072,1177.04620485008,360.916,1537.96220485008,61518.4881940032,0.448988071720197,0.448988071720197
"35","Stanislaus",273550,271940,"",250820,217552,1019.90168540317,312.731,1332.63268540317,53305.3074161268,0.480619383241081,0.480619383241081
"36","Tulare",212570,207700,"",189790,166160,778.971758690293,238.855,1017.82675869029,40713.0703476117,0.500265509661248,0.500265509661248
"37","Amador",253910,279460,"",273910,223568,1048.10518865474,321.379,1369.48418865474,54779.3675461896,0.497110156513363,0.497110156513363
"38","Butte County",280830,275210,"",261110,220168,1032.16570875857,316.4915,1348.65720875857,53946.2883503429,0.431338014857882,0.431338014857882
"39","El Dorado County",423240,445720,"",4e+05,356576,1671.65764219277,512.578,2184.23564219277,87369.4256877107,0.378567245670441,0.378567245670441
"40","Humboldt",296040,282380,"",268930,225904,1059.05654895987,324.737,1383.79354895987,55351.7419583948,0.412507539417989,0.412507539417989
"41","Lake County",232210,250510,"",221350,200408,939.529202067912,288.0865,1227.61570206791,49104.6280827165,0.436718296789645,0.436718296789645
"42","Mariposa",263270,252440,"",256110,201952,946.767601173701,290.306,1237.0736011737,49482.944046948,0.515046126268077,0.515046126268077
"43","Mendocino",355740,355360,"",347670,284288,1332.76554727098,408.664,1741.42954727098,69657.1818908392,0.328138701485615,0.328138701485615
"44","Shasta",237990,236200,"",231740,188960,885.860035641056,271.63,1157.49003564106,46299.6014256422,0.474273805956604,0.474273805956604
"45","Siskiyou County",203700,180000,"",173330,144000,675.083854425868,207,882.083854425868,35283.3541770347,0.547349202436497,0.547349202436497
"46","Sutter",262120,243040,"",234410,194432,911.513222109239,279.496,1191.00922210924,47640.3688843696,0.541649127290574,0.541649127290574
"47","Tehama",200890,196250,"",183080,157000,736.028924617092,225.6875,961.716424617092,38468.6569846837,0.595647237417635,0.595647237417635
"48","Yolo",400970,401550,"",395890,321240,1505.99956524837,461.7825,1967.78206524837,78711.282609935,0.354057393536636,0.354057393536636
"49","Yuba",252050,234130,"",224360,187304,878.096571315158,269.2495,1147.34607131516,45893.8428526063,0.484425936147231,0.484425936147231
