"","RegionSalesCar","2016 Q3","2016 Q2","Quarter_Rev","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",515940,516220,"",490320,412976,1936.06548517623,593.653,2529.71848517623,101188.739407049,0.305275693579722,0.305275693579722
"2","CA Condo/Townhomes",418230,411390,"",389350,329112,1542.90414929032,473.0985,2016.00264929032,80640.1059716129,0.40171857898926,0.40171857898926
"3","Los Angeles Metropolitan Area",468600,470330,"",446860,376264,1763.95660695621,540.8795,2304.83610695621,92193.4442782486,0.330264901107511,0.330264901107511
"4","Inland Empire",318960,315500,"",292830,252400,1183.27197817423,362.825,1546.09697817423,61843.8791269692,0.459971788081126,0.459971788081126
"5","S.F. Bay Area",785980,840920,"",752810,672736,3153.84174924334,967.058,4120.89974924334,164835.989969734,0.229274191038189,0.229274191038189
"6","United States",240900,241000,"",223000,192800,903.862271759079,277.15,1181.01227175908,47240.4908703632,0.566488536630502,0.566488536630502
"7","Alameda",795400,825700,"",750460,660560,3096.75965888577,949.555,4046.31465888577,161852.586355431,0.219145795976581,0.219145795976581
"8","Contra-Costa",601510,628150,"",560180,502520,2355.85512865338,722.3725,3078.22762865338,123129.105146135,0.32405797370935,0.32405797370935
"9","Marin",1185000,1225000,"",1050000,980000,4594.32067595383,1408.75,6003.07067595383,240122.827038153,0.177892100880876,0.177892100880876
"10","Napa",639000,630000,"",619000,504000,2362.79349049054,724.5,3087.29349049054,123491.739619622,0.255040614961424,0.255040614961424
"11","San Francisco",1298000,1375000,"",1230000,1100000,5156.89055464205,1581.25,6738.14055464205,269525.622185682,0.129561913918165,0.129561913918165
"12","San Mateo",1300000,1330000,"",1250000,1064000,4988.11959103558,1529.5,6517.61959103558,260704.783641423,0.142148243398661,0.142148243398661
"13","Santa Clara",1e+06,1085000,"",965000,868000,4069.25545584482,1247.75,5317.00545584482,212680.218233793,0.19131888755411,0.19131888755411
"14","Solano",393000,386000,"",355000,308800,1447.67982115769,443.9,1891.5798211577,75663.1928463078,0.453289193764183,0.453289193764183
"15","Sonoma",580500,585000,"",545000,468000,2194.02252688407,672.75,2866.77252688407,114670.901075363,0.263261334841027,0.263261334841027
"16","Los Angeles",536720,480040,"",510550,384032,1800.37363043663,552.046,2352.41963043663,94096.7852174653,0.302330983705256,0.302330983705256
"17","Orange County",740070,742220,"",715250,593776,2783.67076906649,853.553,3637.22376906649,145488.95076266,0.222891362013272,0.222891362013272
"18","Riverside County",358510,355320,"",336130,284256,1332.61552863666,408.618,1741.23352863666,69649.3411454665,0.41381835827075,0.41381835827075
"19","San Bernardino",248280,242370,"",230210,193896,909.000409984431,278.7255,1187.72590998443,47509.0363993773,0.559392054762684,0.559392054762684
"20","San Diego",589260,589910,"",554370,471928,2212.43731424647,678.3965,2890.83381424647,115633.352569859,0.256760177869653,0.256760177869653
"21","Ventura",642740,647320,"",614700,517856,2427.75155914974,744.418,3172.16955914974,126886.78236599,0.294519269742034,0.294519269742034
"22","Monterey",539000,535000,"",480000,428000,2006.499233988,615.25,2621.749233988,104869.96935952,0.247874726119725,0.247874726119725
"23","San Luis Obispo",574930,546620,"",523240,437296,2050.07964725705,628.613,2678.69264725704,107147.705890282,0.266561300412509,0.266561300412509
"24","Santa Barbara",717460,703460,"",707860,562768,2638.30271241345,808.979,3447.28171241345,137891.268496538,0.201254788881348,0.201254788881348
"25","Santa Cruz",793000,799000,"",740000,639200,2996.62222047927,918.85,3915.47222047927,156618.888819171,0.169748956057764,0.169748956057764
"26","Fresno",238260,235020,"",220860,188016,881.434485928709,270.273,1151.70748592871,46068.2994371483,0.502035573778551,0.502035573778551
"27","Kern (Bakersfield)",224670,228950,"",225620,183160,858.669158171125,263.2925,1121.96165817113,44878.466326845,0.544947694173247,0.544947694173247
"28","Kings County",210140,212660,"",194410,170128,797.574069345584,244.559,1042.13306934558,41685.3227738234,0.563694365870324,0.563694365870324
"29","Madera",238160,221700,"",215910,177360,831.478280701194,254.955,1086.43328070119,43457.3312280478,0.502626333020289,0.502626333020289
"30","Merced",219950,212080,"",199510,169664,795.39879914799,243.892,1039.29079914799,41571.6319659196,0.515319596905194,0.515319596905194
"31","Placer County",439500,438490,"",395480,350792,1644.54177403999,504.2635,2148.80527403999,85952.2109615998,0.458061599242812,0.458061599242812
"32","Sacramento",327040,323710,"",291410,258968,1214.06330286777,372.2665,1586.32980286777,63453.1921147106,0.451396250881512,0.451396250881512
