"","RegionSalesCar","2016 Q3","2016 Q2","Quarter_Rev","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"23","San Luis Obispo",574930,464627,"",523240,418164.3,1727.11901491415,534.32105,2261.44006491415,67843.2019474246,0.467473165408076,0.467473165408076
"24","Santa Barbara",717460,597941,"",707860,538146.9,2222.67597642148,687.63215,2910.30812642148,87309.2437926444,0.386889785275549,0.386889785275549
"25","Santa Cruz",793000,679150,"",740000,611235,2524.54738742894,781.0225,3305.56988742894,99167.0966228683,0.355107520717249,0.355107520717249
"26","Fresno",238260,199767,"",220860,179790.3,742.577130154631,229.73205,972.309180154631,29169.2754046389,0.672951938419088,0.672951938419088
"27","Kern (Bakersfield)",224670,194607.5,"",225620,175146.75,723.398153131234,223.798625,947.196778131234,28415.903343937,0.710117574091722,0.710117574091722
"28","Kings County",210140,180761,"",194410,162684.9,671.927718911938,207.87515,879.802868911938,26394.0860673582,0.738190104378953,0.738190104378953
"29","Madera",238160,188445,"",215910,169600.5,700.49080825156,216.71175,917.20255825156,27516.0767475468,0.699987429968672,0.699987429968672
"30","Merced",219950,180268,"",199510,162241.2,670.095131321565,207.3082,877.403331321564,26322.0999396469,0.701083130013162,0.701083130013162
"31","Placer County",439500,372716.5,"",395480,335444.85,1385.46781466047,428.623975,1814.09178966047,54422.7536898141,0.650820454576109,0.650820454576109
"32","Sacramento",327040,275153.5,"",291410,247638.15,1022.80504979302,316.426525,1339.23157479302,40176.9472437906,0.636947801751041,0.636947801751041
"33","San Benito",516000,415650,"",459900,374085,1545.06091671183,477.9975,2023.05841671183,60691.7525013549,0.574860089459998,0.574860089459998
"34","San Joaquin",321250,266764,"",292250,240087.6,991.619464418897,306.7786,1298.3980644189,38951.9419325669,0.634605197406161,0.634605197406161
"35","Stanislaus",273550,231149,"",250820,208034.1,859.230809183262,265.82135,1125.05215918326,33751.5647754979,0.662229003820305,0.662229003820305
"36","Tulare",212570,176545,"",189790,158890.5,656.255935380465,203.02675,859.282685380465,25778.4805614139,0.674164200706787,0.674164200706787
"37","Amador",253910,237541,"",273910,213786.9,882.991255182593,273.17215,1156.16340518259,34684.9021554778,0.672741619694548,0.672741619694548
"38","Butte County",280830,233928.5,"",261110,210535.65,869.562811632439,269.017775,1138.58058663244,34157.4175989732,0.603467324884788,0.603467324884788
"39","El Dorado County",423240,378862,"",4e+05,340975.8,1408.31196686462,435.6913,1844.00326686462,55320.0980059385,0.561883810349644,0.561883810349644
"40","Humboldt",296040,240023,"",268930,216020.7,892.217385809993,276.02645,1168.24383580999,35047.3150742998,0.598694750072189,0.598694750072189
"41","Lake County",232210,212933.5,"",221350,191640.15,791.519857352721,244.873525,1036.39338235272,31091.8014705816,0.595913298338965,0.595913298338965
"42","Mariposa",263270,214574,"",256110,193116.6,797.617950541379,246.7601,1044.37805054138,31331.3415162414,0.667054875306111,0.667054875306111
"43","Mendocino",355740,302056,"",347670,271850.4,1122.80745881946,347.3644,1470.17185881946,44105.1557645838,0.513482520465154,0.513482520465154
"44","Shasta",237990,200770,"",231740,180693,746.305498010909,230.8855,977.190998010909,29315.7299403273,0.658492316462393,0.658492316462393
"45","Siskiyou County",203700,153000,"",173330,137700,568.734079771226,175.95,744.684079771226,22340.5223931368,0.712985319560778,0.712985319560778
"46","Sutter",262120,206584,"",234410,185925.6,767.917393042215,237.5716,1005.48899304222,30164.6697912665,0.719343573446461,0.719343573446461
"47","Tehama",200890,166812.5,"",183080,150131.25,620.078128639462,191.834375,811.912503639462,24357.3751091838,0.759334835234995,0.759334835234995
"48","Yolo",400970,341317.5,"",395890,307185.75,1268.75094295631,392.515125,1661.26606795631,49837.9820386893,0.54103963494409,0.54103963494409
"49","Yuba",252050,199010.5,"",224360,179109.45,739.76505609354,228.862075,968.62713109354,29058.8139328062,0.669304305285448,0.669304305285448
