"","RegionSalesCar","2016 Q3","2016 Q2","Quarter_Rev","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",515940,516220,NA,416772,375094.8,1505.58616018947,479.2878,1984.87396018947,59546.2188056841,0.506830735493022,0.50920508937707,""
"2","CA Condo/Townhomes",418230,411390,NA,330947.5,297852.75,1195.54570784339,380.589625,1576.13533284339,47284.0599853017,0.59381881962586,0.592412185882859,""
"3","Los Angeles Metropolitan Area",468600,470330,NA,379831,341847.9,1372.1370361035,436.80565,1808.9426861035,54268.2805831049,0.525671670847905,0.527666312773543,""
"4","Inland Empire",318960,315500,NA,248905.5,224014.95,899.169512335378,286.241325,1185.41083733538,35562.3251200613,0.651006340208395,0.651412424919122,""
"5","S.F. Bay Area",785980,840920,NA,639888.5,575899.65,2311.59307646483,735.871775,3047.46485146483,91423.9455439449,0.445156251281543,0.412856829820828,"R"
"6","United States",240900,241000,"1",189550,170595,684.748151660654,217.9825,902.730651660654,27081.9195498196,0.746078373436517,0.746078373436517,""
"7","Alameda",795400,825700,NA,637891,574101.9,2304.37712060652,733.57465,3037.95177060652,91138.5531181956,0.413258527624054,0.413258527624054,""
"8","Contra-Costa",601510,628150,NA,476153,428537.7,1720.09963944962,547.57595,2267.67558944962,68030.2676834886,0.555108894854044,0.401097755027665,"R"
"9","Marin",1185000,1225000,NA,892500,803250,3224.150489882,1026.375,4250.525489882,127515.76469646,0.371112184602961,0.366341377270457,""
"10","Napa",639000,630000,NA,526150,473535,1900.71347927329,605.0725,2505.7859792733,75173.5793781988,0.465738814558822,0.447585038123661,"R"
"11","San Francisco",1298000,1375000,NA,1045500,940950,3776.8620024332,1202.325,4979.1870024332,149375.610072996,0.245837851102962,0.240971885847202,"R"
"12","San Mateo",1300000,1330000,NA,1062500,956250,3838.27439271667,1221.875,5060.14939271667,151804.4817815,0.268197553324211,0.268197553324211,""
"13","Santa Clara",1e+06,1085000,NA,820250,738225,2963.14783117727,943.2875,3906.43533117727,117193.059935318,0.401213839727579,0.401213839727579,""
"14","Solano",393000,386000,NA,301750,271575,1090.06992753153,347.0125,1437.08242753153,43112.472825946,0.669486341071958,0.662912385836906,"R"
"15","Sonoma",580500,585000,NA,463250,416925,1673.48763522447,532.7375,2206.22513522447,66186.754056734,0.489556242682663,0.471651570234004,"R"
"16","Los Angeles",536720,480040,NA,433967.5,390570.75,1567.7047929612,499.062625,2066.7674179612,62003.0225388359,0.45100380017534,0.454085841579488,""
"17","Orange County",740070,742220,NA,607962.5,547166.25,2196.26060751248,699.156875,2895.41748251248,86862.5244753743,0.425974116848387,0.425974116848387,""
"18","Riverside County",358510,355320,NA,285710.5,257139.45,1032.12733729908,328.567075,1360.69441229908,40820.8323689725,0.608493871392769,0.609268139923953,""
"19","San Bernardino",248280,242370,NA,195678.5,176110.65,706.887318357844,225.030275,931.917593357844,27957.5278007353,0.722417757815033,0.722417757815033,""
"20","San Diego",589260,589910,NA,471214.5,424093.05,1702.25934007227,541.896675,2244.15601507227,67324.6804521682,0.46352108976925,0.46352108976925,""
"21","Ventura",642740,647320,NA,522495,470245.5,1887.50981536235,600.86925,2488.37906536235,74651.3719608705,0.490572143498894,0.490572143498894,""
"22","Monterey",539000,535000,NA,408000,367200,1473.8973668032,469.2,1943.0973668032,58292.921004096,0.508394973220012,0.508394973220012,""
"23","San Luis Obispo",574930,546620,NA,444754,400278.6,1606.67095459606,511.4671,2118.13805459606,63544.1416378817,0.502277366696296,0.502277366696296,""
"24","Santa Barbara",717460,703460,NA,601681,541512.9,2173.56872930274,691.93315,2865.50187930274,85965.0563790821,0.376958785007711,0.389998045065906,"R"
"25","Santa Cruz",793000,799000,NA,629000,566100,2272.25844048827,723.35,2995.60844048827,89868.2532146481,0.405788880984406,0.405788880984406,""
"26","Fresno",238260,235020,NA,187731,168957.9,678.177025900323,215.89065,894.067675900323,26822.0302770097,0.673328678280108,0.673328678280108,""
