"","RegionSalesCar","2016 Q3","2016 Q2","Quarter_Rev","2015 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"27","Kings County",210140,212660,NA,165248.5,148723.65,596.959139750438,190.035775,786.994914750438,23609.8474425131,0.77890346568265,0.77890346568265,""
"28","Madera",238160,221700,NA,183523.5,165171.15,662.977459305165,211.052025,874.029484305165,26220.8845291549,0.684546553226419,0.684546553226419,""
"29","Merced",219950,212080,NA,169583.5,152625.15,612.619299272722,195.021025,807.640324272722,24229.2097281817,0.733822376720082,0.733822376720082,""
"30","Placer County",439500,438490,NA,336158,302542.2,1214.36860546527,386.5817,1600.95030546527,48028.5091639581,0.653828034936845,0.653828034936845,""
"31","Sacramento",327040,323710,NA,247698.5,222928.65,894.809232625252,284.853275,1179.66250762525,35389.8752287576,0.66091847205196,0.66091847205196,""
"32","San Benito",516000,489000,NA,390915,351823.5,1412.17791456832,449.55225,1861.73016456832,55851.9049370495,0.579712056151539,0.579712056151539,""
"33","San Joaquin",321250,313840,NA,248412.5,223571.25,897.388553017158,285.674375,1183.06292801716,35491.8878405147,0.64446984392407,0.64446984392407,""
"34","Stanislaus",273550,271940,NA,213197,191877.3,770.172786544956,245.17655,1015.34933654496,30460.4800963487,0.667043988138607,0.667043988138607,""
"35","Tulare",212570,207700,NA,161321.5,145189.35,582.772877594957,185.519725,768.292602594957,23048.7780778487,0.720567916173975,0.720567916173975,""
"36","Amador",253910,279460,NA,232823.5,209541.15,841.073391127218,267.747025,1108.82041612722,33264.6124838165,0.694759266777614,0.694759266777614,""
"37","Butte County",280830,275210,NA,221943.5,199749.15,801.7694613458,255.235025,1057.0044863458,31710.134590374,0.628586177623046,0.628586177623046,""
"38","El Dorado County",423240,445720,NA,340000,306000,1228.24780566933,391,1619.24780566933,48577.43417008,0.65158589861907,0.65158589861907,""
"39","Humboldt",296040,282380,NA,228590.5,205731.45,825.781705946635,262.879075,1088.66078094664,32659.8234283991,0.620587861127475,0.620587861127475,""
"40","Lake County",232210,250510,NA,188147.5,169332.75,679.681629462268,216.369625,896.051254462268,26881.537633868,0.607124953126542,0.607124953126542,""
"41","Mariposa",263270,252440,NA,217693.5,195924.15,786.416363774933,250.347525,1036.76388877493,31102.916663248,0.723716430267543,0.723716430267543,""
"42","Mendocino",355740,355360,NA,295519.5,265967.55,1067.56228649264,339.847425,1407.40971149264,42222.2913447793,0.518953957671971,0.516474581442223,""
"43","Shasta",237990,236200,NA,196979,177281.1,711.585366214529,226.52585,938.111216214529,28143.3364864359,0.705294164977373,0.705294164977373,""
"44","Siskiyou County",203700,180000,NA,147330.5,132597.45,532.230480391664,169.430075,701.660555391664,21049.8166617499,0.708241317688658,0.708241317688658,""
"45","Sutter",262120,243040,NA,199248.5,179323.65,719.783920317372,229.135775,948.919695317372,28467.5908595212,0.720874630453418,0.720874630453418,""
"46","Tehama",200890,196250,NA,155618,140056.2,562.169020654854,178.9607,741.129720654854,22233.8916196456,0.758513226432054,0.758513226432054,""
"47","Yolo",400970,401550,NA,336506.5,302855.85,1215.62755946608,386.982475,1602.61003446608,48078.3010339825,0.548773337121003,0.548773337121003,""
"48","Yuba",252050,234130,NA,190706,171635.4,688.92419419993,219.3119,908.23609419993,27247.0828259979,0.715098188286405,0.715098188286405,""
