"","RegionSalesCar","2016 Q2","2016 Q1","Quarter_Rev","2015 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",516220,396108.5,"R",488500,356497.65,1495.32869168797,455.524775,1950.85346668797,58525.6040006392,0.534546395481074,0.53514589203457
"2","CA Condo/Townhomes",411390,332528.5,"",388970,299275.65,1255.31112524463,382.407775,1637.71890024463,49131.567007339,0.597261052388664,0.598570844484083
"3","Los Angeles Metropolitan Area",470330,373005.5,"R",442840,335704.95,1408.11375243757,428.956325,1837.07007743757,55112.1023231272,0.544261496724206,0.545922457778973
"4","Inland Empire",315500,253172.5,"",291730,227855.25,955.738397929792,291.148375,1246.88677292979,37406.6031878938,0.662940084306188,0.662940084306188
"5","S.F. Bay Area",840920,614643.5,"",763230,553179.15,2320.30885656207,706.840025,3027.14888156207,90814.4664468621,0.473035904626153,0.473065261510747
"6","United States",241000,184960,"",229500,166464,698.23292056244,212.704,910.93692056244,27328.1076168732,0.750543057346868,0.750543057346868
"7","Alameda",825700,621894,"",752170,559704.6,2347.6798437514,715.1781,3062.8579437514,91885.7383125419,0.45751035772771,0.45751035772771
"8","Contra-Costa",628150,462034.5,"",569710,415831.05,1744.20252127815,531.339675,2275.54219627815,68266.2658883445,0.580211105666759,0.580211105666759
"9","Marin",1225000,942650,"R",1130000,848385,3558.54921371207,1084.0475,4642.59671371207,139277.901411362,0.362939614585955,0.368788379892996
"10","Napa",630000,551650,"",612000,496485,2082.50535590544,634.3975,2716.90285590544,81507.0856771632,0.451001179516783,0.452349351636859
"11","San Francisco",1375000,1122000,"",1350500,1009800,4235.60411370598,1290.3,5525.90411370598,165777.123411179,0.249494993022622,0.246581504694627
"12","San Mateo",1330000,994500,"",1300000,895050,3754.28546442121,1143.675,4897.96046442121,146938.813932636,0.313901680389453,0.313901680389453
"13","Santa Clara",1085000,824500,"",980000,742050,3112.52726537485,948.175,4060.70226537485,121821.067961245,0.412128798567046,0.412128798567046
"14","Solano",386000,308550,"R",350000,277695,1164.79113126914,354.8325,1519.62363126914,45588.7089380743,0.667648257202561,0.662086661233524
"15","Sonoma",585000,467500,"R",540000,420750,1764.83504737749,537.625,2302.46004737749,69073.8014213247,0.484781453470895,0.455130046232938
"16","Los Angeles",480040,390473,"",449080,351425.7,1474.05440738959,449.04395,1923.09835738959,57692.9507216876,0.502536246049496,0.502931186506836
"17","Orange County",742220,606628,"",713220,545965.2,2290.04995747703,697.6222,2987.67215747703,89630.164724311,0.439340253715874,0.439340253715874
"18","Riverside County",355320,291490.5,"",334580,262341.45,1100.39069599484,335.214075,1435.60477099484,43068.1431298453,0.618569274771069,0.618569274771069
"19","San Bernardino",242370,198466.5,"",223830,178619.85,749.220609476674,228.236475,977.457084476674,29323.7125343002,0.732366806151136,0.732366806151136
"20","San Diego",589910,471172,"",547840,424054.8,1778.69702447689,541.8478,2320.54482447689,69616.3447343068,0.473871868571936,0.473871868571936
"21","Ventura",647320,529142,"",619060,476227.8,1997.5365703517,608.5133,2606.0498703517,78181.496110551,0.520946996822264,0.520946996822264
"22","Monterey",535000,425000,"",480000,382500,1604.3954976159,488.75,2093.1454976159,62794.364928477,0.48257548203451,0.48257548203451
"23","San Luis Obispo",546620,459705.5,"",518550,413734.95,1735.41043395122,528.661325,2264.07175895122,67922.1527685365,0.465244477981718,0.465244477981718
"24","Santa Barbara",703460,578782,"",756880,520903.8,2184.92996447324,665.5993,2850.52926447324,85515.8779341972,0.393889356652404,0.393889356652404
"25","Santa Cruz",799000,634525,"",727250,571072.5,2395.36247794054,729.70375,3125.06622794054,93751.9868382162,0.380385084010601,0.380385084010601
"26","Fresno",235020,186651.5,"",219030,167986.35,704.618414642952,214.649225,919.267639642952,27578.0291892885,0.690718985414648,0.690718985414648
"27","Kern (Bakersfield)",228950,187229.5,"",221540,168506.55,706.800392519709,215.313925,922.114317519709,27663.4295255913,0.717476467695641,0.717476467695641
"28","Kings County",212660,171139,"",186330,154025.1,646.057978979971,196.80985,842.867828979971,25286.0348693991,0.750729543685303,0.750729543685303
"29","Madera",221700,184492.5,"",216430,166043.25,696.468085515063,212.166375,908.634460515063,27259.0338154519,0.703033654455692,0.703033654455692
"30","Merced",212080,163251,"",205060,146925.9,616.28039854422,187.73865,804.01904854422,24120.5714563266,0.730700998364389,0.730700998364389
"31","Placer County",438490,349894,"",399680,314904.6,1320.86672527722,402.3781,1723.24482527722,51697.3447583166,0.666929597952694,0.666929597952694
"32","Sacramento",323710,252977,"",291030,227679.3,955.000376000889,290.92355,1245.92392600089,37377.7177800267,0.661212377982984,0.661212377982984
"33","San Benito",489000,410074,"",465000,369066.6,1548.04912773963,471.5851,2019.63422773963,60589.0268321889,0.573950795781684,0.573950795781684
"34","San Joaquin",313840,250750,"",285810,225675,946.593343593382,288.3625,1234.95584359338,37048.6753078015,0.650999134300439,0.650999134300439
"35","Stanislaus",271940,216274,"",246480,194646.6,816.44478082678,248.7151,1065.15988082678,31954.7964248034,0.680520073347443,0.680520073347443
"36","Tulare",207700,164815,"",190740,148333.5,622.184573975446,189.53725,811.721823975446,24351.6547192634,0.693546866801116,0.693546866801116
"37","Amador",279460,232823.5,"",237900,209541.15,878.919941503943,267.747025,1146.66696650394,34400.0089951183,0.67497031402795,0.67497031402795
"38","Butte County",275210,231650.5,"",256310,208485.45,874.491809930523,266.398075,1140.88988493052,34226.6965479157,0.600827950423407,0.600827950423407
"39","El Dorado County",445720,360383,"",417660,324344.7,1360.46320615838,414.44045,1774.90365615838,53247.1096847514,0.575127398020735,0.575127398020735
"40","Humboldt",282380,229500,"",261920,206550,866.373568712587,263.925,1130.29856871259,33908.9570613776,0.6105557087037,0.6105557087037
"41","Lake County",250510,191751.5,"",209180,172576.35,723.871160614342,220.514225,944.385385614342,28331.5615684303,0.630611336464014,0.630611336464014
"42","Mariposa",252440,203600.5,"",246050,183240.45,768.601707087874,234.140575,1002.74228208787,30082.2684626362,0.678787849895365,0.678787849895365
"43","Mendocino",355360,310921.5,"",331820,279829.35,1173.74365814584,357.559725,1531.30338314584,45939.1014943752,0.495746108778757,0.497520043838191
"44","Shasta",236200,186490,"",232390,167841,704.008744353858,214.4635,918.472244353857,27554.1673306157,0.680593289762981,0.680593289762981
"45","Siskiyou County",180000,150569,"",150710,135512.1,568.405236895361,173.15435,741.559586895361,22246.7876068608,0.713155470910954,0.713155470910954
"46","Sutter",243040,193953,"",223360,174557.7,732.181929291993,223.04595,955.227879291993,28656.8363787598,0.734457252968674,0.734457252968674
"47","Tehama",196250,159613,"",182000,143651.7,602.546773084628,183.55495,786.101723084628,23583.0516925388,0.76767665517819,0.76767665517819
"48","Yolo",401550,318546,"",387600,286691.4,1202.52651337307,366.3279,1568.85441337307,47065.6324011921,0.563911116499549,0.563911116499549
"49","Yuba",234130,187850,"",218440,169065,709.142809946228,216.0275,925.170309946228,27755.1092983869,0.687006165500593,0.687006165500593
