"","RegionSalesCar","2016 Q2","2016 Q1","Quarter_Rev","2015 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"36","Amador",279460,273910,NA,202215,181993.5,723.83438747227,232.54725,956.38163747227,28691.4491241681,0.740612769427258,0.740612769427258,""
"37","Butte County",275210,272530,NA,217863.5,196077.15,779.848641668842,250.543025,1030.39166666884,30911.7500000653,0.637540038820219,0.637540038820219,""
"38","El Dorado County",445720,423980,NA,355011,319509.9,1270.77204822055,408.26265,1679.03469822055,50371.0409466164,0.636186386605571,0.636186386605571,""
"39","Humboldt",282380,270000,NA,222632,200368.8,796.917624072034,256.0268,1052.94442407203,31588.332722161,0.630497152949431,0.630497152949431,""
"40","Lake County",250510,225590,NA,177803,160022.7,636.450933885874,204.47345,840.924383885874,25227.7315165762,0.627145933619548,0.627145933619548,""
"41","Mariposa",252440,239530,NA,209142.5,188228.25,748.631572246961,240.513875,989.145447246961,29674.3634174088,0.734931715366062,0.734931715366062,""
"42","Mendocino",355360,365790,"r",282047,253842.3,1009.59531925619,324.35405,1333.94936925619,40018.4810776858,0.536701323276948,0.543906864026163,""
"43","Shasta",236200,219400,NA,197531.5,177778.35,707.069665004964,227.161225,934.230890004963,28026.9267001489,0.705095689342842,0.705095689342842,""
"44","Siskiyou County",180000,177140,NA,128103.5,115293.15,458.550149373459,147.319025,605.869174373459,18176.0752312038,0.756429495531526,0.756429495531526,""
"45","Sutter",243040,228180,NA,189856,170870.4,679.594992794478,218.3344,897.929392794478,26937.8817838343,0.732432519229372,0.732432519229372,""
"46","Tehama",196250,187780,NA,154700,139230,553.753083312119,177.905,731.658083312119,21949.7424993636,0.761648311039821,0.763336315849684,""
"47","Yolo",401550,374760,NA,329460,296514,1179.31151149328,378.879,1558.19051149328,46745.7153447985,0.559764180103184,0.559764180103184,""
"48","Yuba",234130,221000,NA,185674,167106.6,664.625403948897,213.5251,878.150503948897,26344.5151184669,0.724968456166703,0.724968456166703,""
