"","region","Price2018-Q1","Price2017-Q4","principal2018-Q1","pmt2018-Q1","t_i2018-Q1","pti2018-Q1","min_inc2018-Q1","HAI2018-Q1","principal2017-Q4","pmt2017-Q4","t_i2017-Q4","pti2017-Q4","min_inc2017-Q4","HAI2017-Q4","Price2017-Q1","principal2017-Q1","pmt2017-Q1","t_i2017-Q1","pti2017-Q1","min_inc2017-Q1","HAI2017-Q1"
"100","EL CERRITO",910000,875000,728000,3662.76087253923,1046.5,4709.26087253923,188370.434901569,0.340260074182871,7e+05,3410.87457955689,1006.25,4417.12457955689,176684.983182276,0.339786953245077,870000,696000,3468.87037508604,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"101","EL DORADO HILLS",617500,6e+05,494000,2485.44487779448,710.125,3195.56987779448,127822.795111779,0.5448710996831,480000,2338.88542598187,690,3028.88542598187,121155.417039275,0.53808264737692,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.538500081259875
"102","EL MONTE",525000,498000,420000,2113.13127261879,603.75,2716.88127261879,108675.250904752,0.137892902607367,398400,1941.27490356495,572.7,2513.97490356495,100558.996142598,0.142210185297882,478000,382400,1905.88510263348,549.7,2455.58510263348,98223.4041053391,0.147176965943522
"103","ELK GROVE",415000,405500,332000,1670.3799583558,477.25,2147.6299583558,85905.1983342322,0.52506622619076,324400,1580.69673372608,466.325,2047.02173372608,81880.8693490431,0.519653905160726,382000,305600,1523.11319917571,439.3,1962.41319917571,78496.5279670284,0.532534814813861
"104","ENCINITAS",995750,970000,796600,4007.90564706697,1145.1125,5153.01814706697,206120.725882679,0.216156505185434,776000,3781.19810533735,1115.5,4896.69810533735,195867.924213494,0.207217427131077,952500,762000,3797.81497962006,1095.375,4893.18997962006,195727.599184802,0.201355273038815
"105","ESCONDIDO",515000,5e+05,412000,2072.88115314034,592.25,2665.13115314034,106605.246125613,0.238773374440736,4e+05,1949.07118831822,575,2524.07118831822,100962.847532729,0.231103590790252,480000,384000,1913.85951728885,552,2465.85951728885,98634.380691554,0.235323429627481
"106","EUREKA",258000,282000,206400,1038.45308254409,296.7,1335.15308254409,53406.1233017636,0.349797650984395,225600,1099.27615021148,324.3,1423.57615021148,56943.0460084591,0.342065996479459,273250,218600,1089.50440228995,314.2375,1403.74190228995,56149.6760915982,0.343991620862384
"107","EXETER",237500,226000,190000,955.940337613262,273.125,1229.06533761326,49162.6135045305,0.491594280004816,180800,880.980177119836,259.9,1140.88017711984,45635.2070847935,0.531429124210509,222500,178000,887.153630409935,255.875,1143.02863040993,45721.1452163974,0.522801373300155
"108","FAIR OAKS",440000,418500,352000,1771.00525705194,506,2277.00525705194,91080.2102820775,0.471281238393252,334800,1631.37258462235,481.275,2112.64758462235,84505.9033848941,0.461973104373714,379900,303920,1514.74006378757,436.885,1951.62506378757,78065.0025515028,0.489831595702626
"109","FAIRFIELD",440000,429000,352000,1771.00525705194,506,2277.00525705194,91080.2102820775,0.420239195987664,343200,1672.30307957703,493.35,2165.65307957703,86626.1231830814,0.430115540748581,401000,320800,1598.87013840173,461.15,2060.02013840173,82400.805536069,0.44705271383151
"110","FALLBROOK",557500,579000,446000,2243.94416092376,641.125,2885.06916092376,115402.76643695,0.209524018228357,463200,2257.0244360725,665.85,2922.8744360725,116914.9774429,0.194591889325663,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.247484077282212
"111","FELTON",575000,635000,460000,2314.38187001105,661.25,2975.63187001105,119025.274800442,0.295873939452052,508000,2475.32040916414,730.25,3205.57040916414,128222.816366566,0.330588609433085,597500,478000,2382.35637829185,687.125,3069.48137829185,122779.255131674,0.34278130872437
"112","FOLSOM",530000,499000,424000,2133.25633235802,609.5,2742.75633235802,109710.253294321,0.536931408726056,399200,1945.17304594159,573.85,2519.02304594159,100760.921837663,0.545654270337714,475000,380000,1893.92348065042,546.25,2440.17348065042,97606.9392260169,0.555305204237921
"113","FONTANA",395000,380000,316000,1589.8797193989,454.25,2044.1297193989,81765.1887759559,0.44037128705315,304000,1481.29410312185,437,1918.29410312185,76731.7641248739,0.449290309600807,347000,277600,1383.56094270673,399.05,1782.61094270673,71304.4377082692,0.481647205614662
"114","FORESTHILL",370000,406500,296000,1489.25442070277,425.5,1914.75442070277,76590.1768281106,0.455407842146626,325200,1584.59487610271,467.475,2052.06987610271,82082.7950441086,0.364800138294769,353500,282800,1409.47779033668,406.525,1816.00279033668,72640.1116134674,0.425231005165987
"115","FORTUNA",312825,290500,250260,1259.12436258471,359.74875,1618.87311258471,64754.9245033884,0.338958798947506,232400,1132.41036041289,334.075,1466.48536041289,58659.4144165155,0.35340426593107,289257.5,231406,1153.32962358787,332.646125,1485.97574858787,59439.0299435149,0.344937749167711
"116","FOUNTAIN VALLEY",768500,755000,614800,3093.22168191912,883.775,3976.99668191912,159079.867276765,0.215394310185864,604000,2943.09749436052,868.25,3811.34749436052,152453.899774421,0.231185655463466,735000,588000,2930.59738584855,845.25,3775.84738584855,151033.895433942,0.229145080071645
"117","FREMONT",1066000,1019450,852800,4290.6627364031,1225.9,5516.5627364031,220662.509456124,0.215663749131825,815560,3973.96124586202,1172.3675,5146.32874586202,205853.149834481,0.204162842938342,910000,728000,3628.35866819344,1046.5,4674.85866819344,186994.346727738,0.240380168533734
"118","FRESNO",245000,242250,196000,986.127927222102,281.75,1267.8779272221,50715.1170888841,0.468840072267165,193800,944.324990740178,278.5875,1222.91249074018,48916.4996296071,0.447274263440209,215000,172000,857.249575452297,247.25,1104.4995754523,44179.9830180919,0.488108495965709
"119","FULLERTON",642500,607000,514000,2586.07017649061,738.875,3324.94517649061,132997.807059625,0.246259924184457,485600,2366.17242261832,698.05,3064.22242261832,122568.896904733,0.259161582854969,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.267976744129139
"120","GALT",339500,355000,271600,1366.49155629348,390.425,1756.91655629348,70276.6622517394,0.506034544559669,284000,1383.84054370594,408.25,1792.09054370594,71683.6217482375,0.452040812207663,332000,265600,1323.75283279145,381.8,1705.55283279145,68222.1133116582,0.472199676070042
"121","GARDEN GROVE",585000,570000,468000,2354.63198948951,672.75,3027.38198948951,121095.27957958,0.19743899586312,456000,2221.94115468277,655.5,2877.44115468277,115097.646187311,0.217441593225475,520000,416000,2073.34781039625,598,2671.34781039625,106853.91241585,0.244601814921789
"122","GARDENA",529000,550000,423200,2129.23132041017,608.35,2737.58132041017,109503.252816407,0.207868976880809,440000,2143.97830715004,632.5,2776.47830715004,111059.132286002,0.180095425151098,465000,372000,1854.05140737357,534.75,2388.80140737357,95552.0562949429,0.230820926759523
"123","GILROY",780000,725500,624000,3139.50931931934,897,4036.50931931934,161460.372772774,0.256465654670888,580400,2828.10229424974,834.325,3662.42729424974,146497.09176999,0.25504944983493,670000,536000,2671.42890954902,770.5,3441.92890954902,137677.156381961,0.277922998731411
"124","GLENDALE",762000,768500,609600,3067.05910425813,876.3,3943.35910425813,157734.364170325,0.166689696442162,614800,2995.72241644511,883.775,3879.49741644511,155179.896657804,0.144245887913195,758000,606400,3022.30315438531,871.7,3894.00315438531,155760.126175412,0.140197453957312
"125","GLENDORA",585000,572000,468000,2354.63198948951,672.75,3027.38198948951,121095.27957958,0.337267017110147,457600,2229.73743943605,657.8,2887.53743943605,115501.497577442,0.314018676207691,535000,428000,2133.15592031153,615.25,2748.40592031153,109936.236812461,0.332364818782501
"126","GOLD RIVER",454000,482500,363200,1827.35542432177,522.1,2349.45542432177,93978.2169728709,0.634588542093649,386000,1880.85369672708,554.875,2435.72869672708,97429.1478690834,0.552039919493669,462000,369600,1842.08978539052,531.3,2373.38978539052,94935.5914156207,0.55844387991521
"127","GOLETA",805000,785000,644000,3240.13461801548,925.75,4165.88461801548,166635.384720619,0.206422024899748,628000,3060.04176565961,902.75,3962.79176565961,158511.670626384,0.197596265761916,704000,563200,2806.99395869031,809.6,3616.59395869031,144663.758347612,0.229156882061826
"128","GRANITE BAY",753500,8e+05,602800,3032.84650270144,866.525,3899.37150270144,155974.860108058,0.393047228040914,640000,3118.51390130915,920,4038.51390130915,161540.556052366,0.372340495575381,735000,588000,2930.59738584855,845.25,3775.84738584855,151033.895433942,0.397254661076876
"129","GRASS VALLEY",4e+05,387500,320000,1610.00477913812,460,2070.00477913812,82800.191165525,0.203320771362386,310000,1510.53017094662,445.625,1956.15517094662,78246.2068378649,0.236189301124408,362000,289600,1443.36905262201,416.3,1859.66905262201,74386.7621048803,0.250189162056192
"130","GROVER BEACH",510000,495750,408000,2052.75609340111,586.5,2639.25609340111,105570.243736044,0.257005972233991,396600,1932.50408321752,570.1125,2502.61658321752,100104.663328701,0.285135199651502,550000,440000,2192.96403022681,632.5,2825.46403022681,113018.561209072,0.222162891771468
"131","HACIENDA HEIGHTS",662500,562500,530000,2666.57041544752,761.875,3428.44541544752,137137.816617901,0.260913827661946,450000,2192.705086858,646.875,2839.580086858,113583.20347432,0.326474148568098,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.296509486486037
"132","HALF MOON BAY",1320000,1275000,1056000,5313.01577115581,1518,6831.01577115581,273240.630846232,0.238775343941226,1020000,4970.13153021147,1466.25,6436.38153021147,257455.261208459,0.230908536980955,888500,710800,3542.63371064821,1021.775,4564.40871064821,182576.348425929,0.32967256830555
"133","HANFORD",240000,232000,192000,966.002867482875,276,1242.00286748287,49680.114699315,0.554073297842034,185600,904.369031379655,266.8,1171.16903137966,46846.7612551862,0.54262020238403,222500,178000,887.153630409935,255.875,1143.02863040993,45721.1452163974,0.551805425328053
"134","HAWTHORNE",607000,615000,485600,2443.1822523421,698.05,3141.2322523421,125649.290093684,0.128922729281837,492000,2397.35756163141,707.25,3104.60756163141,124184.302465257,0.110289702474529,626000,500800,2495.99178713087,719.9,3215.89178713087,128635.671485235,0.0995187343290625
"135","HAYWARD",660000,628000,528000,2656.50788557791,759,3415.50788557791,136620.315423116,0.23126894482671,502400,2448.03341252769,722.2,3170.23341252769,126809.336501107,0.23256623087681,560000,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.272901875308543
"136","HEALDSBURG",9e+05,765000,720000,3622.51075306078,1035,4657.51075306078,186300.430122431,0.150919341291959,612000,2982.07891812688,879.75,3861.82891812688,154473.156725075,0.166545334875437,740000,592000,2950.53342248697,851,3801.53342248697,152061.336899479,0.162815989780636
"137","HEMET",252400,247750,201920,1015.91301563616,290.26,1306.17301563616,52246.9206254463,0.350450529943503,198200,965.764773811679,284.9125,1250.67727381168,50027.0909524672,0.338487881116043,234000,187200,933.006514678314,269.1,1202.10651467831,48084.2605871326,0.3564504835684
"138","HERCULES",547500,535000,438000,2203.69404144531,629.625,2833.31904144531,113332.761657812,0.492015573530603,428000,2085.5061715005,615.25,2700.7561715005,108030.24686002,0.507568965338175,415000,332000,1654.69104098932,477.25,2131.94104098932,85277.6416395727,0.612591596877947
"139","HESPERIA",265000,259000,212000,1066.62816617901,304.75,1371.37816617901,54855.1266471603,0.459611244776313,207200,1009.61887554884,297.85,1307.46887554884,52298.7550219536,0.450701414052604,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.490916487007279
"140","HIDDEN VALLEY LAKE",310500,290000,248400,1249.76620980597,357.075,1606.84120980597,64273.6483922388,0.533697767598184,232000,1130.46128922457,333.5,1463.96128922457,58558.4515689827,0.491423953716967,278000,222400,1108.44363709646,319.7,1428.14363709646,57125.7454838583,0.505549248690001
"141","HIGHLAND",335500,330000,268400,1350.3915085021,385.825,1736.2165085021,69448.6603400841,0.443698745310148,264000,1286.38698429003,379.5,1665.88698429003,66635.4793716011,0.425353320749516,313000,250400,1247.99589356544,359.95,1607.94589356544,64317.8357426175,0.436649966070941
"142","HILLSBOROUGH",4800000,3500000,3840000,19320.0573496575,5520,24840.0573496575,993602.2939863,0,2800000,13643.4983182276,4025,17668.4983182276,706739.932729102,0,4185000,3348000,16686.4626663621,4812.75,21499.2126663621,859968.506654486,0
"143","HOLLISTER",542017,527000,433613.6,2181.62490093527,623.31955,2804.94445093527,112197.778037411,0.313800682126039,421600,2054.32103248741,606.05,2660.37103248741,106414.841299496,0.296081276515524,505000,404000,2013.53970048098,580.75,2594.28970048098,103771.588019239,0.300055352226113
"144","HUNTINGTON BEACH",761000,762500,608800,3063.03409231028,875.15,3938.18409231028,157527.363692411,0.2530449734386,610000,2972.33356218529,876.875,3849.20856218529,153968.342487412,0.238455078637544,715000,572000,2850.85323929485,822.25,3673.10323929485,146924.129571794,0.252494478478511
"145","IMPERIAL BEACH",523750,585000,419000,2108.10000768398,602.3125,2710.41250768398,108416.500307359,0.151012383010549,468000,2280.41329033232,672.75,2953.16329033232,118126.531613293,0.126346797572931,517000,413600,2061.3861884132,594.55,2655.9361884132,106237.447536528,0.15884416751906
"146","INDIAN WELLS",660000,665000,528000,2656.50788557791,759,3415.50788557791,136620.315423116,0.372851972200007,532000,2592.26468046324,764.75,3357.01468046324,134280.587218529,0.293228551283207,7e+05,560000,2791.04512937957,805,3596.04512937957,143841.805175183,0.269512991832277
"147","INDIO",305000,305000,244000,1227.62864409282,350.75,1578.37864409282,63135.1457637128,0.448631196896903,244000,1188.93342487412,350.75,1539.68342487412,61587.3369949646,0.426015872407877,281000,224800,1120.40525907951,323.15,1443.55525907951,57742.2103631805,0.448596394703002
"148","IRVINE",819000,782000,655200,3296.48478528531,941.85,4238.33478528531,169533.391411412,0.271431357970514,625600,3048.3473385297,899.3,3947.6473385297,157905.893541188,0.269254422028007,785000,628000,3129.9577522328,902.75,4032.7077522328,161308.310089312,0.257240365199636
"149","JAMUL",674000,622500,539200,2712.85805284774,775.1,3487.95805284774,139518.32211391,0.477457303744706,498000,2426.59362945619,715.875,3142.46862945619,125698.745178247,0.497098932879532,615696,492556.8,2454.90760282641,708.0504,3162.95800282641,126518.320113056,0.482789409451531
"150","JOSHUA TREE",165000,161000,132000,664.126971394477,189.75,853.876971394477,34155.0788557791,0.595820027728414,128800,627.600922638468,185.15,812.750922638468,32510.0369055387,0.616807602408322,155000,124000,618.017135791191,178.25,796.267135791191,31850.6854316476,0.622625548905763
"151","KELSEYVILLE",279000,267500,223200,1122.97833344884,320.85,1443.82833344884,57753.1333379537,0.446351677305865,214000,1042.75308575025,307.625,1350.37808575025,54015.1234300099,0.45218369492065,225000,180000,897.121648729148,258.75,1155.87164872915,46234.8659491659,0.504598114021113
"152","KINGSBURG",305000,246000,244000,1227.62864409282,350.75,1578.37864409282,63135.1457637128,0.505853764912415,196800,958.943024652565,282.9,1241.84302465257,49673.7209861026,0.584312207334272,280000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.524215469481119
"153","LA HABRA",568000,567000,454400,2286.20678637614,653.2,2939.40678637614,117576.271455045,0.26095970118084,453600,2210.24672755286,652.05,2862.29672755286,114491.869102115,0.258221531317527,472500,378000,1883.95546233121,543.375,2427.33046233121,97093.2184932484,0.331547313501394
"154","LA MESA",530000,505000,424000,2133.25633235802,609.5,2742.75633235802,109710.253294321,0.242707096856688,404000,1968.5619002014,580.75,2549.3119002014,101972.476008056,0.267996035838902,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.270527727630935
"155","LA MIRADA",565000,550000,452000,2274.1317505326,649.75,2923.8817505326,116955.270021304,0.359015176158136,440000,2143.97830715004,632.5,2776.47830715004,111059.132286002,0.370035847527381,540000,432000,2153.09195694996,621,2774.09195694996,110963.678277998,0.365032553553544
"156","LA PUENTE",450000,442500,360000,1811.25537653039,517.5,2328.75537653039,93150.2150612156,0.300581357687684,354000,1724.92800166163,508.875,2233.80300166163,89352.1200664651,0.280981827469923,415000,332000,1654.69104098932,477.25,2131.94104098932,85277.6416395727,0.298091867050534
"157","LA QUINTA",450000,390000,360000,1811.25537653039,517.5,2328.75537653039,93150.2150612156,0.4525004546565,312000,1520.27552688821,448.5,1968.77552688821,78751.0210755285,0.483698915641543,429000,343200,1710.51194357691,493.35,2203.86194357691,88154.4777430763,0.431147349093521
"158","LA VERNE",642500,630000,514000,2586.07017649061,738.875,3324.94517649061,132997.807059625,0.289898163951288,504000,2455.82969728096,724.5,3180.32969728096,127213.187891238,0.310830595681761,573500,458800,2286.66340242741,659.525,2946.18840242741,117847.536097096,0.343615021132738
"159","LADERA RANCH",716500,710000,573200,2883.92106063117,823.975,3707.89606063117,148315.842425247,0.511306182657605,568000,2767.68108741188,816.5,3584.18108741188,143367.243496475,0.520352366564364,618000,494400,2464.09412850939,710.7,3174.79412850939,126991.765140376,0.578348722710583
"160","LAFAYETTE",1275000,1330000,1020000,5131.89023350277,1466.25,6598.14023350277,263925.609340111,0.299568633649485,1064000,5184.52936092647,1529.5,6714.02936092647,268561.174437059,0.257616272471517,1322500,1058000,5273.08169086355,1520.875,6793.95669086355,271758.267634542,0.251258587936605
"161","LAGUNA BEACH",1850000,1805000,1480000,7446.27210351383,2127.5,9573.77210351383,382950.884140553,0.197651549411775,1444000,7036.14698982878,2075.75,9111.89698982878,364475.879593151,0.18486586153526,1929500,1543600,7693.3165387684,2218.925,9912.24153876841,396489.661550736,0.16800944052879
"162","LAGUNA HILLS",7e+05,689000,560000,2817.50836349172,805,3622.50836349172,144900.334539669,0.337782571038317,551200,2685.82009750251,792.35,3478.17009750251,139126.8039001,0.344264437216785,647500,518000,2581.7167446761,744.625,3326.3417446761,133053.669787044,0.358806505873313
"163","LAGUNA NIGUEL",799500,774500,639600,3217.99705230233,919.425,4137.42205230233,165496.882092093,0.313099802269312,619600,3019.11127070493,890.675,3909.78627070493,156391.450828197,0.328078060935717,705000,564000,2810.981166018,810.75,3621.731166018,144869.24664072,0.356651140090749
"164","LAKE ARROWHEAD",405000,388000,324000,1630.12983887735,465.75,2095.87983887735,83835.1935550941,0.430738083708521,310400,1512.47924213494,446.2,1958.67924213494,78347.1696853976,0.438952528267,345000,276000,1375.58652805136,396.75,1772.33652805136,70893.4611220544,0.479094665088037
"165","LAKE ELSINORE",359949.5,355000,287959.6,1448.80103812095,413.941925,1862.74296312095,74509.7185248379,0.439462145998434,284000,1383.84054370594,408.25,1792.09054370594,71683.6217482375,0.468658175053475,337000,269600,1343.68886942988,387.55,1731.23886942988,69249.5547771952,0.480519057852453
"166","LAKE FOREST",667500,680000,534000,2686.69547518675,767.625,3454.32047518675,138172.81900747,0.348119812552154,544000,2650.73681611278,782,3432.73681611278,137309.472644511,0.324590962060279,635000,508000,2531.87665308004,730.25,3262.12665308004,130485.066123202,0.34591892086408
"167","LAKESIDE",471250,487450,377000,1896.7868804221,541.9375,2438.7243804221,97548.9752168841,0.349096277395103,389960,1900.14950149143,560.5675,2460.71700149143,98428.6800596574,0.329795282963469,439500,351600,1752.3776205176,505.425,2257.8026205176,90312.1048207041,0.372763974747626
"168","LAKEWOOD",568000,554000,454400,2286.20678637614,653.2,2939.40678637614,117576.271455045,0.330766215233265,443200,2159.57087665659,637.1,2796.67087665659,111866.835066264,0.339703117447478,545000,436000,2173.02799358838,626.75,2799.77799358838,111991.119743535,0.332874112090548
"169","LANCASTER",265000,269900,212000,1066.62816617901,304.75,1371.37816617901,54855.1266471603,0.477071571619069,215920,1052.10862745418,310.385,1362.49362745418,54499.7450981671,0.474260232908883,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.529713305338317
"170","LATHROP",403000,390000,322400,1622.07981498166,463.45,2085.52981498166,83421.1925992664,0.393206581163987,312000,1520.27552688821,448.5,1968.77552688821,78751.0210755285,0.420778013320741,368000,294400,1467.29229658812,423.2,1890.49229658812,75619.6918635247,0.436564624976111
"171","LEMON GROVE",454000,440000,363200,1827.35542432177,522.1,2349.45542432177,93978.2169728709,0.27168381813478,352000,1715.18264572004,506,2221.18264572003,88847.3058288014,0.292473422716811,417000,333600,1662.66545564469,479.55,2142.21545564469,85688.6182257875,0.304571080866886
"172","LEMOORE",245000,235000,196000,986.127927222102,281.75,1267.8779272221,50715.1170888841,0.523967103034258,188000,916.063458509564,270.25,1186.31345850956,47452.5383403826,0.531784337734086,233250,186600,930.01610918255,268.2375,1198.25360918255,47930.144367302,0.525212072992601
"173","LINCOLN",440000,425000,352000,1771.00525705194,506,2277.00525705194,91080.2102820775,0.452497719185788,340000,1656.71051007049,488.75,2145.46051007049,85818.4204028195,0.44613973399064,412000,329600,1642.72941900626,473.8,2116.52941900626,84661.1767602505,0.447086648364428
"174","LITTLEROCK",260000,286000,208000,1046.50310643978,299,1345.50310643978,53820.1242575912,0.534622997579364,228800,1114.86871971802,328.9,1443.76871971802,57750.7487887209,0.471727493277365,230000,184000,917.057685367573,264.5,1181.55768536757,47262.3074147029,0.539634575074539
"175","LIVERMORE",760000,750000,608000,3059.00908036244,874,3933.00908036244,157320.363214498,0.37229879274347,6e+05,2923.60678247733,862.5,3786.10678247733,151444.271299093,0.342987926873717,695000,556000,2771.10909274115,799.25,3570.35909274115,142814.363709646,0.365262706824309
"176","LODI",333500,318750,266800,1342.34148460641,383.525,1725.86648460641,69034.6593842565,0.390752205277249,255000,1242.53288255287,366.5625,1609.09538255287,64363.8153021147,0.407148741824376,291000,232800,1160.27733235636,334.65,1494.92733235636,59797.0932942546,0.433632657665568
"177","LOMPOC",345000,339950,276000,1388.62912200663,396.75,1785.37912200663,71415.1648802653,0.356911264548746,271960,1325.17350093756,390.9425,1716.11600093756,68644.6400375024,0.364783636626973,331000,264800,1319.76562546377,380.65,1700.41562546377,68016.6250185508,0.366147963316501
"178","LONG BEACH",568000,535000,454400,2286.20678637614,653.2,2939.40678637614,117576.271455045,0.232578661682521,428000,2085.5061715005,615.25,2700.7561715005,108030.24686002,0.241404035366958,490000,392000,1953.7315905657,563.5,2517.2315905657,100689.263622628,0.260841349475954
"179","LOOMIS",489000,559000,391200,1968.23084249636,562.35,2530.58084249636,101223.233699854,0.459194811957906,447200,2179.06158853977,642.85,2821.91158853977,112876.463541591,0.322321426754526,636000,508800,2535.86386040773,731.4,3267.26386040773,130690.554416309,0.241131181301067
"180","LOS ALTOS",3400000,3050000,2720000,13685.0406226741,3910,17595.0406226741,703801.624906962,0,2440000,11889.3342487412,3507.5,15396.8342487412,615873.369949646,0,2810000,2248000,11204.0525907951,3231.5,14435.5525907951,577422.103631806,0
"181","LOS ANGELES",580000,570000,464000,2334.50692975028,667,3001.50692975028,120060.277190011,0.228424280655104,456000,2221.94115468277,655.5,2877.44115468277,115097.646187311,0.215149797610964,533000,426400,2125.18150565616,612.95,2738.13150565616,109525.260226246,0.227547501453722
"182","LOS BANOS",340420,336595,272336,1370.1945672855,391.483,1761.6775672855,70467.1026914201,0.298866729416538,269276,1312.09523326394,387.08425,1699.17948326394,67967.1793305578,0.354583387488155,318625,254900,1270.42393478367,366.41875,1636.84268478367,65473.7073913466,0.367927861640436
"183","LOS GATOS",1740000,1685000,1392000,7003.52078925084,2001,9004.52078925084,360180.831570034,0.244006341443828,1348000,6568.36990463241,1937.75,8506.11990463241,340244.796185296,0.218514121295689,1690000,1352000,6738.38038378782,1943.5,8681.88038378782,347275.215351513,0.210749539371159
"184","LOS OSOS",540000,571500,432000,2173.50645183647,621,2794.50645183647,111780.258073459,0.280322595360246,457200,2227.78836824773,657.225,2885.01336824773,115400.534729909,0.230363737395263,533000,426400,2125.18150565616,612.95,2738.13150565616,109525.260226246,0.243907466088554
"185","MADERA",255000,237500,204000,1026.37804670055,293.25,1319.62804670055,52785.1218680222,0.442256767036435,190000,925.808814451155,273.125,1198.93381445116,47957.3525780462,0.448511234702734,209750,167800,836.31673698195,241.2125,1077.52923698195,43101.169479278,0.498133542551633
"186","MANHATTAN BEACH",2270000,2452500,1816000,9136.77712160886,2610.5,11747.2771216089,469891.084864354,0.184819314613777,1962000,9560.19417870088,2820.375,12380.5691787009,495222.767148035,0.131899223003742,2434375,1947500,9706.35783833342,2799.53125,12505.8890883334,500235.563533337,0
"187","MANTECA",396750,378250,317400,1596.92349030763,456.2625,2053.18599030763,82127.4396123051,0.405559351204248,302600,1474.47235396273,434.9875,1909.45985396273,76378.3941585094,0.416972052999206,361000,288800,1439.38184529432,415.15,1854.53184529432,74181.2738117729,0.42454137954255
"188","MARINA",578000,553000,462400,2326.45690585459,664.7,2991.15690585459,119646.276234184,0.176788592637167,442400,2155.67273427995,635.95,2791.62273427995,111664.909371198,0.19283463720574,509250,407400,2030.48533162364,585.6375,2616.12283162364,104644.913264946,0.212175624907363
"189","MARIPOSA",292500,284500,234000,1177.31599474475,336.375,1513.69099474475,60547.6397897902,0.306926348590478,227600,1109.02150615307,327.175,1436.19650615307,57447.8602461227,0.349155970018695,295000,236000,1176.2261616671,339.25,1515.4761616671,60619.0464666842,0.327416422348403
"190","MARTINEZ",581000,563500,464800,2338.53194169813,668.15,3006.68194169813,120267.277667925,0.364925781431122,450800,2196.60322923464,648.025,2844.62822923464,113785.129169385,0.368306927104019,589000,471200,2348.46511600653,677.35,3025.81511600652,121032.604640261,0.32783186470214
"191","MARYSVILLE",273500,226950,218800,1100.84076773569,314.525,1415.36576773569,56614.6307094277,0.38905141684897,181560,884.683412377641,260.9925,1145.67591237764,45827.0364951057,0.437679102628238,222000,177600,885.160026746093,255.3,1140.46002674609,45618.4010698437,0.434926886400179
"192","MCKINLEYVILLE",330000,324500,264000,1328.25394278895,379.5,1707.75394278895,68310.1577115581,0.400704540100707,259600,1264.94720121853,373.175,1638.12220121853,65524.888048741,0.401199509947231,3e+05,240000,1196.16219830553,345,1541.16219830553,61646.4879322212,0.42609910856469
"193","MENIFEE",365000,355500,292000,1469.12936096354,419.75,1888.87936096354,75555.1744385416,0.409347925354966,284400,1385.78961489426,408.825,1794.61461489426,71784.5845957702,0.409417025484326,340000,272000,1355.65049141293,391,1746.65049141293,69866.0196565174,0.419315768193588
"194","MENLO PARK",2575000,2200000,2060000,10364.4057657017,2961.25,13325.6557657017,533026.230628067,0,1760000,8575.91322860018,2530,11105.9132286002,444236.529144007,0.182328307744861,1830000,1464000,7296.58940966374,2104.5,9401.08940966373,376043.576386549,0.21325092892663
"195","MERCED",247450,246000,197960,995.989206494323,284.5675,1280.55670649432,51222.2682597729,0.40350107558644,196800,958.943024652565,282.9,1241.84302465257,49673.7209861026,0.441838044157011,217900,174320,868.812476702584,250.585,1119.39747670258,44775.8990681033,0.485012890137796
"196","MILL VALLEY",1425000,1387500,1140000,5735.64202567957,1638.75,7374.39202567957,294975.681027183,0.291873326598169,1110000,5408.67254758307,1595.625,7004.29754758307,280171.901903323,0.287555937967345,1450000,1160000,5781.4506251434,1667.5,7448.9506251434,297958.025005736,0.27121949418339
"197","MILLBRAE",1728000,1585000,1382400,6955.2206458767,1987.2,8942.4206458767,357696.825835068,0.108370892400554,1268000,6178.55566696876,1822.75,8001.30566696876,320052.226678751,0.110713167859736,1327250,1061800,5292.02092567005,1526.3375,6818.35842567005,272734.337026802,0.120571683070537
"198","MILPITAS",1100000,987500,880000,4427.51314262984,1265,5692.51314262984,227700.525705194,0.182957939999304,790000,3849.41559692849,1135.625,4985.04059692849,199401.62387714,0.196164839616916,844000,675200,3365.20298456623,970.6,4335.80298456623,173432.119382649,0.261618505215101
"199","MISSION VIEJO",685000,680000,548000,2757.13318427404,787.75,3544.88318427404,141795.327370962,0.357975935258915,544000,2650.73681611278,782,3432.73681611278,137309.472644511,0.350621617858405,650000,520000,2591.68476299532,747.5,3339.18476299532,133567.390519813,0.360554508197396
"200","MODESTO",280000,275000,224000,1127.00334539669,322,1449.00334539669,57960.1338158675,0.497820978896131,220000,1071.98915357502,316.25,1388.23915357502,55529.5661430009,0.471666466308287,252500,202000,1006.76985024049,290.375,1297.14485024049,51885.7940096195,0.490596498890451
