"","RegionSalesCar","2018 Q1","2017 Q4","Quarter_Rev","2017 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"1","CA SFH (SAAR)",538640,550990,NA,497980,398384,1985.54950504063,572.677,2558.22650504063,102329.060201625,0.316397124575571,0.317419000505044,""
"2","CA Condo/Townhomes",449720,446800,NA,413720,330976,1649.58741560988,475.778,2125.36541560988,85014.6166243952,0.396538559066528,0.395340298996417,""
"3","Los Angeles Metropolitan Area",5e+05,496250,NA,459000,367200,1830.12816340746,527.85,2357.97816340746,94319.1265362985,0.33118104873286,0.328277719661071,""
"4","Inland Empire",350000,340000,NA,325000,260000,1295.84238149766,373.75,1669.59238149766,66783.6952599063,0.43660250017805,0.434453241688857,"R"
"5","S.F. Bay Area",9e+05,895000,NA,780330,624264,3111.33749401252,897.3795,4008.71699401252,160348.679760501,0.249415807983977,0.249415807983977,""
"6","United States",245500,247800,"1",232100,185680,925.430820755712,266.915,1192.34582075571,47693.8328302285,0.573480475120446,0.573480475120446,""
"7","Alameda",875000,867250,NA,798000,638400,3181.79144749271,917.7,4099.49144749271,163979.657899708,0.212661009901421,0.212661009901421,""
"8","Contra-Costa",615000,612000,NA,562500,450000,2242.80412182287,646.875,2889.67912182287,115587.164872915,0.369269921252505,0.369269921252505,""
"9","Marin",1360000,1250000,NA,1200000,960000,4784.64879322212,1380,6164.64879322212,246585.951728885,0.179703915109936,0.179703915109936,""
"10","Napa",679000,675000,NA,668000,534400,2663.45449489365,768.2,3431.65449489365,137266.179795746,0.241812369640784,0.241812369640784,""
"11","San Francisco",1610000,1501504,NA,1300000,1040000,5183.36952599063,1495,6678.36952599063,267134.781039625,0.127655394550722,0.127655394550722,""
"12","San Mateo",1575049.5,1500000,NA,1300000,1040000,5183.36952599063,1495,6678.36952599063,267134.781039625,0.153143422514158,0.153143422514158,""
"13","Santa Clara",1373000,1270000,NA,1070000,856000,4266.31184062306,1230.5,5496.81184062306,219872.473624922,0.186072096348487,0.186072096348487,""
"14","Solano",430000,415000,NA,390750,312600,1558.00126329295,449.3625,2007.36376329295,80294.5505317182,0.451283468716084,0.451283468716084,""
"15","Sonoma",681000,655000,NA,605000,484000,2412.26043324949,695.75,3108.01043324949,124320.417329979,0.249873204969538,0.249873204969538,""
"16","Los Angeles",545540,553330,NA,485820,388656,1937.06506393598,558.693,2495.75806393598,99830.3225574391,0.289070486477341,0.289070486477341,""
"17","Orange County",810000,785000,NA,750000,6e+05,2990.40549576383,862.5,3852.90549576383,154116.219830553,0.21428374501028,0.21428374501028,""
"18","Riverside County",397000,385000,NA,365000,292000,1455.33067460506,419.75,1875.08067460506,75003.2269842025,0.393574906208571,0.393574906208571,""
"19","San Bernardino",278500,276250,NA,255000,204000,1016.7378685597,293.25,1309.9878685597,52399.514742388,0.524341247496209,0.521490833554834,""
"20","San Diego",610000,610000,NA,564000,451200,2248.7849328144,648.6,2897.3849328144,115895.397312576,0.278478984352457,0.278478984352457,""
"21","Ventura",635500,640000,NA,6e+05,480000,2392.32439661106,690,3082.32439661106,123292.975864442,0.282146880714826,0.253313067893692,"R"
"22","Monterey",590000,599950,NA,560000,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.227989143225593,0.227989143225593,""
"23","San Luis Obispo",596400,594325,NA,550000,440000,2192.96403022681,632.5,2825.46403022681,113018.561209072,0.262309487363068,0.262309487363068,""
"24","Santa Barbara",675000,710000,NA,779000,623200,3106.03450826669,895.85,4001.88450826669,160075.380330668,0.142505093013767,0.142505093013767,""
"25","Santa Cruz",850000,855000,NA,805000,644000,3209.70189878651,925.75,4135.45189878651,165418.07595146,0.174653455059008,0.174653455059008,""
"26","Fresno",258000,255000,NA,238000,190400,948.955343989054,273.7,1222.65534398905,48906.2137595622,0.478672710065058,0.478672710065058,""
"27","Kern (Bakersfield)",231500,233250,NA,219000,175200,873.198404763037,251.85,1125.04840476304,45001.9361905215,0.552681961338223,0.552681961338223,""
