"","RegionSalesCar","2018 Q1","2017 Q4","Quarter_Rev","2017 Q1","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"27","Kern (Bakersfield)",231500,233250,NA,186150,167535,728.203730616188,214.0725,942.276230616188,28268.2869184856,0.717715588166439,0.717715588166439,""
"28","Kings County",232000,225000,NA,182750,164475,714.903205856075,210.1625,925.065705856075,27751.9711756823,0.710407413115106,0.710407413115106,""
"29","Madera",255000,235000,NA,202300,182070,791.381223226725,232.645,1024.02622322673,30720.7866968018,0.668231129651892,0.668231129651892,""
"30","Merced",262500,250000,NA,194225,174802.5,759.792476921457,223.35875,983.151226921457,29494.5368076437,0.697998434919388,0.697998434919388,""
"31","Placer County",465000,453750,NA,369750,332775,1446.43206766229,425.2125,1871.64456766229,56149.3370298687,0.6390543074644,0.6390543074644,""
"32","Sacramento",355000,349900,NA,271762,244585.8,1063.11094407583,312.5263,1375.63724407583,41269.117322275,0.645218048998519,0.645212517718799,""
"33","San Benito",560000,552000,NA,446250,401625,1745.69387476483,513.1875,2258.88137476483,67766.441242945,0.543232869575862,0.543232869575862,""
"34","San Joaquin",362500,349950,NA,267750,240975,1047.4163248589,307.9125,1355.3288248589,40659.864745767,0.630667089154437,0.630667089154437,""
"35","Stanislaus",3e+05,298250,NA,233750,210375,914.41107725777,268.8125,1183.22357725777,35496.7073177331,0.663973469709961,0.663973469709961,""
"36","Tulare",225000,220000,NA,180200,162180,704.92781228599,207.23,912.15781228599,27364.7343685797,0.700769127580089,0.700769127580089,""
"37","Amador",330750,325000,NA,250750,225675,980.913701058336,288.3625,1269.27620105834,38078.2860317501,0.643840160157091,0.643840160157091,""
"38","Butte County",307000,308500,NA,239700,215730,937.686995587968,275.655,1213.34199558797,36400.259867639,0.587105405956129,0.587105405956129,""
"39","El Dorado County",489000,455000,NA,364650,328185,1426.48128052212,419.3475,1845.82878052212,55374.8634156637,0.616388889497233,0.616388889497233,""
"40","Humboldt",300050,310500,NA,250750,225675,980.913701058336,288.3625,1269.27620105834,38078.2860317501,0.553321779696698,0.553321779696698,""
"41","Lake County",266450,265000,NA,184450,166005,721.553468236132,212.1175,933.670968236132,28010.1290470839,0.603191149632194,0.603191149632194,""
"42","Mariposa",292500,291750,NA,256700,231030,1004.18961938853,295.205,1299.39461938853,38981.838581656,0.638109170949095,0.664165402534743,"R"
"43","Mendocino",412500,389500,NA,340000,306000,1330.0524760113,391,1721.0524760113,51631.5742803391,0.4491935518416,0.4491935518416,""
"44","Shasta",249900,255000,NA,200175,180157.5,783.068395251654,230.20125,1013.26964525165,30398.0893575496,0.680273019242799,0.680273019242799,""
"45","Siskiyou County",210000,198500,NA,175525,157972.5,686.639590740835,201.85375,888.493340740835,26654.800222225,0.652397283179746,0.652397283179746,""
"46","Sutter",282700,275000,NA,219725,197752.5,859.546412622304,252.68375,1112.2301626223,33366.9048786691,0.722914913481262,0.722914913481262,""
"47","Tehama",219000,210000,NA,175100,157590,684.977025145821,201.365,886.342025145821,26590.2607543746,0.731617559558989,0.731617559558989,""
"48","Tuolumne",280000,275000,NA,237150,213435,927.711602017884,272.7225,1200.43410201788,36013.0230605365,0.647675084349228,0.646452528126722,""
"49","Yolo",4e+05,434950,NA,327675,294907.5,1281.83807375589,376.82625,1658.66432375589,49759.9297126768,0.552220223007588,0.552220223007588,""
"50","Yuba",269950,272500,NA,216665,194998.5,847.575940338202,249.16475,1096.7406903382,32902.2207101461,0.637767377073054,0.637767377073054,""
