"","RegionSalesCar","2018 Q1","2017 Q4","2017 Q1","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",457844,550990,497980,412059.6,1878.04373803108,526.5206,2404.56433803108,72136.9301409324,0.495417460722613,0.470671959457,"",0.513198426709531,""
"2","CA Condo/Townhomes",382262,446800,413720,344035.8,1568.01171444255,439.6013,2007.61301444255,60228.3904332766,0.569386164262746,0.557120810852534,"R",0.58298673735154,""
"3","Los Angeles Metropolitan Area",425000,496250,459000,382500,1743.31997069572,488.75,2232.06997069572,66962.0991208715,0.510722370773192,0.497536222256002,"",0.528453221629108,""
"4","Inland Empire",297500,340000,325000,267750,1220.323979487,342.125,1562.448979487,46873.46938461,0.613949909564045,0.611660008961495,"",0.628899316702759,""
"5","S.F. Bay Area",765000,895000,780330,688500,3137.97594725229,879.75,4017.72594725229,120531.778417569,0.411224278844291,0.392068939226756,"",0.448292368583217,""
"6","United States",208675,247800,232100,187807.5,855.970105611596,239.97625,1095.9463556116,32878.3906683479,0.724834012750569,0.714808067149761,"",0.73379588383483,""
"7","Alameda",743750,867250,798000,669375,3050.8099487175,855.3125,3906.1224487175,117183.673461525,0.396702706410591,0.37578698857985,"",0.407891267548797,""
"8","Contra-Costa",522750,612000,562500,470475,2144.28356395573,601.1625,2745.44606395573,82363.3819186719,0.552595305515476,0.53641985105299,"",0.56756917635767,""
"9","Marin",1156000,1250000,1200000,1040400,4741.83032029235,1329.4,6071.23032029234,182136.90960877,0.298921273312962,0.314888748294812,"",0.324682555354731,""
"10","Napa",577150,675000,668000,519435,2367.42852020478,663.7225,3031.15102020478,90934.5306061434,0.472427746896665,0.45674751449095,"",0.457489261871046,""
"11","San Francisco",1368500,1501504,1300000,1231650,5613.4903056402,1573.775,7187.2653056402,215617.959169206,0.222670986348147,0.204379818020148,"",0.252490154091735,""
"12","San Mateo",1338792.075,1500000,1300000,1204912.8675,5491.6304963686,1539.61088625,7031.2413826186,210937.241478558,0.232008913289025,0.235445679832747,"",0.287912616363164,""
"13","Santa Clara",1167050,1270000,1070000,1050345,4787.15663953043,1342.1075,6129.26413953043,183877.924185913,0.299143902561118,0.298000768630543,"",0.366856573511578,""
"14","Solano",365500,415000,390750,328950,1499.25517479832,420.325,1919.58017479832,57587.4052439494,0.608222020960794,0.63036285630789,"",0.650277725394723,""
"15","Sonoma",578850,655000,605000,520965,2374.40180008756,665.6775,3040.07930008756,91202.3790026269,0.408271932856261,0.43458234315655,"",0.464364553291749,""
"16","Los Angeles",463709,553330,485820,417338.1,1902.10155362668,533.26535,2435.36690362668,73061.0071088004,0.4526476882591,0.427410812393927,"",0.482832140272634,""
"17","Orange County",688500,785000,750000,619650,2824.17835252706,791.775,3615.95335252706,108478.600575812,0.390745976355256,0.397397985264095,"",0.417564436426691,""
"18","Riverside County",337450,385000,365000,303705,1384.1960567324,388.0675,1772.2635567324,53167.9067019719,0.579435177537734,0.572940056526962,"",0.595325657937517,""
"19","San Bernardino",236725,276250,255000,213052.5,971.029223677513,272.23375,1243.26297367751,37297.8892103254,0.676488376964385,0.671503477758962,"",0.697587208814559,""
"20","San Diego",518500,610000,564000,466650,2126.85036424877,596.275,2723.12536424877,81693.7609274632,0.458543704234437,0.450208691126033,"",0.480388464170989,""
"21","Ventura",540175,640000,6e+05,486157.5,2215.75968275425,621.20125,2836.96093275425,85108.8279826276,0.523370489822875,0.479657083608327,"",0.509616502158142,"R"
"22","Monterey",501500,599950,560000,451350,2057.11756542094,576.725,2633.84256542094,79015.2769626283,0.424104970568286,0.39998459095966,"",0.430325399026032,""
