"","RegionSalesCar","2018 Q1","2017 Q4","2017 Q1","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"23","San Luis Obispo",506940,594325,550000,456246,2079.43206104585,582.981,2662.41306104585,79872.3918313755,0.445666614056928,0.436332258030924,"",0.468200046947705,""
"24","Santa Barbara",573750,710000,779000,516375,2353.48196043922,659.8125,3013.29446043922,90398.8338131765,0.407594531523497,0.354307864303198,"",0.310189635952913,""
"25","Santa Cruz",722500,855000,805000,650250,2963.64395018272,830.875,3794.51895018272,113835.568505481,0.293664493783967,0.330806659392017,"",0.353139476867675,""
"26","Fresno",219300,255000,238000,197370,899.553104878989,252.195,1151.74810487899,34552.4431463697,0.644390184964709,0.633320173678753,"",0.659619604952348,""
"27","Kern (Bakersfield)",196775,233250,219000,177097.5,807.157146432116,226.29125,1033.44839643212,31003.4518929635,0.710555881714904,0.698859421810149,"",0.717715588166439,""
"28","Kings County",197200,225000,215000,177480,808.900466402812,226.78,1035.68046640281,31070.4139920844,0.705594445270629,0.69445926231033,"",0.710407413115106,""
"29","Madera",216750,235000,238000,195075,889.093185054815,249.2625,1138.35568505481,34150.6705516444,0.684079271795162,0.672527294901112,"R",0.668231129651892,""
"30","Merced",223125,250000,228500,200812.5,915.24298461525,256.59375,1171.83673461525,35155.1020384575,0.618602943766838,0.666460335459079,"",0.697998434919388,""
"31","Placer County",395250,453750,435000,355725,1621.28757274702,454.5375,2075.82507274701,62274.7521824104,0.629869628998931,0.625406766982988,"",0.6390543074644,""
"32","Sacramento",301750,349900,319720,271575,1237.75717919396,347.0125,1584.76967919396,47543.0903758187,0.619223652310411,0.613230933223022,"",0.645218048998519,""
"33","San Benito",476000,552000,525000,428400,1952.5183671792,547.4,2499.9183671792,74997.551015376,0.543294356673311,0.521998077843088,"",0.543232869575862,""
"34","San Joaquin",308125,349950,315000,277312.5,1263.90697875439,354.34375,1618.25072875439,48547.5218626318,0.579999498079232,0.592555532937874,"",0.630667089154437,""
"35","Stanislaus",255000,298250,275000,229500,1045.99198241743,293.25,1339.24198241743,40177.2594725229,0.659053786070106,0.636377587282858,"",0.663973469709961,""
"36","Tulare",191250,220000,212000,172125,784.493986813072,219.9375,1004.43148681307,30132.9446043921,0.67035049015383,0.690503515189403,"",0.700769127580089,""
"37","Amador",281137.5,325000,295000,253023.75,1153.20616061522,323.308125,1476.51428561522,44295.4285684565,0.628065227405525,0.610071767731454,"",0.643840160157091,""
"38","Butte County",260950,308500,282000,234855,1070.39846200717,300.0925,1370.49096200717,41114.7288602151,0.58138208051177,0.556692025263811,"",0.587105405956129,""
"39","Calaveras",267750,301500,286629,240975,1098.2915815383,307.9125,1406.2040815383,42186.122446149,0.632355795290011,0.669976294143333,"",NA,NA
"40","El Dorado County",415650,455000,429000,374085,1704.96693134041,477.9975,2182.96443134041,65488.9329402123,0.603197630572387,0.599076416654973,"",0.616388889497233,""
"41","Humboldt",255042.5,310500,295000,229538.25,1046.1663144145,293.298875,1339.4651894145,40183.955682435,0.553146137060553,0.532720997699267,"",0.553321779696698,""
"42","Lake County",226482.5,265000,217000,203834.25,929.015212383746,260.454875,1189.47008738375,35684.1026215124,0.569747822146352,0.520686720942355,"",0.603191149632194,""
"43","Lassen",145350,180000,177000,130815,596.215429977935,167.1525,763.367929977935,22901.037899338,0.803232105814488,0.790786192752469,"",NA,NA
"44","Mariposa",248625,291750,302000,223762.5,1019.84218285699,285.91875,1305.76093285699,39172.8279857098,0.633756483997665,0.650173713381544,"",0.638109170949095,"R"
"45","Mendocino",350625,389500,4e+05,315562.5,1438.23897582396,403.21875,1841.45772582396,55243.7317747189,0.42639368599525,0.460806811319498,"",0.4491935518416,""
"46","Mono",663000,588500,612250,596700,2719.57915428532,762.45,3482.02915428532,104460.874628559,0.245498038373492,0.444313538506351,"",NA,NA
"47","Nevada",340000,395000,380000,306000,1394.65597655657,391,1785.65597655657,53569.6792966972,0.544766923679494,0.582059874188673,"",NA,NA
"48","Plumas",230350,295000,305000,207315,944.879424117078,264.9025,1209.78192411708,36293.4577235123,0.631114232425498,0.618594938783389,"",NA,NA
"49","Shasta",212415,255000,235500,191173.5,871.311321353718,244.27725,1115.58857135372,33467.6571406115,0.665189855223705,0.653133931310653,"",0.680273019242799,""
"50","Siskiyou County",178500,198500,206500,160650,732.1943876922,205.275,937.4693876922,28124.081630766,0.652791179645747,0.666244865385082,"",0.652397283179746,""
"51","Sutter",240295,275000,258500,216265.5,985.673111431357,276.33925,1262.01236143136,37860.3708429407,0.646849466760617,0.704729682624913,"",0.722914913481262,""
"52","Tehama",186150,210000,206000,167535,763.574147164723,214.0725,977.646647164723,29329.3994149417,0.6919279253966,0.727365354758788,"",0.731617559558989,""
"53","Tuolumne",238000,275000,279000,214200,976.2591835896,273.7,1249.9591835896,37498.775507688,0.667445382199834,0.654436360342214,"",0.647675084349228,""
"54","Yolo",340000,434950,385500,306000,1394.65597655657,391,1785.65597655657,53569.6792966972,0.586657081027188,0.512034272582405,"",0.552220223007588,""
"55","Yuba",229457.5,272500,254900,206511.75,941.218452178617,263.876125,1205.09457717862,36152.8373153585,0.654282772219405,0.611885930346197,"",0.637767377073054,""
