"","RegionSalesCar","2018 Q3","2018 Q2","Quarter_Rev","2017 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y","Year_Rev"
"14","Solano",455000,450000,NA,415750,332600,1618.71558079284,478.1125,2096.82808079284,83873.1232317136,0.434958615596358,0.434958615596358,""
"15","Sonoma",660000,695000,NA,630000,504000,2452.89432567526,724.5,3177.39432567526,127095.77302701,0.246536860496677,0.246536860496677,""
"16","Los Angeles",628940,557220,NA,595110,476088,2317.05070182953,684.3765,3001.42720182953,120057.088073181,0.22304699641769,0.22304699641769,""
"17","Orange County",830000,830000,NA,790000,632000,3075.85161473564,908.5,3984.35161473564,159374.064589426,0.207128700166542,0.207128700166542,""
"18","Riverside County",405000,405000,NA,387000,309600,1506.7779429148,445.05,1951.8279429148,78073.1177165921,0.380760286970095,0.380760286970095,""
"19","San Bernardino",294900,290000,NA,270000,216000,1051.2404252894,310.5,1361.7404252894,54469.6170115759,0.511327208949466,0.511327208949466,""
"20","San Diego",650000,645000,NA,607000,485600,2363.34421537283,698.05,3061.39421537283,122455.768614913,0.256892793273988,0.256892793273988,""
"21","Ventura",665000,670000,NA,634000,507200,2468.46825790177,729.1,3197.56825790177,127902.730316071,0.267950224843412,0.267950224843412,""
"22","Monterey",622000,647000,NA,585000,468000,2277.68758812703,672.75,2950.43758812703,118017.503525081,0.221181711687452,0.221181711687452,""
"23","San Luis Obispo",640000,618500,NA,599000,479200,2332.19635091981,688.85,3021.04635091981,120841.854036792,0.234519527496755,0.234519527496755,""
"24","Santa Barbara",599500,695000,NA,664535,531628,2587.35576303589,764.21525,3351.57101303589,134062.840521435,0.198421347049685,0.198421347049685,""
"25","Santa Cruz",903000,905000,NA,830000,664000,3231.59093700074,954.5,4186.09093700074,167443.63748003,0.174729405521013,0.174729405521013,""
"26","Fresno",275060,270000,NA,260000,208000,1012.30559472312,299,1311.30559472312,52452.2237889249,0.454622392842029,0.454755043624431,""
"27","Kern (Bakersfield)",246000,244000,NA,235000,188000,914.968518307438,270.25,1185.21851830744,47408.7407322975,0.533026542761235,0.533026542761235,""
"28","Kings County",230000,235000,NA,225000,180000,876.033687741164,258.75,1134.78368774116,45391.3475096465,0.516872893253363,0.516872893253363,""
"29","Madera",260000,259000,NA,264900,211920,1031.3836617006,304.635,1336.0186617006,53440.7464680239,0.435972111534336,0.413584725141827,"R"
"30","Merced",276320,265000,NA,255000,204000,992.838179439986,293.25,1286.08817943999,51443.5271775994,0.467055030264864,0.467055030264864,""
"31","Placer County",480000,495900,NA,455000,364000,1771.53479076547,523.25,2294.78479076547,91791.3916306186,0.436639731449571,0.436639731449571,""
"32","Sacramento",370000,374000,NA,350000,280000,1362.71906981959,402.5,1765.21906981959,70608.7627927835,0.429677379640572,0.429677379640572,""
"33","San Benito",610000,571000,NA,550000,440000,2141.41568114507,632.5,2773.91568114507,110956.627245803,0.310098826076604,0.310098826076604,""
"34","San Joaquin",370000,373375,NA,352250,281800,1371.479406697,405.0875,1776.566906697,71062.67626788,0.405274236217341,0.405274236217341,""
"35","Stanislaus",319900,315000,NA,295000,236000,1148.57750170508,339.25,1487.82750170508,59513.1000682033,0.456988528564802,0.456988528564802,""
"36","Tulare",239900,233000,NA,225000,180000,876.033687741164,258.75,1134.78368774116,45391.3475096465,0.509534190257631,0.509534190257631,""
"37","Butte County",315000,320000,NA,299900,239920,1167.65556868256,344.885,1512.54056868256,60501.6227473022,0.397433545883188,0.397433545883188,""
"38","Calaveras",332950,329000,NA,339000,271200,1319.89075619669,389.85,1709.74075619669,68389.6302478675,0.441743393863777,0.441743393863777,""
"39","El Dorado County",489500,525000,NA,462750,370200,1801.70928445433,532.1625,2333.87178445433,93354.8713781731,0.412719916249755,0.412719916249755,""
"40","Humboldt",315000,315000,NA,318000,254400,1238.12761200751,365.7,1603.82761200751,64153.1044803005,0.332188584227221,0.332188584227221,""
"41","Lake County",266250,283000,NA,249950,199960,973.176090004017,287.4425,1260.61859000402,50424.7436001607,0.377617405725563,0.377617405725563,""
"42","Lassen",175000,192500,NA,186500,149200,726.134590061009,214.475,940.609590061009,37624.3836024404,0.639863020568964,0.639863020568964,""
"43","Mariposa",315000,320000,NA,270000,216000,1051.2404252894,310.5,1361.7404252894,54469.6170115759,0.510547413869259,0.485505023026201,"R"
"44","Mendocino",420000,430000,NA,391000,312800,1522.35187514131,449.65,1972.00187514131,78880.0750056525,0.275415740533556,0.275415740533556,""
"45","Mono",675000,624500,NA,571000,456800,2223.17882533424,656.65,2879.82882533424,115193.15301337,0.201928744005089,0.201928744005089,""
"46","Nevada",429500,435000,NA,393000,314400,1530.13884125457,451.95,1982.08884125457,79283.5536501826,0.389593469166592,0.389593469166592,""
"47","Plumas",282000,297000,NA,285000,228000,1109.64267113881,327.75,1437.39267113881,57495.7068455523,0.466384059407997,0.466384059407997,""
"48","Shasta",275000,265500,NA,250000,2e+05,973.370764156849,287.5,1260.87076415685,50434.8305662739,0.47957728945409,0.47957728945409,""
"49","Siskiyou County",214200,207500,NA,203500,162800,792.323802023675,234.025,1026.34880202367,41053.952080947,0.494674550251456,0.494674550251456,""
"50","Sutter",298500,299950,NA,280600,224480,1092.51134568965,322.69,1415.20134568965,56608.0538275859,0.51192029102225,0.51192029102225,""
"51","Tehama",223950,215900,NA,208500,166800,811.791217306812,239.775,1051.56621730681,42062.6486922725,0.557849653863883,0.557849653863883,""
"52","Tuolumne",318000,308500,NA,289000,231200,1125.21660336532,332.35,1457.56660336532,58302.6641346127,0.451776228305145,0.451776228305145,""
"53","Yolo",450000,469500,NA,435000,348000,1693.66512963292,500.25,2193.91512963292,87756.6051853167,0.341625414622486,0.341625414622486,""
"54","Yuba",270000,290000,NA,268516,214812.8,1045.46249643336,308.7934,1354.25589643336,54170.2358573345,0.429065584911755,0.429065584911755,""
