"","RegionSalesCar","2018 Q3","2018 Q2","Quarter_Rev","2017 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"1","CA SFH (SAAR)",588530,507152.5,"",555680,456437.25,2126.80291905244,583.225375,2710.02829405244,81300.848821573,0.449689102665608,0.449636878265168
"2","CA Condo/Townhomes",479390,406121.5,"",446800,365509.35,1703.11768489745,467.039725,2170.15740989745,65104.7222969235,0.541173071515018,0.541173071515018
"3","Los Angeles Metropolitan Area",526000,450500,"",502000,405450,1889.22407960746,518.075,2407.29907960746,72218.9723882238,0.4794287272906,0.4794287272906
"4","Inland Empire",362500,306000,"",339900,275400,1283.24654463903,351.9,1635.14654463903,49054.3963391709,0.597343714368946,0.597343714368946
"5","S.F. Bay Area",950000,879750,"",860000,791775,3689.33381583721,1011.7125,4701.04631583721,141031.389475116,0.344879730172214,0.344879730172214
"6","United States",266900,228650,"",254000,205785,958.870334744163,262.9475,1221.81783474416,36654.5350423249,0.692521597159053,0.692521597159053
"7","Alameda",950000,850000,"",865000,765000,3564.57373510841,977.5,4542.07373510841,136262.212053252,0.332168201459081,0.332168201459081
"8","Contra-Costa",660000,590750,"",624450,531675,2477.37874590035,679.3625,3156.74124590035,94702.2373770104,0.495005399440712,0.495005399440712
"9","Marin",1300000,1190000,"",1225000,1071000,4990.40322915178,1368.5,6358.90322915178,190767.096874553,0.282759965449706,0.282759965449706
"10","Napa",729500,601162.5,"",653000,541046.25,2521.04477415543,691.336875,3212.38164915543,96371.4494746628,0.447550156649306,0.447550156649306
"11","San Francisco",1600000,1381250,"",1370000,1243125,5792.43231955117,1588.4375,7380.86981955117,221426.094586535,0.217479157565049,0.217479157565049
"12","San Mateo",1600000,1402500,"",1441250,1262250,5881.54666292888,1612.875,7494.42166292888,224832.649887866,0.214046065085868,0.214046065085868
"13","Santa Clara",1300000,1194250,"",1165000,1074825,5008.22609782732,1373.3875,6381.61359782732,191448.40793482,0.283577240441279,0.283577240441279
"14","Solano",455000,382500,"",415750,344250,1604.05818079879,439.875,2043.93318079879,61317.9954239636,0.585963031478827,0.585963031478827
"15","Sonoma",660000,590750,"",630000,531675,2477.37874590035,679.3625,3156.74124590035,94702.2373770104,0.392150820321782,0.392150820321782
"16","Los Angeles",628940,473637,"",595110,426273.3,1986.25177667711,544.68255,2530.93432667711,75928.0298003133,0.43847960629478,0.43847960629478
"17","Orange County",830000,705500,"",790000,634950,2958.59620013998,811.325,3769.92120013998,113097.636004199,0.373662240021159,0.373662240021159
