"","RegionSalesCar","2018 Q3","2018 Q2","Quarter_Rev","2017 Q3","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"18","Riverside County",405000,344250,"",387000,309825,1443.65236271891,395.8875,1839.53986271891,55186.1958815672,0.567593418429644,0.567593418429644
"19","San Bernardino",294900,246500,"",270000,221850,1033.72638318144,283.475,1317.20138318144,39516.0414954432,0.659644066832685,0.659644066832685
"20","San Diego",650000,548250,"",607000,493425,2299.15005914493,630.4875,2929.63755914493,87889.1267743478,0.429138480842309,0.429138480842309
"21","Ventura",665000,569500,"",634000,512550,2388.26440252264,654.925,3043.18940252264,91295.6820756791,0.493739099657409,0.493739099657409
"22","Monterey",622000,549950,"",585000,494955,2306.27920661514,632.4425,2938.72170661514,88161.6511984543,0.378845093264414,0.378845093264414
"23","San Luis Obispo",640000,525725,"",599000,473152.5,2204.68885516455,604.58375,2809.27260516455,84278.1781549366,0.425484411023817,0.425484411023817
"24","Santa Barbara",599500,590750,"",664535,531675,2477.37874590035,679.3625,3156.74124590035,94702.2373770104,0.3889485397295,0.3889485397295
"25","Santa Cruz",903000,769250,"",830000,692325,3225.93923027311,884.6375,4110.57673027311,123317.301908193,0.258132609804296,0.258132609804296
"26","Fresno",275060,229500,"",260000,206550,962.434908479272,263.925,1226.35990847927,36790.7972543782,0.625914844379687,0.627809574980362
"27","Kern (Bakersfield)",246000,207400,"",235000,186660,869.755991366453,238.51,1108.26599136645,33247.9797409936,0.687828255533902,0.687828255533902
"28","Kings County",230000,199750,"",225000,179775,837.674827750477,229.7125,1067.38732775048,32021.6198325143,0.696617715263584,0.696617715263584
"29","Madera",260000,220150,"R",264900,198135,923.224597393079,253.1725,1176.39709739308,35291.9129217924,0.673617538725679,0.705078095708214
"30","Merced",276320,225250,"",255000,202725,944.61203980373,259.0375,1203.64953980373,36109.4861941119,0.609640781516532,0.609640781516532
"31","Placer County",480000,421515,"",455000,379363.5,1767.67211524026,484.74225,2252.41436524026,67572.4309572079,0.59932080948755,0.59932080948755
"32","Sacramento",370000,317900,"",350000,286110,1333.15057693055,365.585,1698.73557693055,50962.0673079164,0.595803660367738,0.595803660367738
"33","San Benito",610000,485350,"",550000,436815,2035.3716027469,558.1525,2593.5241027469,77805.7230824071,0.52926518426968,0.52926518426968
"34","San Joaquin",370000,317368.75,"",352250,285631.875,1330.9227183461,364.9740625,1695.8967808461,50876.9034253831,0.563479170827087,0.563479170827087
"35","Stanislaus",319900,267750,"",295000,240975,1122.84072655915,307.9125,1430.75322655915,42922.5967967745,0.637479957352746,0.637479957352746
"36","Tulare",239900,198050,"",225000,178245,830.54568028026,227.7575,1058.30318028026,31749.0954084078,0.653783933334001,0.653783933334001
"37","Butte County",315000,272000,"",299900,244800,1140.66359523469,312.8,1453.46359523469,43603.9078570408,0.560051946299048,0.560051946299048
"38","Calaveras",332950,279650,"",339000,251685,1172.74475885067,321.5975,1494.34225885067,44830.26776552,0.610346211940831,0.610346211940831
"39","El Dorado County",489500,446250,"",462750,401625,1871.40121093192,513.1875,2384.58871093192,71537.6613279575,0.572044290568105,0.572044290568105
"40","Humboldt",315000,267750,"",318000,240975,1122.84072655915,307.9125,1430.75322655915,42922.5967967745,0.524704686781429,0.524704686781429
"41","Lake County",266250,240550,"",249950,216495,1008.77436703568,276.6325,1285.40686703568,38562.2060110704,0.544518931815756,0.544518931815756
"42","Lassen",175000,163625,"",186500,147262.5,686.18044400837,188.16875,874.34919400837,26230.4758202511,0.774029278540142,0.774029278540142
"43","Mariposa",315000,272000,"",270000,244800,1140.66359523469,312.8,1453.46359523469,43603.9078570408,0.584335009925438,0.584335009925438
"44","Mendocino",420000,365500,"",391000,328950,1532.76670609662,420.325,1953.09170609662,58592.7511828985,0.405671867225991,0.405671867225991
"45","Mono",675000,530825,"",571000,477742.5,2226.0762975752,610.44875,2836.5250475752,85095.7514272561,0.361966184086113,0.361966184086113
"46","Nevada",429500,369750,"",393000,332775,1550.58957477216,425.2125,1975.80207477216,59274.0622431648,0.509513972813917,0.509513972813917
"47","Plumas",282000,252450,"",285000,227205,1058.6783993272,290.3175,1348.9958993272,40469.876979816,0.595578781270322,0.595578781270322
"48","Shasta",275000,225675,"",250000,203107.5,946.394326671284,259.52625,1205.92057667128,36177.6173001385,0.639053401913425,0.639053401913425
"49","Siskiyou County",214200,176375,"",203500,158737.5,739.649050034996,202.83125,942.480300034996,28274.4090010499,0.652121626700041,0.652121626700041
"50","Sutter",298500,254957.5,"",280600,229461.75,1069.19389184577,293.201125,1362.39501684577,40871.8505053731,0.623024916973755,0.623024916973755
"51","Tehama",223950,183515,"",208500,165163.5,769.591469409907,211.04225,980.633719409907,29419.0115822972,0.692035754005144,0.692035754005144
"52","Tuolumne",318000,262225,"",289000,236002.5,1099.67099728095,301.55875,1401.22974728095,42036.8924184284,0.627493663295565,0.627493663295565
"53","Yolo",450000,399075,"",435000,359167.5,1673.5673686334,458.93625,2132.5036186334,63975.108559002,0.520535860956912,0.520535860956912
"54","Yuba",270000,246500,"",268516,221850,1033.72638318144,283.475,1317.20138318144,39516.0414954432,0.626174240267115,0.626174240267115
