"","RegionSalesCar","2018 Q3","2018 Q2","2017 Q3","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"1","CA SFH (SAAR)",588530,596650,555680,470824,2461.71988865685,676.8095,3138.52938865685,125541.175546274,0.266885366408954,0.261954528517803,"",0.284137030603603,""
"2","CA Condo/Townhomes",479390,477790,446800,383512,2005.20601740474,551.2985,2556.50451740474,102260.180696189,0.354002106914986,0.355310689918887,"",0.375529253766276,""
"3","Los Angeles Metropolitan Area",526000,530000,502000,420800,2200.16764044909,604.9,2805.06764044909,112202.705617964,0.296049944632412,0.293250384480928,"",0.30208575889415,""
"4","Inland Empire",362500,360000,339900,290000,1516.27522749581,416.875,1933.15022749581,77326.0090998324,0.405133811604236,0.408124055291717,"",0.426472548654735,""
"5","S.F. Bay Area",950000,1035000,860000,760000,3973.68680309247,1092.5,5066.18680309247,202647.472123699,0.206247564172516,0.181712493593517,"",0.226892751155122,""
"6","United States",266900,269000,254000,213520,1116.39685025829,306.935,1423.33185025829,56933.2740103318,0.533222776165338,0.530901430222858,"",0.547293707409777,""
"7","Alameda",950000,1e+06,865000,760000,3973.68680309247,1092.5,5066.18680309247,202647.472123699,0.179090204573707,0.164279301471284,"",0.196351679724072,""
"8","Contra-Costa",660000,695000,624450,528000,2760.66662109582,759,3519.66662109582,140786.664843833,0.31649334302082,0.292461670993933,"",0.33171175436934,""
"9","Marin",1300000,1400000,1225000,1040000,5437.67667791601,1495,6932.67667791601,277307.067116641,0.188590036520873,0.179371270102963,"",0.181641024511013,""
"10","Napa",729500,707250,653000,583600,3051.37318195364,838.925,3890.29818195364,155611.927278146,0.243512714915008,0.251855563672626,"",0.263904405934735,""
"11","San Francisco",1600000,1625000,1370000,1280000,6692.52514205048,1840,8532.52514205048,341301.005682019,0.14703173709538,0.143933986107509,"",0.127729689025099,""
"12","San Mateo",1600000,1650000,1441250,1280000,6692.52514205048,1840,8532.52514205048,341301.005682019,0.143075005451739,0.138096257783811,"",0.147560189889671,""
"13","Santa Clara",1300000,1405000,1165000,1040000,5437.67667791601,1495,6932.67667791601,277307.067116641,0.174645609883265,0.164211513617528,"",0.17025542694974,""
"14","Solano",455000,450000,415750,364000,1903.1868372706,523.25,2426.4368372706,97057.4734908242,0.377282238231963,0.384327185494029,"",0.434958615596358,""
"15","Sonoma",660000,695000,630000,528000,2760.66662109582,759,3519.66662109582,140786.664843833,0.219777388524133,0.198482782872517,"",0.246536860496677,""
"16","Los Angeles",628940,557220,595110,503152,2630.74797677577,723.281,3354.02897677577,134161.159071031,0.21531584584696,0.261433101128526,"",0.22304699641769,""
"17","Orange County",830000,830000,790000,664000,3471.74741743868,954.5,4426.24741743868,177049.896697547,0.195664499962054,0.19628745107944,"",0.207128700166542,""
"18","Riverside County",405000,405000,387000,324000,1694.04542658153,465.75,2159.79542658153,86391.817063261,0.373659160922882,0.374066509591585,"",0.380760286970095,""
"19","San Bernardino",294900,290000,270000,235920,1233.51604024418,339.135,1572.65104024418,62906.0416097671,0.483505774127132,0.491651055416699,"",0.511327208949466,""
"20","San Diego",650000,645000,607000,520000,2718.83833895801,747.5,3466.33833895801,138653.53355832,0.226500355776708,0.230108026908193,"",0.256892793273988,""
"21","Ventura",665000,670000,634000,532000,2781.58076216473,764.75,3546.33076216473,141853.230486589,0.281944469752032,0.27847161652266,"",0.267950224843412,""
"22","Monterey",622000,647000,585000,497600,2601.71914897212,715.3,3317.01914897212,132680.765958885,0.204990473991955,0.191083413895076,"",0.221181711687452,""
"23","San Luis Obispo",640000,618500,599000,512000,2677.01005682019,736,3413.01005682019,136520.402272808,0.210828126320672,0.224413900709572,"",0.234519527496755,""
"24","Santa Barbara",599500,695000,664535,479600,2507.60551416204,689.425,3197.03051416204,127881.220566481,0.259252248878806,0.199801154246993,"",0.198421347049685,""
"25","Santa Cruz",903000,905000,830000,722400,3777.09387704474,1038.45,4815.54387704474,192621.755081789,0.121507935583366,0.122081892868188,"",0.174729405521013,""
"26","Fresno",275060,270000,260000,220048,1150.52872848275,316.319,1466.84772848275,58673.9091393101,0.456378794150899,0.4636737120958,"R",0.454622392842029,""
"27","Kern (Bakersfield)",246000,244000,235000,196800,1028.97574059026,282.9,1311.87574059026,52475.0296236104,0.528148013812284,0.53143796704387,"",0.533026542761235,""
"28","Kings County",230000,235000,225000,184000,962.050489169756,264.5,1226.55048916976,49062.0195667902,0.510994280608773,0.50078780200716,"",0.516872893253363,""
"29","Madera",260000,259000,264900,208000,1087.5353355832,299,1386.5353355832,55461.4134233281,0.480987131770633,0.482249459133983,"R",0.435972111534336,"R"
"30","Merced",276320,265000,255000,221056,1155.79909203212,317.768,1473.56709203212,58942.6836812847,0.399584552745468,0.417468214474652,"",0.467055030264864,""
"31","Placer County",480000,495900,455000,384000,2007.75754261514,552,2559.75754261514,102390.301704606,0.419603967791902,0.405467325269973,"",0.436639731449571,""
"32","Sacramento",370000,374000,350000,296000,1547.64643909917,425.5,1973.14643909917,78925.8575639669,0.418266695463458,0.413946929905669,"",0.429677379640572,""
"33","San Benito",610000,571000,550000,488000,2551.52521040674,701.5,3253.02521040674,130121.00841627,0.269973023567543,0.303203499502588,"",0.310098826076604,""
"34","San Joaquin",370000,373375,352250,296000,1547.64643909917,425.5,1973.14643909917,78925.8575639669,0.381175040661901,0.377843164940126,"",0.405274236217341,""
"35","Stanislaus",319900,315000,295000,255920,1338.08674558872,367.885,1705.97174558872,68238.8698235487,0.445126065698718,0.452966432754409,"",0.456988528564802,""
"36","Tulare",239900,233000,225000,191920,1003.46048848619,275.885,1279.34548848619,51173.8195394477,0.465234028253096,0.477458173174809,"",0.509534190257631,""
"37","Butte County",315000,320000,299900,252000,1317.59088734119,362.25,1679.84088734119,67193.6354936475,0.385035865025365,0.378457535477773,"",0.397433545883188,""
"38","Calaveras",332950,329000,339000,266360,1392.67265377857,382.8925,1775.56515377857,71022.6061511426,0.426582901064146,0.433919798449197,"",0.441743393863777,""
"39","El Dorado County",489500,525000,462750,391600,2047.49441064607,562.925,2610.41941064607,104416.776425843,0.410997243934959,0.379081984239247,"",0.412719916249755,""
"40","Humboldt",315000,315000,318000,252000,1317.59088734119,362.25,1679.84088734119,67193.6354936475,0.331166975204311,0.332066099897913,"",0.332188584227221,""
"41","Lake County",266250,283000,249950,213000,1113.67801191934,306.1875,1419.86551191934,56794.6204767735,0.392369300476963,0.369003739883292,"",0.377617405725563,""
"42","Lassen",175000,192500,186500,140000,731.994937411771,201.25,933.244937411771,37329.7974964708,0.667139706935828,0.635987134963253,"",0.639863020568964,""
"43","Mariposa",315000,320000,270000,252000,1317.59088734119,362.25,1679.84088734119,67193.6354936475,0.398406804090951,0.393358397729938,"",0.510547413869259,"R"
