"","region","Price2018-Q3","Price2018-Q2","principal2018-Q3","pmt2018-Q3","t_i2018-Q3","pti2018-Q3","min_inc2018-Q3","HAI2018-Q3","principal2018-Q2","pmt2018-Q2","t_i2018-Q2","pti2018-Q2","min_inc2018-Q2","HAI2018-Q2","Price2017-Q3","principal2017-Q3","pmt2017-Q3","t_i2017-Q3","pti2017-Q3","min_inc2017-Q3","HAI2017-Q3"
"11","ANAHEIM",570000,565000,456000,2384.21208185548,655.5,3039.71208185548,121588.483274219,0.245852586465819,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.251349281857347,540000,432000,2102.48085057879,621,2723.48085057879,108939.234023152,0.275927265995587
"12","ANDERSON",225000,227500,180000,941.136348100848,258.75,1199.88634810085,47995.4539240339,0.373091246769227,182000,943.920813179562,261.625,1205.54581317956,48221.8325271825,0.368056303912018,217500,174000,846.832564816458,250.125,1096.95756481646,43878.3025926583,0.437664324059149
"13","ANTELOPE",348500,350000,278800,1457.71563250287,400.775,1858.49063250287,74339.6253001148,0.482064160215526,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.480930359218963,340000,272000,1323.78423925331,391,1714.78423925331,68591.3695701326,0.493830070384436
"14","ANTIOCH",445000,455500,356000,1861.35855513279,511.75,2373.10855513279,94924.3422053115,0.379774935992461,364400,1889.91617759688,523.825,2413.74117759688,96549.6471038753,0.368461615839017,426500,341200,1660.57052365158,490.475,2151.04552365158,86041.8209460634,0.422918997144621
"15","APPLE VALLEY",255000,248500,204000,1066.62119451429,293.25,1359.87119451429,54394.8477805718,0.482703078131349,198800,1031.05196516537,285.775,1316.82696516537,52673.0786066147,0.49308043044186,250000,2e+05,973.370764156849,287.5,1260.87076415685,50434.8305662739,0.477054955674061
"16","APTOS",920000,970000,736000,3848.20195667902,1058,4906.20195667902,196248.078267161,0.158860266067158,776000,4024.62940124912,1115.5,5140.12940124912,205605.176049965,0.140150120964716,899000,719200,3500.24126790803,1033.85,4534.09126790803,181363.650716321,0.191490417727735
"17","ARCADIA",1065000,1107500,852000,4454.71204767735,1224.75,5679.46204767735,227178.481907094,0.151319494038871,886000,4595.13099163238,1273.625,5868.75599163238,234750.239665295,0.139629905790431,1059000,847200,4123.19855696841,1217.85,5341.04855696841,213641.942278736,0.142384200152684
"18","ARCATA",360000,344453,288000,1505.81815696136,414,1919.81815696136,76792.7262784543,0.209298418704337,275562.4,1429.17079499842,396.12095,1825.29174499842,73011.6697999367,0.223848058002107,357500,286000,1391.92019274429,411.125,1803.04519274429,72121.8077097717,0.210111104768222
"19","ARNOLD",305500,295000,244400,1277.85401931026,351.325,1629.17901931026,65167.1607724105,0.442398477213615,236000,1223.9852302768,339.25,1563.2352302768,62529.4092110718,0.458635623597129,315000,252000,1226.44716283763,362.25,1588.69716283763,63547.8865135052,0.534125563851431
"20","ARROYO GRANDE",695000,652500,556000,2907.06560857817,799.25,3706.31560857817,148252.624343127,0.196728004842117,522000,2707.28936527325,750.375,3457.66436527325,138306.57461093,0.227515285038249,685000,548000,2667.03589378977,787.75,3454.78589378977,138191.435751591,0.189645338047053
"21","ATASCADERO",528500,5e+05,422800,2210.62471098355,607.775,2818.39971098355,112735.988439342,0.288022543681919,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.316087124728175,487000,389600,1896.12624857754,560.05,2456.17624857754,98247.0499431017,0.340566994572468
"22","ATWATER",265000,270000,212000,1108.44947665211,304.75,1413.19947665211,56527.9790660844,0.409278322594085,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.402923343701692,259500,207600,1010.35885319481,298.425,1308.78385319481,52351.3541277924,0.454584435855971
"23","AUBURN",480000,499900,384000,2007.75754261514,552,2559.75754261514,102390.301704606,0.2793166174648,399920,2074.13632750973,574.885,2649.02132750973,105960.853100389,0.26564003408407,450000,360000,1752.06737548233,517.5,2269.56737548233,90782.6950192931,0.300548570043521
"24","AZUSA",450000,448500,360000,1882.2726962017,517.5,2399.7726962017,95990.9078480678,0.328358636310058,358800,1860.87246026828,515.775,2376.64746026828,95065.8984107312,0.330450453179121,437500,350000,1703.39883727449,503.125,2206.52383727449,88260.9534909794,0.323661561473826
"25","BAKERSFIELD",243500,239900,194800,1018.51867005581,280.025,1298.54367005581,51941.7468022323,0.58559508017119,191920,995.369683875943,275.885,1271.25468387594,50850.1873550377,0.591077106149097,230500,184400,897.447844552615,265.075,1162.52284455261,46500.9137821046,0.595733525660773
"26","BALDWIN PARK",465000,421500,372000,1945.01511940842,534.75,2479.76511940842,99190.6047763368,0.229517352665694,337200,1748.84669342939,484.725,2233.57169342939,89342.8677371755,0.285511688094083,392000,313600,1526.24535819794,450.8,1977.04535819794,79081.8143279176,0.3142284694244
"27","BANNING",270000,260000,216000,1129.36361772102,310.5,1439.86361772102,57594.5447088407,0.40467484136337,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.423428796498215,239950,191960,934.241259437743,275.9425,1210.18375943774,48407.3503775097,0.449180268939897
"28","BARSTOW",142900,144999,114320,597.726151749383,164.335,762.061151749383,30482.4460699753,0.601414873231377,115999.2,601.615709847136,166.74885,768.364559847136,30734.5823938854,0.597928346098596,115000,92000,447.75055151215,132.25,580.00055151215,23200.022060486,0.657630279166191
"29","BAY POINT",467500,5e+05,374000,1955.47218994287,537.625,2493.09718994287,99723.8875977149,0.232146776535872,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.208606194231925,404750,323800,1575.88726716994,465.4625,2041.34976716994,81653.9906867975,0.29550472238276
"30","BEAUMONT",339900,333000,271920,1421.74330986435,390.885,1812.62830986435,72505.1323945739,0.507183103496558,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.518520286847543,310000,248000,1206.97974755449,356.5,1563.47974755449,62539.1899021797,0.552061547341316
"31","BELMONT",1805000,1761750,1444000,7550.00492587569,2075.75,9625.75492587569,385030.197035028,0.171711967111737,1409400,7309.68128623778,2026.0125,9335.69378623777,373427.751449511,0.175550987097973,1600000,1280000,6229.57289060383,1840,8069.57289060383,322782.915624153,0.187452293209748
"32","BENICIA",675000,655000,540000,2823.40904430254,776.25,3599.65904430254,143986.361772102,0.315552646751175,524000,2717.66212146204,753.25,3470.91212146204,138836.484858481,0.332015666653506,549000,439200,2137.52219808844,631.35,2768.87219808844,110754.887923538,0.418371936869711
"33","BERKELEY",1220000,1325000,976000,5103.05042081349,1403,6506.05042081349,260242.016832539,0.126862330928142,1060000,5497.56078005679,1523.75,7021.31078005679,280852.431202272,0.118971051892967,1160000,928000,4516.44034568778,1334,5850.44034568778,234017.613827511,0.124513290607214
"34","BERMUDA DUNES",360000,328921.5,288000,1505.81815696136,414,1919.81815696136,76792.7262784543,0.439341614609029,263137.2,1364.72900989996,378.259725,1742.98873489996,69719.5493959985,0.483496214449755,350000,280000,1362.71906981959,402.5,1765.21906981959,70608.7627927835,0.441469667971928
"35","BLOOMINGTON",320000,342500,256000,1338.5050284101,368,1706.5050284101,68260.2011364038,0.389663060305828,274000,1421.06759786374,393.875,1814.94259786374,72597.7039145495,0.354334440675904,3e+05,240000,1168.04491698822,345,1513.04491698822,60521.7966795287,0.434539783981284
"36","BONITA",7e+05,710000,560000,2927.97974964708,805,3732.97974964708,149319.189985883,0.269764345424365,568000,2945.86275761534,816.5,3762.36275761534,150494.510304613,0.26364982750146,650000,520000,2530.76398680781,747.5,3278.26398680781,131130.559472312,0.347183552496865
"37","BOULDER CREEK",6e+05,620000,480000,2509.69692826893,690,3199.69692826893,127987.877130757,0.257399250061228,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.244119439281369,587000,469600,2285.47455424028,675.05,2960.52455424028,118420.982169611,0.353885731572711
"38","BREA",739500,699999,591600,3093.20146409145,850.425,3943.62646409145,157745.058563658,0.243182342273852,559999.2,2904.36758375772,804.99885,3709.36643375772,148374.657350309,0.265698066004654,689495,551596,2684.53710012931,792.91925,3477.45635012931,139098.254005172,0.262269409617091
"39","BRENTWOOD",619950,595000,495960,2593.14435113387,712.9425,3306.08685113387,132243.474045355,0.383873814121323,476000,2468.71597293116,684.25,3152.96597293116,126118.638917247,0.407588079965749,578250,462600,2251.40657749479,664.9875,2916.39407749479,116655.763099792,0.39269850944399
"40","BUENA PARK",590000,585500,472000,2467.86864613111,678.5,3146.36864613111,125854.745845245,0.224949192774354,468400,2429.29949941377,673.325,3102.62449941377,124104.979976551,0.229681860990341,569000,455200,2215.39185922099,654.35,2869.74185922099,114789.67436884,0.271651462711038
"41","BURBANK",8e+05,806500,640000,3346.26257102524,920,4266.26257102524,170650.50284101,0.321082643549101,645200,3346.25114650249,927.475,4273.72614650249,170949.0458601,0.316062229597217,719000,575200,2799.4143177151,826.85,3626.2643177151,145050.572708604,0.342738570281883
"42","BURLINGAME",2175000,2337500,1740000,9097.65136497486,2501.25,11598.9013649749,463956.054598994,0.134760537086488,1870000,9698.52703651528,2688.125,12386.6520365153,495466.081460611,0.119335126686657,1875000,1500000,7300.28073117636,2156.25,9456.53073117636,378261.229247055,0.174468437717173
"43","CALABASAS",1321000,1149000,1056800,5525.51607040542,1519.15,7044.66607040542,281786.642816217,0.235288738871458,919200,4767.31874436623,1321.35,6088.66874436623,243546.749774649,0.258672755589981,1338000,1070400,5209.48032976745,1538.7,6748.18032976745,269927.213190698,0.22313036847611
"44","CALIFORNIA CITY",152500,154900,122000,637.881302601686,175.375,813.256302601686,32530.2521040674,0.676981900711238,123920,642.695973457205,178.135,820.830973457205,32833.2389382882,0.67285036335161,145000,116000,564.555043210972,166.75,731.305043210972,29252.2017284389,0.693472456163874
"45","CAMARILLO",613500,620500,490800,2566.16510915498,705.525,3271.69010915498,130867.604366199,0.362556113739485,496400,2574.51808605678,713.575,3288.09308605678,131523.723442271,0.356635886718966,568250,454600,2212.47174692852,653.4875,2865.95924692852,114638.369877141,0.361299959753638
"46","CAMBRIA",659000,752750,527200,2756.48379288204,757.85,3514.33379288204,140573.351715282,0.196168549397146,602200,3123.23688844359,865.6625,3988.89938844358,159555.975537743,0.152862356067658,659000,527200,2565.80533431745,757.85,3323.65533431745,132946.213372698,0.223078773433132
"47","CAMERON PARK",489250,492400,391400,2046.44870359262,562.6375,2609.08620359262,104363.448143705,0.423167992282909,393920,2043.01805894337,566.26,2609.27805894337,104371.122357735,0.420309170613771,459250,367400,1788.08209375613,528.1375,2316.21959375613,92648.7837502452,0.450323962672965
"48","CAMPBELL",1288000,1430000,1030400,5387.48273935063,1481.2,6868.68273935063,274747.309574025,0.145016095404637,1144000,5933.21653998582,1644.5,7577.71653998582,303108.661599433,0.131840767238613,1260000,1008000,4905.78865135052,1449,6354.78865135052,254191.546054021,0.111221667857093
"49","CANYON LAKE",437000,477500,349600,1827.89592942254,502.55,2330.44592942254,93217.8371769014,0.415180279123773,382000,1981.1964320582,549.125,2530.3214320582,101212.857282328,0.356853567024766,392900,314320,1529.7494929489,451.835,1981.5844929489,79263.3797179561,0.490543239502596
"50","CARLSBAD",885000,875000,708000,3701.80296919667,1017.75,4719.55296919667,188782.118767867,0.243997444919204,7e+05,3630.46466607524,1006.25,4636.71466607524,185468.58664301,0.248741097220036,806402.5,645122,3139.71447057197,927.362875,4067.07734557197,162683.093822879,0.265464548029647
"51","CARMICHAEL",415000,416500,332000,1735.87370871934,477.25,2213.12370871934,88524.9483487737,0.379398081201943,333200,1728.10118105181,478.975,2207.07618105181,88283.0472420726,0.377969324854295,380000,304000,1479.52356151841,437,1916.52356151841,76660.9424607364,0.396705140887909
"52","CARSON",557500,545000,446000,2331.92672918321,641.125,2973.05172918321,118922.069167329,0.295229086750536,436000,2261.26084915544,626.75,2888.01084915544,115520.433966217,0.310162851722675,485000,388000,1888.33928246429,557.75,2446.08928246429,97843.5712985714,0.363249542716643
"53","CASTRO VALLEY",866500,895000,693200,3624.42064724171,996.475,4620.89564724171,184835.825889668,0.230343528203702,716000,3713.44671558553,1029.25,4742.69671558553,189707.868623421,0.215600712610147,780000,624000,3036.91678416937,897,3933.91678416937,157356.671366775,0.250212365517179
"54","CATHEDRAL CITY",289000,292000,231200,1208.83735378287,332.35,1541.18735378287,61647.4941513147,0.397184991001695,233600,1211.53792285025,335.8,1547.33792285025,61893.5169140101,0.393546567045534,270000,216000,1051.2404252894,310.5,1361.7404252894,54469.6170115759,0.425185564365409
"55","CERES",309500,297000,247600,1294.58533216539,355.925,1650.51033216539,66020.4132866155,0.443029494131171,237600,1232.28343522782,341.55,1573.83343522782,62953.337409113,0.465731571255851,275000,220000,1070.70784057253,316.25,1386.95784057253,55478.3136229013,0.47349137193132
"56","CHICO",340000,339000,272000,1422.16159268573,391,1813.16159268573,72526.463707429,0.360137416296743,271200,1406.54573919944,389.85,1796.39573919944,71855.8295679774,0.362119102667759,320000,256000,1245.91457812077,368,1613.91457812077,64556.5831248306,0.384238165239591
"57","CHINO",473326.5,480000,378661.2,1979.84343853047,544.325475,2524.16891353047,100966.756541219,0.376107282505268,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.368976023304228,460000,368000,1791.0022060486,529,2320.0022060486,92800.0882419441,0.373444631986832
"58","CHINO HILLS",664950,639900,531960,2781.37162075404,764.6925,3546.06412075404,141842.564830162,0.32810182211912,511920,2655.01067408177,735.885,3390.89567408177,135635.826963271,0.351795248135213,603000,482400,2347.77028314632,693.45,3041.22028314632,121648.811325853,0.369094033782577
"59","CHOWCHILLA",261000,235000,208800,1091.71816379698,300.15,1391.86816379698,55674.7265518793,0.377965509988406,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.40696455658357,265000,212000,1031.77301000626,304.75,1336.52301000626,53460.9204002504,0.345500970303158
"60","CHULA VISTA",520000,5e+05,416000,2175.0706711664,598,2773.0706711664,110922.826846656,2.30254307688176,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,19.7027583477825,505000,404000,1966.20894359683,580.75,2546.95894359683,101878.357743873,2.58300744410248
"61","CITRUS HEIGHTS",330000,330900,264000,1380.33331054791,379.5,1759.83331054791,70393.3324219164,0.400463526019978,264720,1372.93800914777,380.535,1753.47300914777,70138.9203659107,0.400220003124905,320000,256000,1245.91457812077,368,1613.91457812077,64556.5831248306,0.419085884801825
"62","CLAREMONT",711000,682500,568800,2973.99085999868,817.65,3791.64085999868,151665.634399947,0.309196410263646,546000,2831.76243953869,784.875,3616.63743953869,144665.497581548,0.328357630261186,630000,504000,2452.89432567526,724.5,3177.39432567526,127095.77302701,0.349007261629456
"63","CLAYTON",799000,772500,639200,3342.07974281146,918.85,4260.92974281146,170437.189712458,0.392822096453872,618000,3205.181662335,888.375,4093.556662335,163742.2664934,0.41109908762216,749000,599200,2916.21880941392,861.35,3777.56880941392,151102.752376557,0.417927429451825
"64","CLEARLAKE",165000,153500,132000,690.166655273955,189.75,879.916655273955,35196.6662109582,0.39705661675381,122800,636.887229991485,176.525,813.412229991485,32536.4891996594,0.445524667605262,145500,116400,566.501784739286,167.325,733.826784739286,29353.0713895714,0.436377217734575
"65","CLOVERDALE",610000,553500,488000,2551.52521040674,701.5,3253.02521040674,130121.00841627,0.231577146970014,442800,2296.52822019731,636.525,2933.05322019731,117322.128807892,0.278256948928457,539500,431600,2100.53410905048,620.425,2720.95910905048,108838.364362019,0.308821170965235
"66","CLOVIS",326000,340000,260800,1363.60199769278,374.9,1738.50199769278,69540.0799077114,0.524596163877606,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.504044946818042,326000,260800,1269.27547646053,374.9,1644.17547646053,65767.0190584212,0.507952154511913
"67","COACHELLA",256000,253500,204800,1070.80402272808,294.4,1365.20402272808,54608.160909123,0.372365045497393,202800,1051.79747754294,291.525,1343.32247754294,53732.8991017176,0.377287499726465,237900,190320,926.259619171657,273.585,1199.84461917166,47993.7847668663,0.426749081665699
"68","COALINGA",172500,217375,138000,721.537866877317,198.375,919.912866877317,36796.5146750927,0.653443563370028,173900,901.911150614977,249.98125,1151.89240061498,46075.6960245991,0.571694868461235,165000,132000,642.42470434352,189.75,832.17470434352,33286.9881737408,0.676683957784093
"69","COARSEGOLD",288500,310000,230800,1206.74593967598,331.775,1538.52093967598,61540.837587039,0.470969079723231,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.44115437014731,276500,221200,1076.54806515747,317.975,1394.52306515747,55780.922606299,0.402820310866335
"70","COLFAX",364500,336250,291600,1524.64088392337,419.175,1943.81588392337,77752.635356935,0.459453259794009,269000,1395.13570739177,386.6875,1781.82320739177,71272.9282956708,0.495282916599476,365000,292000,1421.121315669,419.75,1840.871315669,73634.85262676,0.416910283337941
"71","COLTON",319000,3e+05,255200,1334.32220019631,366.85,1701.17220019631,68046.8880078525,0.318850403452948,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.352942244445971,280000,224000,1090.17525585567,322,1412.17525585567,56487.0102342268,0.38406761023011
"72","COMPTON",404500,390000,323600,1691.95401247464,465.175,2157.12901247464,86285.1604989854,0.241546103655926,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.257143559230815,350000,280000,1362.71906981959,402.5,1765.21906981959,70608.7627927835,0.304686631020108
"73","CONCORD",587000,619000,469600,2455.32016148977,675.05,3130.37016148977,125214.806459591,0.295852257456968,495200,2568.29443234351,711.85,3280.14443234351,131205.777293741,0.272923022207434,542000,433600,2110.26781669205,623.3,2733.56781669205,109342.712667682,0.322602640831867
"74","COPPEROPOLIS",378000,333000,302400,1581.10906480942,434.7,2015.80906480942,80632.362592377,0.43064042229378,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.484042982887892,382850,306280,1490.6199882298,440.2775,1930.8974882298,77235.8995291919,0.440231308660275
"75","CORONA",478040,487250,382432,1999.55919931613,549.746,2549.30519931613,101972.207972645,0.39654502819846,389800,2021.65018119447,560.3375,2581.98768119447,103279.507247779,0.38732411668859,459000,367200,1787.10872299197,527.85,2314.95872299197,92598.348919679,0.420115419166158
"76","CORONADO",1708000,1605000,1366400,7144.27058913888,1964.2,9108.47058913888,364338.823565555,0.108133134310355,1284000,6659.30947320087,1845.75,8505.05947320087,340202.378928035,0.115768336152266,1750000,1400000,6813.59534909794,2012.5,8826.09534909794,353043.813963918,0.105672885766557
"77","COSTA MESA",826396,835000,661116.8,3456.67250455621,950.3554,4407.02790455621,176281.116182249,0.153182774784781,668000,3464.50056705466,960.25,4424.75056705466,176990.022682186,0.150335701644026,752875,602300,2931.30605625835,865.80625,3797.11230625835,151884.492250334,0.167975642866171
"78","COTO DE CAZA",1275000,1285000,1020000,5333.10597257147,1466.25,6799.35597257147,271974.238902859,0.324159344583661,1028000,5331.59668103621,1477.75,6809.34668103621,272373.867241448,0.322584491762711,1100000,880000,4282.83136229013,1265,5547.83136229013,221913.254491605,0.376193466711182
"79","COTTONWOOD",256000,253000,204800,1070.80402272808,294.4,1365.20402272808,54608.160909123,0.469133231842092,202400,1049.72292630518,290.95,1340.67292630518,53626.9170522074,0.474938035220282,250000,2e+05,973.370764156849,287.5,1260.87076415685,50434.8305662739,0.434967068763537
"80","COVINA",546500,521000,437200,2285.91561883162,628.475,2914.39061883162,116575.624753265,0.268081951649274,416800,2161.68238974309,599.15,2760.83238974309,110433.295589723,0.293567175574984,515000,412000,2005.14377416311,592.25,2597.39377416311,103895.750966524,0.283678808392272
"81","CRESTLINE",220000,244950,176000,920.22220703194,253,1173.22220703194,46928.8882812776,0.56928705351225,195960,1016.32265137729,281.6925,1298.01515137729,51920.6060550917,0.52741693347707,211000,168800,821.52492494838,242.65,1064.17492494838,42566.9969979352,0.556891224983351
"82","CUPERTINO",1970000,2210000,1576000,8240.17158114965,2265.5,10505.6715811496,420226.863245986,0.205439865703771,1768000,9169.51647088718,2541.5,11711.0164708872,468440.658835487,0.172253826986269,1942500,1554000,7563.09083749871,2233.875,9796.96583749871,391878.633499949,0.187699914702819
"83","CYPRESS",635500,650500,508400,2658.18732985817,730.825,3389.01232985817,135560.493194327,0.288840095843139,520400,2698.99116032222,748.075,3447.06616032222,137882.646412889,0.278006197686367,661000,528800,2573.59230043071,760.15,3333.74230043071,133349.692017228,0.284005790927311
"84","DALY CITY",970000,1e+06,776000,4057.3433673681,1115.5,5172.8433673681,206913.734694724,0.10927049415417,8e+05,4149.10247551456,1150,5299.10247551456,211964.099020582,0.101986330384431,870000,696000,3387.33025926583,1000.5,4387.83025926583,175513.210370633,0.149334024028544
"85","DANA POINT",976250,1050000,781000,4083.48604370423,1122.6875,5206.17354370424,208246.941748169,0.189281956667307,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.172410150600475,939000,751200,3655.98059017312,1079.85,4735.83059017312,189433.223606925,0.189685465948089
"86","DANVILLE",1312500,1320000,1050000,5489.96203058828,1509.375,6999.33703058828,279973.481223531,0.289629316840089,1056000,5476.81526767922,1518,6994.81526767922,279792.610707169,0.287386949307783,1235000,988000,4808.45157493483,1420.25,6228.70157493483,249148.062997393,0.261555471784134
"87","DAVIS",663000,715750,530400,2773.21510573717,762.45,3535.66510573717,141426.604229487,0.267921858080648,572600,2969.72009684955,823.1125,3792.83259684955,151713.303873982,0.242242539358548,617500,494000,2404.22578746742,710.125,3114.35078746742,124574.031498697,0.253921411686268
"88","DEL MAR",1595000,1850000,1276000,6671.61100098157,1834.25,8505.86100098157,340234.440039263,0.151548105015007,1480000,7675.83957970193,2127.5,9803.33957970193,392133.583188077,0.125396341268189,1470000,1176000,5723.42009324227,1690.5,7413.92009324227,296556.803729691,0.135489468970734
"89","DESERT HOT SPRINGS",215000,220000,172000,899.308065963033,247.25,1146.55806596303,45862.3226385213,0.380682830260278,176000,912.802544613203,253,1165.8025446132,46632.1017845281,0.36930251473636,205000,164000,798.164026608616,235.75,1033.91402660862,41356.5610643446,0.424065634745104
"90","DIAMOND BAR",670000,642500,536000,2802.49490323364,770.5,3572.99490323364,142919.796129345,0.309293349597415,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.334389082411926,589499.5,471599.6,2295.20631514032,677.924425,2973.13074014032,118925.229605613,0.38397476018436
"91","DINUBA",234500,236000,187600,980.873216131773,269.675,1250.54821613177,50021.9286452709,0.414138918731108,188800,979.188184221436,271.4,1250.58818422144,50023.5273688575,0.412485390044537,215500,172400,839.045598703204,247.825,1086.8705987032,43474.8239481281,0.487983489779838
"92","DISCOVERY BAY",625000,6e+05,5e+05,2614.26763361347,718.75,3333.01763361347,133320.705344539,0.42192627631806,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.445514580093033,558000,446400,2172.56354559809,641.7,2814.26354559809,112570.541823923,0.530970006375723
"93","DIXON",461000,447000,368800,1928.28380655329,530.15,2458.43380655329,98337.3522621317,0.379402407392019,357600,1854.64880655501,514.05,2368.69880655501,94747.9522622003,0.398049901350489,424100,339280,1651.22616431568,487.715,2138.94116431568,85557.6465726271,0.394556147930691
"94","DOWNEY",574000,550000,459200,2400.94339471061,660.1,3061.04339471061,122441.735788424,0.212844714228063,440000,2282.00636153301,632.5,2914.50636153301,116580.25446132,0.234236124420946,531000,424800,2067.43950306915,610.65,2678.08950306915,107123.580122766,0.236079933905438
"95","DUARTE",560000,527000,448000,2342.38379971767,644,2986.38379971767,119455.351988707,0.278628284756209,421600,2186.57700459617,606.05,2792.62700459617,111705.080183847,0.311604024428053,504000,403200,1962.31546054021,579.6,2541.91546054021,101676.618421608,0.324067623736749
"96","DUBLIN",906000,915000,724800,3789.64236168608,1041.9,4831.54236168608,193261.694467443,0.309914787622255,732000,3796.42876509582,1052.25,4848.67876509582,193947.150603833,0.303376519122909,861000,688800,3352.28891175619,990.15,4342.43891175619,173697.556470247,0.307564563251736
"97","EAST PALO ALTO",1085000,980000,868000,4538.36861195298,1247.75,5786.11861195298,231444.744478119,0.0623814303847637,784000,4066.12042600427,1127,5193.12042600427,207724.817040171,0.080868855647153,844444,675555.2,3287.82840627066,971.1106,4258.93900627066,170357.560250827,0.111715772180959
"98","EASTVALE",588000,586500,470400,2459.50298970355,676.2,3135.70298970355,125428.119588142,0.46280940205929,469200,2433.44860188929,674.475,3107.92360188929,124316.944075572,0.465587057775471,555000,444000,2160.8830964282,638.25,2799.1330964282,111965.323857128,0.487139738970404
"99","EL CAJON",534900,530992,427920,2237.39481155175,615.135,2852.52981155175,114101.19246207,0.17118166468306,424793.6,2203.14022167843,610.6408,2813.78102167843,112551.240867137,0.174403701098627,287500,230000,1119.37637878038,330.625,1450.00137878038,58000.055151215,0.435036186718593
"100","EL CERRITO",925000,985000,740000,3869.11609774793,1063.75,4932.86609774793,197314.643909917,0.308453108991105,788000,4086.86593838184,1132.75,5219.61593838184,208784.637535274,0.270034176469831,875000,7e+05,3406.79767454897,1006.25,4413.04767454897,176521.906981959,0.337661570418975
