"","region","Price2018-Q3","Price2018-Q2","principal2018-Q3","pmt2018-Q3","t_i2018-Q3","pti2018-Q3","min_inc2018-Q3","HAI2018-Q3","principal2018-Q2","pmt2018-Q2","t_i2018-Q2","pti2018-Q2","min_inc2018-Q2","HAI2018-Q2","Price2017-Q3","principal2017-Q3","pmt2017-Q3","t_i2017-Q3","pti2017-Q3","min_inc2017-Q3","HAI2017-Q3"
"224","EL CENTRO",129050,210000,103240,539.793980988509,148.4075,688.201480988509,27528.0592395403,0.658132207746914,168000,878.393924894125,241.5,1119.89392489412,44795.756995765,0.508058031254312,287500,230000,1202.56311146219,330.625,1533.18811146219,61327.5244584878,0.391105242030032
"225","EL CERRITO",925000,985000,740000,3869.11609774793,1063.75,4932.86609774793,197314.643909917,0.308453108991105,788000,4120.08579057482,1132.75,5252.83579057482,210113.431622993,0.266731591644213,875000,7e+05,3659.97468705885,1006.25,4666.22468705885,186648.987482354,0.293217864934941
"226","EL DORADO HILLS",685000,650000,548000,2865.23732644036,787.75,3652.98732644036,146119.493057614,0.476255980744313,520000,2718.83833895801,747.5,3466.33833895801,138653.53355832,0.503485932724947,608500,486800,2545.25096808607,699.775,3245.02596808607,129801.038723443,0.49978665305602
"227","EL GRANADA",1200000,1275000,960000,5019.39385653786,1380,6399.39385653786,255975.754261514,0.206650636195803,1020000,5333.10597257147,1466.25,6799.35597257147,271974.238902859,0.196420218481058,1236000,988800,5169.97567223399,1421.4,6591.37567223399,263655.02688936,0.223291018474652
"228","EL MONTE",538000,530000,430400,2250.36157901447,618.7,2869.06157901447,114762.463160579,0.126478830336714,424000,2216.89895330422,609.5,2826.39895330422,113055.958132169,0.129046989029657,485000,388000,2028.67168368405,557.75,2586.42168368405,103456.867347362,0.134214894205106
"229","EL SEGUNDO",1252300,1200000,1001840,5238.15577211863,1440.145,6678.30077211863,267132.030884745,0.116257342424679,960000,5019.39385653786,1380,6399.39385653786,255975.754261514,0.118067227287733,1214500,971600,5080.04486563769,1396.675,6476.71986563769,259068.794625508,0.0936156156748384
"230","EL SOBRANTE",571000,597500,456800,2388.39491006926,656.65,3045.04491006926,121801.796402771,0.279716260929977,478000,2499.23985773447,687.125,3186.36485773447,127454.594309379,0.25596084572722,540000,432000,2258.72723544204,621,2879.72723544204,115189.089417681,0.283933450600778
"231","EL VERANO",1600000,1950000,1280000,6692.52514205048,1840,8532.52514205048,341301.005682019,0.0403631242257624,1560000,8156.51501687402,2242.5,10399.015016874,415960.600674961,0.0272160592840873,402500,322000,1683.58835604707,462.875,2146.46335604707,85858.5342418829,0.318418841782859
"232","ELK CREEK",310000,1950000,248000,1296.67674627228,356.5,1653.17674627228,66127.0698508912,0.401397832079665,1560000,8156.51501687402,2242.5,10399.015016874,415960.600674961,0.00670962580211115,402500,322000,1683.58835604707,462.875,2146.46335604707,85858.5342418829,0.219657155535417
"233","ELK GROVE",428000,430000,342400,1790.2504754985,492.2,2282.4504754985,91298.0190199401,0.499187650469132,344000,1798.61613192607,494.5,2293.11613192607,91724.6452770426,0.493927027584942,402500,322000,1683.58835604707,462.875,2146.46335604707,85858.5342418829,0.494843889610296
"234","ELVERTA",355000,290000,284000,1484.90401589245,408.25,1893.15401589245,75726.160635698,0.431769873021363,232000,1213.02018199665,333.5,1546.52018199665,61860.8072798659,0.54036561037959,300500,240400,1256.93987824135,345.575,1602.51487824135,64100.5951296542,0.492529138202956
"235","EMERYVILLE",630000,589500,504000,2635.18177468237,724.5,3359.68177468237,134387.270987295,0.344875590469694,471600,2465.77723202422,677.925,3143.70223202422,125748.089280969,0.375390310454527,560000,448000,2342.38379971767,644,2986.38379971767,119455.351988707,0.360556265696971
"236","EMPIRE",174000,280000,139200,727.812109197989,200.1,927.912109197989,37116.4843679196,0.622016520878425,224000,1171.19189985883,322,1493.19189985883,59727.6759943533,0.393997211713529,208000,166400,870.028268466562,239.2,1109.22826846656,44369.1307386625,0.480431819919018
"237","ENCINITAS",1185900,1015000,948720,4960.41597872354,1363.785,6324.20097872354,252968.039148941,0.158174592753258,812000,4245.57063698827,1167.25,5412.82063698827,216512.825479531,0.204038810234411,1e+06,8e+05,4182.82821378155,1150,5332.82821378155,213313.128551262,0.178852053728816
"238","ESCALON",387500,370000,310000,1620.84593284035,445.625,2066.47093284035,82658.837313614,0.390356183548114,296000,1547.64643909917,425.5,1973.14643909917,78925.8575639669,0.405456970841503,325000,260000,1359.419169479,373.75,1733.169169479,69326.7667791601,0.449217451409933
"239","ESCONDIDO",535000,525000,428000,2237.81309437313,615.25,2853.06309437313,114122.523774925,0.216867126346961,420000,2195.98481223531,603.75,2799.73481223531,111989.392489412,0.222304392355137,495000,396000,2070.49996582187,569.25,2639.74996582187,105589.998632875,0.215164549638909
"240","ESPARTO",365000,331000,292000,1526.73229803026,419.75,1946.48229803026,77859.2919212106,0.419241862300335,264800,1384.51613876169,380.65,1765.16613876169,70606.6455504677,0.474244926833718,356500,285200,1491.17825821312,409.975,1901.15325821312,76046.1303285249,0.308125053419555
"241","EUREKA",290000,266000,232000,1213.02018199665,333.5,1546.52018199665,61860.8072798659,0.30263339048954,212800,1112.63230486589,305.9,1418.53230486589,56741.2921946356,0.331619517341056,283500,226800,1185.83179860707,326.025,1511.85679860707,60474.2719442827,0.317315905964693
"242","EXETER",190500,245000,152400,796.828774725385,219.075,1015.90377472538,40636.1509890154,0.578912118902594,196000,1024.79291237648,281.75,1306.54291237648,52261.7164950591,0.469029702930451,224900,179920,940.71806527947,258.635,1199.35306527947,47974.1226111788,0.501234175122811
"243","FAIR OAKS",425500,450000,340400,1779.79340496405,489.325,2269.11840496405,90764.7361985619,0.478632221031645,360000,1882.2726962017,517.5,2399.7726962017,95990.9078480678,0.449372849182954,425000,340000,1777.70199085716,488.75,2266.45199085716,90658.0796342863,0.428741775904308
"244","FAIRFAX",950000,966000,760000,3973.68680309247,1092.5,5066.18680309247,202647.472123699,0.251275751530158,772800,4040.61205451297,1110.9,5151.51205451297,206060.482180519,0.24255608355014,865000,692000,3618.14640492104,994.75,4612.89640492104,184515.856196841,0.254632108919154
"245","FAIRFIELD",470000,475000,376000,1965.92926047733,540.5,2506.42926047733,100257.170419093,0.37421333697955,380000,1986.84340154623,546.25,2533.09340154623,101323.736061849,0.366753428655229,420000,336000,1756.78784978825,483,2239.78784978825,89591.51399153,0.411276150742575
"246","FALL RIVER MILLS",250000,248000,2e+05,1045.70705344539,287.5,1333.20705344539,53328.2821378155,0.413365412843744,198400,1037.34139701782,285.2,1322.54139701782,52901.6558807129,0.412096657221764,290000,232000,1213.02018199665,333.5,1546.52018199665,61860.8072798659,0.341191121627495
"247","FALLBROOK",615000,583000,492000,2572.43935147565,707.25,3279.68935147565,131187.574059026,0.163532176554574,466400,2438.58884863464,670.45,3109.03884863464,124361.553945386,0.178947554717704,560000,448000,2342.38379971767,644,2986.38379971767,119455.351988707,0.184686127294995
"248","FARMERSVILLE",192999,152000,154399.2,807.281662431625,221.94885,1029.23051243162,41169.220497265,0.505735159984383,121600,635.789888494795,174.8,810.589888494795,32423.5955397918,0.604430213404405,183000,146400,765.457563122023,210.45,975.907563122023,39036.3025248809,0.502303820255059
"249","FARMINGTON",447000,350000,357600,1869.72421156035,514.05,2383.77421156035,95350.9684624141,0.334487614657055,280000,1463.98987482354,402.5,1866.48987482354,74659.5949929417,0.416772704469569,269000,215200,1125.18078950724,309.35,1434.53078950724,57381.2315802894,0.528725018753832
"250","FELTON",679750,662500,543800,2843.27747831801,781.7125,3624.98997831801,144999.59913272,0.215271290314869,530000,2771.12369163027,761.875,3532.99869163027,141319.947665211,0.225443486984422,515000,412000,2154.1565300975,592.25,2746.4065300975,109856.2612039,0.40119716948321
"251","FERNDALE",440000,279450,352000,1840.44441406388,506,2346.44441406388,93857.7765625552,0.181769627546085,223560,1168.89134434125,321.3675,1490.25884434125,59610.3537736501,0.358482741867407,390000,312000,1631.3030033748,448.5,2079.8030033748,83192.1201349921,0.215465017032506
"252","FIELDBROOK",540271.5,433750,432217.2,2259.86287330208,621.312225,2881.17509830208,115247.003932083,0.31666971784164,347000,1814.30173772775,498.8125,2313.11423772775,92524.5695091098,0.420414709405362,385000,308000,1610.3888623059,442.75,2053.1388623059,82125.5544922358,0.439051364921932
"253","FILLMORE",447500,433750,358000,1871.81562566724,514.625,2386.44062566724,95457.6250266897,0.326422039108705,347000,1814.30173772775,498.8125,2313.11423772775,92524.5695091098,0.339134481601718,437000,349600,1827.89592942254,502.55,2330.44592942254,93217.8371769014,0.263793069980747
"254","FIREBAUGH",171700,189500,137360,718.191604306292,197.455,915.646604306292,36625.8641722517,0.581901818783937,151600,792.645946511603,217.925,1010.5709465116,40422.8378604641,0.545509523915543,186500,149200,780.097461870258,214.475,994.572461870259,39782.8984748103,0.452103054858531
"255","FISH CAMP",565000,542500,452000,2363.29794078657,649.75,3013.04794078657,120521.917631463,0.0334911094820496,434000,2269.18430597649,623.875,2893.05930597649,115722.37223906,0.0392044434680947,230000,184000,962.050489169756,264.5,1226.55048916976,49062.0195667902,0.539185
"256","FLORISTON",420000,542500,336000,1756.78784978825,483,2239.78784978825,89591.51399153,0.213771816076859,434000,2269.18430597649,623.875,2893.05930597649,115722.37223906,0.126641095027818,156840,125472,656.034777049498,180.366,836.400777049498,33456.0310819799,0.714788801880294
"257","FOLSOM",525000,542500,420000,2195.98481223531,603.75,2799.73481223531,111989.392489412,0.53215392308171,434000,2269.18430597649,623.875,2893.05930597649,115722.37223906,0.510576795561739,509000,407200,2129.05956081481,585.35,2714.40956081481,108576.382432592,0.501376820606707
"258","FONTANA",413000,407450,330400,1727.50805229178,474.95,2202.45805229178,88098.3220916711,0.403423395210129,325960,1704.29335570529,468.5675,2172.86085570529,86914.4342282117,0.408652362382392,380000,304000,1589.47472123699,437,2026.47472123699,81058.9888494795,0.419897291508288
"259","FORBESTOWN",179500,208750,143600,750.817664373788,206.425,957.242664373788,38289.7065749515,0.431258418541905,167000,873.165389626898,240.0625,1113.2278896269,44529.1155850759,0.386440772868154,305000,244000,1275.76260520337,350.75,1626.51260520337,65060.5042081349,0.324448720286344
"260","FORESTHILL",365000,454000,292000,1526.73229803026,419.75,1946.48229803026,77859.2919212106,0.453102784066742,363200,1899.00400905682,522.1,2421.10400905682,96844.1603622729,0.346530069611122,395000,316000,1652.21714444371,454.25,2106.46714444371,84258.6857777484,0.348679637245981
"261","FORESTVILLE",535000,550500,428000,2237.81309437313,615.25,2853.06309437313,114122.523774925,0.237705150860064,440400,2302.64693168674,633.075,2935.72193168674,117428.87726747,0.22409378067586,505000,404000,2112.32824795968,580.75,2693.07824795968,107723.129918387,0.24798247893225
"262","FORT BRAGG",447500,406000,358000,1871.81562566724,514.625,2386.44062566724,95457.6250266897,0.146674812401848,324800,1698.22825479531,466.9,2165.12825479531,86605.1301918123,0.186129303953126,440000,352000,1840.44441406388,506,2346.44441406388,93857.7765625552,0.185136606770111
"263","FORTUNA",312500,295000,250000,1307.13381680673,359.375,1666.50881680673,66660.3526722693,0.329761682107277,236000,1233.93432306556,339.25,1573.18432306556,62927.3729226223,0.355209571094602,332500,266000,1390.79038108236,382.375,1773.16538108236,70926.6152432946,0.265719543075637
"264","FOSTER CITY",1475000,1472500,1180000,6169.67161532778,1696.25,7865.92161532778,314636.864613111,0.205356533549193,1178000,6159.21454479333,1693.375,7852.58954479333,314103.581791733,0.202956590891529,1336000,1068800,5588.25849361215,1536.4,7124.65849361215,284986.339744486,0.19103285867586
"265","FOUNTAIN VALLEY",8e+05,780000,640000,3346.26257102524,920,4266.26257102524,170650.50284101,0.192433605529031,624000,3262.60600674961,897,4159.60600674961,166384.240269984,0.200464522733682,715000,572000,2990.72217285381,822.25,3812.97217285381,152518.886914152,0.229214923960155
"266","FOWLER",302000,279650,241600,1263.21412056203,347.3,1610.51412056203,64420.5648224811,0.428856637686908,223720,1169.72790998401,321.5975,1491.32540998401,59653.0163993604,0.456233558290589,265000,212000,1108.44947665211,304.75,1413.19947665211,56527.9790660844,0.419463342564584
"267","FRAZIER PARK",150000,230000,120000,627.424232067232,172.5,799.924232067232,31996.9692826893,0.601611138190874,184000,962.050489169756,264.5,1226.55048916976,49062.0195667902,0.454980570731962,125000,1e+05,522.853526722693,143.75,666.603526722693,26664.1410689077,0.676638759463958
"268","FREEDOM",527500,535000,422000,2206.44188276977,606.625,2813.06688276977,112522.675310791,0.172652350505405,428000,2237.81309437313,615.25,2853.06309437313,114122.523774925,0.16845709429728,472500,378000,1976.38633101178,543.375,2519.76133101178,100790.453240471,0.241450612589416
"269","FREMONT",1100000,1175000,880000,4601.1110351597,1265,5866.1110351597,234644.441406388,0.195988153368095,940000,4914.82315119332,1351.25,6266.07315119332,250642.926047733,0.163205810021136,955000,764000,3994.60094416138,1098.25,5092.85094416138,203714.037766455,0.204792325222583
"270","FRENCH CAMP",319000,342000,255200,1334.32220019631,366.85,1701.17220019631,68046.8880078525,0.334427016552311,273600,1430.52724911329,393.3,1823.82724911329,72953.0899645316,0.30199031101443,323975,259180,1355.13177055988,372.57125,1727.70302055988,69108.1208223951,0.308696855614905
"271","FRENCH GULCH",270000,320000,216000,1129.36361772102,310.5,1439.86361772102,57594.5447088407,0.389972042267474,256000,1338.5050284101,368,1706.5050284101,68260.2011364038,0.33934230165527,427500,342000,1788.15906139161,491.625,2279.78406139161,91191.3624556645,0.224381017667703
"272","FRENCH VALLEY",359900,382000,287920,1505.39987413998,413.885,1919.28487413998,76771.3949655991,0.695854317880068,305600,1597.84037766455,439.3,2037.14037766455,81485.615106582,0.66034494089274,427500,342000,1788.15906139161,491.625,2279.78406139161,91191.3624556645,0.53774311379008
"273","FRESNO",255000,255000,204000,1066.62119451429,293.25,1359.87119451429,54394.8477805718,0.448986092538302,204000,1066.62119451429,293.25,1359.87119451429,54394.8477805718,0.446786529908277,245000,196000,1024.79291237648,281.75,1306.54291237648,52261.7164950591,0.421498414103771
"274","FRIANT",407000,414975,325600,1702.41108300909,468.05,2170.46108300909,86818.4433203636,0.607555652149518,331980,1735.769138014,477.22125,2212.990388014,88519.6155205599,0.597208370107416,250000,2e+05,1045.70705344539,287.5,1333.20705344539,53328.2821378155,0.670995836123279
"275","FULLERTON",632000,626750,505600,2643.54743110994,726.8,3370.34743110994,134813.897244397,0.244231645012726,501400,2621.58758298758,720.7625,3342.35008298758,133694.003319503,0.24587409218622,630000,504000,2635.18177468237,724.5,3359.68177468237,134387.270987295,0.220275947402186
"276","GALT",358865,375000,287092,1501.07064693871,412.69475,1913.76539693871,76550.6158775486,0.468142843832032,3e+05,1568.56058016808,431.25,1999.81058016808,79992.4232067232,0.4426750227509,345500,276400,1445.16714786152,397.325,1842.49214786152,73699.685914461,0.43401756152775
"277","GARBERVILLE",275000,5e+05,220000,1150.27775878993,316.25,1466.52775878993,58661.110351597,0.298929058410529,4e+05,2091.41410689077,575,2666.41410689077,106656.564275631,0.117286162577166,225000,180000,941.136348100848,258.75,1199.88634810085,47995.4539240339,0.344829574161738
"278","GARDEN GROVE",612000,605000,489600,2559.89086683431,703.8,3263.69086683431,130547.634673372,0.171364273891745,484000,2530.61106933784,695.75,3226.36106933784,129054.442773513,0.173657409559111,562000,449600,2350.74945614523,646.3,2997.04945614523,119881.978245809,0.197653427362059
"279","GARDENA",580000,539000,464000,2426.0403639933,667,3093.0403639933,123721.614559732,0.164028547941829,431200,2254.54440722825,619.85,2874.39440722825,114975.77628913,0.191495864457804,496500,397200,2076.77420814254,570.975,2647.74920814254,105909.968325702,0.194725045918834
"280","GASQUET",276500,313000,221200,1156.5520011106,317.975,1474.5270011106,58981.0800444239,0.410012205538858,250400,1309.22523091362,359.95,1669.17523091362,66767.009236545,0.370314818260629,177000,141600,740.360593839334,203.55,943.910593839334,37756.4237535734,0.532029581084019
"281","GEORGETOWN",407250,335000,325800,1703.45679006253,468.3375,2171.79429006253,86871.7716025014,0.377372711172468,268000,1401.24745161682,385.25,1786.49745161682,71459.8980646727,0.470468177995569,312500,250000,1307.13381680673,359.375,1666.50881680673,66660.3526722693,0.483490465525927
"282","GEYSERVILLE",1557500,1405850,1246000,6514.75494296476,1791.125,8305.87994296476,332235.19771859,0.0352217240608415,1124680,5880.42904434479,1616.7275,7497.15654434479,299886.261773792,0.0387936413253712,1524500,1219600,6376.72161190997,1753.175,8129.89661190997,325195.864476399,0.0429815725907578
"283","GILROY",775000,775000,620000,3241.6918656807,891.25,4132.9418656807,165317.674627228,0.251561552059921,620000,3241.6918656807,891.25,4132.9418656807,165317.674627228,0.248810681759024,707500,566000,2959.35096125044,813.625,3772.97596125044,150919.038450018,0.239436593169523
"284","GLEN ELLEN",697500,1540000,558000,2917.52267911263,802.125,3719.64767911263,148785.907164505,0.354001582603389,1232000,6441.55544922358,1771,8212.55544922358,328502.217968943,0.136070298444514,1487500,1190000,6221.95696800005,1710.625,7932.58196800005,317303.278720002,0.132446685465382
"285","GLENDALE",890000,930000,712000,3722.71711026558,1023.5,4746.21711026558,189848.684410623,0.123942994782163,744000,3890.03023881684,1069.5,4959.53023881684,198381.209552674,0.109910295661102,761000,608800,3183.13227068776,875.15,4058.28227068776,162331.29082751,0.133617356639681
"286","GLENDORA",591500,612000,473200,2474.14288845178,680.225,3154.36788845178,126174.715538071,0.321856233327028,489600,2559.89086683431,703.8,3263.69086683431,130547.634673372,0.303647534274152,6e+05,480000,2509.69692826893,690,3199.69692826893,127987.877130757,0.263169962780593
"287","GOLD RIVER",518000,499000,414400,2166.70501473884,595.7,2762.40501473884,110496.200589554,0.563897433398356,399200,2087.23127867699,573.85,2661.08127867699,106443.25114708,0.579490083059681,475000,380000,1986.84340154623,546.25,2533.09340154623,101323.736061849,0.532109440249665
"288","GOLETA",834900,815000,667920,3492.24327568621,960.135,4452.37827568621,178095.131027449,0.185625183279635,652000,3409.00499423196,937.25,4346.25499423196,173850.199769278,0.192724778767153,8e+05,640000,3346.26257102524,920,4266.26257102524,170650.50284101,0.171726263042692
"289","GONZALES",430000,423250,344000,1798.61613192607,494.5,2293.11613192607,91724.6452770426,0.280981563393301,338600,1770.38204148304,486.7375,2257.11954148304,90284.7816593216,0.286927418697351,389000,311200,1627.12017516102,447.35,2074.47017516102,82978.8070064409,0.300288094342397
"290","GRAEAGLE",509000,440000,407200,2129.05956081481,585.35,2714.40956081481,108576.382432592,0.215711733021074,352000,1840.44441406388,506,2346.44441406388,93857.7765625552,0.290334058984565,767000,613600,3208.22923997045,882.05,4090.27923997045,163611.169598818,0.0780236741683966
"291","GRAND TERRACE",370000,380000,296000,1547.64643909917,425.5,1973.14643909917,78925.8575639669,0.414808105156677,304000,1589.47472123699,437,2026.47472123699,81058.9888494795,0.39947063420287,363750,291000,1521.50376276304,418.3125,1939.81626276304,77592.6505105215,0.375178996368785
"292","GRANITE BAY",760000,793000,608000,3178.94944247398,874,4052.94944247398,162117.977698959,0.381745269554828,634400,3316.98277352877,911.95,4228.93277352877,169157.310941151,0.360146857027034,712000,569600,2978.17368821246,818.8,3796.97368821246,151878.947528498,0.398030840184768
"293","GRASS VALLEY",430000,422500,344000,1798.61613192607,494.5,2293.11613192607,91724.6452770426,0.173202056685391,338000,1767.2449203227,485.875,2253.1199203227,90124.7968129081,0.17810316972055,387000,309600,1618.75451873346,445.05,2063.80451873346,82552.1807493383,0.217447044218824
"294","GRATON",667500,229900,534000,2792.03783269918,767.625,3559.66283269918,142386.513307967,0.255331472988645,183920,961.632206348378,264.385,1226.01720634838,49040.6882539351,0.653345445785736,780000,624000,3262.60600674961,897,4159.60600674961,166384.240269984,0.154490679343639
"295","GRAYSON",310500,229900,248400,1298.76816037917,357.075,1655.84316037917,66233.7264151668,0.433026243788322,183920,961.632206348378,264.385,1226.01720634838,49040.6882539351,0.520219160265325,174500,139600,729.90352330488,200.675,930.57852330488,37223.1409321952,0.603776036406925
"296","GREEN VALLEY",4e+05,229900,320000,1673.13128551262,460,2133.13128551262,85325.2514205048,0.485175861732938,183920,961.632206348378,264.385,1226.01720634838,49040.6882539351,0.742018593924049,174500,139600,729.90352330488,200.675,930.57852330488,37223.1409321952,0.880680394713724
"297","GREENFIELD",340000,328500,272000,1422.16159268573,391,1813.16159268573,72526.463707429,0.328105917336652,262800,1374.05906822724,377.775,1751.83406822724,70073.3627290895,0.351002313149532,322500,258000,1348.96209894455,370.875,1719.83709894455,68793.483957782,0.332270916666762
"298","GRIDLEY",265000,238000,212000,1108.44947665211,304.75,1413.19947665211,56527.9790660844,0.427558878814378,190400,995.513114880008,273.7,1269.21311488001,50768.5245952003,0.465605617308695,189000,151200,790.554532404712,217.35,1007.90453240471,40316.1812961885,0.544121942765727
"299","GRIZZLY FLATS",235000,263000,188000,982.964630238664,270.25,1253.21463023866,50128.5852095465,0.610690286147507,210400,1100.08382022455,302.45,1402.53382022455,56101.3528089819,0.555228195553321,235000,188000,982.964630238664,270.25,1253.21463023866,50128.5852095465,0.590395148488161
"300","GROVER BEACH",506625,520000,405300,2119.12534380708,582.61875,2701.74409380708,108069.763752283,0.252578349863145,416000,2175.0706711664,598,2773.0706711664,110922.826846656,0.238905464326793,485000,388000,2028.67168368405,557.75,2586.42168368405,103456.867347362,0.26824556608801
"301","GUADALUPE",362000,485000,289600,1514.18381338892,416.3,1930.48381338892,77219.3525355568,0.323109031063978,388000,2028.67168368405,557.75,2586.42168368405,103456.867347362,0.200079977006534,442000,353600,1848.81007049144,508.3,2357.11007049144,94284.4028196578,0.176467063519053
"302","GUERNEVILLE",485500,487500,388400,2030.76309779094,558.325,2589.08809779094,103563.523911638,0.221687803329426,390000,2039.1287542185,560.625,2599.7537542185,103990.15016874,0.21726339558714,422500,338000,1767.2449203227,485.875,2253.1199203227,90124.7968129081,0.289631127967314
"303","GUINDA",252500,660500,202000,1056.16412397984,290.375,1346.53912397984,53861.5649591936,0.614157063177251,528400,2762.75803520271,759.575,3522.33303520271,140893.321408108,0.192252058080976,632800,506240,2646.89369368096,727.72,3374.61369368096,134984.547747239,0.126933646584186
"304","HACIENDA HEIGHTS",625000,660500,5e+05,2614.26763361347,718.75,3333.01763361347,133320.705344539,0.279055521215352,528400,2762.75803520271,759.575,3522.33303520271,140893.321408108,0.250297631528174,632800,506240,2646.89369368096,727.72,3374.61369368096,134984.547747239,0.244189541843011
"305","HALF MOON BAY",1265000,1250000,1012000,5291.27769043366,1454.75,6746.02769043366,269841.107617346,0.244552758831663,1e+06,5228.53526722693,1437.5,6666.03526722693,266641.410689077,0.244079980512451,1152500,922000,4820.70951638323,1325.375,6146.08451638323,245843.380655329,0.238095134540895
"306","HAMILTON CITY",158250,187000,126600,661.93256483093,181.9875,843.92006483093,33756.8025932372,0.610529528451686,149600,782.188875977149,215.05,997.238875977149,39889.555039086,0.5301023393618,125000,1e+05,522.853526722693,143.75,666.603526722693,26664.1410689077,0.688421221553676
"307","HANFORD",233500,245000,186800,976.690387917991,268.525,1245.21538791799,49808.6155167196,0.556587894882034,196000,1024.79291237648,281.75,1306.54291237648,52261.7164950591,0.540181590982306,242414.5,193931.6,1013.97821002975,278.776675,1292.75488502975,51710.1954011899,0.49977680370841
"308","HARTLAND",167500,308750,134000,700.623725808409,192.625,893.248725808409,35729.9490323364,0.584702667960889,247000,1291.44821100505,355.0625,1646.51071100505,65860.4284402021,0.412556807644292,349000,279200,1459.80704660976,401.35,1861.15704660976,74446.2818643904,0.408653047050926
"309","HAWAIIAN GARDENS",319500,341500,255600,1336.4136143032,367.425,1703.8386143032,68153.5445721282,0.270564609785753,273200,1428.4358350064,392.725,1821.1608350064,72846.4334002559,0.236159869616146,394000,315200,1648.03431622993,453.1,2101.13431622993,84045.3726491972,0.169055135503568
"310","HAWTHORNE",710000,730000,568000,2969.8080317849,816.5,3786.3080317849,151452.321271396,0.0867829358079198,584000,3053.46459606053,839.5,3892.96459606053,155718.583842421,0.0817248848967396,669900,535920,2802.07662041226,770.385,3572.46162041226,142898.46481649,0.0805094724997411
"311","HAYWARD",680000,675000,544000,2844.32318537145,782,3626.32318537145,145052.927414858,0.209750546448668,540000,2823.40904430254,776.25,3599.65904430254,143986.361772102,0.210249807889886,620000,496000,2593.35349254456,713,3306.35349254456,132254.139701782,0.214481279894095
"312","HEALDSBURG",853000,950000,682400,3567.95246635566,980.95,4548.90246635566,181956.098654226,0.164109981597767,760000,3973.68680309247,1092.5,5066.18680309247,202647.472123699,0.125650933614419,755000,604000,3158.03530140507,868.25,4026.28530140507,161051.412056203,0.153402038805616
"313","HEBER",235000,212000,188000,982.964630238664,270.25,1253.21463023866,50128.5852095465,0.461436462242053,169600,886.759581321688,243.8,1130.55958132169,45222.3832528675,0.501226812534211,279000,223200,1167.00907164505,320.85,1487.85907164505,59514.3628658021,0.34240130578224
"314","HEMET",268000,263250,214400,1120.99796129345,308.2,1429.19796129345,57167.9184517382,0.322806544911655,210600,1101.12952727799,302.7375,1403.86702727799,56154.6810911197,0.327330781507151,250000,2e+05,1045.70705344539,287.5,1333.20705344539,53328.2821378155,0.316978449450128
"315","HERALD",518500,545000,414800,2168.79642884573,596.275,2765.07142884573,110602.857153829,0.489838177089313,436000,2279.64137651094,626.75,2906.39137651094,116255.655060438,0.458042230482405,532500,426000,2227.35602383867,612.375,2839.73102383867,113589.240953547,0.37891196955466
"316","HERCULES",569000,605000,455200,2380.0292536417,654.35,3034.3792536417,121375.170145668,0.457999271985161,484000,2530.61106933784,695.75,3226.36106933784,129054.442773513,0.419134449920199,530000,424000,2216.89895330422,609.5,2826.39895330422,113055.958132169,0.480271672270568
"317","HERLONG",29500,84500,23600,123.393432306556,33.925,157.318432306556,6292.73729226223,0.965312119519685,67600,353.448984064541,97.175,450.623984064541,18024.9593625816,0.891955172730415,84000,67200,351.35756995765,96.6,447.95756995765,17918.302798306,0.896093147052562
"318","HERMOSA BEACH",1775000,1805000,1420000,7424.52007946224,2041.25,9465.77007946224,378630.80317849,0.146533414244007,1444000,7550.00492587569,2075.75,9625.75492587569,385030.197035028,0.140763033126519,1762500,1410000,7372.23472678998,2026.875,9399.10972678997,375964.389071599,0.121363014132873
"319","HESPERIA",273750,276000,219000,1145.0492235227,314.8125,1459.8617235227,58394.4689409079,0.436949390173433,220800,1154.46058700371,317.4,1471.86058700371,58874.4234801483,0.431489693717759,252500,202000,1056.16412397984,290.375,1346.53912397984,53861.5649591936,0.438461774647187
"320","HICKMAN",390000,218000,312000,1631.3030033748,448.5,2079.8030033748,83192.1201349921,0.471670874309523,174400,911.856550604377,250.7,1162.55655060438,46502.2620241751,0.677481919990327,1118000,894400,4676.40194300777,1285.7,5962.10194300777,238484.077720311,0.0459518384558719
"321","HIDDEN HILLS",4375000,2873000,3500000,18299.8734352943,5031.25,23331.1234352943,933244.937411771,0,2298400,12017.2654581944,3303.95,15321.2154581944,612848.618327775,0,5150000,4120000,21541.565300975,5922.5,27464.065300975,1098562.612039,0
"322","HIDDEN VALLEY LAKE",340000,334000,272000,1422.16159268573,391,1813.16159268573,72526.463707429,0.472459029899472,267200,1397.06462340304,384.1,1781.16462340304,71246.5849361215,0.4792092343712,300200,240160,1255.68502977722,345.23,1600.91502977722,64036.6011910888,0.434719524199636
"323","HIGHLAND",359500,330000,287600,1503.72674285447,413.425,1917.15174285447,76686.0697141787,0.406875298765272,264000,1380.33331054791,379.5,1759.83331054791,70393.3324219164,0.439960579724596,332000,265600,1388.69896697547,381.8,1770.49896697547,70819.9586790189,0.398499788897549
"324","HILLSBOROUGH",4150000,4258667,3320000,17358.7370871934,4772.5,22131.2370871934,885249.483487737,0,3406933.6,17813.2724807004,4897.46705,22710.7395307004,908429.581228017,0,3450000,2760000,14430.7573375463,3967.5,18398.2573375463,735930.293501853,0
